,DataSize,ErrorWidthPercentage,NoiseLevelPercentage,ErrorScaling,AUC
39,200.0,0.075,0.03,3.0,0.6997245179063362
40,200.0,0.075,0.05,0.5,0.6873278236914602
41,200.0,0.075,0.05,1.0,0.7134986225895317
42,200.0,0.075,0.05,1.5,0.6955922865013775
43,200.0,0.075,0.05,2.0,0.7589531680440773
44,200.0,0.075,0.05,3.0,0.6887052341597797
45,200.0,0.075,0.1,0.5,0.6460055096418733
46,200.0,0.075,0.1,1.0,0.6336088154269972
47,200.0,0.075,0.1,1.5,0.6391184573002755
48,200.0,0.075,0.1,2.0,0.6473829201101928
49,200.0,0.075,0.1,3.0,0.6267217630853995
50,200.0,0.1,0.01,0.5,0.8085399449035814
51,200.0,0.1,0.01,1.0,0.7906336088154271
52,200.0,0.1,0.01,1.5,0.7823691460055097
53,200.0,0.1,0.01,2.0,0.8071625344352618
54,200.0,0.1,0.01,3.0,0.7672176308539945
55,200.0,0.1,0.02,0.5,0.741046831955923
56,200.0,0.1,0.02,1.0,0.7672176308539945
57,200.0,0.1,0.02,1.5,0.7520661157024795
58,200.0,0.1,0.02,2.0,0.7865013774104684
59,200.0,0.1,0.02,3.0,0.7796143250688705
60,200.0,0.1,0.03,0.5,0.7286501377410469
61,200.0,0.1,0.03,1.0,0.7451790633608816
62,200.0,0.1,0.03,1.5,0.7245179063360883
63,200.0,0.1,0.03,2.0,0.7741046831955924
64,200.0,0.1,0.03,3.0,0.7672176308539946
65,200.0,0.1,0.05,0.5,0.7107438016528926
66,200.0,0.1,0.05,1.0,0.6776859504132233
67,200.0,0.1,0.05,1.5,0.7272727272727273
68,200.0,0.1,0.05,2.0,0.7134986225895318
69,200.0,0.1,0.05,3.0,0.6914600550964187
70,200.0,0.1,0.1,0.5,0.6652892561983471
71,200.0,0.1,0.1,1.0,0.6776859504132232
72,200.0,0.1,0.1,1.5,0.6584022038567494
73,200.0,0.1,0.1,2.0,0.6735537190082646
74,200.0,0.1,0.1,3.0,0.6694214876033058
75,200.0,0.125,0.01,0.5,0.8112947658402204
76,200.0,0.125,0.01,1.0,0.7947658402203857
77,200.0,0.125,0.01,1.5,0.8099173553719009
78,200.0,0.125,0.01,2.0,0.7975206611570249
79,200.0,0.125,0.01,3.0,0.7933884297520661
80,200.0,0.125,0.02,0.5,0.7865013774104684
81,200.0,0.125,0.02,1.0,0.7410468319559229
82,200.0,0.125,0.02,1.5,0.790633608815427
83,200.0,0.125,0.02,2.0,0.7672176308539945
84,200.0,0.125,0.02,3.0,0.7713498622589532
85,200.0,0.125,0.03,0.5,0.7603305785123968
86,200.0,0.125,0.03,1.0,0.7382920110192838
87,200.0,0.125,0.03,1.5,0.7865013774104683
88,200.0,0.125,0.03,2.0,0.787878787878788
89,200.0,0.125,0.03,3.0,0.7754820936639119
90,200.0,0.125,0.05,0.5,0.7520661157024794
91,200.0,0.125,0.05,1.0,0.7327823691460056
92,200.0,0.125,0.05,1.5,0.7286501377410468
93,200.0,0.125,0.05,2.0,0.7093663911845731
94,200.0,0.125,0.05,3.0,0.6818181818181818
95,200.0,0.125,0.1,0.5,0.6873278236914602
96,200.0,0.125,0.1,1.0,0.6900826446280992
97,200.0,0.125,0.1,1.5,0.6721763085399449
98,200.0,0.125,0.1,2.0,0.6928374655647382
99,200.0,0.125,0.1,3.0,0.6597796143250689
100,200.0,0.15,0.01,0.5,0.81267217630854
101,200.0,0.15,0.01,1.0,0.7947658402203858
102,200.0,0.15,0.01,1.5,0.8112947658402204
103,200.0,0.15,0.01,2.0,0.8085399449035813
104,200.0,0.15,0.01,3.0,0.8085399449035813
105,200.0,0.15,0.02,0.5,0.800275482093664
106,200.0,0.15,0.02,1.0,0.7892561983471076
107,200.0,0.15,0.02,1.5,0.8112947658402204
108,200.0,0.15,0.02,2.0,0.8016528925619835
109,200.0,0.15,0.02,3.0,0.7713498622589532
110,200.0,0.15,0.03,0.5,0.7782369146005511
111,200.0,0.15,0.03,1.0,0.7796143250688706
112,200.0,0.15,0.03,1.5,0.7754820936639119
113,200.0,0.15,0.03,2.0,0.8085399449035813
114,200.0,0.15,0.03,3.0,0.7713498622589532
115,200.0,0.15,0.05,0.5,0.7465564738292012
116,200.0,0.15,0.05,1.0,0.7121212121212122
117,200.0,0.15,0.05,1.5,0.7300275482093664
118,200.0,0.15,0.05,2.0,0.7245179063360881
119,200.0,0.15,0.05,3.0,0.756198347107438
120,200.0,0.15,0.1,0.5,0.694214876033058
121,200.0,0.15,0.1,1.0,0.6721763085399449
122,200.0,0.15,0.1,1.5,0.6859504132231407
123,200.0,0.15,0.1,2.0,0.7052341597796143
124,200.0,0.15,0.1,3.0,0.6721763085399449
125,500.0,0.05,0.01,0.5,0.7314049586776858
126,500.0,0.05,0.01,1.0,0.7906336088154271
127,500.0,0.05,0.01,1.5,0.7465564738292011
128,500.0,0.05,0.01,2.0,0.7603305785123967
129,500.0,0.05,0.01,3.0,0.7589531680440772
130,500.0,0.05,0.02,0.5,0.7327823691460056
131,500.0,0.05,0.02,1.0,0.7134986225895318
132,500.0,0.05,0.02,1.5,0.7024793388429753
133,500.0,0.05,0.02,2.0,0.7245179063360881
134,500.0,0.05,0.02,3.0,0.7217630853994491
135,500.0,0.05,0.03,0.5,0.672176308539945
136,500.0,0.05,0.03,1.0,0.7162534435261708
137,500.0,0.05,0.03,1.5,0.6900826446280992
138,500.0,0.05,0.03,2.0,0.6831955922865014
139,500.0,0.05,0.03,3.0,0.706611570247934
140,500.0,0.05,0.05,0.5,0.6776859504132231
141,500.0,0.05,0.05,1.0,0.6515151515151515
142,500.0,0.05,0.05,1.5,0.672176308539945
143,500.0,0.05,0.05,2.0,0.6460055096418733
144,500.0,0.05,0.05,3.0,0.6294765840220387
145,500.0,0.05,0.1,0.5,0.6143250688705234
146,500.0,0.05,0.1,1.0,0.6060606060606062
147,500.0,0.05,0.1,1.5,0.6336088154269973
148,500.0,0.05,0.1,2.0,0.6336088154269973
149,500.0,0.05,0.1,3.0,0.6349862258953168
150,500.0,0.075,0.01,0.5,0.7796143250688705
151,500.0,0.075,0.01,1.0,0.7796143250688705
152,500.0,0.075,0.01,1.5,0.7933884297520662
153,500.0,0.075,0.01,2.0,0.7727272727272727
154,500.0,0.075,0.01,3.0,0.7617079889807162
155,500.0,0.075,0.02,0.5,0.7754820936639119
156,500.0,0.075,0.02,1.0,0.7741046831955923
157,500.0,0.075,0.02,1.5,0.7465564738292012
158,500.0,0.075,0.02,2.0,0.7520661157024794
159,500.0,0.075,0.02,3.0,0.7837465564738293
160,500.0,0.075,0.03,0.5,0.7107438016528926
161,500.0,0.075,0.03,1.0,0.7162534435261709
162,500.0,0.075,0.03,1.5,0.6928374655647384
163,500.0,0.075,0.03,2.0,0.71900826446281
164,500.0,0.075,0.03,3.0,0.7258953168044078
165,500.0,0.075,0.05,0.5,0.6735537190082646
166,500.0,0.075,0.05,1.0,0.6542699724517907
167,500.0,0.075,0.05,1.5,0.6831955922865014
168,500.0,0.075,0.05,2.0,0.6983471074380165
169,500.0,0.075,0.05,3.0,0.7176308539944903
170,500.0,0.075,0.1,0.5,0.6294765840220387
171,500.0,0.075,0.1,1.0,0.6391184573002755
172,500.0,0.075,0.1,1.5,0.6460055096418733
173,500.0,0.075,0.1,2.0,0.6170798898071626
174,500.0,0.075,0.1,3.0,0.6363636363636365
175,500.0,0.1,0.01,0.5,0.803030303030303
176,500.0,0.1,0.01,1.0,0.7975206611570249
177,500.0,0.1,0.01,1.5,0.8057851239669421
178,500.0,0.1,0.01,2.0,0.8057851239669421
179,500.0,0.1,0.01,3.0,0.7741046831955923
180,500.0,0.1,0.02,0.5,0.7493112947658402
181,500.0,0.1,0.02,1.0,0.7520661157024794
182,500.0,0.1,0.02,1.5,0.778236914600551
183,500.0,0.1,0.02,2.0,0.7644628099173555
184,500.0,0.1,0.02,3.0,0.7589531680440772
185,500.0,0.1,0.03,0.5,0.7038567493112948
186,500.0,0.1,0.03,1.0,0.7465564738292012
187,500.0,0.1,0.03,1.5,0.7589531680440773
188,500.0,0.1,0.03,2.0,0.7038567493112947
189,500.0,0.1,0.03,3.0,0.7341597796143251
190,500.0,0.1,0.05,0.5,0.7024793388429753
191,500.0,0.1,0.05,1.0,0.7148760330578512
192,500.0,0.1,0.05,1.5,0.6749311294765841
193,500.0,0.1,0.05,2.0,0.7079889807162535
194,500.0,0.1,0.05,3.0,0.6997245179063362
195,500.0,0.1,0.1,0.5,0.6556473829201102
196,500.0,0.1,0.1,1.0,0.6267217630853995
197,500.0,0.1,0.1,1.5,0.6487603305785125
198,500.0,0.1,0.1,2.0,0.6501377410468321
199,500.0,0.1,0.1,3.0,0.6349862258953168
200,500.0,0.125,0.01,0.5,0.7892561983471074
201,500.0,0.125,0.01,1.0,0.7975206611570248
202,500.0,0.125,0.01,1.5,0.8057851239669422
203,500.0,0.125,0.01,2.0,0.8071625344352619
204,500.0,0.125,0.01,3.0,0.8016528925619835
205,500.0,0.125,0.02,0.5,0.7851239669421488
206,500.0,0.125,0.02,1.0,0.7713498622589532
207,500.0,0.125,0.02,1.5,0.7727272727272727
208,500.0,0.125,0.02,2.0,0.7506887052341598
209,500.0,0.125,0.02,3.0,0.7658402203856749
210,500.0,0.125,0.03,0.5,0.7465564738292012
211,500.0,0.125,0.03,1.0,0.6942148760330579
212,500.0,0.125,0.03,1.5,0.7493112947658402
213,500.0,0.125,0.03,2.0,0.753443526170799
214,500.0,0.125,0.03,3.0,0.7534435261707989
215,500.0,0.125,0.05,0.5,0.6804407713498624
216,500.0,0.125,0.05,1.0,0.7245179063360883
217,500.0,0.125,0.05,1.5,0.7052341597796143
218,500.0,0.125,0.05,2.0,0.7424242424242424
219,500.0,0.125,0.05,3.0,0.6997245179063362
220,500.0,0.125,0.1,0.5,0.6983471074380166
221,500.0,0.125,0.1,1.0,0.6528925619834711
222,500.0,0.125,0.1,1.5,0.6391184573002755
223,500.0,0.125,0.1,2.0,0.6652892561983471
224,500.0,0.125,0.1,3.0,0.6749311294765841
225,500.0,0.15,0.01,0.5,0.8126721763085399
226,500.0,0.15,0.01,1.0,0.8057851239669422
227,500.0,0.15,0.01,1.5,0.8126721763085399
228,500.0,0.15,0.01,2.0,0.8154269972451791
229,500.0,0.15,0.01,3.0,0.7975206611570248
230,500.0,0.15,0.02,0.5,0.7520661157024794
231,500.0,0.15,0.02,1.0,0.7630853994490359
232,500.0,0.15,0.02,1.5,0.7644628099173554
233,500.0,0.15,0.02,2.0,0.7837465564738293
234,500.0,0.15,0.02,3.0,0.7672176308539945
235,500.0,0.15,0.03,0.5,0.7396694214876034
236,500.0,0.15,0.03,1.0,0.7548209366391185
237,500.0,0.15,0.03,1.5,0.7575757575757577
238,500.0,0.15,0.03,2.0,0.7451790633608815
239,500.0,0.15,0.03,3.0,0.7796143250688705
240,500.0,0.15,0.05,0.5,0.7079889807162534
241,500.0,0.15,0.05,1.0,0.7396694214876034
242,500.0,0.15,0.05,1.5,0.7052341597796143
243,500.0,0.15,0.05,2.0,0.7107438016528925
244,500.0,0.15,0.05,3.0,0.7272727272727273
245,500.0,0.15,0.1,0.5,0.6584022038567493
246,500.0,0.15,0.1,1.0,0.6694214876033058
247,500.0,0.15,0.1,1.5,0.6611570247933884
248,500.0,0.15,0.1,2.0,0.6652892561983471
249,500.0,0.15,0.1,3.0,0.6694214876033058
