EquationName,VariedVariable,DataFilePath,Degree,Lambda,Alpha,MaxInteractions,Runtime,Successful,RMSE_Training,RMSE_Test,RMSE_Full
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s500_n0.03_es2_ew0.05_None.csv,5,0.001,0.5,3,1815,True,0.019806129731644175,NaN,0.019806129731644175
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s200_n0.03_es0.5_ew0.125_Square.csv,5,0.001,0.5,3,1874,True,0.036102928568130944,NaN,0.036102928568130944
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s200_n0.02_es0.5_ew0.1_Square.csv,5,0.001,0.5,3,1194,True,0.025334572971032993,NaN,0.025334572971032993
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s500_n0.02_es2_ew0.125_Spike.csv,5,0.001,0.5,3,1354,True,0.022299144224751384,NaN,0.022299144224751384
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s500_n0.03_es2_ew0.05_Normal.csv,5,0.001,0.5,3,2046,True,0.019858433893554215,NaN,0.019858433893554215
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s200_n0.02_es1.5_ew0.05_None.csv,5,0.001,0.5,3,1438,True,0.019250989672544246,NaN,0.019250989672544246
Feynman17,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman17_s500_n0.01_es1_ew0.15_Spike.csv,5,0.001,0.5,3,5868,True,0.31905245040338154,NaN,0.31905245040338154
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s500_n0.02_es2_ew0.125_Square.csv,5,0.001,0.5,3,1777,True,0.02492727412775928,NaN,0.02492727412775928
Feynman17,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman17_s200_n0.01_es0.5_ew0.05_Square.csv,5,0.001,0.5,3,6274,True,0.3204515074220275,NaN,0.3204515074220275
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s200_n0.03_es0.5_ew0.15_None.csv,5,0.001,0.5,3,2377,True,0.018037260116978055,NaN,0.018037260116978055
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s200_n0.02_es1.5_ew0.05_Normal.csv,5,0.001,0.5,3,1218,True,0.019548974833732715,NaN,0.019548974833732715
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s500_n0.03_es2_ew0.05_Spike.csv,5,0.001,0.5,3,1633,True,0.02397878887272685,NaN,0.02397878887272685
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s500_n0.02_es2_ew0.15_None.csv,5,0.001,0.5,3,1176,True,0.01919252406066305,NaN,0.01919252406066305
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s200_n0.02_es1.5_ew0.05_Spike.csv,5,0.001,0.5,3,1379,True,0.020303000031345764,NaN,0.020303000031345764
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s200_n0.03_es0.5_ew0.15_Normal.csv,5,0.001,0.5,3,2125,True,0.01810596278878022,NaN,0.01810596278878022
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s500_n0.02_es2_ew0.15_Normal.csv,5,0.001,0.5,3,1489,True,0.019532025310742822,NaN,0.019532025310742822
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s500_n0.03_es2_ew0.05_Square.csv,5,0.001,0.5,3,2108,True,0.029208946031596055,NaN,0.029208946031596055
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s200_n0.02_es1.5_ew0.05_Square.csv,5,0.001,0.5,3,1297,True,0.02232427088214041,NaN,0.02232427088214041
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s200_n0.03_es0.5_ew0.15_Spike.csv,5,0.001,0.5,3,1960,True,0.022527807018775922,NaN,0.022527807018775922
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s500_n0.02_es2_ew0.15_Spike.csv,5,0.001,0.5,3,1489,True,0.02147571180428133,NaN,0.02147571180428133
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s500_n0.03_es2_ew0.075_None.csv,5,0.001,0.5,3,1879,True,0.024405234947801755,NaN,0.024405234947801755
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s200_n0.02_es1.5_ew0.075_None.csv,5,0.001,0.5,3,1756,True,0.016992529514526636,NaN,0.016992529514526636
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s500_n0.02_es2_ew0.15_Square.csv,5,0.001,0.5,3,1376,True,0.025311957631685127,NaN,0.025311957631685127
Feynman17,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman17_s500_n0.01_es1_ew0.15_Square.csv,5,0.001,0.5,3,6026,True,0.4788048138726017,NaN,0.4788048138726017
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s200_n0.03_es0.5_ew0.15_Square.csv,5,0.001,0.5,3,1963,True,0.032816178905187725,NaN,0.032816178905187725
Feynman17,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman17_s200_n0.01_es0.5_ew0.075_None.csv,5,0.001,0.5,3,6345,True,0.15100800250814508,NaN,0.15100800250814508
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s200_n0.02_es1.5_ew0.075_Normal.csv,5,0.001,0.5,3,1259,True,0.017051953336840422,NaN,0.017051953336840422
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s500_n0.03_es2_ew0.075_Normal.csv,5,0.001,0.5,3,1773,True,0.02457358556373799,NaN,0.02457358556373799
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s500_n0.02_es2_ew0.1_None.csv,5,0.001,0.5,3,1648,True,0.01943734110451082,NaN,0.01943734110451082
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s200_n0.02_es1.5_ew0.075_Spike.csv,5,0.001,0.5,3,1137,True,0.017645659033784036,NaN,0.017645659033784036
Feynman44,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman44_s500_n0.1_es1_ew0.125_Square.csv,5,0.001,0.5,3,14065,True,1.516608469651437,NaN,1.516608469651437
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s200_n0.03_es0.5_ew0.1_None.csv,5,0.001,0.5,3,1567,True,0.017979185056529078,NaN,0.017979185056529078
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s500_n0.02_es2_ew0.1_Normal.csv,5,0.001,0.5,3,1113,True,0.01966331402687959,NaN,0.01966331402687959
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s200_n0.02_es1.5_ew0.075_Square.csv,5,0.001,0.5,3,1144,True,0.019316281275470103,NaN,0.019316281275470103
Feynman33,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman33_s500_n0.05_es1_ew0.125_Spike.csv,5,0.001,0.5,3,33057,True,1.2569699234736853,NaN,1.2569699234736853
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s200_n0.03_es0.5_ew0.1_Normal.csv,5,0.001,0.5,3,1679,True,0.017888102829202442,NaN,0.017888102829202442
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s500_n0.02_es2_ew0.1_Spike.csv,5,0.001,0.5,3,1122,True,0.021245231970164383,NaN,0.021245231970164383
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s500_n0.03_es2_ew0.075_Spike.csv,5,0.001,0.5,3,3063,True,0.0316214774190471,NaN,0.0316214774190471
Feynman17,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman17_s500_n0.01_es1_ew0.1_None.csv,5,0.001,0.5,3,4398,True,0.15118007261837138,NaN,0.15118007261837138
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s500_n0.02_es2_ew0.1_Square.csv,5,0.001,0.5,3,920,True,0.02360401304126905,NaN,0.02360401304126905
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s200_n0.02_es1.5_ew0.125_None.csv,5,0.001,0.5,3,1861,True,0.020927058919297425,NaN,0.020927058919297425
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s200_n0.03_es0.5_ew0.1_Spike.csv,5,0.001,0.5,3,1821,True,0.02287290248656828,NaN,0.02287290248656828
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s500_n0.02_es3_ew0.05_None.csv,5,0.001,0.5,3,1131,True,0.02083750079138755,NaN,0.02083750079138755
Feynman17,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman17_s200_n0.01_es0.5_ew0.075_Normal.csv,5,0.001,0.5,3,5592,True,0.15086707124502702,NaN,0.15086707124502702
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s200_n0.02_es1.5_ew0.125_Normal.csv,5,0.001,0.5,3,1538,True,0.02108359078850364,NaN,0.02108359078850364
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s500_n0.03_es2_ew0.075_Square.csv,5,0.001,0.5,3,2582,True,0.040868367037607684,NaN,0.040868367037607684
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s500_n0.02_es3_ew0.05_Normal.csv,5,0.001,0.5,3,1222,True,0.021125699034747366,NaN,0.021125699034747366
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s200_n0.02_es1.5_ew0.125_Spike.csv,5,0.001,0.5,3,1069,True,0.02251014509133334,NaN,0.02251014509133334
Feynman44,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman44_s200_n0.1_es0.5_ew0.05_Normal.csv,5,0.001,0.5,3,16641,True,1.1537331225916574,NaN,1.1537331225916574
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s200_n0.03_es0.5_ew0.1_Square.csv,5,0.001,0.5,3,2222,True,0.03253072312368044,NaN,0.03253072312368044
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s500_n0.02_es3_ew0.05_Spike.csv,5,0.001,0.5,3,1239,True,0.02211999082031872,NaN,0.02211999082031872
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s500_n0.03_es2_ew0.125_None.csv,5,0.001,0.5,3,1835,True,0.02175151539060377,NaN,0.02175151539060377
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s200_n0.02_es1.5_ew0.125_Square.csv,5,0.001,0.5,3,1144,True,0.02512257449635714,NaN,0.02512257449635714
Feynman31,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman31_s200_n0.03_es1.5_ew0.05_None.csv,5,0.001,0.5,3,1809,True,0.018385717065297277,NaN,0.018385717065297277
Feynman17,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman17_s500_n0.01_es1_ew0.1_Normal.csv,5,0.001,0.5,3,5184,True,0.15155038731073056,NaN,0.15155038731073056
Feynman2,,D:\src\SC-DataValidation-Datasets\data\2.2.1-multivariate_error\Feynman2_s500_n0.02_es3_ew0.05_Square.csv,5,0.001,0.5,3,1153,True,0.024142344672949827,NaN,0.024142344672949827
