,filename,equation_name,errorfunction,RMSE,ConstraintsViolated,DataSize,ErrorWidthPercentage,NoiseLevelPercentage,ErrorScaling
22,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.05_Spike,n0.01,0.028904376245505476,True,200,0.05,0.01,1.5
23,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.05_Square,n0.01,0.03976929351603227,True,200,0.05,0.01,1.5
24,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.075_None,n0.01,0.019644437053419634,False,200,0.075,0.01,1.5
25,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.075_Normal,n0.01,0.0196285616618338,True,200,0.075,0.01,1.5
26,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.075_Spike,n0.01,0.03603174475579386,True,200,0.075,0.01,1.5
27,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.075_Square,n0.01,0.053000572654047506,True,200,0.075,0.01,1.5
28,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.125_None,n0.01,0.019782312518224078,False,200,0.125,0.01,1.5
29,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.125_Normal,n0.01,0.019783120803294568,True,200,0.125,0.01,1.5
30,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.125_Spike,n0.01,0.03987067800584186,True,200,0.125,0.01,1.5
31,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.125_Square,n0.01,0.05752940233037085,True,200,0.125,0.01,1.5
32,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.15_None,n0.01,0.02250483070946369,False,200,0.15,0.01,1.5
33,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.15_Normal,n0.01,0.022449022491133824,True,200,0.15,0.01,1.5
34,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.15_Spike,n0.01,0.04357144165797968,True,200,0.15,0.01,1.5
35,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.15_Square,n0.01,0.06216486142017276,True,200,0.15,0.01,1.5
36,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.1_None,n0.01,0.02054705271652176,False,200,0.1,0.01,1.5
37,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.1_Normal,n0.01,0.020538537543862496,True,200,0.1,0.01,1.5
38,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.1_Spike,n0.01,0.03670419891324652,True,200,0.1,0.01,1.5
39,Feynman17,Feynman17_s200_n0.01_es1.5_ew0.1_Square,n0.01,0.050367902849005095,True,200,0.1,0.01,1.5
40,Feynman17,Feynman17_s200_n0.01_es1_ew0.05_None,n0.01,0.017579197673432904,False,200,0.05,0.01,1.0
41,Feynman17,Feynman17_s200_n0.01_es1_ew0.05_Normal,n0.01,0.017548992864820142,True,200,0.05,0.01,1.0
42,Feynman17,Feynman17_s200_n0.01_es1_ew0.05_Spike,n0.01,0.022687233426514887,True,200,0.05,0.01,1.0
43,Feynman17,Feynman17_s200_n0.01_es1_ew0.05_Square,n0.01,0.0380420446769821,True,200,0.05,0.01,1.0
44,Feynman17,Feynman17_s200_n0.01_es1_ew0.075_None,n0.01,0.025345295580844265,False,200,0.075,0.01,1.0
45,Feynman17,Feynman17_s200_n0.01_es1_ew0.075_Normal,n0.01,0.025329988502060686,True,200,0.075,0.01,1.0
46,Feynman17,Feynman17_s200_n0.01_es1_ew0.075_Spike,n0.01,0.045080630031427135,True,200,0.075,0.01,1.0
47,Feynman17,Feynman17_s200_n0.01_es1_ew0.075_Square,n0.01,0.06570110480083456,True,200,0.075,0.01,1.0
48,Feynman17,Feynman17_s200_n0.01_es1_ew0.125_None,n0.01,0.02182510755477241,False,200,0.125,0.01,1.0
49,Feynman17,Feynman17_s200_n0.01_es1_ew0.125_Normal,n0.01,0.02191923185016305,True,200,0.125,0.01,1.0
50,Feynman17,Feynman17_s200_n0.01_es1_ew0.125_Spike,n0.01,0.045104169032055594,True,200,0.125,0.01,1.0
51,Feynman17,Feynman17_s200_n0.01_es1_ew0.125_Square,n0.01,0.058114796165934506,True,200,0.125,0.01,1.0
52,Feynman17,Feynman17_s200_n0.01_es1_ew0.15_None,n0.01,0.018111907536322525,False,200,0.15,0.01,1.0
53,Feynman17,Feynman17_s200_n0.01_es1_ew0.15_Normal,n0.01,0.018191395088492598,True,200,0.15,0.01,1.0
54,Feynman17,Feynman17_s200_n0.01_es1_ew0.15_Spike,n0.01,0.046854702402209326,True,200,0.15,0.01,1.0
55,Feynman17,Feynman17_s200_n0.01_es1_ew0.15_Square,n0.01,0.06456423195813568,True,200,0.15,0.01,1.0
56,Feynman17,Feynman17_s200_n0.01_es1_ew0.1_None,n0.01,0.022884483106929743,False,200,0.1,0.01,1.0
57,Feynman17,Feynman17_s200_n0.01_es1_ew0.1_Normal,n0.01,0.02288649315807346,True,200,0.1,0.01,1.0
58,Feynman17,Feynman17_s200_n0.01_es1_ew0.1_Spike,n0.01,0.04074311904851302,True,200,0.1,0.01,1.0
59,Feynman17,Feynman17_s200_n0.01_es1_ew0.1_Square,n0.01,0.05868547363583964,True,200,0.1,0.01,1.0
60,Feynman17,Feynman17_s200_n0.01_es2_ew0.05_None,n0.01,0.0238718126170383,False,200,0.05,0.01,2.0
61,Feynman17,Feynman17_s200_n0.01_es2_ew0.05_Normal,n0.01,0.02386098296861186,True,200,0.05,0.01,2.0
62,Feynman17,Feynman17_s200_n0.01_es2_ew0.05_Spike,n0.01,0.041141732356112556,True,200,0.05,0.01,2.0
63,Feynman17,Feynman17_s200_n0.01_es2_ew0.05_Square,n0.01,0.06306127730952238,True,200,0.05,0.01,2.0
64,Feynman17,Feynman17_s200_n0.01_es2_ew0.075_None,n0.01,0.020440923309871777,False,200,0.075,0.01,2.0
65,Feynman17,Feynman17_s200_n0.01_es2_ew0.075_Normal,n0.01,0.020409020966339907,True,200,0.075,0.01,2.0
66,Feynman17,Feynman17_s200_n0.01_es2_ew0.075_Spike,n0.01,0.03258936303424463,True,200,0.075,0.01,2.0
67,Feynman17,Feynman17_s200_n0.01_es2_ew0.075_Square,n0.01,0.04417273414256757,True,200,0.075,0.01,2.0
68,Feynman17,Feynman17_s200_n0.01_es2_ew0.125_None,n0.01,0.020518006140445928,False,200,0.125,0.01,2.0
69,Feynman17,Feynman17_s200_n0.01_es2_ew0.125_Normal,n0.01,0.020566753367179735,True,200,0.125,0.01,2.0
70,Feynman17,Feynman17_s200_n0.01_es2_ew0.125_Spike,n0.01,0.048287634003959835,True,200,0.125,0.01,2.0
71,Feynman17,Feynman17_s200_n0.01_es2_ew0.125_Square,n0.01,0.06245102041326329,True,200,0.125,0.01,2.0
72,Feynman17,Feynman17_s200_n0.01_es2_ew0.15_None,n0.01,0.020989142835126047,False,200,0.15,0.01,2.0
73,Feynman17,Feynman17_s200_n0.01_es2_ew0.15_Normal,n0.01,0.02105118796975944,True,200,0.15,0.01,2.0
74,Feynman17,Feynman17_s200_n0.01_es2_ew0.15_Spike,n0.01,0.04695271037783058,True,200,0.15,0.01,2.0
75,Feynman17,Feynman17_s200_n0.01_es2_ew0.15_Square,n0.01,0.06489410686797326,True,200,0.15,0.01,2.0
76,Feynman17,Feynman17_s200_n0.01_es2_ew0.1_None,n0.01,0.019738873840519727,False,200,0.1,0.01,2.0
77,Feynman17,Feynman17_s200_n0.01_es2_ew0.1_Normal,n0.01,0.019755166286874095,True,200,0.1,0.01,2.0
78,Feynman17,Feynman17_s200_n0.01_es2_ew0.1_Spike,n0.01,0.0363491552478641,True,200,0.1,0.01,2.0
79,Feynman17,Feynman17_s200_n0.01_es2_ew0.1_Square,n0.01,0.05049058269508387,True,200,0.1,0.01,2.0
80,Feynman17,Feynman17_s200_n0.01_es3_ew0.05_None,n0.01,0.02045994339784183,False,200,0.05,0.01,3.0
81,Feynman17,Feynman17_s200_n0.01_es3_ew0.05_Normal,n0.01,0.02045648174965047,True,200,0.05,0.01,3.0
82,Feynman17,Feynman17_s200_n0.01_es3_ew0.05_Spike,n0.01,0.03108016255333543,True,200,0.05,0.01,3.0
83,Feynman17,Feynman17_s200_n0.01_es3_ew0.05_Square,n0.01,0.04092982075179261,True,200,0.05,0.01,3.0
84,Feynman17,Feynman17_s200_n0.01_es3_ew0.075_None,n0.01,0.02173743093170378,False,200,0.075,0.01,3.0
85,Feynman17,Feynman17_s200_n0.01_es3_ew0.075_Normal,n0.01,0.021674741873728233,True,200,0.075,0.01,3.0
86,Feynman17,Feynman17_s200_n0.01_es3_ew0.075_Spike,n0.01,0.036733537911883024,True,200,0.075,0.01,3.0
87,Feynman17,Feynman17_s200_n0.01_es3_ew0.075_Square,n0.01,0.053970856709651543,True,200,0.075,0.01,3.0
88,Feynman17,Feynman17_s200_n0.01_es3_ew0.125_None,n0.01,0.02140028453774349,False,200,0.125,0.01,3.0
89,Feynman17,Feynman17_s200_n0.01_es3_ew0.125_Normal,n0.01,0.021318014874000195,True,200,0.125,0.01,3.0
90,Feynman17,Feynman17_s200_n0.01_es3_ew0.125_Spike,n0.01,0.03924399635049776,True,200,0.125,0.01,3.0
91,Feynman17,Feynman17_s200_n0.01_es3_ew0.125_Square,n0.01,0.06370973403180173,True,200,0.125,0.01,3.0
92,Feynman17,Feynman17_s200_n0.01_es3_ew0.15_None,n0.01,0.01961278103293338,False,200,0.15,0.01,3.0
93,Feynman17,Feynman17_s200_n0.01_es3_ew0.15_Normal,n0.01,0.019548090149314388,True,200,0.15,0.01,3.0
94,Feynman17,Feynman17_s200_n0.01_es3_ew0.15_Spike,n0.01,0.03842519001411455,True,200,0.15,0.01,3.0
95,Feynman17,Feynman17_s200_n0.01_es3_ew0.15_Square,n0.01,0.05991131162448163,True,200,0.15,0.01,3.0
96,Feynman17,Feynman17_s200_n0.01_es3_ew0.1_None,n0.01,0.020587785516874763,False,200,0.1,0.01,3.0
97,Feynman17,Feynman17_s200_n0.01_es3_ew0.1_Normal,n0.01,0.020592407424647245,True,200,0.1,0.01,3.0
98,Feynman17,Feynman17_s200_n0.01_es3_ew0.1_Spike,n0.01,0.03681716284650735,True,200,0.1,0.01,3.0
99,Feynman17,Feynman17_s200_n0.01_es3_ew0.1_Square,n0.01,0.05708227912745824,True,200,0.1,0.01,3.0
100,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.05_None,n0.02,0.02947293041449551,False,200,0.05,0.02,0.5
101,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.05_Normal,n0.02,0.029433005061912498,True,200,0.05,0.02,0.5
102,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.05_Spike,n0.02,0.03662702291713014,True,200,0.05,0.02,0.5
103,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.05_Square,n0.02,0.04445161754697891,True,200,0.05,0.02,0.5
104,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.075_None,n0.02,0.025960875601822676,False,200,0.075,0.02,0.5
105,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.075_Normal,n0.02,0.025896371008081585,True,200,0.075,0.02,0.5
106,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.075_Spike,n0.02,0.03446939611361524,True,200,0.075,0.02,0.5
107,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.075_Square,n0.02,0.050900667015183455,True,200,0.075,0.02,0.5
108,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.125_None,n0.02,0.029342083575740037,False,200,0.125,0.02,0.5
109,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.125_Normal,n0.02,0.029303907765537787,True,200,0.125,0.02,0.5
110,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.125_Spike,n0.02,0.04145866880826876,True,200,0.125,0.02,0.5
111,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.125_Square,n0.02,0.05463593940826756,True,200,0.125,0.02,0.5
112,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.15_None,n0.02,0.028978903055918118,False,200,0.15,0.02,0.5
113,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.15_Normal,n0.02,0.028990855642297985,True,200,0.15,0.02,0.5
114,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.15_Spike,n0.02,0.05199762223132922,True,200,0.15,0.02,0.5
115,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.15_Square,n0.02,0.07300575830974325,True,200,0.15,0.02,0.5
116,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.1_None,n0.02,0.027233797663801237,False,200,0.1,0.02,0.5
117,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.1_Normal,n0.02,0.027225406298246137,True,200,0.1,0.02,0.5
118,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.1_Spike,n0.02,0.041876879535182356,True,200,0.1,0.02,0.5
119,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.1_Square,n0.02,0.059604638307385466,True,200,0.1,0.02,0.5
120,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.05_None,n0.02,0.02912063514791403,False,200,0.05,0.02,1.5
121,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.05_Normal,n0.02,0.029118496409031212,True,200,0.05,0.02,1.5
122,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.05_Spike,n0.02,0.03780291634773321,True,200,0.05,0.02,1.5
123,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.05_Square,n0.02,0.05269759717356154,True,200,0.05,0.02,1.5
124,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.075_None,n0.02,0.02817765341246729,False,200,0.075,0.02,1.5
125,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.075_Normal,n0.02,0.028257444057545225,True,200,0.075,0.02,1.5
126,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.075_Spike,n0.02,0.03874823959057259,True,200,0.075,0.02,1.5
127,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.075_Square,n0.02,0.05591427972633106,True,200,0.075,0.02,1.5
128,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.125_None,n0.02,0.023469102681871187,False,200,0.125,0.02,1.5
129,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.125_Normal,n0.02,0.02345387804518941,True,200,0.125,0.02,1.5
130,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.125_Spike,n0.02,0.04108558716192102,True,200,0.125,0.02,1.5
131,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.125_Square,n0.02,0.053318882718858186,True,200,0.125,0.02,1.5
132,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.15_None,n0.02,0.0283987875387903,False,200,0.15,0.02,1.5
133,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.15_Normal,n0.02,0.02844951844310635,True,200,0.15,0.02,1.5
134,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.15_Spike,n0.02,0.047399514356162104,True,200,0.15,0.02,1.5
135,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.15_Square,n0.02,0.06870050640631964,True,200,0.15,0.02,1.5
136,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.1_None,n0.02,0.025195064676124736,False,200,0.1,0.02,1.5
137,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.1_Normal,n0.02,0.02519158535392034,True,200,0.1,0.02,1.5
138,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.1_Spike,n0.02,0.043138993420875286,True,200,0.1,0.02,1.5
139,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.1_Square,n0.02,0.0570782785622202,True,200,0.1,0.02,1.5
140,Feynman17,Feynman17_s200_n0.02_es1_ew0.05_None,n0.02,0.027792862732048954,False,200,0.05,0.02,1.0
141,Feynman17,Feynman17_s200_n0.02_es1_ew0.05_Normal,n0.02,0.027802973261415946,True,200,0.05,0.02,1.0
142,Feynman17,Feynman17_s200_n0.02_es1_ew0.05_Spike,n0.02,0.04014202110689976,True,200,0.05,0.02,1.0
143,Feynman17,Feynman17_s200_n0.02_es1_ew0.05_Square,n0.02,0.04850457115182604,True,200,0.05,0.02,1.0
144,Feynman17,Feynman17_s200_n0.02_es1_ew0.075_None,n0.02,0.03181442345865031,False,200,0.075,0.02,1.0
145,Feynman17,Feynman17_s200_n0.02_es1_ew0.075_Normal,n0.02,0.03182285390267827,True,200,0.075,0.02,1.0
146,Feynman17,Feynman17_s200_n0.02_es1_ew0.075_Spike,n0.02,0.04293969940533977,True,200,0.075,0.02,1.0
147,Feynman17,Feynman17_s200_n0.02_es1_ew0.075_Square,n0.02,0.06319255245004984,True,200,0.075,0.02,1.0
148,Feynman17,Feynman17_s200_n0.02_es1_ew0.125_None,n0.02,0.03390480295345385,False,200,0.125,0.02,1.0
149,Feynman17,Feynman17_s200_n0.02_es1_ew0.125_Normal,n0.02,0.03394489674608709,True,200,0.125,0.02,1.0
150,Feynman17,Feynman17_s200_n0.02_es1_ew0.125_Spike,n0.02,0.052339230789161056,True,200,0.125,0.02,1.0
151,Feynman17,Feynman17_s200_n0.02_es1_ew0.125_Square,n0.02,0.07107279673424559,True,200,0.125,0.02,1.0
152,Feynman17,Feynman17_s200_n0.02_es1_ew0.15_None,n0.02,0.032042817053894376,False,200,0.15,0.02,1.0
153,Feynman17,Feynman17_s200_n0.02_es1_ew0.15_Normal,n0.02,0.032127191135459456,True,200,0.15,0.02,1.0
154,Feynman17,Feynman17_s200_n0.02_es1_ew0.15_Spike,n0.02,0.05370624991540034,True,200,0.15,0.02,1.0
155,Feynman17,Feynman17_s200_n0.02_es1_ew0.15_Square,n0.02,0.07054515228232282,True,200,0.15,0.02,1.0
156,Feynman17,Feynman17_s200_n0.02_es1_ew0.1_None,n0.02,0.02868007981696137,False,200,0.1,0.02,1.0
157,Feynman17,Feynman17_s200_n0.02_es1_ew0.1_Normal,n0.02,0.028686685360062147,True,200,0.1,0.02,1.0
158,Feynman17,Feynman17_s200_n0.02_es1_ew0.1_Spike,n0.02,0.04575020273041147,True,200,0.1,0.02,1.0
159,Feynman17,Feynman17_s200_n0.02_es1_ew0.1_Square,n0.02,0.06190747067248212,True,200,0.1,0.02,1.0
160,Feynman17,Feynman17_s200_n0.02_es2_ew0.05_None,n0.02,0.027232741699606863,False,200,0.05,0.02,2.0
161,Feynman17,Feynman17_s200_n0.02_es2_ew0.05_Normal,n0.02,0.02724023782279975,True,200,0.05,0.02,2.0
162,Feynman17,Feynman17_s200_n0.02_es2_ew0.05_Spike,n0.02,0.03162708610751141,True,200,0.05,0.02,2.0
163,Feynman17,Feynman17_s200_n0.02_es2_ew0.05_Square,n0.02,0.043962751384339346,True,200,0.05,0.02,2.0
164,Feynman17,Feynman17_s200_n0.02_es2_ew0.075_None,n0.02,0.026929843972386333,False,200,0.075,0.02,2.0
165,Feynman17,Feynman17_s200_n0.02_es2_ew0.075_Normal,n0.02,0.026940450657482174,True,200,0.075,0.02,2.0
166,Feynman17,Feynman17_s200_n0.02_es2_ew0.075_Spike,n0.02,0.0442456947353253,True,200,0.075,0.02,2.0
167,Feynman17,Feynman17_s200_n0.02_es2_ew0.075_Square,n0.02,0.056478605029604445,True,200,0.075,0.02,2.0
168,Feynman17,Feynman17_s200_n0.02_es2_ew0.125_None,n0.02,0.025604424692334177,False,200,0.125,0.02,2.0
169,Feynman17,Feynman17_s200_n0.02_es2_ew0.125_Normal,n0.02,0.02552055834294825,True,200,0.125,0.02,2.0
170,Feynman17,Feynman17_s200_n0.02_es2_ew0.125_Spike,n0.02,0.043971882381522755,True,200,0.125,0.02,2.0
171,Feynman17,Feynman17_s200_n0.02_es2_ew0.125_Square,n0.02,0.061485586890273995,True,200,0.125,0.02,2.0
172,Feynman17,Feynman17_s200_n0.02_es2_ew0.15_None,n0.02,0.02882343799213643,False,200,0.15,0.02,2.0
173,Feynman17,Feynman17_s200_n0.02_es2_ew0.15_Normal,n0.02,0.028863420289374046,True,200,0.15,0.02,2.0
174,Feynman17,Feynman17_s200_n0.02_es2_ew0.15_Spike,n0.02,0.04808701486225568,True,200,0.15,0.02,2.0
175,Feynman17,Feynman17_s200_n0.02_es2_ew0.15_Square,n0.02,0.06680859302851405,True,200,0.15,0.02,2.0
176,Feynman17,Feynman17_s200_n0.02_es2_ew0.1_None,n0.02,0.02469084261455495,False,200,0.1,0.02,2.0
177,Feynman17,Feynman17_s200_n0.02_es2_ew0.1_Normal,n0.02,0.024681931053147168,True,200,0.1,0.02,2.0
178,Feynman17,Feynman17_s200_n0.02_es2_ew0.1_Spike,n0.02,0.040714985347711376,True,200,0.1,0.02,2.0
179,Feynman17,Feynman17_s200_n0.02_es2_ew0.1_Square,n0.02,0.055575473493364835,True,200,0.1,0.02,2.0
180,Feynman17,Feynman17_s200_n0.02_es3_ew0.05_None,n0.02,0.025813544751357758,False,200,0.05,0.02,3.0
181,Feynman17,Feynman17_s200_n0.02_es3_ew0.05_Normal,n0.02,0.025830607656925946,True,200,0.05,0.02,3.0
182,Feynman17,Feynman17_s200_n0.02_es3_ew0.05_Spike,n0.02,0.03800775038810819,True,200,0.05,0.02,3.0
183,Feynman17,Feynman17_s200_n0.02_es3_ew0.05_Square,n0.02,0.04570647466768515,True,200,0.05,0.02,3.0
184,Feynman17,Feynman17_s200_n0.02_es3_ew0.075_None,n0.02,0.028353251991231673,False,200,0.075,0.02,3.0
185,Feynman17,Feynman17_s200_n0.02_es3_ew0.075_Normal,n0.02,0.028326119821541828,True,200,0.075,0.02,3.0
186,Feynman17,Feynman17_s200_n0.02_es3_ew0.075_Spike,n0.02,0.04721746663444992,True,200,0.075,0.02,3.0
187,Feynman17,Feynman17_s200_n0.02_es3_ew0.075_Square,n0.02,0.061984636817437266,True,200,0.075,0.02,3.0
188,Feynman17,Feynman17_s200_n0.02_es3_ew0.125_None,n0.02,0.028008213721772778,False,200,0.125,0.02,3.0
189,Feynman17,Feynman17_s200_n0.02_es3_ew0.125_Normal,n0.02,0.027996344868595282,True,200,0.125,0.02,3.0
190,Feynman17,Feynman17_s200_n0.02_es3_ew0.125_Spike,n0.02,0.04378492616845621,True,200,0.125,0.02,3.0
191,Feynman17,Feynman17_s200_n0.02_es3_ew0.125_Square,n0.02,0.05439717103506235,True,200,0.125,0.02,3.0
192,Feynman17,Feynman17_s200_n0.02_es3_ew0.15_None,n0.02,0.024777328088599095,False,200,0.15,0.02,3.0
193,Feynman17,Feynman17_s200_n0.02_es3_ew0.15_Normal,n0.02,0.0247723464711789,True,200,0.15,0.02,3.0
194,Feynman17,Feynman17_s200_n0.02_es3_ew0.15_Spike,n0.02,0.04529375461523821,True,200,0.15,0.02,3.0
195,Feynman17,Feynman17_s200_n0.02_es3_ew0.15_Square,n0.02,0.06161766396718062,True,200,0.15,0.02,3.0
196,Feynman17,Feynman17_s200_n0.02_es3_ew0.1_None,n0.02,0.02607875704684341,False,200,0.1,0.02,3.0
197,Feynman17,Feynman17_s200_n0.02_es3_ew0.1_Normal,n0.02,0.026083406798157873,True,200,0.1,0.02,3.0
198,Feynman17,Feynman17_s200_n0.02_es3_ew0.1_Spike,n0.02,0.03976771830881998,True,200,0.1,0.02,3.0
199,Feynman17,Feynman17_s200_n0.02_es3_ew0.1_Square,n0.02,0.061750646841499154,True,200,0.1,0.02,3.0
200,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.05_None,n0.03,0.03602051528166036,False,200,0.05,0.03,0.5
201,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.05_Normal,n0.03,0.036110649602748686,True,200,0.05,0.03,0.5
202,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.05_Spike,n0.03,0.04728405262882842,True,200,0.05,0.03,0.5
203,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.05_Square,n0.03,0.05008015550350877,True,200,0.05,0.03,0.5
204,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.075_None,n0.03,0.03580938741453793,False,200,0.075,0.03,0.5
205,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.075_Normal,n0.03,0.035799167982223025,True,200,0.075,0.03,0.5
206,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.075_Spike,n0.03,0.04277209490330868,True,200,0.075,0.03,0.5
207,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.075_Square,n0.03,0.05441001792667462,True,200,0.075,0.03,0.5
208,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.125_None,n0.03,0.03493832240841325,False,200,0.125,0.03,0.5
209,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.125_Normal,n0.03,0.03498499103780315,True,200,0.125,0.03,0.5
210,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.125_Spike,n0.03,0.050262940082135624,True,200,0.125,0.03,0.5
211,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.125_Square,n0.03,0.06739570999149955,True,200,0.125,0.03,0.5
