omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise
1.0,1.0,1.0,1.0,1.0362548196520032,0.0870459963324419,0.0819169701662653,Feynman44,c,0.0819169701662653,0.0870459963324419
1.0,1.0,1.0,1.0,1.0369907170007058,0.08692249630883184,0.08061344502425057,Feynman44,c,0.08061344502425057,0.08692249630883184
1.0,1.0,1.0,1.0,1.0384239730386984,0.08668271714283157,0.08332804595856466,Feynman44,c,0.08332804595856466,0.08668271714283157
1.0,1.0,1.0,1.0,1.0388446733765089,0.08661252365728406,0.07481452802279302,Feynman44,c,0.07481452802279302,0.08661252365728406
1.0,1.0,1.0,1.0,1.0473609964213364,0.08520971916602052,0.09020263838010804,Feynman44,c,0.09020263838010804,0.08520971916602052
1.0,1.0,1.0,1.0,1.0488242341347678,0.08497212911569585,0.09236037902251812,Feynman44,c,0.09236037902251812,0.08497212911569585
1.0,1.0,1.0,1.0,1.0511547473638747,0.08459576370040932,0.08973273781443102,Feynman44,c,0.08973273781443102,0.08459576370040932
1.0,1.0,1.0,1.0,1.0556997139609696,0.08386893337403158,0.09535777554888035,Feynman44,c,0.09535777554888035,0.08386893337403158
1.0,1.0,1.0,1.0,1.0557596809766991,0.08385940615509398,0.08535671526656743,Feynman44,c,0.08535671526656743,0.08385940615509398
1.0,1.0,1.0,1.0,1.0560009720477117,0.08382108760290331,0.08770071851347469,Feynman44,c,0.08770071851347469,0.08382108760290331
1.0,1.0,1.0,1.0,1.0578075925549029,0.0835350174680471,0.07500595344606756,Feynman44,c,0.07500595344606756,0.0835350174680471
1.0,1.0,1.0,1.0,1.0582357725065719,0.08346743180424568,0.08021922381447268,Feynman44,c,0.08021922381447268,0.08346743180424568
1.0,1.0,1.0,1.0,1.0590341821141736,0.0833416264618277,0.09632225824646476,Feynman44,c,0.09632225824646476,0.0833416264618277
1.0,1.0,1.0,1.0,1.0594899364753525,0.08326994075931117,0.08812028080571838,Feynman44,c,0.08812028080571838,0.08326994075931117
1.0,1.0,1.0,1.0,1.0603488866688555,0.08313508748067631,0.07783103850313923,Feynman44,c,0.07783103850313923,0.08313508748067631
1.0,1.0,1.0,1.0,1.0621809270282556,0.08284855345821997,0.08389178287527228,Feynman44,c,0.08389178287527228,0.08284855345821997
1.0,1.0,1.0,1.0,1.0628866047770225,0.08273857940750291,0.08387167684411839,Feynman44,c,0.08387167684411839,0.08273857940750291
1.0,1.0,1.0,1.0,1.0655071877671696,0.0823320937805829,0.08521114122564034,Feynman44,c,0.08521114122564034,0.0823320937805829
1.0,1.0,1.0,1.0,1.0675861582228392,0.0820117461840255,0.08094874181303398,Feynman44,c,0.08094874181303398,0.0820117461840255
1.0,1.0,1.0,1.0,1.0682276155677455,0.08191328169713621,0.08594989892182411,Feynman44,c,0.08594989892182411,0.08191328169713621
1.0,1.0,1.0,1.0,1.0694294281708934,0.08172927872066739,0.07371888748821104,Feynman44,c,0.07371888748821104,0.08172927872066739
1.0,1.0,1.0,1.0,1.0702107411696788,0.08160998849841226,0.08428990672761158,Feynman44,c,0.08428990672761158,0.08160998849841226
1.0,1.0,1.0,1.0,1.0715997740423227,0.08139855603971013,0.08356113060477562,Feynman44,c,0.08356113060477562,0.08139855603971013
1.0,1.0,1.0,1.0,1.0716817681008837,0.08138610095677622,0.08568770908049446,Feynman44,c,0.08568770908049446,0.08138610095677622
1.0,1.0,1.0,1.0,1.0729080152104222,0.08120017180296647,0.08585260332050959,Feynman44,c,0.08585260332050959,0.08120017180296647
1.0,1.0,1.0,1.0,1.0758959480869024,0.08074978667901907,0.07169392224669777,Feynman44,c,0.07169392224669777,0.08074978667901907
1.0,1.0,1.0,1.0,1.0780005635322603,0.08043479361271351,0.07940063105748113,Feynman44,c,0.07940063105748113,0.08043479361271351
1.0,1.0,1.0,1.0,1.0794454079561326,0.08021961277185184,0.07847152492698868,Feynman44,c,0.07847152492698868,0.08021961277185184
1.0,1.0,1.0,1.0,1.0814940438987075,0.07991598626464604,0.08178256128085305,Feynman44,c,0.08178256128085305,0.07991598626464604
1.0,1.0,1.0,1.0,1.0824677800782014,0.0797722737434704,0.0850073755335789,Feynman44,c,0.0850073755335789,0.0797722737434704
1.0,1.0,1.0,1.0,1.0826006309222618,0.07975269650816535,0.07887642504728243,Feynman44,c,0.07887642504728243,0.07975269650816535
1.0,1.0,1.0,1.0,1.0855503973383187,0.07931986132815359,0.07312067997676865,Feynman44,c,0.07312067997676865,0.07931986132815359
1.0,1.0,1.0,1.0,1.091397190397012,0.07847227883224446,0.07455175217000541,Feynman44,c,0.07455175217000541,0.07847227883224446
1.0,1.0,1.0,1.0,1.092249479857954,0.07834986174058581,0.07187513310781453,Feynman44,c,0.07187513310781453,0.07834986174058581
1.0,1.0,1.0,1.0,1.0923939591247218,0.07832913811446539,0.08449264816615244,Feynman44,c,0.08449264816615244,0.07832913811446539
1.0,1.0,1.0,1.0,1.0926913754307899,0.07828650358296536,0.07811329107883282,Feynman44,c,0.07811329107883282,0.07828650358296536
1.0,1.0,1.0,1.0,1.1015763895784922,0.07702872149413516,0.08284065140672352,Feynman44,c,0.08284065140672352,0.07702872149413516
1.0,1.0,1.0,1.0,1.1016437714044192,0.07701929888892488,0.0817401917937685,Feynman44,c,0.0817401917937685,0.07701929888892488
1.0,1.0,1.0,1.0,1.1023046488299433,0.0769269740355506,0.07969392390306816,Feynman44,c,0.07969392390306816,0.0769269740355506
1.0,1.0,1.0,1.0,1.1037842604415231,0.07672087260893103,0.07709252497014539,Feynman44,c,0.07709252497014539,0.07672087260893103
1.0,1.0,1.0,1.0,1.109787752118538,0.07589306150655861,0.07727959698267182,Feynman44,c,0.07727959698267182,0.07589306150655861
1.0,1.0,1.0,1.0,1.1118418428763892,0.07561290073496822,0.08340891302398719,Feynman44,c,0.08340891302398719,0.07561290073496822
1.0,1.0,1.0,1.0,1.1126125133750082,0.07550818781931642,0.06648994425641128,Feynman44,c,0.06648994425641128,0.07550818781931642
1.0,1.0,1.0,1.0,1.1149903728511257,0.0751864695158796,0.06628360048903702,Feynman44,c,0.06628360048903702,0.0751864695158796
1.0,1.0,1.0,1.0,1.1157795512256206,0.07508015003359192,0.0818051083507522,Feynman44,c,0.0818051083507522,0.07508015003359192
1.0,1.0,1.0,1.0,1.1286841373354917,0.07337313654644208,0.06589080990658183,Feynman44,c,0.06589080990658183,0.07337313654644208
1.0,1.0,1.0,1.0,1.1301959446674226,0.0731769725871349,0.06090761106899953,Feynman44,c,0.06090761106899953,0.0731769725871349
1.0,1.0,1.0,1.0,1.1340020092360805,0.0726865874086818,0.08493469510002953,Feynman44,c,0.08493469510002953,0.0726865874086818
1.0,1.0,1.0,1.0,1.1351571346843734,0.0725387322708201,0.07286331511846368,Feynman44,c,0.07286331511846368,0.0725387322708201
1.0,1.0,1.0,1.0,1.1436218536261982,0.07146888983905449,0.07425159467433948,Feynman44,c,0.07425159467433948,0.07146888983905449
1.0,1.0,1.0,1.0,1.1452846180444407,0.07126151839604514,0.07181849255957826,Feynman44,c,0.07181849255957826,0.07126151839604514
1.0,1.0,1.0,1.0,1.14588499168278,0.07118686460547216,0.06287693754656805,Feynman44,c,0.06287693754656805,0.07118686460547216
1.0,1.0,1.0,1.0,1.1461586064888754,0.0711528807307362,0.06472337553521278,Feynman44,c,0.06472337553521278,0.0711528807307362
1.0,1.0,1.0,1.0,1.1517492866701358,0.07046379405930871,0.05564224002048518,Feynman44,c,0.05564224002048518,0.07046379405930871
1.0,1.0,1.0,1.0,1.152992035293225,0.07031197758962753,0.07616420173959643,Feynman44,c,0.07616420173959643,0.07031197758962753
1.0,1.0,1.0,1.0,1.1534217219724288,0.07025960040253248,0.06011379785733555,Feynman44,c,0.06011379785733555,0.07025960040253248
1.0,1.0,1.0,1.0,1.1534303980609013,0.07025854342290451,0.06902090871628663,Feynman44,c,0.06902090871628663,0.07025854342290451
1.0,1.0,1.0,1.0,1.1551263567698475,0.07005238741985342,0.07396716285538896,Feynman44,c,0.07396716285538896,0.07005238741985342
1.0,1.0,1.0,1.0,1.1559459380925583,0.06995308645268995,0.06268978782368206,Feynman44,c,0.06268978782368206,0.06995308645268995
1.0,1.0,1.0,1.0,1.1588178719792404,0.06960678235227184,0.0765411748026214,Feynman44,c,0.0765411748026214,0.06960678235227184
1.0,1.0,1.0,1.0,1.1613191359449684,0.06930726530072477,0.06459812285274179,Feynman44,c,0.06459812285274179,0.06930726530072477
1.0,1.0,1.0,1.0,1.164591831215939,0.06891828291168159,0.06838142702537583,Feynman44,c,0.06838142702537583,0.06891828291168159
1.0,1.0,1.0,1.0,1.169064102129063,0.06839199580870367,0.06563248662052876,Feynman44,c,0.06563248662052876,0.06839199580870367
1.0,1.0,1.0,1.0,1.1709290711812295,0.0681743098984745,0.06323733809492428,Feynman44,c,0.06323733809492428,0.0681743098984745
1.0,1.0,1.0,1.0,1.173714893492027,0.06785106934930187,0.06703827154087821,Feynman44,c,0.06703827154087821,0.06785106934930187
1.0,1.0,1.0,1.0,1.1775348673719557,0.06741155981262983,0.08101533369164905,Feynman44,c,0.08101533369164905,0.06741155981262983
1.0,1.0,1.0,1.0,1.182157336393657,0.06688540544517878,0.06541623157611667,Feynman44,c,0.06541623157611667,0.06688540544517878
1.0,1.0,1.0,1.0,1.1827354473192901,0.06682003540211919,0.05638440047099338,Feynman44,c,0.05638440047099338,0.06682003540211919
1.0,1.0,1.0,1.0,1.1931449503634974,0.06565918873935413,0.07222147435483559,Feynman44,c,0.07222147435483559,0.06565918873935413
1.0,1.0,1.0,1.0,1.1959126351312883,0.06535563202365796,0.06992506840332109,Feynman44,c,0.06992506840332109,0.06535563202365796
1.0,1.0,1.0,1.0,1.1978235612717172,0.06514727050971994,0.05962123129168277,Feynman44,c,0.05962123129168277,0.06514727050971994
1.0,1.0,1.0,1.0,1.1983197250163746,0.06509333328210684,0.063929233235308,Feynman44,c,0.063929233235308,0.06509333328210684
1.0,1.0,1.0,1.0,1.205032096456753,0.0643701762498053,0.058378641359390776,Feynman44,c,0.058378641359390776,0.0643701762498053
1.0,1.0,1.0,1.0,1.2055505883012247,0.06431481858241518,0.06110246424160349,Feynman44,c,0.06110246424160349,0.06431481858241518
1.0,1.0,1.0,1.0,1.2074483278861083,0.06411281099421728,0.06311168516426274,Feynman44,c,0.06311168516426274,0.06411281099421728
1.0,1.0,1.0,1.0,1.2121390277151436,0.06361756736453063,0.06444633913996042,Feynman44,c,0.06444633913996042,0.06361756736453063
1.0,1.0,1.0,1.0,1.2121483497838668,0.0636165888620979,0.07195178509200195,Feynman44,c,0.07195178509200195,0.0636165888620979
1.0,1.0,1.0,1.0,1.2127717740861672,0.06355120156541794,0.06705389618301083,Feynman44,c,0.06705389618301083,0.06355120156541794
1.0,1.0,1.0,1.0,1.2137455443279856,0.06344927007774362,0.06339773609766511,Feynman44,c,0.06339773609766511,0.06344927007774362
1.0,1.0,1.0,1.0,1.2177151118747993,0.06303627423319695,0.05836200941769257,Feynman44,c,0.05836200941769257,0.06303627423319695
1.0,1.0,1.0,1.0,1.218057235369475,0.0630008684064604,0.07056122398221454,Feynman44,c,0.07056122398221454,0.0630008684064604
1.0,1.0,1.0,1.0,1.2206254988009193,0.06273603270444222,0.057776679216408645,Feynman44,c,0.057776679216408645,0.06273603270444222
1.0,1.0,1.0,1.0,1.2208340425397344,0.06271460130767342,0.05737429677523823,Feynman44,c,0.05737429677523823,0.06271460130767342
1.0,1.0,1.0,1.0,1.227235954286121,0.06206200285570893,0.07092431015901209,Feynman44,c,0.07092431015901209,0.06206200285570893
1.0,1.0,1.0,1.0,1.2303515883957483,0.061748080123786894,0.05880035833864699,Feynman44,c,0.05880035833864699,0.061748080123786894
1.0,1.0,1.0,1.0,1.238927882240065,0.0608961552403606,0.054391989288849016,Feynman44,c,0.054391989288849016,0.0608961552403606
1.0,1.0,1.0,1.0,1.2401708161714575,0.06077415274298636,0.05728009508076552,Feynman44,c,0.05728009508076552,0.06077415274298636
1.0,1.0,1.0,1.0,1.2405518232843784,0.06073682769421538,0.05847870230278466,Feynman44,c,0.05847870230278466,0.06073682769421538
1.0,1.0,1.0,1.0,1.2420565781538926,0.06058975118131275,0.059892452006372936,Feynman44,c,0.059892452006372936,0.06058975118131275
1.0,1.0,1.0,1.0,1.244712879219751,0.06033142190714795,0.05464554455030412,Feynman44,c,0.05464554455030412,0.06033142190714795
1.0,1.0,1.0,1.0,1.244938332025236,0.060309572380376715,0.07003881009132562,Feynman44,c,0.07003881009132562,0.060309572380376715
1.0,1.0,1.0,1.0,1.2464215810743675,0.060166120290360225,0.05630074401525947,Feynman44,c,0.05630074401525947,0.060166120290360225
1.0,1.0,1.0,1.0,1.2473114485267986,0.06008030247185933,0.06262675416052962,Feynman44,c,0.06262675416052962,0.06008030247185933
1.0,1.0,1.0,1.0,1.2475175861758325,0.06006044898166483,0.05941480857386199,Feynman44,c,0.05941480857386199,0.06006044898166483
1.0,1.0,1.0,1.0,1.2526351311023118,0.059570706699497364,0.05820910601523236,Feynman44,c,0.05820910601523236,0.059570706699497364
1.0,1.0,1.0,1.0,1.2539173396314198,0.05944893947754001,0.06093148250704766,Feynman44,c,0.06093148250704766,0.05944893947754001
1.0,1.0,1.0,1.0,1.258562035603053,0.05901095909943032,0.06462206354598778,Feynman44,c,0.06462206354598778,0.05901095909943032
1.0,1.0,1.0,1.0,1.2617109356151532,0.05871677486745359,0.06614416448462866,Feynman44,c,0.06614416448462866,0.05871677486745359
1.0,1.0,1.0,1.0,1.262590682431112,0.05863497812987754,0.06975276743117147,Feynman44,c,0.06975276743117147,0.05863497812987754
1.0,1.0,1.0,1.0,1.2654132975285197,0.05837368896960207,0.04682437742540124,Feynman44,c,0.04682437742540124,0.05837368896960207
1.0,1.0,1.0,1.0,1.2655270666538025,0.05836319401426734,0.05838423850468993,Feynman44,c,0.05838423850468993,0.05836319401426734
1.0,1.0,1.0,1.0,1.2658064256215225,0.05833743575904876,0.05294110989325088,Feynman44,c,0.05294110989325088,0.05833743575904876
1.0,1.0,1.0,1.0,1.269769137916688,0.057973883455117656,0.061275176511492065,Feynman44,c,0.061275176511492065,0.057973883455117656
1.0,1.0,1.0,1.0,1.2706297812394576,0.05789537445329459,0.05244316608929482,Feynman44,c,0.05244316608929482,0.05789537445329459
1.0,1.0,1.0,1.0,1.2725640827336147,0.057719505904991,0.05874498395132451,Feynman44,c,0.05874498395132451,0.057719505904991
1.0,1.0,1.0,1.0,1.272986246506132,0.05768122891029848,0.056004867643421795,Feynman44,c,0.056004867643421795,0.05768122891029848
1.0,1.0,1.0,1.0,1.2740253157385615,0.057587179995086064,0.054726431396233545,Feynman44,c,0.054726431396233545,0.057587179995086064
1.0,1.0,1.0,1.0,1.2803080299635323,0.05702338430439599,0.05723061685473021,Feynman44,c,0.05723061685473021,0.05702338430439599
1.0,1.0,1.0,1.0,1.2810132948559598,0.05696061287104834,0.05309503903805776,Feynman44,c,0.05309503903805776,0.05696061287104834
1.0,1.0,1.0,1.0,1.2815055902860202,0.05691685798850136,0.05799618829552547,Feynman44,c,0.05799618829552547,0.05691685798850136
1.0,1.0,1.0,1.0,1.28370950673823,0.05672159212932225,0.05969418766570168,Feynman44,c,0.05969418766570168,0.05672159212932225
1.0,1.0,1.0,1.0,1.2837572399442987,0.056717374115159376,0.06402562288333749,Feynman44,c,0.06402562288333749,0.056717374115159376
1.0,1.0,1.0,1.0,1.2865936048690818,0.0564675767504341,0.05353521096321808,Feynman44,c,0.05353521096321808,0.0564675767504341
1.0,1.0,1.0,1.0,1.288113665692392,0.05633438430251189,0.05858006005600695,Feynman44,c,0.05858006005600695,0.05633438430251189
1.0,1.0,1.0,1.0,1.2888323951670921,0.05627157102593242,0.05416585667833308,Feynman44,c,0.05416585667833308,0.05627157102593242
1.0,1.0,1.0,1.0,1.2911534811123295,0.056069435871987566,0.06702835900793634,Feynman44,c,0.06702835900793634,0.056069435871987566
1.0,1.0,1.0,1.0,1.2928510720075574,0.05592228748741329,0.06168550740195236,Feynman44,c,0.06168550740195236,0.05592228748741329
1.0,1.0,1.0,1.0,1.2939167729116487,0.05583020754679356,0.056897414596785524,Feynman44,c,0.056897414596785524,0.05583020754679356
1.0,1.0,1.0,1.0,1.2942028793117224,0.0558055257687616,0.058512771480307965,Feynman44,c,0.058512771480307965,0.0558055257687616
1.0,1.0,1.0,1.0,1.296400239446811,0.055616508656339096,0.061292475380618563,Feynman44,c,0.061292475380618563,0.055616508656339096
1.0,1.0,1.0,1.0,1.3021352291803208,0.05512768429835575,0.054041874969593076,Feynman44,c,0.054041874969593076,0.05512768429835575
1.0,1.0,1.0,1.0,1.3041976993372377,0.054953463317497876,0.06111279754723562,Feynman44,c,0.06111279754723562,0.054953463317497876
1.0,1.0,1.0,1.0,1.3060570921425212,0.05479710363056298,0.05823339291712941,Feynman44,c,0.05823339291712941,0.05479710363056298
1.0,1.0,1.0,1.0,1.3081495892577473,0.05462193853362092,0.053914868238604134,Feynman44,c,0.053914868238604134,0.05462193853362092
1.0,1.0,1.0,1.0,1.316886351091878,0.05389957424597234,0.05186346582913955,Feynman44,c,0.05186346582913955,0.05389957424597234
1.0,1.0,1.0,1.0,1.316906249763392,0.05389794539529324,0.044580156148924875,Feynman44,c,0.044580156148924875,0.05389794539529324
1.0,1.0,1.0,1.0,1.3191499173813241,0.053714757370268124,0.049481854764274684,Feynman44,c,0.049481854764274684,0.053714757370268124
1.0,1.0,1.0,1.0,1.3191649840974167,0.053713530381396625,0.05118018623724821,Feynman44,c,0.05118018623724821,0.053713530381396625
1.0,1.0,1.0,1.0,1.3193363716555013,0.05369957604334134,0.05048889571374851,Feynman44,c,0.05048889571374851,0.05369957604334134
1.0,1.0,1.0,1.0,1.319845373762662,0.05365816524274233,0.04995159646246972,Feynman44,c,0.04995159646246972,0.05365816524274233
1.0,1.0,1.0,1.0,1.322136788029574,0.05347233494045259,0.059947550798103294,Feynman44,c,0.059947550798103294,0.05347233494045259
1.0,1.0,1.0,1.0,1.3223022430340028,0.05345895416922955,0.05078007310104381,Feynman44,c,0.05078007310104381,0.05345895416922955
1.0,1.0,1.0,1.0,1.3233797329678687,0.05337193751917722,0.04761340996965969,Feynman44,c,0.04761340996965969,0.05337193751917722
1.0,1.0,1.0,1.0,1.324204278308553,0.053305491757033384,0.06504389118084455,Feynman44,c,0.06504389118084455,0.053305491757033384
1.0,1.0,1.0,1.0,1.325497356127177,0.053201539036879214,0.04968262759839873,Feynman44,c,0.04968262759839873,0.053201539036879214
1.0,1.0,1.0,1.0,1.3303944545273754,0.0528105968351847,0.054100345070831495,Feynman44,c,0.054100345070831495,0.0528105968351847
1.0,1.0,1.0,1.0,1.3333069355391514,0.0525801294687142,0.059970740178880544,Feynman44,c,0.059970740178880544,0.0525801294687142
1.0,1.0,1.0,1.0,1.3343353531046303,0.052499110120535576,0.046979669410006496,Feynman44,c,0.046979669410006496,0.052499110120535576
1.0,1.0,1.0,1.0,1.3363382963062618,0.052341853633927,0.045676662210788144,Feynman44,c,0.045676662210788144,0.052341853633927
1.0,1.0,1.0,1.0,1.3379257212147282,0.052217721973651855,0.05735860067778064,Feynman44,c,0.05735860067778064,0.052217721973651855
1.0,1.0,1.0,1.0,1.338860359916831,0.05214484257497777,0.045333438928125656,Feynman44,c,0.045333438928125656,0.05214484257497777
1.0,1.0,1.0,1.0,1.3401689081119268,0.05204306327360923,0.05335459749146828,Feynman44,c,0.05335459749146828,0.05204306327360923
1.0,1.0,1.0,1.0,1.34077003711813,0.05199640712695229,0.04770283248690935,Feynman44,c,0.04770283248690935,0.05199640712695229
1.0,1.0,1.0,1.0,1.3408820291501446,0.051987721888451834,0.0449405448363055,Feynman44,c,0.0449405448363055,0.051987721888451834
1.0,1.0,1.0,1.0,1.3421215893759904,0.051891736317429375,0.04743224027976181,Feynman44,c,0.04743224027976181,0.051891736317429375
1.0,1.0,1.0,1.0,1.3431610042982212,0.051811453797152573,0.05349768647513846,Feynman44,c,0.05349768647513846,0.051811453797152573
1.0,1.0,1.0,1.0,1.3464454013093836,0.05155899374799562,0.05381942198983486,Feynman44,c,0.05381942198983486,0.05155899374799562
1.0,1.0,1.0,1.0,1.3472687906328402,0.051495991988336216,0.056620577530249086,Feynman44,c,0.056620577530249086,0.051495991988336216
1.0,1.0,1.0,1.0,1.3500453482770798,0.051284392341648374,0.05943779228545641,Feynman44,c,0.05943779228545641,0.051284392341648374
1.0,1.0,1.0,1.0,1.3525760404011558,0.05109266398188623,0.05395424121928029,Feynman44,c,0.05395424121928029,0.05109266398188623
1.0,1.0,1.0,1.0,1.3537724061151142,0.051002399913859235,0.05193270311153837,Feynman44,c,0.05193270311153837,0.051002399913859235
1.0,1.0,1.0,1.0,1.3544864785573667,0.05094863812463493,0.04790307408799876,Feynman44,c,0.04790307408799876,0.05094863812463493
1.0,1.0,1.0,1.0,1.3581982834200943,0.05067054471982138,0.04309131229807758,Feynman44,c,0.04309131229807758,0.05067054471982138
1.0,1.0,1.0,1.0,1.3633709223399806,0.050286785286526484,0.0579414865528193,Feynman44,c,0.0579414865528193,0.050286785286526484
1.0,1.0,1.0,1.0,1.366318938298043,0.05007001845296144,0.0494321689673347,Feynman44,c,0.0494321689673347,0.05007001845296144
1.0,1.0,1.0,1.0,1.3677995704497943,0.049961676331299616,0.049376637868442465,Feynman44,c,0.049376637868442465,0.049961676331299616
1.0,1.0,1.0,1.0,1.368641587870035,0.04990022026940768,0.04952094674704517,Feynman44,c,0.04952094674704517,0.04990022026940768
1.0,1.0,1.0,1.0,1.36901800188291,0.049872783727449285,0.04611749292703937,Feynman44,c,0.04611749292703937,0.049872783727449285
1.0,1.0,1.0,1.0,1.370016627816884,0.04980010416622396,0.04916280601153229,Feynman44,c,0.04916280601153229,0.04980010416622396
1.0,1.0,1.0,1.0,1.3711833303773515,0.04971539311542652,0.04210874817805708,Feynman44,c,0.04210874817805708,0.04971539311542652
1.0,1.0,1.0,1.0,1.3713192605276459,0.04970553766291047,0.053891115161617695,Feynman44,c,0.053891115161617695,0.04970553766291047
1.0,1.0,1.0,1.0,1.3755239072659347,0.049402126281851436,0.03725732801981037,Feynman44,c,0.03725732801981037,0.049402126281851436
1.0,1.0,1.0,1.0,1.37577722146227,0.04938393568001465,0.049635653696481576,Feynman44,c,0.049635653696481576,0.04938393568001465
1.0,1.0,1.0,1.0,1.3765120920215916,0.049331221122016995,0.04528832304587334,Feynman44,c,0.04528832304587334,0.049331221122016995
1.0,1.0,1.0,1.0,1.3772350161552938,0.049279445833097006,0.046248485157840115,Feynman44,c,0.046248485157840115,0.049279445833097006
1.0,1.0,1.0,1.0,1.377490715711298,0.049261152333536555,0.04903506285904866,Feynman44,c,0.04903506285904866,0.049261152333536555
1.0,1.0,1.0,1.0,1.3777431949287169,0.0492430992193965,0.037406622711721585,Feynman44,c,0.037406622711721585,0.0492430992193965
1.0,1.0,1.0,1.0,1.3805705241670339,0.049041611663523256,0.044306853639345986,Feynman44,c,0.044306853639345986,0.049041611663523256
1.0,1.0,1.0,1.0,1.3826268976202343,0.0488958415020171,0.04215584602887626,Feynman44,c,0.04215584602887626,0.0488958415020171
1.0,1.0,1.0,1.0,1.3850405433626585,0.048725572972837757,0.054083778331815296,Feynman44,c,0.054083778331815296,0.048725572972837757
1.0,1.0,1.0,1.0,1.3883011645580163,0.04849696398061486,0.03907677245366964,Feynman44,c,0.03907677245366964,0.04849696398061486
1.0,1.0,1.0,1.0,1.3932821879684747,0.048150827763548225,0.04798662149971591,Feynman44,c,0.04798662149971591,0.048150827763548225
1.0,1.0,1.0,1.0,1.3949161911880554,0.04803808618656647,0.05790360915469617,Feynman44,c,0.05790360915469617,0.04803808618656647
1.0,1.0,1.0,1.0,1.3960394800582048,0.04796081195575501,0.05224103824598,Feynman44,c,0.05224103824598,0.04796081195575501
1.0,1.0,1.0,1.0,1.39953796451052,0.047721332294450934,0.05200519401756833,Feynman44,c,0.05200519401756833,0.047721332294450934
1.0,1.0,1.0,1.0,1.4038583667836013,0.047428057555346986,0.04688863840657845,Feynman44,c,0.04688863840657845,0.047428057555346986
1.0,1.0,1.0,1.0,1.4087923623530383,0.04709642594337998,0.05213348523141657,Feynman44,c,0.05213348523141657,0.04709642594337998
1.0,1.0,1.0,1.0,1.4089235741855637,0.047087654253111094,0.046324491157195814,Feynman44,c,0.046324491157195814,0.047087654253111094
1.0,1.0,1.0,1.0,1.4120654241833819,0.046878347010275004,0.04877705275947527,Feynman44,c,0.04877705275947527,0.046878347010275004
1.0,1.0,1.0,1.0,1.4123570741482045,0.04685898836949747,0.05172278254803804,Feynman44,c,0.05172278254803804,0.04685898836949747
1.0,1.0,1.0,1.0,1.4132603727916822,0.046799106787331055,0.04540192999187866,Feynman44,c,0.04540192999187866,0.046799106787331055
1.0,1.0,1.0,1.0,1.4149137241352743,0.04668979954472701,0.03804144674327201,Feynman44,c,0.03804144674327201,0.04668979954472701
1.0,1.0,1.0,1.0,1.4157668463357092,0.04663354719854258,0.048297182921962445,Feynman44,c,0.048297182921962445,0.04663354719854258
