mom,Bx,By,Bz,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise
1.0,1.0,1.0533865738440036,1.0,1.763412394749115,1.9235737636919326,Feynman91,By,1.9235737636919326,1.763412394749115
1.0,1.0,1.055177781913407,1.0,1.764482970006709,0.695868942450838,Feynman91,By,0.695868942450838,1.764482970006709
1.0,1.0,1.056612560375822,1.0,1.7653413558697226,1.9543720394700967,Feynman91,By,1.9543720394700967,1.7653413558697226
1.0,1.0,1.0594957624035217,1.0,1.7670685528725307,1.8378437182798857,Feynman91,By,1.8378437182798857,1.7670685528725307
1.0,1.0,1.0618206357716757,1.0,1.7684634750400037,1.184178576057302,Feynman91,By,1.184178576057302,1.7684634750400037
1.0,1.0,1.0649997072139308,1.0,1.7703740780879498,1.4766006512810868,Feynman91,By,1.4766006512810868,1.7703740780879498
1.0,1.0,1.0687091372963033,1.0,1.7726080277773226,1.8492770220558732,Feynman91,By,1.8492770220558732,1.7726080277773226
1.0,1.0,1.069536964106402,1.0,1.7731072493196622,1.7463777431104361,Feynman91,By,1.7463777431104361,1.7731072493196622
1.0,1.0,1.0696283507539643,1.0,1.7731623751751122,2.0915517152417147,Feynman91,By,2.0915517152417147,1.7731623751751122
1.0,1.0,1.0701446496473332,1.0,1.7734738710138398,1.86505574559823,Feynman91,By,1.86505574559823,1.7734738710138398
1.0,1.0,1.0744430050471117,1.0,1.7760708800874663,1.9045561088514558,Feynman91,By,1.9045561088514558,1.7760708800874663
1.0,1.0,1.078577430057185,1.0,1.7785750680330483,2.026226198736105,Feynman91,By,2.026226198736105,1.7785750680330483
1.0,1.0,1.078888821154548,1.0,1.7787639214949944,1.8398898414093499,Feynman91,By,1.8398898414093499,1.7787639214949944
1.0,1.0,1.0796177632452824,1.0,1.779206147335026,1.5241451217540476,Feynman91,By,1.5241451217540476,1.779206147335026
1.0,1.0,1.0814177933416338,1.0,1.7802989759464247,1.738043188864974,Feynman91,By,1.738043188864974,1.7802989759464247
1.0,1.0,1.0822938018129888,1.0,1.7808312310387004,1.9520402633404306,Feynman91,By,1.9520402633404306,1.7808312310387004
1.0,1.0,1.0859764434354,1.0,1.7830717416011619,1.7591900169623864,Feynman91,By,1.7591900169623864,1.7830717416011619
1.0,1.0,1.090010898919349,1.0,1.78553178626508,2.001050103422285,Feynman91,By,2.001050103422285,1.78553178626508
1.0,1.0,1.0918624629495497,1.0,1.7866627096344336,1.7017834994052186,Feynman91,By,1.7017834994052186,1.7866627096344336
1.0,1.0,1.0953928868588534,1.0,1.7888223993960308,1.5503146402662185,Feynman91,By,1.5503146402662185,1.7888223993960308
1.0,1.0,1.096203492919987,1.0,1.7893188921737735,0.8376480854998791,Feynman91,By,0.8376480854998791,1.7893188921737735
1.0,1.0,1.0974338075784296,1.0,1.7900728929337177,1.599887074476853,Feynman91,By,1.599887074476853,1.7900728929337177
1.0,1.0,1.0999635431032977,1.0,1.7916249038669785,1.323185803999114,Feynman91,By,1.323185803999114,1.7916249038669785
1.0,1.0,1.101924559026596,1.0,1.7928295328295878,2.142954492108269,Feynman91,By,2.142954492108269,1.7928295328295878
1.0,1.0,1.106035990552896,1.0,1.7953594660675412,1.9561091618617819,Feynman91,By,1.9561091618617819,1.7953594660675412
1.0,1.0,1.1066871344883205,1.0,1.7957606782759137,1.6414287291904093,Feynman91,By,1.6414287291904093,1.7957606782759137
1.0,1.0,1.1096867643909754,1.0,1.7976108352656623,2.0696845378710087,Feynman91,By,2.0696845378710087,1.7976108352656623
1.0,1.0,1.1122120917637344,1.0,1.7991708471030374,1.949027129138413,Feynman91,By,1.949027129138413,1.7991708471030374
1.0,1.0,1.1164782211600195,1.0,1.8018112049614523,2.5522758822017426,Feynman91,By,2.5522758822017426,1.8018112049614523
1.0,1.0,1.11679549971947,1.0,1.8020078213464172,1.4891018999918422,Feynman91,By,1.4891018999918422,1.8020078213464172
1.0,1.0,1.119908034607343,1.0,1.8039384706741197,1.7127654041661657,Feynman91,By,1.7127654041661657,1.8039384706741197
1.0,1.0,1.1202049828963494,1.0,1.8041228349826433,1.1503477211709066,Feynman91,By,1.1503477211709066,1.8041228349826433
1.0,1.0,1.1209062261922207,1.0,1.8045583304278323,1.8422084828086402,Feynman91,By,1.8422084828086402,1.8045583304278323
1.0,1.0,1.1241464396854037,1.0,1.8065727823305013,2.1919367827782525,Feynman91,By,2.1919367827782525,1.8065727823305013
1.0,1.0,1.1263565061888903,1.0,1.8079488319734172,1.517160203452855,Feynman91,By,1.517160203452855,1.8079488319734172
1.0,1.0,1.1286308395153255,1.0,1.8093666217505695,2.193495072711394,Feynman91,By,2.193495072711394,1.8093666217505695
1.0,1.0,1.1331582455687172,1.0,1.8121941423314372,2.2143047789203996,Feynman91,By,2.2143047789203996,1.8121941423314372
1.0,1.0,1.135792205591342,1.0,1.8138423124081224,1.640661173912318,Feynman91,By,1.640661173912318,1.8138423124081224
1.0,1.0,1.140027294885841,1.0,1.8164972427957957,2.0300943470051647,Feynman91,By,2.0300943470051647,1.8164972427957957
1.0,1.0,1.1412305184876192,1.0,1.8172526231450377,1.7677821831820606,Feynman91,By,1.7677821831820606,1.8172526231450377
1.0,1.0,1.1429156083218643,1.0,1.8183113286084254,2.5935501745767358,Feynman91,By,2.5935501745767358,1.8183113286084254
1.0,1.0,1.14520449251971,1.0,1.8197508977020254,1.3391213461252822,Feynman91,By,1.3391213461252822,1.8197508977020254
1.0,1.0,1.145859224841376,1.0,1.8201630045559323,2.056936758941243,Feynman91,By,2.056936758941243,1.8201630045559323
1.0,1.0,1.1488184436689197,1.0,1.8220273918121754,1.4021780019569947,Feynman91,By,1.4021780019569947,1.8220273918121754
1.0,1.0,1.1538292952798033,1.0,1.8251909605972432,1.331655366862519,Feynman91,By,1.331655366862519,1.8251909605972432
1.0,1.0,1.1541888502968711,1.0,1.8254182814219906,2.0079630496788052,Feynman91,By,2.0079630496788052,1.8254182814219906
1.0,1.0,1.1556397298765262,1.0,1.8263360001021418,1.7679789899051102,Feynman91,By,1.7679789899051102,1.8263360001021418
1.0,1.0,1.1594255172261088,1.0,1.828733859804381,2.1769930057610702,Feynman91,By,2.1769930057610702,1.828733859804381
1.0,1.0,1.1602237776390236,1.0,1.8292400646713833,2.1948299928977804,Feynman91,By,2.1948299928977804,1.8292400646713833
1.0,1.0,1.1618538958272944,1.0,1.8302744262129276,1.7961839339328998,Feynman91,By,1.7961839339328998,1.8302744262129276
1.0,1.0,1.1661980023445273,1.0,1.8330351280519328,1.7822037410398075,Feynman91,By,1.7822037410398075,1.8330351280519328
1.0,1.0,1.1686567112386728,1.0,1.8346003675795963,2.643710830501302,Feynman91,By,2.643710830501302,1.8346003675795963
1.0,1.0,1.1716150242383376,1.0,1.8364862550591008,1.9156315674955484,Feynman91,By,1.9156315674955484,1.8364862550591008
1.0,1.0,1.1750994275826292,1.0,1.8387111422692317,2.103814612730775,Feynman91,By,2.103814612730775,1.8387111422692317
1.0,1.0,1.1773454330456299,1.0,1.8401473497286573,2.2278507235842153,Feynman91,By,2.2278507235842153,1.8401473497286573
1.0,1.0,1.1834458465225959,1.0,1.844056417697567,1.7921219330890452,Feynman91,By,1.7921219330890452,1.844056417697567
1.0,1.0,1.1864484852580865,1.0,1.845984834220262,1.707219478187222,Feynman91,By,1.707219478187222,1.845984834220262
1.0,1.0,1.1876325566133619,1.0,1.8467460814979384,1.8583316563835146,Feynman91,By,1.8583316563835146,1.8467460814979384
1.0,1.0,1.1895166343676173,1.0,1.847958285091215,2.559792379314429,Feynman91,By,2.559792379314429,1.847958285091215
1.0,1.0,1.18965432913921,1.0,1.8480469211683086,1.9617203328880246,Feynman91,By,1.9617203328880246,1.8480469211683086
1.0,1.0,1.1897452096877852,1.0,1.8481054255574902,2.1280709513555647,Feynman91,By,2.1280709513555647,1.8481054255574902
1.0,1.0,1.1899081849833295,1.0,1.8482103475227927,1.6214799652397989,Feynman91,By,1.6214799652397989,1.8482103475227927
1.0,1.0,1.1903915284838935,1.0,1.8485215690075731,2.1915826416717312,Feynman91,By,2.1915826416717312,1.8485215690075731
1.0,1.0,1.1912430197240589,1.0,1.8490700181554225,1.6974054931548366,Feynman91,By,1.6974054931548366,1.8490700181554225
1.0,1.0,1.1937768906024124,1.0,1.8507034512682912,2.218824055504931,Feynman91,By,2.218824055504931,1.8507034512682912
1.0,1.0,1.194599530282599,1.0,1.8512341931131797,1.7428155498472535,Feynman91,By,1.7428155498472535,1.8512341931131797
1.0,1.0,1.1955886492695038,1.0,1.8518726247401782,2.180014947040971,Feynman91,By,2.180014947040971,1.8518726247401782
1.0,1.0,1.196468029430553,1.0,1.8524404836456771,2.2055547306857366,Feynman91,By,2.2055547306857366,1.8524404836456771
1.0,1.0,1.2029246869151984,1.0,1.8566173010047138,1.5360387812188852,Feynman91,By,1.5360387812188852,1.8566173010047138
1.0,1.0,1.2029643916881327,1.0,1.8566430264511267,1.6179961140174124,Feynman91,By,1.6179961140174124,1.8566430264511267
1.0,1.0,1.20531772073676,1.0,1.8581686704715636,2.116124611139547,Feynman91,By,2.116124611139547,1.8581686704715636
1.0,1.0,1.2064382255072852,1.0,1.858895691523644,1.478379888732141,Feynman91,By,1.478379888732141,1.858895691523644
1.0,1.0,1.2067795803074266,1.0,1.8591172516672985,2.350993673687292,Feynman91,By,2.350993673687292,1.8591172516672985
1.0,1.0,1.208616213560092,1.0,1.860309961183978,1.6800908377327368,Feynman91,By,1.6800908377327368,1.860309961183978
1.0,1.0,1.2101638336020488,1.0,1.8613157991481206,1.7734266888719843,Feynman91,By,1.7734266888719843,1.8613157991481206
1.0,1.0,1.21116687083601,1.0,1.8619680955942002,2.2819263558215788,Feynman91,By,2.2819263558215788,1.8619680955942002
1.0,1.0,1.2113196741440775,1.0,1.8620674942032884,1.4983761929385975,Feynman91,By,1.4983761929385975,1.8620674942032884
1.0,1.0,1.2147416236492807,1.0,1.8642953661440267,1.8206132413381964,Feynman91,By,1.8206132413381964,1.8642953661440267
1.0,1.0,1.2221499576136607,1.0,1.8691309528481606,2.129036577237207,Feynman91,By,2.129036577237207,1.8691309528481606
1.0,1.0,1.224159884007797,1.0,1.8704457815221436,1.895612067675199,Feynman91,By,1.895612067675199,1.8704457815221436
1.0,1.0,1.2275012161423127,1.0,1.872634303763246,1.7891852920365379,Feynman91,By,1.7891852920365379,1.872634303763246
1.0,1.0,1.2280251730883438,1.0,1.8729777963816487,1.758397108703215,Feynman91,By,1.758397108703215,1.8729777963816487
1.0,1.0,1.2292153963141272,1.0,1.8737583863816853,1.7912567829674966,Feynman91,By,1.7912567829674966,1.8737583863816853
1.0,1.0,1.230051934844007,1.0,1.8743072753456103,1.7800599958892425,Feynman91,By,1.7800599958892425,1.8743072753456103
1.0,1.0,1.2311977731775166,1.0,1.8750594541713272,2.0024043371459594,Feynman91,By,2.0024043371459594,1.8750594541713272
1.0,1.0,1.2400080991191142,1.0,1.8808562108468043,2.249145471846845,Feynman91,By,2.249145471846845,1.8808562108468043
1.0,1.0,1.2404817530804633,1.0,1.8811685144413777,1.7384217582751702,Feynman91,By,1.7384217582751702,1.8811685144413777
1.0,1.0,1.2409952400272002,1.0,1.8815071580438296,1.7691759094543091,Feynman91,By,1.7691759094543091,1.8815071580438296
1.0,1.0,1.2463309029182472,1.0,1.885030694595983,1.781745524982792,Feynman91,By,1.781745524982792,1.885030694595983
1.0,1.0,1.2481261483250692,1.0,1.8862181427747884,1.9854549504103214,Feynman91,By,1.9854549504103214,1.8862181427747884
1.0,1.0,1.2505852653650082,1.0,1.887846261205628,1.8950391278329006,Feynman91,By,1.8950391278329006,1.887846261205628
1.0,1.0,1.2517168338574374,1.0,1.888596047904921,1.9116582655029346,Feynman91,By,1.9116582655029346,1.888596047904921
1.0,1.0,1.253836784043017,1.0,1.8900017674646061,1.5968606977093438,Feynman91,By,1.5968606977093438,1.8900017674646061
1.0,1.0,1.2617035525889087,1.0,1.8952297630143615,1.335300113503449,Feynman91,By,1.335300113503449,1.8952297630143615
1.0,1.0,1.2641759309985043,1.0,1.8968765865274249,2.2811897896512328,Feynman91,By,2.2811897896512328,1.8968765865274249
1.0,1.0,1.2645503309153976,1.0,1.8971261263864987,1.7114297840468111,Feynman91,By,1.7114297840468111,1.8971261263864987
1.0,1.0,1.2702485485277522,1.0,1.9009290820640472,2.0264516704012863,Feynman91,By,2.0264516704012863,1.9009290820640472
1.0,1.0,1.2721428542207267,1.0,1.9021954267490124,1.8247421311296523,Feynman91,By,1.8247421311296523,1.9021954267490124
1.0,1.0,1.2722973029167473,1.0,1.9022987218124365,2.2608830991880238,Feynman91,By,2.2608830991880238,1.9022987218124365
1.0,1.0,1.2734645583389153,1.0,1.9030796045739464,1.1182912022723341,Feynman91,By,1.1182912022723341,1.9030796045739464
1.0,1.0,1.2766652494170772,1.0,1.9052228633598662,2.3336712353447417,Feynman91,By,2.3336712353447417,1.9052228633598662
1.0,1.0,1.2766755488558545,1.0,1.9052297648961916,2.2929235354441175,Feynman91,By,2.2929235354441175,1.9052297648961916
1.0,1.0,1.2772131151421706,1.0,1.905590024504528,1.5458818269385277,Feynman91,By,1.5458818269385277,1.905590024504528
1.0,1.0,1.277449736249657,1.0,1.9057486268247235,1.871622033841588,Feynman91,By,1.871622033841588,1.9057486268247235
1.0,1.0,1.2776967346746484,1.0,1.905914202108337,1.6331083255915475,Feynman91,By,1.6331083255915475,1.905914202108337
1.0,1.0,1.2802087980624748,1.0,1.9075991629890612,2.1437323498347762,Feynman91,By,2.1437323498347762,1.9075991629890612
1.0,1.0,1.2818452076007159,1.0,1.9086977592717298,2.084611246885441,Feynman91,By,2.084611246885441,1.9086977592717298
1.0,1.0,1.2845611575433908,1.0,1.910522799515676,2.0315400165712014,Feynman91,By,2.0315400165712014,1.910522799515676
1.0,1.0,1.2867234386109119,1.0,1.9119773030741471,1.8556177654646289,Feynman91,By,1.8556177654646289,1.9119773030741471
1.0,1.0,1.287787283145497,1.0,1.9126934115616283,2.5384382954572846,Feynman91,By,2.5384382954572846,1.9126934115616283
1.0,1.0,1.2897559271330188,1.0,1.9140194229878527,1.1624349621271124,Feynman91,By,1.1624349621271124,1.9140194229878527
1.0,1.0,1.291264597531189,1.0,1.9150363601867677,1.2949191716505426,Feynman91,By,1.2949191716505426,1.9150363601867677
1.0,1.0,1.2938921136348145,1.0,1.9168090154541657,1.9859701319923648,Feynman91,By,1.9859701319923648,1.9168090154541657
1.0,1.0,1.2951933818927595,1.0,1.9176876431000967,1.7380673502089086,Feynman91,By,1.7380673502089086,1.9176876431000967
1.0,1.0,1.30323998123148,1.0,1.9231314174232161,1.8666461079742382,Feynman91,By,1.8666461079742382,1.9231314174232161
1.0,1.0,1.30343679732438,1.0,1.923264798362211,1.5728261711916476,Feynman91,By,1.5728261711916476,1.923264798362211
1.0,1.0,1.3050843654365432,1.0,1.9243817710908884,1.4723544722830557,Feynman91,By,1.4723544722830557,1.9243817710908884
1.0,1.0,1.3063606107818924,1.0,1.9252475283460146,1.700389841874564,Feynman91,By,1.700389841874564,1.9252475283460146
1.0,1.0,1.3077085472103391,1.0,1.9261624138288485,1.9223499344553783,Feynman91,By,1.9223499344553783,1.9261624138288485
1.0,1.0,1.3099875549410362,1.0,1.9277104020314864,1.773101805125329,Feynman91,By,1.773101805125329,1.9277104020314864
1.0,1.0,1.314735138023249,1.0,1.9309397927312524,1.9034939255715804,Feynman91,By,1.9034939255715804,1.9309397927312524
1.0,1.0,1.3211408092397314,1.0,1.9353069621738594,1.5645391938427995,Feynman91,By,1.5645391938427995,1.9353069621738594
1.0,1.0,1.3214477641297995,1.0,1.935516518483799,1.437028731432224,Feynman91,By,1.437028731432224,1.935516518483799
1.0,1.0,1.3222945450898158,1.0,1.9360947456088722,1.817164945172395,Feynman91,By,1.817164945172395,1.9360947456088722
1.0,1.0,1.3230765557225799,1.0,1.9366289196185016,2.2422694534103007,Feynman91,By,2.2422694534103007,1.9366289196185016
1.0,1.0,1.3232315599042197,1.0,1.9367348195162277,2.0770406072676,Feynman91,By,2.0770406072676,1.9367348195162277
1.0,1.0,1.3244941849906362,1.0,1.9375976997493596,1.377129872339251,Feynman91,By,1.377129872339251,1.9375976997493596
1.0,1.0,1.3267409984219394,1.0,1.9391342596358936,1.669745052221217,Feynman91,By,1.669745052221217,1.9391342596358936
1.0,1.0,1.3284174112588514,1.0,1.9402816338190876,1.9064973005732222,Feynman91,By,1.9064973005732222,1.9402816338190876
1.0,1.0,1.3293470425178935,1.0,1.940918225853699,1.8609813804778357,Feynman91,By,1.8609813804778357,1.940918225853699
1.0,1.0,1.3298181959436244,1.0,1.9412409521393155,2.3072169704265058,Feynman91,By,2.3072169704265058,1.9412409521393155
1.0,1.0,1.3300268592803475,1.0,1.941383899801156,1.0521273237291622,Feynman91,By,1.0521273237291622,1.941383899801156
1.0,1.0,1.330866792007972,1.0,1.9419594275034664,2.408823680488726,Feynman91,By,2.408823680488726,1.9419594275034664
1.0,1.0,1.3347765637322526,1.0,1.9446409630286203,2.1477346185371946,Feynman91,By,2.1477346185371946,1.9446409630286203
1.0,1.0,1.3367482616463255,1.0,1.945994839411059,1.6220371329089844,Feynman91,By,1.6220371329089844,1.945994839411059
1.0,1.0,1.3433155112383393,1.0,1.9505118719796402,1.6489729366976238,Feynman91,By,1.6489729366976238,1.9505118719796402
1.0,1.0,1.345665472182997,1.0,1.952131031213194,1.9667299194888839,Feynman91,By,1.9667299194888839,1.952131031213194
1.0,1.0,1.34699231264353,1.0,1.9530459007204015,1.7003704944632196,Feynman91,By,1.7003704944632196,1.9530459007204015
1.0,1.0,1.3473248230346524,1.0,1.9532752439851782,1.7451499615414356,Feynman91,By,1.7451499615414356,1.9532752439851782
1.0,1.0,1.3553779027003112,1.0,1.958838752712508,2.483357219251735,Feynman91,By,2.483357219251735,1.958838752712508
1.0,1.0,1.359107763201414,1.0,1.9614214009218802,2.2704823700742085,Feynman91,By,2.2704823700742085,1.9614214009218802
1.0,1.0,1.363388952164343,1.0,1.9643903468719717,2.102116881885311,Feynman91,By,2.102116881885311,1.9643903468719717
1.0,1.0,1.3649448135518867,1.0,1.965470514671282,2.3221907240241473,Feynman91,By,2.3221907240241473,1.965470514671282
1.0,1.0,1.3651459867236975,1.0,1.9656102271477471,2.089301434446621,Feynman91,By,2.089301434446621,1.9656102271477471
1.0,1.0,1.3654921606561623,1.0,1.9658506659493327,2.195768882775079,Feynman91,By,2.195768882775079,1.9658506659493327
1.0,1.0,1.3665778028483229,1.0,1.9666049148819265,1.6351315292326736,Feynman91,By,1.6351315292326736,1.9666049148819265
1.0,1.0,1.3680186170512894,1.0,1.9676063977835918,1.768679895989814,Feynman91,By,1.768679895989814,1.9676063977835918
1.0,1.0,1.369531700937785,1.0,1.968658700708059,1.921857487923247,Feynman91,By,1.921857487923247,1.968658700708059
1.0,1.0,1.37162901883561,1.0,1.9701183125162656,2.150288136485714,Feynman91,By,2.150288136485714,1.9701183125162656
1.0,1.0,1.3723452017717008,1.0,1.9706169980048915,1.6961638848745872,Feynman91,By,1.6961638848745872,1.9706169980048915
1.0,1.0,1.3725294248096258,1.0,1.9707452960665013,2.072389703233606,Feynman91,By,2.072389703233606,1.9707452960665013
1.0,1.0,1.3783113743306772,1.0,1.9747765049770367,2.0207202782892275,Feynman91,By,2.0207202782892275,1.9747765049770367
1.0,1.0,1.3843875326045234,1.0,1.979022193011195,2.049739973930732,Feynman91,By,2.049739973930732,1.979022193011195
1.0,1.0,1.3848411125678761,1.0,1.9793395128320541,2.1375463032604336,Feynman91,By,2.1375463032604336,1.9793395128320541
1.0,1.0,1.3856839381636696,1.0,1.9799292857283506,2.486289414466811,Feynman91,By,2.486289414466811,1.9799292857283506
1.0,1.0,1.3884069172100864,1.0,1.9818359588414012,2.5541454438525273,Feynman91,By,2.5541454438525273,1.9818359588414012
1.0,1.0,1.389676114517996,1.0,1.9827253221921173,1.8035261149539823,Feynman91,By,1.8035261149539823,1.9827253221921173
1.0,1.0,1.3920661356222603,1.0,1.984401200852865,1.8899569038897115,Feynman91,By,1.8899569038897115,1.984401200852865
1.0,1.0,1.3922884980600738,1.0,1.9845571954041477,1.81089569849429,Feynman91,By,1.81089569849429,1.9845571954041477
1.0,1.0,1.3941072150573697,1.0,1.985833559761496,1.9671818711335145,Feynman91,By,1.9671818711335145,1.985833559761496
1.0,1.0,1.396204956312331,1.0,1.9873067906166673,1.896457800697333,Feynman91,By,1.896457800697333,1.9873067906166673
1.0,1.0,1.3970434647804337,1.0,1.9878959838195052,2.240549031965529,Feynman91,By,2.240549031965529,1.9878959838195052
1.0,1.0,1.3976831713030617,1.0,1.9883456056087894,1.919084404341523,Feynman91,By,1.919084404341523,1.9883456056087894
1.0,1.0,1.400469266167403,1.0,1.990305043323627,1.8179489850103745,Feynman91,By,1.8179489850103745,1.990305043323627
1.0,1.0,1.4029719036543047,1.0,1.9920668067219491,2.46807599166615,Feynman91,By,2.46807599166615,1.9920668067219491
1.0,1.0,1.4042708486109414,1.0,1.9929818404236637,2.075325983404252,Feynman91,By,2.075325983404252,1.9929818404236637
1.0,1.0,1.4055605282827806,1.0,1.9938907689907612,1.2621636251746557,Feynman91,By,1.2621636251746557,1.9938907689907612
1.0,1.0,1.4113065580455837,1.0,1.9979454949478659,2.245696418229026,Feynman91,By,2.245696418229026,1.9979454949478659
1.0,1.0,1.4122445761039986,1.0,1.9986082014079605,1.8515885075803784,Feynman91,By,1.8515885075803784,1.9986082014079605
1.0,1.0,1.4126252188950104,1.0,1.9988771870873348,1.8944749152860698,Feynman91,By,1.8944749152860698,1.9988771870873348
1.0,1.0,1.4172973030297094,1.0,2.002181721316846,1.5016121576030164,Feynman91,By,1.5016121576030164,2.002181721316846
1.0,1.0,1.4175232180634332,1.0,2.002341647608847,2.018862350054024,Feynman91,By,2.018862350054024,2.002341647608847
1.0,1.0,1.4196529416698627,1.0,2.0038499132399847,1.8736863243789657,Feynman91,By,1.8736863243789657,2.0038499132399847
1.0,1.0,1.4199941045433948,1.0,2.004091628877781,1.7031304748334128,Feynman91,By,1.7031304748334128,2.004091628877781
1.0,1.0,1.4212393209719028,1.0,2.004974116410652,2.0379682889600104,Feynman91,By,2.0379682889600104,2.004974116410652
1.0,1.0,1.4252235850289323,1.0,2.0078003554444157,1.5852372834444002,Feynman91,By,1.5852372834444002,2.0078003554444157
1.0,1.0,1.4305147836426566,1.0,2.011559729717265,1.7921009274767918,Feynman91,By,1.7921009274767918,2.011559729717265
1.0,1.0,1.4314365115951624,1.0,2.0122153181823577,2.130403033463178,Feynman91,By,2.130403033463178,2.0122153181823577
1.0,1.0,1.433637169297409,1.0,2.013781401540666,1.5753474658780304,Feynman91,By,1.5753474658780304,2.013781401540666
1.0,1.0,1.4403947745067005,1.0,2.0185978070002477,2.0257106815175265,Feynman91,By,2.0257106815175265,2.0185978070002477
1.0,1.0,1.4412823976566385,1.0,2.0192312769454785,1.6114361477862302,Feynman91,By,1.6114361477862302,2.0192312769454785
1.0,1.0,1.4416427620611945,1.0,2.0194885128178943,1.9916112914800292,Feynman91,By,1.9916112914800292,2.0194885128178943
1.0,1.0,1.4420407693703647,1.0,2.019772655653669,1.5303811759398047,Feynman91,By,1.5303811759398047,2.019772655653669
1.0,1.0,1.4427240233107765,1.0,2.020260529594645,1.8635270940292483,Feynman91,By,1.8635270940292483,2.020260529594645
1.0,1.0,1.4427932603413316,1.0,2.0203099742580024,1.8915316780445237,Feynman91,By,1.8915316780445237,2.0203099742580024
1.0,1.0,1.444695563233108,1.0,2.021668931953357,1.5967687542562812,Feynman91,By,1.5967687542562812,2.021668931953357
1.0,1.0,1.4462001570733367,1.0,2.0227443966845993,1.8507851387839491,Feynman91,By,1.8507851387839491,2.0227443966845993
1.0,1.0,1.4479660795751785,1.0,2.024007353642845,2.370209568280613,Feynman91,By,2.370209568280613,2.024007353642845
1.0,1.0,1.4497499531318332,1.0,2.0252839125924424,1.8763956029023865,Feynman91,By,1.8763956029023865,2.0252839125924424
1.0,1.0,1.4554215275085967,1.0,2.029347634767256,2.055517505247589,Feynman91,By,2.055517505247589,2.029347634767256
1.0,1.0,1.455532564901051,1.0,2.029427270805099,1.8040861925295615,Feynman91,By,1.8040861925295615,2.029427270805099
