,filename,equation_name,errorfunction,RMSE,ConstraintsViolated,DataSize,ErrorWidthPercentage,NoiseLevelPercentage,ErrorScaling
40,Feynman17,Feynman17_s200_n0.01_es1_ew0.05_None,n0.01,0.017188636356898736,False,200,0.05,0.01,1.0
41,Feynman17,Feynman17_s200_n0.01_es1_ew0.05_Normal,n0.01,0.024818114336890486,True,200,0.05,0.01,1.0
42,Feynman17,Feynman17_s200_n0.01_es1_ew0.05_Spike,n0.01,0.02667153084124998,True,200,0.05,0.01,1.0
43,Feynman17,Feynman17_s200_n0.01_es1_ew0.05_Square,n0.01,0.04014504122819515,True,200,0.05,0.01,1.0
44,Feynman17,Feynman17_s200_n0.01_es1_ew0.075_None,n0.01,0.021188558069542486,False,200,0.075,0.01,1.0
45,Feynman17,Feynman17_s200_n0.01_es1_ew0.075_Normal,n0.01,0.030047557009038172,True,200,0.075,0.01,1.0
46,Feynman17,Feynman17_s200_n0.01_es1_ew0.075_Spike,n0.01,0.034505958664515585,True,200,0.075,0.01,1.0
47,Feynman17,Feynman17_s200_n0.01_es1_ew0.075_Square,n0.01,0.050193278948074585,True,200,0.075,0.01,1.0
48,Feynman17,Feynman17_s200_n0.01_es1_ew0.125_None,n0.01,0.01697077157473897,False,200,0.125,0.01,1.0
49,Feynman17,Feynman17_s200_n0.01_es1_ew0.125_Normal,n0.01,0.030330473273746734,True,200,0.125,0.01,1.0
50,Feynman17,Feynman17_s200_n0.01_es1_ew0.125_Spike,n0.01,0.03740658377493003,True,200,0.125,0.01,1.0
51,Feynman17,Feynman17_s200_n0.01_es1_ew0.125_Square,n0.01,0.05804369235076204,True,200,0.125,0.01,1.0
52,Feynman17,Feynman17_s200_n0.01_es1_ew0.15_None,n0.01,0.016640433145592604,False,200,0.15,0.01,1.0
53,Feynman17,Feynman17_s200_n0.01_es1_ew0.15_Normal,n0.01,0.023907911576862017,True,200,0.15,0.01,1.0
54,Feynman17,Feynman17_s200_n0.01_es1_ew0.15_Spike,n0.01,0.03224321373236939,True,200,0.15,0.01,1.0
55,Feynman17,Feynman17_s200_n0.01_es1_ew0.15_Square,n0.01,0.04712649196040513,True,200,0.15,0.01,1.0
56,Feynman17,Feynman17_s200_n0.01_es1_ew0.1_None,n0.01,0.01792410042441532,False,200,0.1,0.01,1.0
57,Feynman17,Feynman17_s200_n0.01_es1_ew0.1_Normal,n0.01,0.02673360245928562,True,200,0.1,0.01,1.0
58,Feynman17,Feynman17_s200_n0.01_es1_ew0.1_Spike,n0.01,0.03072124344201588,True,200,0.1,0.01,1.0
59,Feynman17,Feynman17_s200_n0.01_es1_ew0.1_Square,n0.01,0.04585061582767907,True,200,0.1,0.01,1.0
60,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.05_None,n0.02,0.024560135148346745,False,200,0.05,0.02,0.5
61,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.05_Normal,n0.02,0.029309174065891525,True,200,0.05,0.02,0.5
62,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.05_Spike,n0.02,0.03093413256854196,True,200,0.05,0.02,0.5
63,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.05_Square,n0.02,0.03626259094040251,True,200,0.05,0.02,0.5
64,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.075_None,n0.02,0.03300761903933833,False,200,0.075,0.02,0.5
65,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.075_Normal,n0.02,0.04107891934579624,True,200,0.075,0.02,0.5
66,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.075_Spike,n0.02,0.046870397768434505,True,200,0.075,0.02,0.5
67,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.075_Square,n0.02,0.05784231321239715,True,200,0.075,0.02,0.5
68,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.125_None,n0.02,0.026208572419557867,False,200,0.125,0.02,0.5
69,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.125_Normal,n0.02,0.040428576603740746,True,200,0.125,0.02,0.5
70,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.125_Spike,n0.02,0.04891089262097317,True,200,0.125,0.02,0.5
71,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.125_Square,n0.02,0.06359807826936027,True,200,0.125,0.02,0.5
72,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.15_None,n0.02,0.025350319930717236,False,200,0.15,0.02,0.5
73,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.15_Normal,n0.02,0.035024808510208616,True,200,0.15,0.02,0.5
74,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.15_Spike,n0.02,0.04253026586552011,True,200,0.15,0.02,0.5
75,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.15_Square,n0.02,0.06324451457078564,True,200,0.15,0.02,0.5
76,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.1_None,n0.02,0.030413614696801,False,200,0.1,0.02,0.5
77,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.1_Normal,n0.02,0.04138749578457394,True,200,0.1,0.02,0.5
78,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.1_Spike,n0.02,0.05188157756190195,True,200,0.1,0.02,0.5
79,Feynman17,Feynman17_s200_n0.02_es0.5_ew0.1_Square,n0.02,0.057964780240444595,True,200,0.1,0.02,0.5
80,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.05_None,n0.02,0.023827221153694487,False,200,0.05,0.02,1.5
81,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.05_Normal,n0.02,0.026077821808658145,True,200,0.05,0.02,1.5
82,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.05_Spike,n0.02,0.028932134562078,True,200,0.05,0.02,1.5
83,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.05_Square,n0.02,0.03868090820034262,True,200,0.05,0.02,1.5
84,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.075_None,n0.02,0.02428952825172793,False,200,0.075,0.02,1.5
85,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.075_Normal,n0.02,0.03151427638133704,True,200,0.075,0.02,1.5
86,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.075_Spike,n0.02,0.03336953511924529,True,200,0.075,0.02,1.5
87,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.075_Square,n0.02,0.04201854435910724,True,200,0.075,0.02,1.5
88,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.125_None,n0.02,0.03228008341988107,False,200,0.125,0.02,1.5
89,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.125_Normal,n0.02,0.03838020410141,True,200,0.125,0.02,1.5
90,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.125_Spike,n0.02,0.051925619145255286,True,200,0.125,0.02,1.5
91,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.125_Square,n0.02,0.07186247441791441,True,200,0.125,0.02,1.5
92,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.15_None,n0.02,0.03107195808938123,False,200,0.15,0.02,1.5
93,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.15_Normal,n0.02,0.03454494009631921,True,200,0.15,0.02,1.5
94,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.15_Spike,n0.02,0.037632979465864046,True,200,0.15,0.02,1.5
95,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.15_Square,n0.02,0.05274296572085045,True,200,0.15,0.02,1.5
96,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.1_None,n0.02,0.028772166510590537,False,200,0.1,0.02,1.5
97,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.1_Normal,n0.02,0.03864009361384236,True,200,0.1,0.02,1.5
98,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.1_Spike,n0.02,0.046357457128380505,True,200,0.1,0.02,1.5
99,Feynman17,Feynman17_s200_n0.02_es1.5_ew0.1_Square,n0.02,0.06648314552144234,True,200,0.1,0.02,1.5
100,Feynman17,Feynman17_s200_n0.02_es1_ew0.05_None,n0.02,0.02715617666985803,False,200,0.05,0.02,1.0
101,Feynman17,Feynman17_s200_n0.02_es1_ew0.05_Normal,n0.02,0.035241504391703524,True,200,0.05,0.02,1.0
102,Feynman17,Feynman17_s200_n0.02_es1_ew0.05_Spike,n0.02,0.036258015138246565,True,200,0.05,0.02,1.0
103,Feynman17,Feynman17_s200_n0.02_es1_ew0.05_Square,n0.02,0.04645313650000355,True,200,0.05,0.02,1.0
104,Feynman17,Feynman17_s200_n0.02_es1_ew0.075_None,n0.02,0.026860690402721408,False,200,0.075,0.02,1.0
105,Feynman17,Feynman17_s200_n0.02_es1_ew0.075_Normal,n0.02,0.033687909493645835,True,200,0.075,0.02,1.0
106,Feynman17,Feynman17_s200_n0.02_es1_ew0.075_Spike,n0.02,0.03971347948385572,True,200,0.075,0.02,1.0
107,Feynman17,Feynman17_s200_n0.02_es1_ew0.075_Square,n0.02,0.05149033117363539,True,200,0.075,0.02,1.0
108,Feynman17,Feynman17_s200_n0.02_es1_ew0.125_None,n0.02,0.024244254101793834,False,200,0.125,0.02,1.0
109,Feynman17,Feynman17_s200_n0.02_es1_ew0.125_Normal,n0.02,0.03494987948665759,True,200,0.125,0.02,1.0
110,Feynman17,Feynman17_s200_n0.02_es1_ew0.125_Spike,n0.02,0.04322709143800304,True,200,0.125,0.02,1.0
111,Feynman17,Feynman17_s200_n0.02_es1_ew0.125_Square,n0.02,0.062200517554062716,True,200,0.125,0.02,1.0
112,Feynman17,Feynman17_s200_n0.02_es1_ew0.15_None,n0.02,0.02547967514548715,False,200,0.15,0.02,1.0
113,Feynman17,Feynman17_s200_n0.02_es1_ew0.15_Normal,n0.02,0.03401792411554053,True,200,0.15,0.02,1.0
114,Feynman17,Feynman17_s200_n0.02_es1_ew0.15_Spike,n0.02,0.03812597045850151,True,200,0.15,0.02,1.0
115,Feynman17,Feynman17_s200_n0.02_es1_ew0.15_Square,n0.02,0.053169847870505736,True,200,0.15,0.02,1.0
116,Feynman17,Feynman17_s200_n0.02_es1_ew0.1_None,n0.02,0.02362268427637996,False,200,0.1,0.02,1.0
117,Feynman17,Feynman17_s200_n0.02_es1_ew0.1_Normal,n0.02,0.03575132914148188,True,200,0.1,0.02,1.0
118,Feynman17,Feynman17_s200_n0.02_es1_ew0.1_Spike,n0.02,0.0429179533766135,True,200,0.1,0.02,1.0
119,Feynman17,Feynman17_s200_n0.02_es1_ew0.1_Square,n0.02,0.05396104685293234,True,200,0.1,0.02,1.0
120,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.05_None,n0.03,0.030547250030776865,False,200,0.05,0.03,0.5
121,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.05_Normal,n0.03,0.03812704110332542,True,200,0.05,0.03,0.5
122,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.05_Spike,n0.03,0.03893974813264969,True,200,0.05,0.03,0.5
123,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.05_Square,n0.03,0.04634082215270843,True,200,0.05,0.03,0.5
124,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.075_None,n0.03,0.030076717384530074,False,200,0.075,0.03,0.5
125,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.075_Normal,n0.03,0.0385697571531113,True,200,0.075,0.03,0.5
126,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.075_Spike,n0.03,0.04070396003317923,True,200,0.075,0.03,0.5
127,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.075_Square,n0.03,0.050637660827269,True,200,0.075,0.03,0.5
128,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.125_None,n0.03,0.03378587844470828,False,200,0.125,0.03,0.5
129,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.125_Normal,n0.03,0.04185234771356265,True,200,0.125,0.03,0.5
130,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.125_Spike,n0.03,0.04883485282365976,True,200,0.125,0.03,0.5
131,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.125_Square,n0.03,0.06578141481837035,True,200,0.125,0.03,0.5
132,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.15_None,n0.03,0.03129871561297182,False,200,0.15,0.03,0.5
133,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.15_Normal,n0.03,0.036484630910246306,True,200,0.15,0.03,0.5
134,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.15_Spike,n0.03,0.04249875098860662,True,200,0.15,0.03,0.5
135,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.15_Square,n0.03,0.057206779439535824,True,200,0.15,0.03,0.5
136,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.1_None,n0.03,0.03473826557861312,False,200,0.1,0.03,0.5
137,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.1_Normal,n0.03,0.04654519179026231,True,200,0.1,0.03,0.5
138,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.1_Spike,n0.03,0.051320328640108666,True,200,0.1,0.03,0.5
139,Feynman17,Feynman17_s200_n0.03_es0.5_ew0.1_Square,n0.03,0.0614428339356753,True,200,0.1,0.03,0.5
140,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.05_None,n0.03,0.032827052105529775,False,200,0.05,0.03,1.5
141,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.05_Normal,n0.03,0.03386005561725695,True,200,0.05,0.03,1.5
142,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.05_Spike,n0.03,0.0362564136147186,True,200,0.05,0.03,1.5
143,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.05_Square,n0.03,0.04389937832652264,True,200,0.05,0.03,1.5
144,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.075_None,n0.03,0.03539686232046344,False,200,0.075,0.03,1.5
145,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.075_Normal,n0.03,0.03787808613049969,True,200,0.075,0.03,1.5
146,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.075_Spike,n0.03,0.04144620232727419,True,200,0.075,0.03,1.5
147,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.075_Square,n0.03,0.05856180370084566,True,200,0.075,0.03,1.5
148,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.125_None,n0.03,0.03442153924440223,False,200,0.125,0.03,1.5
149,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.125_Normal,n0.03,0.042193270431749814,True,200,0.125,0.03,1.5
150,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.125_Spike,n0.03,0.049776327649817806,True,200,0.125,0.03,1.5
151,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.125_Square,n0.03,0.06071277757269889,True,200,0.125,0.03,1.5
152,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.15_None,n0.03,0.03582802080984726,False,200,0.15,0.03,1.5
153,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.15_Normal,n0.03,0.042451475633007614,True,200,0.15,0.03,1.5
154,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.15_Spike,n0.03,0.0484777295035195,True,200,0.15,0.03,1.5
155,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.15_Square,n0.03,0.06845562869804646,True,200,0.15,0.03,1.5
156,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.1_None,n0.03,0.029509610300464707,False,200,0.1,0.03,1.5
157,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.1_Normal,n0.03,0.03956209801686671,True,200,0.1,0.03,1.5
158,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.1_Spike,n0.03,0.04642631942947364,True,200,0.1,0.03,1.5
159,Feynman17,Feynman17_s200_n0.03_es1.5_ew0.1_Square,n0.03,0.06144808915957964,True,200,0.1,0.03,1.5
160,Feynman17,Feynman17_s200_n0.03_es1_ew0.05_None,n0.03,0.03496317309026342,False,200,0.05,0.03,1.0
161,Feynman17,Feynman17_s200_n0.03_es1_ew0.05_Normal,n0.03,0.042959443098302234,True,200,0.05,0.03,1.0
162,Feynman17,Feynman17_s200_n0.03_es1_ew0.05_Spike,n0.03,0.04593260959156585,True,200,0.05,0.03,1.0
163,Feynman17,Feynman17_s200_n0.03_es1_ew0.05_Square,n0.03,0.05365985493841633,True,200,0.05,0.03,1.0
164,Feynman17,Feynman17_s200_n0.03_es1_ew0.075_None,n0.03,0.02984849208147424,False,200,0.075,0.03,1.0
165,Feynman17,Feynman17_s200_n0.03_es1_ew0.075_Normal,n0.03,0.03646622242212399,True,200,0.075,0.03,1.0
166,Feynman17,Feynman17_s200_n0.03_es1_ew0.075_Spike,n0.03,0.039107869318949766,True,200,0.075,0.03,1.0
167,Feynman17,Feynman17_s200_n0.03_es1_ew0.075_Square,n0.03,0.04571028604427434,True,200,0.075,0.03,1.0
168,Feynman17,Feynman17_s200_n0.03_es1_ew0.125_None,n0.03,0.03109281380225691,False,200,0.125,0.03,1.0
169,Feynman17,Feynman17_s200_n0.03_es1_ew0.125_Normal,n0.03,0.03663100481428233,True,200,0.125,0.03,1.0
170,Feynman17,Feynman17_s200_n0.03_es1_ew0.125_Spike,n0.03,0.04388318369495677,True,200,0.125,0.03,1.0
171,Feynman17,Feynman17_s200_n0.03_es1_ew0.125_Square,n0.03,0.06312159386041284,True,200,0.125,0.03,1.0
172,Feynman17,Feynman17_s200_n0.03_es1_ew0.15_None,n0.03,0.03331597780812505,False,200,0.15,0.03,1.0
173,Feynman17,Feynman17_s200_n0.03_es1_ew0.15_Normal,n0.03,0.04309322727481782,True,200,0.15,0.03,1.0
174,Feynman17,Feynman17_s200_n0.03_es1_ew0.15_Spike,n0.03,0.051809228539726526,True,200,0.15,0.03,1.0
175,Feynman17,Feynman17_s200_n0.03_es1_ew0.15_Square,n0.03,0.06514335890471173,True,200,0.15,0.03,1.0
176,Feynman17,Feynman17_s200_n0.03_es1_ew0.1_None,n0.03,0.031195513394174666,False,200,0.1,0.03,1.0
177,Feynman17,Feynman17_s200_n0.03_es1_ew0.1_Normal,n0.03,0.03689141652996405,True,200,0.1,0.03,1.0
178,Feynman17,Feynman17_s200_n0.03_es1_ew0.1_Spike,n0.03,0.04000092359475876,True,200,0.1,0.03,1.0
179,Feynman17,Feynman17_s200_n0.03_es1_ew0.1_Square,n0.03,0.052751297373891046,True,200,0.1,0.03,1.0
180,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.05_None,n0.05,0.040008950514984175,False,200,0.05,0.05,0.5
181,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.05_Normal,n0.05,0.0438087482671318,True,200,0.05,0.05,0.5
182,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.05_Spike,n0.05,0.04514131469000356,True,200,0.05,0.05,0.5
183,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.05_Square,n0.05,0.050639011075488315,True,200,0.05,0.05,0.5
184,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.075_None,n0.05,0.0405900876933277,False,200,0.075,0.05,0.5
185,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.075_Normal,n0.05,0.04539210543861416,True,200,0.075,0.05,0.5
186,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.075_Spike,n0.05,0.04688688515372565,True,200,0.075,0.05,0.5
187,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.075_Square,n0.05,0.0575993232987101,True,200,0.075,0.05,0.5
188,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.125_None,n0.05,0.03896161829005887,False,200,0.125,0.05,0.5
189,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.125_Normal,n0.05,0.0406161997900956,True,200,0.125,0.05,0.5
190,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.125_Spike,n0.05,0.04409522876795636,True,200,0.125,0.05,0.5
191,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.125_Square,n0.05,0.05690535494263301,True,200,0.125,0.05,0.5
192,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.15_None,n0.05,0.04169299782547384,False,200,0.15,0.05,0.5
193,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.15_Normal,n0.05,0.050508261376409715,True,200,0.15,0.05,0.5
194,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.15_Spike,n0.05,0.05576052772649608,True,200,0.15,0.05,0.5
195,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.15_Square,n0.05,0.06315023972626357,True,200,0.15,0.05,0.5
196,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.1_None,n0.05,0.03466599792473207,False,200,0.1,0.05,0.5
197,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.1_Normal,n0.05,0.03929890167355106,True,200,0.1,0.05,0.5
198,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.1_Spike,n0.05,0.041338217919520796,True,200,0.1,0.05,0.5
199,Feynman17,Feynman17_s200_n0.05_es0.5_ew0.1_Square,n0.05,0.04416773328000651,True,200,0.1,0.05,0.5
200,Feynman17,Feynman17_s200_n0.05_es1.5_ew0.05_None,n0.05,0.0447737112922508,False,200,0.05,0.05,1.5
201,Feynman17,Feynman17_s200_n0.05_es1.5_ew0.05_Normal,n0.05,0.0443535555176649,True,200,0.05,0.05,1.5
202,Feynman17,Feynman17_s200_n0.05_es1.5_ew0.05_Spike,n0.05,0.04442533912044227,True,200,0.05,0.05,1.5
203,Feynman17,Feynman17_s200_n0.05_es1.5_ew0.05_Square,n0.05,0.049957250811386585,True,200,0.05,0.05,1.5
204,Feynman17,Feynman17_s200_n0.05_es1.5_ew0.075_None,n0.05,0.04140774725301145,False,200,0.075,0.05,1.5
205,Feynman17,Feynman17_s200_n0.05_es1.5_ew0.075_Normal,n0.05,0.04719682520747395,True,200,0.075,0.05,1.5
206,Feynman17,Feynman17_s200_n0.05_es1.5_ew0.075_Spike,n0.05,0.050172517279587624,True,200,0.075,0.05,1.5
207,Feynman17,Feynman17_s200_n0.05_es1.5_ew0.075_Square,n0.05,0.056014556436661554,True,200,0.075,0.05,1.5
208,Feynman17,Feynman17_s200_n0.05_es1.5_ew0.125_None,n0.05,0.043638632153854835,False,200,0.125,0.05,1.5
209,Feynman17,Feynman17_s200_n0.05_es1.5_ew0.125_Normal,n0.05,0.05192801097373525,True,200,0.125,0.05,1.5
210,Feynman17,Feynman17_s200_n0.05_es1.5_ew0.125_Spike,n0.05,0.058724407482097674,True,200,0.125,0.05,1.5
