omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.1352167996065687,1.0,1.0,0.09244353678838288,0.0903963319767589,Feynman44,h,0.0903963319767589,0.0,0.09244353678838288,0.09255343771422925
1.0,1.0,1.1370123950071864,1.0,1.0,0.09242993077117227,0.09499139079524643,Feynman44,h,0.09499139079524643,0.0,0.09242993077117227,0.09253888360739203
1.0,1.0,1.1392364764263085,1.0,1.0,0.09241307983248262,0.09280966003585553,Feynman44,h,0.09280966003585553,0.0,0.09241307983248262,0.09252085704146218
1.0,1.0,1.1424100386392797,1.0,1.0,0.09238903872482424,0.09247279483732818,Feynman44,h,0.09247279483732818,0.0,0.09238903872482424,0.09249513596291205
1.0,1.0,1.1457163374048869,1.0,1.0,0.09236399664732248,0.09338429239056036,Feynman44,h,0.09338429239056036,0.0,0.09236399664732248,0.09246834060591803
1.0,1.0,1.145718288507862,1.0,1.0,0.09236398187094383,0.09174877107819553,Feynman44,h,0.09174877107819553,0.0,0.09236398187094383,0.09246832479398968
1.0,1.0,1.1458570479379464,1.0,1.0,0.09236293100187462,0.0925741513172127,Feynman44,h,0.0925741513172127,0.0,0.09236293100187462,0.09246720027548812
1.0,1.0,1.1463186761801865,1.0,1.0,0.09235943500421116,0.09372948242271502,Feynman44,h,0.09372948242271502,0.0,0.09235943500421116,0.09246345922023087
1.0,1.0,1.1475825268281428,1.0,1.0,0.09234986408996243,0.08673072608361934,Feynman44,h,0.08673072608361934,0.0,0.09234986408996243,0.09245321707954103
1.0,1.0,1.1475890507237252,1.0,1.0,0.09234981468743808,0.09175792756247539,Feynman44,h,0.09175792756247539,0.0,0.09234981468743808,0.09245316421104224
1.0,1.0,1.1477382756399241,1.0,1.0,0.09234868467927934,0.0932779245875507,Feynman44,h,0.0932779245875507,0.0,0.09234868467927934,0.09245195492036275
1.0,1.0,1.149084488443206,1.0,1.0,0.09233849088957943,0.08953389225789413,Feynman44,h,0.08953389225789413,0.0,0.09233849088957943,0.09244104561373591
1.0,1.0,1.1495876805687062,1.0,1.0,0.09233468081761559,0.09213812741777236,Feynman44,h,0.09213812741777236,0.0,0.09233468081761559,0.09243696796415322
1.0,1.0,1.1500488163410139,1.0,1.0,0.09233118928288901,0.09206981724594399,Feynman44,h,0.09206981724594399,0.0,0.09233118928288901,0.09243323115414166
1.0,1.0,1.1523027864562652,1.0,1.0,0.09231412443158209,0.08946733126232549,Feynman44,h,0.08946733126232549,0.0,0.09231412443158209,0.09241496658597735
1.0,1.0,1.1535714967127877,1.0,1.0,0.09230451995436337,0.09393103921291347,Feynman44,h,0.09393103921291347,0.0,0.09230451995436337,0.0924046862010998
1.0,1.0,1.1558569333733368,1.0,1.0,0.09228722031674108,0.09303325345682185,Feynman44,h,0.09303325345682185,0.0,0.09228722031674108,0.0923861678860459
1.0,1.0,1.1570903581410965,1.0,1.0,0.09227788481970281,0.09419958761639985,Feynman44,h,0.09419958761639985,0.0,0.09227788481970281,0.0923761740943252
1.0,1.0,1.160096677727997,1.0,1.0,0.0922551334226614,0.09278047294591353,Feynman44,h,0.09278047294591353,0.0,0.0922551334226614,0.09235181647286203
1.0,1.0,1.1613290854336826,1.0,1.0,0.09224580785070122,0.09309079888250416,Feynman44,h,0.09309079888250416,0.0,0.09224580785070122,0.09234183174957393
1.0,1.0,1.1614663680941075,1.0,1.0,0.09224476907925469,0.09470380998294788,Feynman44,h,0.09470380998294788,0.0,0.09224476907925469,0.09234071952775083
1.0,1.0,1.1627788177702936,1.0,1.0,0.09223483862212783,0.09322752405519405,Feynman44,h,0.09322752405519405,0.0,0.09223483862212783,0.0923300866186171
1.0,1.0,1.164314278086739,1.0,1.0,0.09222322171989035,0.09144678139276625,Feynman44,h,0.09144678139276625,0.0,0.09222322171989035,0.09231764732781662
1.0,1.0,1.1648986079249801,1.0,1.0,0.09221880109295798,0.09779831427131666,Feynman44,h,0.09779831427131666,0.0,0.09221880109295798,0.09231291357279257
1.0,1.0,1.1660347522505625,1.0,1.0,0.09221020624390507,0.09446518046663083,Feynman44,h,0.09446518046663083,0.0,0.09221020624390507,0.09230370963629003
1.0,1.0,1.1662456382517536,1.0,1.0,0.09220861096721614,0.09580333919957429,Feynman44,h,0.09580333919957429,0.0,0.09220861096721614,0.09230200126649549
1.0,1.0,1.1703569203143354,1.0,1.0,0.09217751438568242,0.09110382552142401,Feynman44,h,0.09110382552142401,0.0,0.09217751438568242,0.09226869760268797
1.0,1.0,1.175714744005988,1.0,1.0,0.09213700012683827,0.09113668339970173,Feynman44,h,0.09113668339970173,0.0,0.09213700012683827,0.09222530058820345
1.0,1.0,1.1827414803574094,1.0,1.0,0.09208388459699025,0.09245252145101944,Feynman44,h,0.09245252145101944,0.0,0.09208388459699025,0.09216839346600339
1.0,1.0,1.185095499134257,1.0,1.0,0.09206609513130505,0.0937159482816905,Feynman44,h,0.0937159482816905,0.0,0.09206609513130505,0.0921493310756069
1.0,1.0,1.1851756302855954,1.0,1.0,0.09206548961680036,0.09253768399159663,Feynman44,h,0.09253768399159663,0.0,0.09206548961680036,0.0921486822069453
1.0,1.0,1.1855812677435513,1.0,1.0,0.09206242444182955,0.08545100486082145,Feynman44,h,0.08545100486082145,0.0,0.09206242444182955,0.09214539754213348
1.0,1.0,1.1864199114096579,1.0,1.0,0.09205608750396559,0.09496513111552476,Feynman44,h,0.09496513111552476,0.0,0.09205608750396559,0.09213860668981423
1.0,1.0,1.194725170122103,1.0,1.0,0.09199334770420774,0.0932644397443707,Feynman44,h,0.0932644397443707,0.0,0.09199334770420774,0.09207136266461817
1.0,1.0,1.1976135584743286,1.0,1.0,0.09197153505639284,0.08770162884628549,Feynman44,h,0.08770162884628549,0.0,0.09197153505639284,0.09204797977066104
1.0,1.0,1.1986383239692056,1.0,1.0,0.09196379704548543,0.09127535325230046,Feynman44,h,0.09127535325230046,0.0,0.09196379704548543,0.09203968419531423
1.0,1.0,1.1987582236140093,1.0,1.0,0.09196289171173548,0.08940253319143521,Feynman44,h,0.08940253319143521,0.0,0.09196289171173548,0.09203871360974201
1.0,1.0,1.1994053352983087,1.0,1.0,0.09195800563082136,0.09692803249692772,Feynman44,h,0.09692803249692772,0.0,0.09195800563082136,0.0920334753010549
1.0,1.0,1.2021364185745895,1.0,1.0,0.09193738628189078,0.09155490562624041,Feynman44,h,0.09155490562624041,0.0,0.09193738628189078,0.09201136835897751
1.0,1.0,1.203913061124624,1.0,1.0,0.09192397455177231,0.09277375409967209,Feynman44,h,0.09277375409967209,0.0,0.09192397455177231,0.09199698801056042
1.0,1.0,1.2055722961300033,1.0,1.0,0.0919114503364773,0.0921248165197788,Feynman44,h,0.0921248165197788,0.0,0.0919114503364773,0.0919835585528146
1.0,1.0,1.2066995016572037,1.0,1.0,0.09190294264820581,0.08935452958266238,Feynman44,h,0.08935452958266238,0.0,0.09190294264820581,0.09197443553872467
1.0,1.0,1.207190436496555,1.0,1.0,0.0918992374412459,0.0922419111223499,Feynman44,h,0.0922419111223499,0.0,0.0918992374412459,0.09197046224992168
1.0,1.0,1.2074122509711813,1.0,1.0,0.09189756338609573,0.0938315296791162,Feynman44,h,0.0938315296791162,0.0,0.09189756338609573,0.09196866705253771
1.0,1.0,1.209660003034403,1.0,1.0,0.0918806005681607,0.09141202515937474,Feynman44,h,0.09141202515937474,0.0,0.0918806005681607,0.0919504760365908
1.0,1.0,1.2104090327899462,1.0,1.0,0.09187494844110171,0.09005846644991913,Feynman44,h,0.09005846644991913,0.0,0.09187494844110171,0.09194441438712123
1.0,1.0,1.211940933960896,1.0,1.0,0.09186338956468808,0.09186102297776061,Feynman44,h,0.09186102297776061,0.0,0.09186338956468808,0.09193201758653595
1.0,1.0,1.213746387479305,1.0,1.0,0.09184976789791756,0.09717074562553193,Feynman44,h,0.09717074562553193,0.0,0.09184976789791756,0.09191740772130787
1.0,1.0,1.2142241549986421,1.0,1.0,0.09184616350144773,0.092396332690384,Feynman44,h,0.092396332690384,0.0,0.09184616350144773,0.09191354170694663
1.0,1.0,1.215118908421621,1.0,1.0,0.091839413521741,0.09067924521029395,Feynman44,h,0.09067924521029395,0.0,0.091839413521741,0.09190630164432309
1.0,1.0,1.2158202185254043,1.0,1.0,0.09183412310826558,0.09207211081107093,Feynman44,h,0.09207211081107093,0.0,0.09183412310826558,0.09190062698429254
1.0,1.0,1.2169995879992705,1.0,1.0,0.0918252268715208,0.09038221805676544,Feynman44,h,0.09038221805676544,0.0,0.0918252268715208,0.09189108433979422
1.0,1.0,1.218612163470648,1.0,1.0,0.09181306382838275,0.0962501846875087,Feynman44,h,0.0962501846875087,0.0,0.09181306382838275,0.09187803697942364
1.0,1.0,1.2199854310586402,1.0,1.0,0.09180270666721632,0.09559474388417746,Feynman44,h,0.09559474388417746,0.0,0.09180270666721632,0.09186692630853353
1.0,1.0,1.2209662898743274,1.0,1.0,0.09179530953843672,0.08821348181658781,Feynman44,h,0.08821348181658781,0.0,0.09179530953843672,0.09185899074567574
1.0,1.0,1.2217690589609491,1.0,1.0,0.09178925577516542,0.08769404927816085,Feynman44,h,0.08769404927816085,0.0,0.09178925577516542,0.09185249616207575
1.0,1.0,1.225327604423009,1.0,1.0,0.091762423728944,0.09089732301562545,Feynman44,h,0.09089732301562545,0.0,0.091762423728944,0.09182370845020381
1.0,1.0,1.2254341780689115,1.0,1.0,0.09176162022850631,0.0949343612746699,Feynman44,h,0.0949343612746699,0.0,0.09176162022850631,0.09182284634072711
1.0,1.0,1.2259989663581536,1.0,1.0,0.09175736214928053,0.09019582105806369,Feynman44,h,0.09019582105806369,0.0,0.09175736214928053,0.09181827762414681
1.0,1.0,1.2282279255686999,1.0,1.0,0.09174055879880604,0.090475082766204,Feynman44,h,0.090475082766204,0.0,0.09174055879880604,0.09180024770904716
1.0,1.0,1.2299598404629637,1.0,1.0,0.09172750395462054,0.09096017625436573,Feynman44,h,0.09096017625436573,0.0,0.09172750395462054,0.0917862391365629
1.0,1.0,1.2301385309553239,1.0,1.0,0.09172615709250594,0.09101463921529705,Feynman44,h,0.09101463921529705,0.0,0.09172615709250594,0.09178479383982364
1.0,1.0,1.2304015084233928,1.0,1.0,0.0917241749502994,0.09071210943330972,Feynman44,h,0.09071210943330972,0.0,0.0917241749502994,0.09178266682071966
1.0,1.0,1.2322506842816905,1.0,1.0,0.09171023797422022,0.09464826922236927,Feynman44,h,0.09464826922236927,0.0,0.09171023797422022,0.09176771073369006
1.0,1.0,1.2349072447744112,1.0,1.0,0.09169021840490481,0.09248209465364464,Feynman44,h,0.09248209465364464,0.0,0.09169021840490481,0.09174622593060516
1.0,1.0,1.2363512806438974,1.0,1.0,0.09167933755922163,0.08889413186704014,Feynman44,h,0.08889413186704014,0.0,0.09167933755922163,0.09173454805472056
1.0,1.0,1.2365011661404464,1.0,1.0,0.09167820821922869,0.09273147281022004,Feynman44,h,0.09273147281022004,0.0,0.09167820821922869,0.09173333596324242
1.0,1.0,1.2381042786193337,1.0,1.0,0.09166612987050124,0.09118072239933453,Feynman44,h,0.09118072239933453,0.0,0.09166612987050124,0.09172037227324126
1.0,1.0,1.2449303984532096,1.0,1.0,0.09161471201589817,0.09188761457592444,Feynman44,h,0.09188761457592444,0.0,0.09161471201589817,0.09166517923356274
1.0,1.0,1.2451134219110287,1.0,1.0,0.0916133336621301,0.08790734372464887,Feynman44,h,0.08790734372464887,0.0,0.0916133336621301,0.09166369954091623
1.0,1.0,1.2455843953717038,1.0,1.0,0.09160978681604712,0.08992122286034536,Feynman44,h,0.08992122286034536,0.0,0.09160978681604712,0.09165989189205011
1.0,1.0,1.2467867866246611,1.0,1.0,0.09160073217669785,0.09535703473077675,Feynman44,h,0.09535703473077675,0.0,0.09160073217669785,0.09165017124383121
1.0,1.0,1.2528860848127428,1.0,1.0,0.09155481073670307,0.09128210581532877,Feynman44,h,0.09128210581532877,0.0,0.09155481073670307,0.09160086741922785
1.0,1.0,1.255046371927802,1.0,1.0,0.09153854979844797,0.0952367804429414,Feynman44,h,0.0952367804429414,0.0,0.09153854979844797,0.09158340692820204
1.0,1.0,1.257964636954604,1.0,1.0,0.09151658655717483,0.09139952116969477,Feynman44,h,0.09139952116969477,0.0,0.09151658655717483,0.09155982198103743
1.0,1.0,1.2604493855597205,1.0,1.0,0.0914978888765609,0.08746418764975505,Feynman44,h,0.08746418764975505,0.0,0.0914978888765609,0.09153974237256883
1.0,1.0,1.261644421898978,1.0,1.0,0.09148889719016035,0.09302808825438921,Feynman44,h,0.09302808825438921,0.0,0.09148889719016035,0.09153008568432505
1.0,1.0,1.2631146437960061,1.0,1.0,0.09147783578867383,0.09185841795384668,Feynman44,h,0.09185841795384668,0.0,0.09147783578867383,0.09151820582609303
1.0,1.0,1.2660774061482392,1.0,1.0,0.09145554786685856,0.08991218765675496,Feynman44,h,0.08991218765675496,0.0,0.09145554786685856,0.09149426749801952
1.0,1.0,1.2681162848120895,1.0,1.0,0.09144021220131607,0.08942027031649911,Feynman44,h,0.08942027031649911,0.0,0.09144021220131607,0.09147779525703775
1.0,1.0,1.2683078291276213,1.0,1.0,0.09143877156923218,0.08941676361040714,Feynman44,h,0.08941676361040714,0.0,0.09143877156923218,0.09147624781442072
1.0,1.0,1.2715520152564914,1.0,1.0,0.09141437395737378,0.08825711016005272,Feynman44,h,0.08825711016005272,0.0,0.09141437395737378,0.09145004027783746
1.0,1.0,1.2746834102168658,1.0,1.0,0.09139082883386646,0.0937560493036349,Feynman44,h,0.0937560493036349,0.0,0.09139082883386646,0.09142474661074566
1.0,1.0,1.2759002086948437,1.0,1.0,0.0913816807890152,0.08963761339466682,Feynman44,h,0.08963761339466682,0.0,0.0913816807890152,0.09141491871356375
1.0,1.0,1.27678690816228,1.0,1.0,0.0913750148675462,0.09254558760454056,Feynman44,h,0.09254558760454056,0.0,0.0913750148675462,0.0914077572330824
1.0,1.0,1.2772127676469935,1.0,1.0,0.09137181351193581,0.09174325632439155,Feynman44,h,0.09174325632439155,0.0,0.09137181351193581,0.09140431783110572
1.0,1.0,1.2791804042015156,1.0,1.0,0.0913570230062125,0.08785855654177645,Feynman44,h,0.08785855654177645,0.0,0.0913570230062125,0.09138842710876642
1.0,1.0,1.2804482103508708,1.0,1.0,0.09134749392168671,0.08993132600776498,Feynman44,h,0.08993132600776498,0.0,0.09134749392168671,0.09137818882016202
1.0,1.0,1.2825407699798652,1.0,1.0,0.0913317673227756,0.09366215274829842,Feynman44,h,0.09366215274829842,0.0,0.0913317673227756,0.09136129114275045
1.0,1.0,1.2830129077787027,1.0,1.0,0.09132821923649309,0.09203191379094816,Feynman44,h,0.09203191379094816,0.0,0.09132821923649309,0.09135747874228795
1.0,1.0,1.283485649743079,1.0,1.0,0.09132466670508102,0.08816016103466454,Feynman44,h,0.08816016103466454,0.0,0.09132466670508102,0.09135366152647846
1.0,1.0,1.283862615804129,1.0,1.0,0.09132183397259053,0.08981943058043433,Feynman44,h,0.08981943058043433,0.0,0.09132183397259053,0.09135061771087367
1.0,1.0,1.2846607977675975,1.0,1.0,0.09131583618948357,0.08940062734940875,Feynman44,h,0.08940062734940875,0.0,0.09131583618948357,0.09134417291701376
1.0,1.0,1.2865496031846257,1.0,1.0,0.091301644209503,0.0871355872403647,Feynman44,h,0.0871355872403647,0.0,0.091301644209503,0.09132892277935548
1.0,1.0,1.2872178805678356,1.0,1.0,0.09129662331548846,0.09351681109494593,Feynman44,h,0.09351681109494593,0.0,0.09129662331548846,0.09132352737934954
1.0,1.0,1.2885267608803375,1.0,1.0,0.09128679000201116,0.0938030321742543,Feynman44,h,0.0938030321742543,0.0,0.09128679000201116,0.09131296038318006
1.0,1.0,1.2888852041876313,1.0,1.0,0.09128409722806463,0.0914409039839389,Feynman44,h,0.0914409039839389,0.0,0.09128409722806463,0.09131006664537546
1.0,1.0,1.2896200963609474,1.0,1.0,0.09127857658611233,0.09146146512789637,Feynman44,h,0.09146146512789637,0.0,0.09127857658611233,0.09130413392562839
1.0,1.0,1.289737563128723,1.0,1.0,0.0912776941759862,0.09348263346569556,Feynman44,h,0.09348263346569556,0.0,0.0912776941759862,0.09130318564123907
1.0,1.0,1.2916153019974934,1.0,1.0,0.09126358940324028,0.09056510544311465,Feynman44,h,0.09056510544311465,0.0,0.09126358940324028,0.09128802759552576
1.0,1.0,1.2927269298786848,1.0,1.0,0.0912552400368925,0.08936953840094126,Feynman44,h,0.08936953840094126,0.0,0.0912552400368925,0.09127905446385208
1.0,1.0,1.2936449403875678,1.0,1.0,0.09124834531513464,0.0902042048475141,Feynman44,h,0.0902042048475141,0.0,0.09124834531513464,0.0912716444964255
1.0,1.0,1.2960214860130836,1.0,1.0,0.0912304979267771,0.08702911433769729,Feynman44,h,0.08702911433769729,0.0,0.0912304979267771,0.09125246272292425
1.0,1.0,1.3005759564601806,1.0,1.0,0.09119630147579744,0.09209853315435411,Feynman44,h,0.09209853315435411,0.0,0.09119630147579744,0.09121570697983934
1.0,1.0,1.316204528279127,1.0,1.0,0.09107902422941605,0.09201839846891331,Feynman44,h,0.09201839846891331,0.0,0.09107902422941605,0.0910896283426335
1.0,1.0,1.3219092153444967,1.0,1.0,0.09103624201090851,0.09014030628844452,Feynman44,h,0.09014030628844452,0.0,0.09103624201090851,0.09104362657679332
1.0,1.0,1.3220782341059518,1.0,1.0,0.09103497466853341,0.09574628284058748,Feynman44,h,0.09574628284058748,0.0,0.09103497466853341,0.09104226379282955
1.0,1.0,1.3236981609361838,1.0,1.0,0.09102282869370858,0.08897963129207588,Feynman44,h,0.08897963129207588,0.0,0.09102282869370858,0.09102920292687212
1.0,1.0,1.3247449870343222,1.0,1.0,0.09101498033890243,0.09429812306928227,Feynman44,h,0.09429812306928227,0.0,0.09101498033890243,0.09102076320951775
1.0,1.0,1.327773709159064,1.0,1.0,0.0909922757707555,0.09392944533087219,Feynman44,h,0.09392944533087219,0.0,0.0909922757707555,0.09099634706399488
