x,u,c,t,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise,Predicted
5.0,1.0075553287663337,3.0,1.0,4.238647125935752,4.2648296811178525,Feynman17,u,4.2648296811178525,4.238647125935752,4.2461415561362745
5.0,1.0082674483432859,3.0,1.0,4.23827208575047,4.269480931885052,Feynman17,u,4.269480931885052,4.23827208575047,4.245677904479957
5.0,1.0084455085599027,3.0,1.0,4.23817834662461,4.237092018158564,Feynman17,u,4.237092018158564,4.23817834662461,4.2455620612565514
5.0,1.0087837612715218,3.0,1.0,4.238000315419496,4.241944509525552,Feynman17,u,4.241944509525552,4.238000315419496,4.245342097778101
5.0,1.0090151026165448,3.0,1.0,4.237878585124476,4.251923851708418,Feynman17,u,4.251923851708418,4.237878585124476,4.245191732354316
5.0,1.0091193609934865,3.0,1.0,4.237823733197855,4.246166932940462,Feynman17,u,4.246166932940462,4.237823733197855,4.2451239870434145
5.0,1.0096221730462012,3.0,1.0,4.237559267159654,4.251691994325268,Feynman17,u,4.251691994325268,4.237559267159654,4.244797440424832
5.0,1.0102749919352272,3.0,1.0,4.237216077121606,4.2329277873188556,Feynman17,u,4.2329277873188556,4.237216077121606,4.2443738983538335
5.0,1.010514645965872,3.0,1.0,4.23709013966011,4.261310387181173,Feynman17,u,4.261310387181173,4.23709013966011,4.244218533795004
5.0,1.0106351338520287,3.0,1.0,4.237026833752137,4.246831755229814,Feynman17,u,4.246831755229814,4.237026833752137,4.244140447515792
5.0,1.0110090208907243,3.0,1.0,4.236830431684952,4.198420289165545,Feynman17,u,4.198420289165545,4.236830431684952,4.243898241343876
5.0,1.0111434062198064,3.0,1.0,4.236759855271444,4.231176997893993,Feynman17,u,4.231176997893993,4.236759855271444,4.243811224202378
5.0,1.011306924237215,3.0,1.0,4.236673990319285,4.215685676792847,Feynman17,u,4.215685676792847,4.236673990319285,4.243705370486573
5.0,1.0113540094250406,3.0,1.0,4.2366492677252925,4.213849963402244,Feynman17,u,4.213849963402244,4.2366492677252925,4.243674895376043
5.0,1.0113998774619202,3.0,1.0,4.236625185203294,4.2358253719931405,Feynman17,u,4.2358253719931405,4.236625185203294,4.243645210445369
5.0,1.0123291510825936,3.0,1.0,4.2361374912261365,4.199343138731859,Feynman17,u,4.199343138731859,4.2361374912261365,4.243044311770463
5.0,1.0124153894747003,3.0,1.0,4.236092252693841,4.255080176237392,Feynman17,u,4.255080176237392,4.236092252693841,4.242988596457188
5.0,1.0125367438798212,3.0,1.0,4.236028599040773,4.274653993349123,Feynman17,u,4.274653993349123,4.236028599040773,4.242910208198642
5.0,1.0135191292491075,3.0,1.0,4.235513564283687,4.238122842859501,Feynman17,u,4.238122842859501,4.235513564283687,4.242276250730076
5.0,1.0144146457207766,3.0,1.0,4.235044464461804,4.225764079952678,Feynman17,u,4.225764079952678,4.235044464461804,4.241699296432299
5.0,1.0147484919291387,3.0,1.0,4.234869681018235,4.259806914231338,Feynman17,u,4.259806914231338,4.234869681018235,4.241484439742345
5.0,1.0161171788530767,3.0,1.0,4.23415365592563,4.218818584644637,Feynman17,u,4.218818584644637,4.23415365592563,4.240604887439644
5.0,1.017329049674028,3.0,1.0,4.23352039889458,4.201794694877721,Feynman17,u,4.201794694877721,4.23352039889458,4.23982786170416
5.0,1.0174827830265705,3.0,1.0,4.233440115331928,4.214756970652066,Feynman17,u,4.214756970652066,4.233440115331928,4.239729408720781
5.0,1.0178346522940518,3.0,1.0,4.2332564015909036,4.203545827406511,Feynman17,u,4.203545827406511,4.2332564015909036,4.239504166311881
5.0,1.018615629025792,3.0,1.0,4.232848854142801,4.214198793665697,Feynman17,u,4.214198793665697,4.232848854142801,4.239004733955159
5.0,1.0189120666297793,3.0,1.0,4.2326942348121435,4.227567978455375,Feynman17,u,4.227567978455375,4.2326942348121435,4.238815341596715
5.0,1.019290132964849,3.0,1.0,4.232497098233989,4.212969968280849,Feynman17,u,4.212969968280849,4.232497098233989,4.2385739396546445
5.0,1.0196012136647603,3.0,1.0,4.232334940346809,4.276528465115216,Feynman17,u,4.276528465115216,4.232334940346809,4.238375429025982
5.0,1.0196336078974504,3.0,1.0,4.2323180567178005,4.213182580235268,Feynman17,u,4.213182580235268,4.2323180567178005,4.238354763438653
5.0,1.0196406105308844,3.0,1.0,4.2323144070627325,4.212443945096146,Feynman17,u,4.212443945096146,4.2323144070627325,4.23835029633055
5.0,1.0207014809292316,3.0,1.0,4.231761764111583,4.26256512975394,Feynman17,u,4.26256512975394,4.231761764111583,4.237674180455165
5.0,1.0226737835982433,3.0,1.0,4.230735724978772,4.209082061261727,Feynman17,u,4.209082061261727,4.230735724978772,4.2364205274955875
5.0,1.024564572476252,3.0,1.0,4.229753801097828,4.2885151435236715,Feynman17,u,4.2885151435236715,4.229753801097828,4.235222757727612
5.0,1.0246494735594636,3.0,1.0,4.22970974958028,4.196256120455686,Feynman17,u,4.196256120455686,4.22970974958028,4.235169068286189
5.0,1.0248262373878656,3.0,1.0,4.229618045274553,4.184275660462705,Feynman17,u,4.184275660462705,4.229618045274553,4.235057312744383
5.0,1.0255467274057382,3.0,1.0,4.229244409658805,4.234012956742057,Feynman17,u,4.234012956742057,4.229244409658805,4.234602156287451
5.0,1.0257855229426232,3.0,1.0,4.229120627458671,4.211532848560838,Feynman17,u,4.211532848560838,4.229120627458671,4.234451428915573
5.0,1.0262034741604604,3.0,1.0,4.228904042348295,4.2145807501527655,Feynman17,u,4.2145807501527655,4.228904042348295,4.2341877713094185
5.0,1.0267141170018492,3.0,1.0,4.228639534981795,4.267066787476382,Feynman17,u,4.267066787476382,4.228639534981795,4.2338659041759055
5.0,1.0274854991833848,3.0,1.0,4.228240199398515,4.213619230743794,Feynman17,u,4.213619230743794,4.228240199398515,4.2333802376377445
5.0,1.0295931091549413,3.0,1.0,4.227150537700674,4.225328945148567,Feynman17,u,4.225328945148567,4.227150537700674,4.2320566408980245
5.0,1.029621182572724,3.0,1.0,4.227136037450477,4.219092123817692,Feynman17,u,4.219092123817692,4.227136037450477,4.2320390437909055
5.0,1.0297742409044908,3.0,1.0,4.227056987531938,4.245470768158038,Feynman17,u,4.245470768158038,4.227056987531938,4.23194311843061
5.0,1.0301385404752503,3.0,1.0,4.226868882263699,4.248735568518668,Feynman17,u,4.248735568518668,4.226868882263699,4.231714907463668
5.0,1.0306161714355426,3.0,1.0,4.226622353012369,4.242423057197192,Feynman17,u,4.242423057197192,4.226622353012369,4.231415924112522
5.0,1.0317338491927868,3.0,1.0,4.226045882363029,4.232669522250413,Feynman17,u,4.232669522250413,4.226045882363029,4.2307172764668755
5.0,1.0319121625863912,3.0,1.0,4.225953967000134,4.208500392681975,Feynman17,u,4.208500392681975,4.225953967000134,4.230605942615609
5.0,1.0319638593148406,3.0,1.0,4.225927321635851,4.190633911932438,Feynman17,u,4.190633911932438,4.225927321635851,4.2305736712116255
5.0,1.032618482299703,3.0,1.0,4.225590026589808,4.251804858522666,Feynman17,u,4.251804858522666,4.225590026589808,4.230165281926576
5.0,1.0340237109961383,3.0,1.0,4.224866661771423,4.215738171900185,Feynman17,u,4.215738171900185,4.224866661771423,4.229290223173086
5.0,1.0342139372043735,3.0,1.0,4.224768811039159,4.224677864130348,Feynman17,u,4.224677864130348,4.224768811039159,4.229171933773294
5.0,1.0360363424141297,3.0,1.0,4.22383224433357,4.239296612205377,Feynman17,u,4.239296612205377,4.22383224433357,4.228040720527862
5.0,1.0370785204631399,3.0,1.0,4.223297353029819,4.23999565482947,Feynman17,u,4.23999565482947,4.223297353029819,4.227395459210564
5.0,1.0371300684826772,3.0,1.0,4.223270909609833,4.236587793911533,Feynman17,u,4.236587793911533,4.223270909609833,4.22736357445513
5.0,1.0374209748076597,3.0,1.0,4.22312170215725,4.227279938469394,Feynman17,u,4.227279938469394,4.22312170215725,4.2271836907114135
5.0,1.0388742498070715,3.0,1.0,4.222376906556316,4.227494033948031,Feynman17,u,4.227494033948031,4.222376906556316,4.226286443358134
5.0,1.0409775060100994,3.0,1.0,4.221300762245251,4.2370492655144885,Feynman17,u,4.2370492655144885,4.221300762245251,4.224992009857302
5.0,1.0416655675668696,3.0,1.0,4.220949164181158,4.217388173139531,Feynman17,u,4.217388173139531,4.220949164181158,4.224569601464202
5.0,1.0419722148814556,3.0,1.0,4.220792539996056,4.25418201032244,Feynman17,u,4.25418201032244,4.220792539996056,4.224381514623946
5.0,1.0431241389248735,3.0,1.0,4.2202045760739155,4.2294208217823,Feynman17,u,4.2294208217823,4.2202045760739155,4.223675884983414
5.0,1.0437087137185537,3.0,1.0,4.219906437658897,4.2601404099308775,Feynman17,u,4.2601404099308775,4.219906437658897,4.223318350184328
5.0,1.0445931627596545,3.0,1.0,4.219455667551161,4.184783334471065,Feynman17,u,4.184783334471065,4.219455667551161,4.222778118744262
5.0,1.0453778202750044,3.0,1.0,4.219056066832154,4.227594706189632,Feynman17,u,4.227594706189632,4.219056066832154,4.22229955730668
5.0,1.0455472743749183,3.0,1.0,4.218969807544179,4.19978042153523,Feynman17,u,4.19978042153523,4.218969807544179,4.222196295874834
5.0,1.0456251907172551,3.0,1.0,4.218930149393596,4.162639353859944,Feynman17,u,4.162639353859944,4.218930149393596,4.22214882597909
5.0,1.0462221010374013,3.0,1.0,4.218626426975674,4.205104167125009,Feynman17,u,4.205104167125009,4.218626426975674,4.221785383282562
5.0,1.0467588478635612,3.0,1.0,4.218353461070145,4.240902415422625,Feynman17,u,4.240902415422625,4.218353461070145,4.22145890480844
5.0,1.0469339673096962,3.0,1.0,4.218264432477503,4.165649245149251,Feynman17,u,4.165649245149251,4.218264432477503,4.22135245573147
5.0,1.0478119530333687,3.0,1.0,4.217818293942072,4.2200811814279655,Feynman17,u,4.2200811814279655,4.217818293942072,4.220819262951643
5.0,1.0490957399048786,3.0,1.0,4.217166608822844,4.1855027293686895,Feynman17,u,4.1855027293686895,4.217166608822844,4.220041144018411
5.0,1.0501765824329712,3.0,1.0,4.216618548820422,4.199414979917379,Feynman17,u,4.199414979917379,4.216618548820422,4.219387424366723
5.0,1.0519068859264282,3.0,1.0,4.2157423205643445,4.229352079765675,Feynman17,u,4.229352079765675,4.2157423205643445,4.218343541553572
5.0,1.0531305236704112,3.0,1.0,4.215123525334889,4.232671553076201,Feynman17,u,4.232671553076201,4.215123525334889,4.217607291781881
5.0,1.0534034957386567,3.0,1.0,4.214985579877498,4.22874617984576,Feynman17,u,4.22874617984576,4.214985579877498,4.217443269207687
5.0,1.0535861348715785,3.0,1.0,4.214893303583556,4.236732239098194,Feynman17,u,4.236732239098194,4.214893303583556,4.217333570752379
5.0,1.0538966254945126,3.0,1.0,4.214736468136324,4.2160545138354895,Feynman17,u,4.2160545138354895,4.214736468136324,4.217147163987892
5.0,1.053936893580611,3.0,1.0,4.214716131216675,4.188190816419935,Feynman17,u,4.188190816419935,4.214716131216675,4.217122996222003
5.0,1.0541314234180597,3.0,1.0,4.214617897064916,4.178221441488395,Feynman17,u,4.178221441488395,4.214617897064916,4.217006269690838
5.0,1.054586410437462,3.0,1.0,4.214388206734817,4.254855184798368,Feynman17,u,4.254855184798368,4.214388206734817,4.2167334175484985
5.0,1.0549218612017244,3.0,1.0,4.214218924618708,4.2441474233871475,Feynman17,u,4.2441474233871475,4.214218924618708,4.216532394101254
5.0,1.0570993599796021,3.0,1.0,4.2131213692841545,4.229922164933167,Feynman17,u,4.229922164933167,4.2131213692841545,4.215230462059383
5.0,1.0573586469912608,3.0,1.0,4.212990827285075,4.215693529678086,Feynman17,u,4.215693529678086,4.212990827285075,4.2150757756406
5.0,1.0578681498058429,3.0,1.0,4.2127344034091925,4.227659928467359,Feynman17,u,4.227659928467359,4.2127344034091925,4.214772026342985
5.0,1.0584398514940032,3.0,1.0,4.212446822847659,4.20939234402408,Feynman17,u,4.20939234402408,4.212446822847659,4.214431530172325
5.0,1.0586115649994685,3.0,1.0,4.212360476913431,4.205525849739858,Feynman17,u,4.205525849739858,4.212360476913431,4.2143293293922515
5.0,1.0590972837931698,3.0,1.0,4.212116309718983,4.177161659693189,Feynman17,u,4.177161659693189,4.212116309718983,4.2140404108065335
5.0,1.0594479042645968,3.0,1.0,4.211940125174657,4.196363587987324,Feynman17,u,4.196363587987324,4.211940125174657,4.213832010669423
5.0,1.0595717700955514,3.0,1.0,4.211877897366031,4.216287482624766,Feynman17,u,4.216287482624766,4.211877897366031,4.213758419608902
5.0,1.0600561219894153,3.0,1.0,4.2116346383794685,4.214000487836942,Feynman17,u,4.214000487836942,4.2116346383794685,4.213470815858796
5.0,1.0602534902649685,3.0,1.0,4.211535544926153,4.195176159763761,Feynman17,u,4.195176159763761,4.211535544926153,4.213353692965376
5.0,1.0602922666697379,3.0,1.0,4.21151607848547,4.225686803900894,Feynman17,u,4.225686803900894,4.21151607848547,4.213330687090501
5.0,1.0603252398397793,3.0,1.0,4.211499525934164,4.236295276134765,Feynman17,u,4.236295276134765,4.211499525934164,4.213311125525993
5.0,1.060736992792724,3.0,1.0,4.211292869279251,4.17541015540254,Feynman17,u,4.17541015540254,4.211292869279251,4.213066948951877
5.0,1.0612821348041395,3.0,1.0,4.2110193895079915,4.177837470702712,Feynman17,u,4.177837470702712,4.2110193895079915,4.212743951613658
5.0,1.0621151075053366,3.0,1.0,4.210601787862481,4.205372587894681,Feynman17,u,4.205372587894681,4.210601787862481,4.212251032793853
5.0,1.0624135633725562,3.0,1.0,4.210452240730147,4.188248678355925,Feynman17,u,4.188248678355925,4.210452240730147,4.212074600817899
5.0,1.0628210456187612,3.0,1.0,4.2102481323221825,4.2151716130429735,Feynman17,u,4.2151716130429735,4.2102481323221825,4.211833872833694
5.0,1.0628938685495481,3.0,1.0,4.210211663550012,4.21904998340852,Feynman17,u,4.21904998340852,4.210211663550012,4.211790870110428
5.0,1.0634663701097926,3.0,1.0,4.209925050274382,4.227730754184141,Feynman17,u,4.227730754184141,4.209925050274382,4.211453000570336
5.0,1.0641609765919977,3.0,1.0,4.209577516969811,4.220719049513442,Feynman17,u,4.220719049513442,4.209577516969811,4.211043542536044
5.0,1.064329691252544,3.0,1.0,4.209493138477623,4.196948961458511,Feynman17,u,4.196948961458511,4.209493138477623,4.2109441665828236
5.0,1.0644289414206916,3.0,1.0,4.2094435072849326,4.253166597689328,Feynman17,u,4.253166597689328,4.2094435072849326,4.210885720752372
5.0,1.0649451097919271,3.0,1.0,4.209185467069365,4.209655815756463,Feynman17,u,4.209655815756463,4.209185467069365,4.210581933377178
5.0,1.0655774912116929,3.0,1.0,4.208869503438623,4.225093330946773,Feynman17,u,4.225093330946773,4.208869503438623,4.210210139740414
5.0,1.0665638408847342,3.0,1.0,4.208377063671089,4.245913102578794,Feynman17,u,4.245913102578794,4.208377063671089,4.209631095949901
5.0,1.0667614584126712,3.0,1.0,4.208278458011208,4.209531386433441,Feynman17,u,4.209531386433441,4.208278458011208,4.209515208663741
5.0,1.0668031573245167,3.0,1.0,4.208257653793639,4.171307815036324,Feynman17,u,4.171307815036324,4.208257653793639,4.209490760852238
5.0,1.0675166906571536,3.0,1.0,4.207901789860129,4.229737153708226,Feynman17,u,4.229737153708226,4.207901789860129,4.209072709648154
5.0,1.0677418655002566,3.0,1.0,4.2077895377841505,4.23415280646899,Feynman17,u,4.23415280646899,4.2077895377841505,4.2089408955229075
5.0,1.068109298162372,3.0,1.0,4.207606420653794,4.211326542493139,Feynman17,u,4.211326542493139,4.207606420653794,4.208725922377315
5.0,1.068835020012965,3.0,1.0,4.207244932697721,4.256500464599372,Feynman17,u,4.256500464599372,4.207244932697721,4.20830175054213
5.0,1.0691776565768993,3.0,1.0,4.207074350088274,4.1982815261951245,Feynman17,u,4.1982815261951245,4.207074350088274,4.208101681388466
5.0,1.0694551595039685,3.0,1.0,4.206936235569704,4.200284558468388,Feynman17,u,4.200284558468388,4.206936235569704,4.207939736556582
5.0,1.0698384070533065,3.0,1.0,4.206745551971057,4.210076180259644,Feynman17,u,4.210076180259644,4.206745551971057,4.207716216879306
5.0,1.0704427117733801,3.0,1.0,4.206445024731024,4.212086624270786,Feynman17,u,4.212086624270786,4.206445024731024,4.207364090216271
5.0,1.07055477211936,3.0,1.0,4.206389315107095,4.224511405581882,Feynman17,u,4.224511405581882,4.206389315107095,4.207298835884493
5.0,1.070841474970301,3.0,1.0,4.206246811133193,4.207462255839921,Feynman17,u,4.207462255839921,4.206246811133193,4.207131945843356
5.0,1.0708962018247385,3.0,1.0,4.206219613938763,4.2060646602706795,Feynman17,u,4.2060646602706795,4.206219613938763,4.207100099267127
5.0,1.0709045553611671,3.0,1.0,4.206215462670425,4.203441563451984,Feynman17,u,4.203441563451984,4.206215462670425,4.207095238470205
5.0,1.072516161774918,3.0,1.0,4.205415203536677,4.1691710096488,Feynman17,u,4.1691710096488,4.205415203536677,4.206158863297983
5.0,1.0730096721291797,3.0,1.0,4.205170394676304,4.184934366944191,Feynman17,u,4.184934366944191,4.205170394676304,4.20587267852103
5.0,1.0748708390926902,3.0,1.0,4.204248200642964,4.171383522234319,Feynman17,u,4.171383522234319,4.204248200642964,4.204795731165999
5.0,1.0750770181544123,3.0,1.0,4.20414614259298,4.221289940196639,Feynman17,u,4.221289940196639,4.20414614259298,4.20467665458256
5.0,1.0755253455067786,3.0,1.0,4.203924292144403,4.165452142042355,Feynman17,u,4.165452142042355,4.203924292144403,4.204417883952791
5.0,1.0784016834548333,3.0,1.0,4.202503257098983,4.247916825149608,Feynman17,u,4.247916825149608,4.202503257098983,4.202762771732312
5.0,1.0789845572950103,3.0,1.0,4.202215776035686,4.2029348489480425,Feynman17,u,4.2029348489480425,4.202215776035686,4.202428443351585
5.0,1.0797029393915252,3.0,1.0,4.201861684950657,4.202181021989854,Feynman17,u,4.202181021989854,4.201861684950657,4.2020168851731325
5.0,1.0797053315775558,3.0,1.0,4.201860506254392,4.201256537645932,Feynman17,u,4.201256537645932,4.201860506254392,4.202015515613757
5.0,1.079772396739286,3.0,1.0,4.201827462511841,4.224074712569649,Feynman17,u,4.224074712569649,4.201827462511841,4.201977122356443
5.0,1.0798259021801329,3.0,1.0,4.201801101342292,4.171129835602262,Feynman17,u,4.171129835602262,4.201801101342292,4.2019464951461645
5.0,1.0798947258556388,3.0,1.0,4.201767195175854,4.218307121422302,Feynman17,u,4.218307121422302,4.201767195175854,4.201907104041863
5.0,1.0800969344190694,3.0,1.0,4.201667589754398,4.213282759369025,Feynman17,u,4.213282759369025,4.201667589754398,4.201791399389576
5.0,1.0803765308532374,3.0,1.0,4.201529896391387,4.174401020771177,Feynman17,u,4.174401020771177,4.201529896391387,4.201631484436057
5.0,1.0805050086398924,3.0,1.0,4.201466637298439,4.221845120599384,Feynman17,u,4.221845120599384,4.201466637298439,4.2015580294487025
5.0,1.080548166853039,3.0,1.0,4.20144538910581,4.170521813078394,Feynman17,u,4.170521813078394,4.20144538910581,4.201533358399267
5.0,1.080895690409224,3.0,1.0,4.201274324574743,4.196012232125047,Feynman17,u,4.196012232125047,4.201274324574743,4.2013347712365094
5.0,1.0813218883290476,3.0,1.0,4.201064612726002,4.237978464491852,Feynman17,u,4.237978464491852,4.201064612726002,4.201091401403709
5.0,1.0813981511762627,3.0,1.0,4.201027096594004,4.228967161010428,Feynman17,u,4.228967161010428,4.201027096594004,4.201047873668476
5.0,1.082121954852921,3.0,1.0,4.200671173643904,4.214097291255503,Feynman17,u,4.214097291255503,4.200671173643904,4.200635062399591
5.0,1.0836828571471768,3.0,1.0,4.199904473773083,4.226428683600536,Feynman17,u,4.226428683600536,4.199904473773083,4.199746709656476
5.0,1.083690741995505,3.0,1.0,4.19990060378898,4.208986735087274,Feynman17,u,4.208986735087274,4.19990060378898,4.1997422287079775
5.0,1.083769640938005,3.0,1.0,4.199861880829675,4.193634733515514,Feynman17,u,4.193634733515514,4.199861880829675,4.199697394163875
5.0,1.083980377568043,3.0,1.0,4.1997584676947035,4.135880583084079,Feynman17,u,4.135880583084079,4.1997584676947035,4.199577674724237
5.0,1.084210052482899,3.0,1.0,4.199645785468913,4.1998161858375385,Feynman17,u,4.1998161858375385,4.199645785468913,4.199447249865834
5.0,1.0849004753349276,3.0,1.0,4.1993072057806184,4.22339881772764,Feynman17,u,4.22339881772764,4.1993072057806184,4.199055516710841
5.0,1.0859112934135378,3.0,1.0,4.198811920077922,4.188814382607745,Feynman17,u,4.188814382607745,4.198811920077922,4.198482904525441
5.0,1.0877213237847048,3.0,1.0,4.197926262560315,4.220162362127617,Feynman17,u,4.220162362127617,4.197926262560315,4.197460242444644
5.0,1.0880210964633035,3.0,1.0,4.197779734657868,4.228195687830708,Feynman17,u,4.228195687830708,4.197779734657868,4.197291204746923
5.0,1.0881434305807334,3.0,1.0,4.197719950595509,4.201926035960525,Feynman17,u,4.201926035960525,4.197719950595509,4.197222249389591
5.0,1.0892906031473286,3.0,1.0,4.19715968449185,4.155029337574364,Feynman17,u,4.155029337574364,4.19715968449185,4.196576395293997
5.0,1.0907184764416882,3.0,1.0,4.196463214681836,4.18293367437831,Feynman17,u,4.18293367437831,4.196463214681836,4.195774439941204
5.0,1.0919492158187976,3.0,1.0,4.195863690512663,4.174274566243647,Feynman17,u,4.174274566243647,4.195863690512663,4.19508492107845
5.0,1.0922869163429592,3.0,1.0,4.195699316050527,4.1964712411937075,Feynman17,u,4.1964712411937075,4.195699316050527,4.19489600292585
5.0,1.0945605703189147,3.0,1.0,4.194594058998112,4.194676480917133,Feynman17,u,4.194676480917133,4.194594058998112,4.1936271739617546
5.0,1.0948434662023097,3.0,1.0,4.194456714042844,4.181621686715698,Feynman17,u,4.181621686715698,4.194456714042844,4.193469680401207
5.0,1.0953961638246354,3.0,1.0,4.194188493066465,4.184642771083151,Feynman17,u,4.184642771083151,4.194188493066465,4.193162224523162
5.0,1.0954499113879606,3.0,1.0,4.194162417573099,4.196340238702268,Feynman17,u,4.196340238702268,4.194162417573099,4.193132342746233
5.0,1.095575371666608,3.0,1.0,4.194101556281672,4.2123014817208055,Feynman17,u,4.2123014817208055,4.194101556281672,4.193062602942704
5.0,1.0957740478944946,3.0,1.0,4.19400519322664,4.146829234208559,Feynman17,u,4.146829234208559,4.19400519322664,4.192952198125762
5.0,1.0962844663048337,3.0,1.0,4.193757714873978,4.186022313537912,Feynman17,u,4.186022313537912,4.193757714873978,4.1926687465778665
5.0,1.096688465583144,3.0,1.0,4.193561923721175,4.219189336218214,Feynman17,u,4.219189336218214,4.193561923721175,4.192444585885539
5.0,1.0969374467783137,3.0,1.0,4.193441298741584,4.203638090895739,Feynman17,u,4.203638090895739,4.193441298741584,4.1923065225040315
5.0,1.0971819899078183,3.0,1.0,4.193322853129973,4.17524151031784,Feynman17,u,4.17524151031784,4.193322853129973,4.192170983079152
5.0,1.0973106343283705,3.0,1.0,4.193260555233978,4.197391988968376,Feynman17,u,4.197391988968376,4.193260555233978,4.192099706227179
5.0,1.0978356575190227,3.0,1.0,4.193006388431149,4.13895474764708,Feynman17,u,4.13895474764708,4.193006388431149,4.191808990408211
5.0,1.098123170874656,3.0,1.0,4.192867258153792,4.196351868862611,Feynman17,u,4.196351868862611,4.192867258153792,4.191649910363677
5.0,1.098478941200312,3.0,1.0,4.192695153201534,4.129067972681022,Feynman17,u,4.129067972681022,4.192695153201534,4.191453183314485
5.0,1.0987051617608241,3.0,1.0,4.192585750255248,4.213628480953492,Feynman17,u,4.213628480953492,4.192585750255248,4.19132816083092
5.0,1.0989392375031355,3.0,1.0,4.192472574577432,4.188127740823559,Feynman17,u,4.188127740823559,4.192472574577432,4.191198853266063
5.0,1.0990363768658633,3.0,1.0,4.1924256154749795,4.1722830299792415,Feynman17,u,4.1722830299792415,4.1924256154749795,4.191145208532817
5.0,1.099739527672591,3.0,1.0,4.192085834868294,4.169295126831362,Feynman17,u,4.169295126831362,4.192085834868294,4.1907571900569875
5.0,1.1015758569563294,3.0,1.0,4.191199604863997,4.202801469847478,Feynman17,u,4.202801469847478,4.191199604863997,4.189746278537647
5.0,1.1016223190628311,3.0,1.0,4.191177203047251,4.158487850972991,Feynman17,u,4.158487850972991,4.191177203047251,4.189720746327012
5.0,1.1017472873336391,3.0,1.0,4.191116954497066,4.210642614414977,Feynman17,u,4.210642614414977,4.191116954497066,4.189652083944395
5.0,1.1031271420071191,3.0,1.0,4.190452216129456,4.151119816112195,Feynman17,u,4.151119816112195,4.190452216129456,4.188895017202344
5.0,1.1035776660596577,3.0,1.0,4.190235378730272,4.141699170423181,Feynman17,u,4.141699170423181,4.190235378730272,4.1886482621739605
5.0,1.1039917589987671,3.0,1.0,4.190036162683127,4.171531897962299,Feynman17,u,4.171531897962299,4.190036162683127,4.188421646445506
5.0,1.1045162113137406,3.0,1.0,4.189783973520169,4.174424268452606,Feynman17,u,4.174424268452606,4.189783973520169,4.188134890892704
5.0,1.1081583133904824,3.0,1.0,4.188036318398726,4.172742668152813,Feynman17,u,4.172742668152813,4.188036318398726,4.186151351423436
5.0,1.108257579191672,3.0,1.0,4.187988776364812,4.181640816945339,Feynman17,u,4.181640816945339,4.187988776364812,4.186097481949469
5.0,1.1088785825800889,3.0,1.0,4.18769146408505,4.203561901450038,Feynman17,u,4.203561901450038,4.18769146408505,4.185760707404221
5.0,1.110541367194518,3.0,1.0,4.186896313466638,4.199601116143755,Feynman17,u,4.199601116143755,4.186896313466638,4.18486092727346
5.0,1.1110884323671288,3.0,1.0,4.186634999541904,4.163333491441732,Feynman17,u,4.163333491441732,4.186634999541904,4.184565518077972
