epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise,Predicted
1.0,1.0,1.0,1.0053951726177637,1.0,3.0,0.06615797850077483,0.045176052009064056,Feynman33,r,0.045176052009064056,0.06615797850077483,0.0636833464800468
1.0,1.0,1.0,1.0057263578582871,1.0,3.0,0.06620157161793719,0.11086718508586096,Feynman33,r,0.11086718508586096,0.06620157161793719,0.06373378633736546
1.0,1.0,1.0,1.0059543312216448,1.0,3.0,0.06623158754689754,0.10813043478896338,Feynman33,r,0.10813043478896338,0.06623158754689754,0.06376850947519112
1.0,1.0,1.0,1.0068914797022281,1.0,3.0,0.06635504790968864,0.03640911727829946,Feynman33,r,0.03640911727829946,0.06635504790968864,0.06391127062731124
1.0,1.0,1.0,1.0070670223432932,1.0,3.0,0.06637818676023634,0.058634422098735164,Feynman33,r,0.058634422098735164,0.06637818676023634,0.06393801596953455
1.0,1.0,1.0,1.0076691827195192,1.0,3.0,0.06645759014222713,0.07049658850877952,Feynman33,r,0.07049658850877952,0.06645759014222713,0.06402976943360413
1.0,1.0,1.0,1.0077247465189831,1.0,3.0,0.06646491940878112,0.06653788610215912,Feynman33,r,0.06653788610215912,0.06646491940878112,0.06403823663970923
1.0,1.0,1.0,1.0084625178043467,1.0,3.0,0.06656227507892216,0.06238097258476311,Feynman33,r,0.06238097258476311,0.06656227507892216,0.06415067532234288
1.0,1.0,1.0,1.0085205188541557,1.0,3.0,0.06656993186890962,0.061172467467047326,Feynman33,r,0.061172467467047326,0.06656993186890962,0.06415951580247133
1.0,1.0,1.0,1.009305077886875,1.0,3.0,0.066673545737494,0.06066770989272024,Feynman33,r,0.06066770989272024,0.066673545737494,0.0642791111909711
1.0,1.0,1.0,1.0106957632725497,1.0,3.0,0.06685740650826483,0.05681233858698145,Feynman33,r,0.05681233858698145,0.06685740650826483,0.06449116403106955
1.0,1.0,1.0,1.0121463768930312,1.0,3.0,0.06704946007566186,0.051629360077856755,Feynman33,r,0.051629360077856755,0.06704946007566186,0.06471243929394536
1.0,1.0,1.0,1.0127615132309504,1.0,3.0,0.06713098404008429,0.07752319481774815,Feynman33,r,0.07752319481774815,0.06713098404008429,0.06480629781033458
1.0,1.0,1.0,1.0139679735166776,1.0,3.0,0.0672910199530555,0.04996947509960799,Feynman33,r,0.04996947509960799,0.0672910199530555,0.06499042701271268
1.0,1.0,1.0,1.0142209202324093,1.0,3.0,0.06732459727698215,0.07809331180561933,Feynman33,r,0.07809331180561933,0.06732459727698215,0.06502903924582401
1.0,1.0,1.0,1.014589632311948,1.0,3.0,0.06737355683588266,0.09287957256834779,Feynman33,r,0.09287957256834779,0.06737355683588266,0.06508532779611777
1.0,1.0,1.0,1.0148225012096481,1.0,3.0,0.06740448758051135,0.08483226890798647,Feynman33,r,0.08483226890798647,0.06740448758051135,0.06512088109135045
1.0,1.0,1.0,1.015154457766536,1.0,3.0,0.06744859188677023,0.05296091943771382,Feynman33,r,0.05296091943771382,0.06744859188677023,0.06517156652417525
1.0,1.0,1.0,1.015457422050611,1.0,3.0,0.06748885682074299,0.06770906687814392,Feynman33,r,0.06770906687814392,0.06748885682074299,0.06521782923561299
1.0,1.0,1.0,1.0164965488588387,1.0,3.0,0.06762705141349053,0.0681180646277787,Feynman33,r,0.0681180646277787,0.06762705141349053,0.06537653333883287
1.0,1.0,1.0,1.0167559090243086,1.0,3.0,0.06766156604299726,0.06710157195736663,Feynman33,r,0.06710157195736663,0.06766156604299726,0.06541615205521924
1.0,1.0,1.0,1.017758835883686,1.0,3.0,0.06779511445839595,0.03393154547446564,Feynman33,r,0.03393154547446564,0.06779511445839595,0.0655693814120579
1.0,1.0,1.0,1.0180803153724114,1.0,3.0,0.06783795010888156,0.08395613413878725,Feynman33,r,0.08395613413878725,0.06783795010888156,0.06561850673950038
1.0,1.0,1.0,1.0181039465496906,1.0,3.0,0.06784109938739359,0.10430298014380208,Feynman33,r,0.10430298014380208,0.06784109938739359,0.06562211799563904
1.0,1.0,1.0,1.0183129803075972,1.0,3.0,0.06786896007057805,0.08501388463594818,Feynman33,r,0.08501388463594818,0.06786896007057805,0.0656540630299918
1.0,1.0,1.0,1.0186017109515006,1.0,3.0,0.06790745241430182,0.07533222294215677,Feynman33,r,0.07533222294215677,0.06790745241430182,0.06569819057587821
1.0,1.0,1.0,1.0207636756731862,1.0,3.0,0.06819602314704025,0.09746659901573418,Feynman33,r,0.09746659901573418,0.06819602314704025,0.066028722601334
1.0,1.0,1.0,1.0216859808149676,1.0,3.0,0.06831931506984966,0.021669919770567453,Feynman33,r,0.021669919770567453,0.06831931506984966,0.06616979001236155
1.0,1.0,1.0,1.0229684928996245,1.0,3.0,0.06849094381548582,0.06822539154002878,Feynman33,r,0.06822539154002878,0.06849094381548582,0.06636601217603369
1.0,1.0,1.0,1.0231527646477354,1.0,3.0,0.06851562117899622,0.09101583551292836,Feynman33,r,0.09101583551292836,0.06851562117899622,0.06639421126763971
1.0,1.0,1.0,1.023508191491305,1.0,3.0,0.06856323190069855,0.06599468490827061,Feynman33,r,0.06599468490827061,0.06856323190069855,0.06644860635709413
1.0,1.0,1.0,1.0236276096374142,1.0,3.0,0.0685792321081494,0.0645592333212974,Feynman33,r,0.0645592333212974,0.0685792321081494,0.06646688352700096
1.0,1.0,1.0,1.0238496293138033,1.0,3.0,0.0686089843148915,0.07699961496135282,Feynman33,r,0.07699961496135282,0.0686089843148915,0.06650086569413433
1.0,1.0,1.0,1.0263600498831327,1.0,3.0,0.06894584738276278,0.027383239949011116,Feynman33,r,0.027383239949011116,0.06894584738276278,0.06688525794347466
1.0,1.0,1.0,1.026779324550231,1.0,3.0,0.06900218853051206,0.09136157540228365,Feynman33,r,0.09136157540228365,0.06900218853051206,0.06694948354216507
1.0,1.0,1.0,1.0268016081168319,1.0,3.0,0.06900518358799311,0.05859176576505089,Feynman33,r,0.05859176576505089,0.06900518358799311,0.06695289721334084
1.0,1.0,1.0,1.0286233917640295,1.0,3.0,0.06925026313516786,0.05970437020034985,Feynman33,r,0.05970437020034985,0.06925026313516786,0.06723205434307816
1.0,1.0,1.0,1.0296132191787095,1.0,3.0,0.06938360404444094,0.07798194206928648,Feynman33,r,0.07798194206928648,0.06938360404444094,0.06738378986565716
1.0,1.0,1.0,1.0296731273405313,1.0,3.0,0.06939167846506579,0.0798684717662364,Feynman33,r,0.0798684717662364,0.06939167846506579,0.0673929748765364
1.0,1.0,1.0,1.031635836528515,1.0,3.0,0.06965647218615491,0.0669366814356694,Feynman33,r,0.0669366814356694,0.06965647218615491,0.06769398221497758
1.0,1.0,1.0,1.0339823048987609,1.0,3.0,0.06997370154897116,0.06931911323578718,Feynman33,r,0.06931911323578718,0.06997370154897116,0.06805407035142287
1.0,1.0,1.0,1.034610693242112,1.0,3.0,0.07005877847816751,0.1131257343892366,Feynman33,r,0.1131257343892366,0.07005877847816751,0.06815054469092825
1.0,1.0,1.0,1.0360882874820705,1.0,3.0,0.07025903229131535,0.08147771888733425,Feynman33,r,0.08147771888733425,0.07025903229131535,0.06837746524299702
1.0,1.0,1.0,1.036307685238543,1.0,3.0,0.07028879096403971,0.08155268747991035,Feynman33,r,0.08155268747991035,0.07028879096403971,0.0684111675682306
1.0,1.0,1.0,1.0370504101478946,1.0,3.0,0.07038957945469311,0.05485893179472993,Feynman33,r,0.05485893179472993,0.07038957945469311,0.06852527598474432
1.0,1.0,1.0,1.0375379629329118,1.0,3.0,0.07045578009902868,0.02907879086068689,Feynman33,r,0.02907879086068689,0.07045578009902868,0.06860019477489232
1.0,1.0,1.0,1.0382545996777743,1.0,3.0,0.07055314258613428,0.0827829785227358,Feynman33,r,0.0827829785227358,0.07055314258613428,0.06871033503783433
1.0,1.0,1.0,1.038766972391546,1.0,3.0,0.07062279491405142,0.06537932548309996,Feynman33,r,0.06537932548309996,0.07062279491405142,0.06878909630977044
1.0,1.0,1.0,1.0397496755152156,1.0,3.0,0.07075648046775987,0.04134179353611438,Feynman33,r,0.04134179353611438,0.07075648046775987,0.06894018997780187
1.0,1.0,1.0,1.0408965724528865,1.0,3.0,0.07091266257426386,0.08058635656921406,Feynman33,r,0.08058635656921406,0.07091266257426386,0.06911658535836784
1.0,1.0,1.0,1.0411596341305263,1.0,3.0,0.0709485100574881,0.060064584052384275,Feynman33,r,0.060064584052384275,0.0709485100574881,0.06915705343944449
1.0,1.0,1.0,1.0422800790936935,1.0,3.0,0.07110129484062895,0.10671336479271495,Feynman33,r,0.10671336479271495,0.07110129484062895,0.06932945306172518
1.0,1.0,1.0,1.0424564542176333,1.0,3.0,0.07112536046559098,0.045465932415266586,Feynman33,r,0.045465932415266586,0.07112536046559098,0.06935659671719176
1.0,1.0,1.0,1.0428739974440133,1.0,3.0,0.07118234866866553,0.06966111902042403,Feynman33,r,0.06966111902042403,0.07118234866866553,0.06942086127950693
1.0,1.0,1.0,1.042992942945764,1.0,3.0,0.07119858706955115,0.08020195978337685,Feynman33,r,0.08020195978337685,0.07119858706955115,0.06943916981011167
1.0,1.0,1.0,1.0442737869931267,1.0,3.0,0.0713735648246114,0.09399218977198136,Feynman33,r,0.09399218977198136,0.0713735648246114,0.0696363640259023
1.0,1.0,1.0,1.0445832850425694,1.0,3.0,0.07141587796670845,0.055778094513870925,Feynman33,r,0.055778094513870925,0.07141587796670845,0.06968402479785514
1.0,1.0,1.0,1.0449346748189101,1.0,3.0,0.07146393355135287,0.05032805933771334,Feynman33,r,0.05032805933771334,0.07146393355135287,0.06973814209657311
1.0,1.0,1.0,1.0451001431849924,1.0,3.0,0.07148656837602906,0.07162531811802543,Feynman33,r,0.07162531811802543,0.07148656837602906,0.06976362777977553
1.0,1.0,1.0,1.04702900552845,1.0,3.0,0.07175068659513463,0.06930649537027649,Feynman33,r,0.06930649537027649,0.07175068659513463,0.07006080941913034
1.0,1.0,1.0,1.047045540545437,1.0,3.0,0.07175295283261883,0.03517824647030361,Feynman33,r,0.03517824647030361,0.07175295283261883,0.0700633577464474
1.0,1.0,1.0,1.0470825707803604,1.0,3.0,0.07175802821011049,0.07763317404366755,Feynman33,r,0.07763317404366755,0.07175802821011049,0.07006906478247941
1.0,1.0,1.0,1.047183414521353,1.0,3.0,0.07177185079999317,0.06123010179627816,Feynman33,r,0.06123010179627816,0.07177185079999317,0.07008460697626313
1.0,1.0,1.0,1.0478152915425207,1.0,3.0,0.07185849209929486,0.0399550078615412,Feynman33,r,0.0399550078615412,0.07185849209929486,0.07018200384558734
1.0,1.0,1.0,1.04959312827378,1.0,3.0,0.07210254474336988,0.061846864302255916,Feynman33,r,0.061846864302255916,0.07210254474336988,0.07045613988489399
1.0,1.0,1.0,1.0501937002150856,1.0,3.0,0.07218508178161014,0.07298079676964433,Feynman33,r,0.07298079676964433,0.07218508178161014,0.07054878010050464
1.0,1.0,1.0,1.050216910342243,1.0,3.0,0.0721882725138356,0.08443199282054908,Feynman33,r,0.08443199282054908,0.0721882725138356,0.0705523606871308
1.0,1.0,1.0,1.0515008783204176,1.0,3.0,0.07236489143516384,0.05741230704832542,Feynman33,r,0.05741230704832542,0.07236489143516384,0.07075047660623976
1.0,1.0,1.0,1.0529416156241855,1.0,3.0,0.07256333202038845,0.07683729353843581,Feynman33,r,0.07683729353843581,0.07256333202038845,0.07097287674389204
1.0,1.0,1.0,1.0540387237654214,1.0,3.0,0.07271462492342247,0.061644387545513386,Feynman33,r,0.061644387545513386,0.07271462492342247,0.07114229991401513
1.0,1.0,1.0,1.0548345459126551,1.0,3.0,0.07282446861967602,0.07436871110180418,Feynman33,r,0.07436871110180418,0.07282446861967602,0.07126523305874594
1.0,1.0,1.0,1.0548460420155155,1.0,3.0,0.07282605598168902,0.03996867064011606,Feynman33,r,0.03996867064011606,0.07282605598168902,0.0712670091243461
1.0,1.0,1.0,1.0560221778498255,1.0,3.0,0.07298854620627376,0.05385751754882762,Feynman33,r,0.05385751754882762,0.07298854620627376,0.07144874786437062
1.0,1.0,1.0,1.0563653150421581,1.0,3.0,0.073035986789131,0.07514633377899697,Feynman33,r,0.07514633377899697,0.073035986789131,0.07150178285175897
1.0,1.0,1.0,1.0565530372206942,1.0,3.0,0.07306194692351128,0.06463162056243679,Feynman33,r,0.06463162056243679,0.07306194692351128,0.07153079947673009
1.0,1.0,1.0,1.058214183603446,1.0,3.0,0.07329186817266926,0.0937684793144457,Feynman33,r,0.0937684793144457,0.07329186817266926,0.07178764211331212
1.0,1.0,1.0,1.0586951043011905,1.0,3.0,0.07335850040329249,0.07223610922258457,Feynman33,r,0.07223610922258457,0.07335850040329249,0.07186202640610213
1.0,1.0,1.0,1.0591848096416858,1.0,3.0,0.07342638086804047,0.08302956311807297,Feynman33,r,0.08302956311807297,0.07342638086804047,0.0719377811998424
1.0,1.0,1.0,1.0597762656046807,1.0,3.0,0.07350840733931545,0.08593651124155276,Feynman33,r,0.08593651124155276,0.07350840733931545,0.07202929214075049
1.0,1.0,1.0,1.060738707815609,1.0,3.0,0.0736419821726192,0.03751682239594721,Feynman33,r,0.03751682239594721,0.0736419821726192,0.07217823983071461
1.0,1.0,1.0,1.0616660919126633,1.0,3.0,0.07377080608919999,0.08027148859186986,Feynman33,r,0.08027148859186986,0.07377080608919999,0.07232180565488666
1.0,1.0,1.0,1.0620673164656285,1.0,3.0,0.07382657551026175,0.06776336893749942,Feynman33,r,0.06776336893749942,0.07382657551026175,0.07238393148090486
1.0,1.0,1.0,1.0622671545872375,1.0,3.0,0.07385436047631677,0.08446335503650197,Feynman33,r,0.08446335503650197,0.07385436047631677,0.07241487753420979
1.0,1.0,1.0,1.0625331787684313,1.0,3.0,0.0738913558890037,0.08113396032012934,Feynman33,r,0.08113396032012934,0.0738913558890037,0.07245607597951872
1.0,1.0,1.0,1.062829934851739,1.0,3.0,0.07393263605212594,0.09385606386427027,Feynman33,r,0.09385606386427027,0.07393263605212594,0.07250203798573905
1.0,1.0,1.0,1.0632577103242253,1.0,3.0,0.07399216191214729,0.06298233552678878,Feynman33,r,0.06298233552678878,0.07399216191214729,0.07256830025523721
1.0,1.0,1.0,1.0635645896320398,1.0,3.0,0.07403487957133625,0.062427770556681604,Feynman33,r,0.062427770556681604,0.07403487957133625,0.0726158414271842
1.0,1.0,1.0,1.0640811260885399,1.0,3.0,0.07410680938370806,0.06375457815540948,Feynman33,r,0.06375457815540948,0.07410680938370806,0.0726958730180534
1.0,1.0,1.0,1.0643346646130392,1.0,3.0,0.07414212843798754,0.0632960808862615,Feynman33,r,0.0632960808862615,0.07414212843798754,0.0727351609270476
1.0,1.0,1.0,1.0650520671538564,1.0,3.0,0.074242111420901,0.058312900249245944,Feynman33,r,0.058312900249245944,0.074242111420901,0.0728463460485108
1.0,1.0,1.0,1.0655552237980317,1.0,3.0,0.07431227556892035,0.08596725829048102,Feynman33,r,0.08596725829048102,0.07431227556892035,0.07292434227787925
1.0,1.0,1.0,1.065606288008451,1.0,3.0,0.07431939821919241,0.08996953970164268,Feynman33,r,0.08996953970164268,0.07431939821919241,0.07293225865375295
1.0,1.0,1.0,1.065619281341607,1.0,3.0,0.07432121063828039,0.05984873428668741,Feynman33,r,0.05984873428668741,0.07432121063828039,0.07293427300367084
1.0,1.0,1.0,1.0660984245377096,1.0,3.0,0.07438806098333178,0.05136309063758327,Feynman33,r,0.05136309063758327,0.07438806098333178,0.07300856032278076
1.0,1.0,1.0,1.066290956174376,1.0,3.0,0.07441493157622063,0.07026696658221647,Feynman33,r,0.07026696658221647,0.07441493157622063,0.07303841410025438
1.0,1.0,1.0,1.066543345981931,1.0,3.0,0.0744501635979098,0.04371993135145345,Feynman33,r,0.04371993135145345,0.0744501635979098,0.07307755228817463
1.0,1.0,1.0,1.066696281903142,1.0,3.0,0.07447151654291033,0.070273554951246,Feynman33,r,0.070273554951246,0.07447151654291033,0.07310126970105058
1.0,1.0,1.0,1.067141782433952,1.0,3.0,0.07453373486848357,0.0786108275667155,Feynman33,r,0.0786108275667155,0.07453373486848357,0.07317036504086405
1.0,1.0,1.0,1.0677131425085258,1.0,3.0,0.07461356868518125,0.07643643731054722,Feynman33,r,0.07643643731054722,0.07461356868518125,0.0732589955207312
1.0,1.0,1.0,1.0680603253843062,1.0,3.0,0.07466210000683136,0.05584022273340629,Feynman33,r,0.05584022273340629,0.07466210000683136,0.07331285935355461
1.0,1.0,1.0,1.068467816667234,1.0,3.0,0.07471908172963547,0.06711894409633849,Feynman33,r,0.06711894409633849,0.07471908172963547,0.07337608763426245
1.0,1.0,1.0,1.0686182577057899,1.0,3.0,0.07474012421203412,0.08999150797839231,Feynman33,r,0.08999150797839231,0.07474012421203412,0.07339943293114454
1.0,1.0,1.0,1.068696798402918,1.0,3.0,0.07475111103008049,0.08009298671192179,Feynman33,r,0.08009298671192179,0.07475111103008049,0.07341162126296735
1.0,1.0,1.0,1.0690717692104643,1.0,3.0,0.07480357568015751,0.06197298417568802,Feynman33,r,0.06197298417568802,0.07480357568015751,0.07346981544323761
1.0,1.0,1.0,1.070116009969227,1.0,3.0,0.07494977931997947,0.05427980687558842,Feynman33,r,0.05427980687558842,0.07494977931997947,0.07363191612886928
1.0,1.0,1.0,1.0702253482199446,1.0,3.0,0.07496509597039629,0.06214097451989709,Feynman33,r,0.06214097451989709,0.07496509597039629,0.07364889228898484
1.0,1.0,1.0,1.0705290706659265,1.0,3.0,0.07500765114465233,0.08077265638651053,Feynman33,r,0.08077265638651053,0.07500765114465233,0.07369605231569884
1.0,1.0,1.0,1.0706456141122955,1.0,3.0,0.07502398349141261,0.1156957336440213,Feynman33,r,0.1156957336440213,0.07502398349141261,0.07371414968126105
1.0,1.0,1.0,1.07069300990932,1.0,3.0,0.07503062602588331,0.09086751182175154,Feynman33,r,0.09086751182175154,0.07503062602588331,0.07372150970436583
1.0,1.0,1.0,1.0725394683859184,1.0,3.0,0.07528963658110006,0.0914797899478845,Feynman33,r,0.0914797899478845,0.07528963658110006,0.07400833405071516
1.0,1.0,1.0,1.0727262665221238,1.0,3.0,0.07531586440566793,0.09521016058199692,Feynman33,r,0.09521016058199692,0.07531586440566793,0.07403736067430713
1.0,1.0,1.0,1.0730086966607262,1.0,3.0,0.0753555283365154,0.06429678448505682,Feynman33,r,0.06429678448505682,0.0753555283365154,0.07408125103477457
1.0,1.0,1.0,1.073316704752468,1.0,3.0,0.07539879628727665,0.08274449045294031,Feynman33,r,0.08274449045294031,0.07539879628727665,0.07412912101082783
1.0,1.0,1.0,1.0739432373206195,1.0,3.0,0.07548684781769228,0.06772273448913918,Feynman33,r,0.06772273448913918,0.07548684781769228,0.07422651066918369
1.0,1.0,1.0,1.0747826138301133,1.0,3.0,0.07560489250746648,0.058119715285962006,Feynman33,r,0.058119715285962006,0.07560489250746648,0.07435701743512944
1.0,1.0,1.0,1.0748186248906881,1.0,3.0,0.07560995894218539,0.09011406990371416,Feynman33,r,0.09011406990371416,0.07560995894218539,0.07436261728181343
1.0,1.0,1.0,1.0759639640923049,1.0,3.0,0.07577118649905683,0.04277913139398455,Feynman33,r,0.04277913139398455,0.07577118649905683,0.07454075706230295
1.0,1.0,1.0,1.0762939626073404,1.0,3.0,0.07581767172400404,0.057772533162929206,Feynman33,r,0.057772533162929206,0.07581767172400404,0.0745920960188366
1.0,1.0,1.0,1.0791912996690805,1.0,3.0,0.07622641697034906,0.07636351852150766,Feynman33,r,0.07636351852150766,0.07622641697034906,0.07504309127933409
1.0,1.0,1.0,1.0792035499393098,1.0,3.0,0.07622814752452735,0.08751663138996593,Feynman33,r,0.08751663138996593,0.07622814752452735,0.07504499908341739
1.0,1.0,1.0,1.0794907666361504,1.0,3.0,0.07626872728382841,0.11071645859581077,Feynman33,r,0.11071645859581077,0.07626872728382841,0.07508973125740324
1.0,1.0,1.0,1.0798971171408245,1.0,3.0,0.07632615745345546,0.09685575793171576,Feynman33,r,0.09685575793171576,0.07632615745345546,0.07515302526818662
1.0,1.0,1.0,1.0817244043244456,1.0,3.0,0.07658467802003867,0.0846793029247863,Feynman33,r,0.0846793029247863,0.07658467802003867,0.0754377563462242
1.0,1.0,1.0,1.0820648083174893,1.0,3.0,0.07663288592215299,0.07405039150853458,Feynman33,r,0.07405039150853458,0.07663288592215299,0.07549081844854576
1.0,1.0,1.0,1.0829038674336235,1.0,3.0,0.07675177797137796,0.060698707186291924,Feynman33,r,0.060698707186291924,0.07675177797137796,0.07562163739296592
1.0,1.0,1.0,1.0829854411057298,1.0,3.0,0.07676334162050981,0.07438273442744334,Feynman33,r,0.07438273442744334,0.07676334162050981,0.0756343576848963
1.0,1.0,1.0,1.083626458785036,1.0,3.0,0.07685424075896913,0.06962133803215415,Feynman33,r,0.06962133803215415,0.07685424075896913,0.07573432805599142
1.0,1.0,1.0,1.0836446783654594,1.0,3.0,0.0768568251620734,0.06888796544890871,Feynman33,r,0.06888796544890871,0.0768568251620734,0.07573716982765116
1.0,1.0,1.0,1.0860055472405752,1.0,3.0,0.07719207627465872,0.0927287328464172,Feynman33,r,0.0927287328464172,0.07719207627465872,0.07610555479241558
1.0,1.0,1.0,1.0860349179808364,1.0,3.0,0.07719625161075348,0.10437347342238362,Feynman33,r,0.10437347342238362,0.07719625161075348,0.07611013964509643
1.0,1.0,1.0,1.0860891242067088,1.0,3.0,0.07720395784894334,0.08097115745756366,Feynman33,r,0.08097115745756366,0.07720395784894334,0.07611860150808167
1.0,1.0,1.0,1.0869316210499416,1.0,3.0,0.0773237810148281,0.057960122243942244,Feynman33,r,0.057960122243942244,0.0773237810148281,0.07625014005219675
1.0,1.0,1.0,1.0876835972105785,1.0,3.0,0.07743080845318746,0.07017792786108451,Feynman33,r,0.07017792786108451,0.07743080845318746,0.07636757836444913
1.0,1.0,1.0,1.0877256808089295,1.0,3.0,0.07743680032451834,0.09059976645564023,Feynman33,r,0.09059976645564023,0.07743680032451834,0.0763741515961202
1.0,1.0,1.0,1.0879463122596482,1.0,3.0,0.07746821766922929,0.07929530113625607,Feynman33,r,0.07929530113625607,0.07746821766922929,0.07640861462766177
1.0,1.0,1.0,1.0882414826725566,1.0,3.0,0.07751025913298033,0.09202466486009865,Feynman33,r,0.09202466486009865,0.07751025913298033,0.07645472494785208
1.0,1.0,1.0,1.0882469834739474,1.0,3.0,0.07751104272674261,0.07365626772420585,Feynman33,r,0.07365626772420585,0.07751104272674261,0.07645558430595376
1.0,1.0,1.0,1.088255607210483,1.0,3.0,0.07751227119320235,0.07508106223439841,Feynman33,r,0.07508106223439841,0.07751227119320235,0.07645693154532691
1.0,1.0,1.0,1.089509089413958,1.0,3.0,0.07769093548447566,0.09375933300552264,Feynman33,r,0.09375933300552264,0.07769093548447566,0.07665279964839469
1.0,1.0,1.0,1.09008987577255,1.0,3.0,0.07777378722483981,0.09927060874570087,Feynman33,r,0.09927060874570087,0.07777378722483981,0.07674358213795056
1.0,1.0,1.0,1.0904819247214717,1.0,3.0,0.07782973970225375,0.08758642564512531,Feynman33,r,0.08758642564512531,0.07782973970225375,0.07680487366738956
1.0,1.0,1.0,1.0921843823064905,1.0,3.0,0.07807294457974714,0.09163695033615649,Feynman33,r,0.09163695033615649,0.07807294457974714,0.07707112834487362
1.0,1.0,1.0,1.0925082504204378,1.0,3.0,0.07811925376834677,0.06848516331661902,Feynman33,r,0.06848516331661902,0.07811925376834677,0.0771217976596198
1.0,1.0,1.0,1.0927235566680527,1.0,3.0,0.07815004753260074,0.11519405574615857,Feynman33,r,0.11519405574615857,0.07815004753260074,0.07715548564513726
1.0,1.0,1.0,1.0938193213513914,1.0,3.0,0.07830686120749318,0.08108104512559552,Feynman33,r,0.08108104512559552,0.07830686120749318,0.07732697491574332
1.0,1.0,1.0,1.0943292184238675,1.0,3.0,0.07837988560021829,0.0634903153400671,Feynman33,r,0.0634903153400671,0.07837988560021829,0.07740679760858943
1.0,1.0,1.0,1.0948855200566425,1.0,3.0,0.07845959459518233,0.1137015090390649,Feynman33,r,0.1137015090390649,0.07845959459518233,0.07749390135483211
1.0,1.0,1.0,1.0956873827785811,1.0,3.0,0.07857455978756211,0.06887813041098448,Feynman33,r,0.06887813041098448,0.07857455978756211,0.07761948468141702
1.0,1.0,1.0,1.0957559365724423,1.0,3.0,0.07858439243284049,0.05839988171795191,Feynman33,r,0.05839988171795191,0.07858439243284049,0.07763022287251876
1.0,1.0,1.0,1.0970686763977326,1.0,3.0,0.07877279689891457,0.05078464957326276,Feynman33,r,0.05078464957326276,0.07877279689891457,0.07783589996181368
1.0,1.0,1.0,1.0979943269443884,1.0,3.0,0.078905781907993,0.09229168131752334,Feynman33,r,0.09229168131752334,0.078905781907993,0.07798098715820283
1.0,1.0,1.0,1.0982187651316693,1.0,3.0,0.07893804305943318,0.08502668104680611,Feynman33,r,0.08502668104680611,0.07893804305943318,0.07801617306770933
1.0,1.0,1.0,1.098794953055377,1.0,3.0,0.0790208955476573,0.08135870935238561,Feynman33,r,0.08135870935238561,0.0790208955476573,0.07810651698918912
1.0,1.0,1.0,1.1001332964453443,1.0,3.0,0.07921350928243463,0.07465286009659311,Feynman33,r,0.07465286009659311,0.07921350928243463,0.07831643645566184
1.0,1.0,1.0,1.100995675026053,1.0,3.0,0.07933774660592333,0.05880658871398295,Feynman33,r,0.05880658871398295,0.07933774660592333,0.0784517547145817
1.0,1.0,1.0,1.1016540899000045,1.0,3.0,0.07943266572865307,0.08475326325390366,Feynman33,r,0.08475326325390366,0.07943266572865307,0.0785550970178125
1.0,1.0,1.0,1.101706296135034,1.0,3.0,0.07944019436892631,0.057117053658566216,Feynman33,r,0.057117053658566216,0.07944019436892631,0.07856329217069444
