epsilon,p_d,r,x,y,z,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise,Predicted
1.0,1.0,1.0,1.0550936746456672,1.0,1.0,0.34704358452647305,0.3212062078955233,Feynman56,x,0.3212062078955233,0.34704358452647305,0.3478738537198032
1.0,1.0,1.0,1.0557761832538974,1.0,1.0,0.34716186263099963,0.34515974625613705,Feynman56,x,0.34515974625613705,0.34716186263099963,0.34799623790227574
1.0,1.0,1.0,1.0560475631405937,1.0,1.0,0.34720890256238257,0.40494365033978774,Feynman56,x,0.40494365033978774,0.34720890256238257,0.3480449048288371
1.0,1.0,1.0,1.0564587179312641,1.0,1.0,0.3472801814184703,0.33295833928976987,Feynman56,x,0.33295833928976987,0.3472801814184703,0.34811864253054275
1.0,1.0,1.0,1.056467390803854,1.0,1.0,0.3472816851112755,0.2481714232579954,Feynman56,x,0.2481714232579954,0.3472816851112755,0.3481201980104923
1.0,1.0,1.0,1.0577962123583713,1.0,1.0,0.34751214355603094,0.43696545861623537,Feynman56,x,0.43696545861623537,0.34751214355603094,0.3483585522788014
1.0,1.0,1.0,1.0578528600755503,1.0,1.0,0.34752197104816046,0.38222769624535247,Feynman56,x,0.38222769624535247,0.34752197104816046,0.3483687146594706
1.0,1.0,1.0,1.057920453345678,1.0,1.0,0.34753369774734116,0.3730736495605509,Feynman56,x,0.3730736495605509,0.34753369774734116,0.3483808407720162
1.0,1.0,1.0,1.0583115681512618,1.0,1.0,0.34760155886424765,0.30917210697941505,Feynman56,x,0.30917210697941505,0.34760155886424765,0.34845100910982935
1.0,1.0,1.0,1.059230938145787,1.0,1.0,0.34776112247836977,0.4104353229424116,Feynman56,x,0.4104353229424116,0.34776112247836977,0.34861596998425015
1.0,1.0,1.0,1.0595040472997022,1.0,1.0,0.3478085352176253,0.33123041589704166,Feynman56,x,0.33123041589704166,0.3478085352176253,0.34866497897193266
1.0,1.0,1.0,1.0602672419619412,1.0,1.0,0.3479410590997571,0.36858118748829366,Feynman56,x,0.36858118748829366,0.3479410590997571,0.34880194638300116
1.0,1.0,1.0,1.060429052349041,1.0,1.0,0.3479691622134541,0.3566877055476273,Feynman56,x,0.3566877055476273,0.3479691622134541,0.34883098836180837
1.0,1.0,1.0,1.0609788446252195,1.0,1.0,0.34806466482555776,0.37864548949687377,Feynman56,x,0.37864548949687377,0.34806466482555776,0.3489296725524214
1.0,1.0,1.0,1.0630579418923656,1.0,1.0,0.34842602834347847,0.3497851601393069,Feynman56,x,0.3497851601393069,0.34842602834347847,0.34930294969423004
1.0,1.0,1.0,1.0637971056808249,1.0,1.0,0.3485545808830618,0.35417222987861385,Feynman56,x,0.35417222987861385,0.3485545808830618,0.34943569300055555
1.0,1.0,1.0,1.0645468531525852,1.0,1.0,0.3486850169102706,0.39666458353339706,Feynman56,x,0.39666458353339706,0.3486850169102706,0.34957035587756824
1.0,1.0,1.0,1.064648372649617,1.0,1.0,0.34870268190206005,0.41168455664741294,Feynman56,x,0.41168455664741294,0.34870268190206005,0.34958859135625936
1.0,1.0,1.0,1.0656057567565826,1.0,1.0,0.3488693112041051,0.33380927873154825,Feynman56,x,0.33380927873154825,0.3488693112041051,0.3497605790005152
1.0,1.0,1.0,1.0657734513815664,1.0,1.0,0.34889850507712145,0.3478407057182639,Feynman56,x,0.3478407057182639,0.34889850507712145,0.3497907074097947
1.0,1.0,1.0,1.069575739331009,1.0,1.0,0.3495610196646264,0.3736276482001142,Feynman56,x,0.3736276482001142,0.3495610196646264,0.3504740908056707
1.0,1.0,1.0,1.0696853730637037,1.0,1.0,0.3495801386970196,0.38581893345887275,Feynman56,x,0.38581893345887275,0.3495801386970196,0.3504938024810917
1.0,1.0,1.0,1.07039051868127,1.0,1.0,0.34970313091384114,0.23274998990948254,Feynman56,x,0.23274998990948254,0.34970313091384114,0.35062059436326687
1.0,1.0,1.0,1.0739211757649119,1.0,1.0,0.35031951886665424,0.2694929027978537,Feynman56,x,0.2694929027978537,0.35031951886665424,0.35125569308706167
1.0,1.0,1.0,1.0745382136595694,1.0,1.0,0.3504273391844929,0.33556527005200015,Feynman56,x,0.33556527005200015,0.3504273391844929,0.3513667298843514
1.0,1.0,1.0,1.074574657342381,1.0,1.0,0.3504337082005134,0.37458964164448294,Feynman56,x,0.37458964164448294,0.3504337082005134,0.3513732883768887
1.0,1.0,1.0,1.0746150436368724,1.0,1.0,0.35044076635721944,0.3303909005284693,Feynman56,x,0.3303909005284693,0.35044076635721944,0.35138055644377036
1.0,1.0,1.0,1.0746275969840726,1.0,1.0,0.3504429602823048,0.34796442014175233,Feynman56,x,0.34796442014175233,0.3504429602823048,0.35138281560179035
1.0,1.0,1.0,1.0748824919946514,1.0,1.0,0.35048751038031567,0.3186730556282105,Feynman56,x,0.3186730556282105,0.35048751038031567,0.35142868883193307
1.0,1.0,1.0,1.075651303137065,1.0,1.0,0.35062191150986877,0.31182619031310077,Feynman56,x,0.31182619031310077,0.35062191150986877,0.3515670644095288
1.0,1.0,1.0,1.0759008489670623,1.0,1.0,0.3506655458994074,0.37055053358098705,Feynman56,x,0.37055053358098705,0.3506655458994074,0.3516119835732515
1.0,1.0,1.0,1.0761767347917868,1.0,1.0,0.3507137914341573,0.32964186056158634,Feynman56,x,0.32964186056158634,0.3507137914341573,0.35166164648481063
1.0,1.0,1.0,1.0766146045449756,1.0,1.0,0.35079037567473714,0.40217662984590274,Feynman56,x,0.40217662984590274,0.35079037567473714,0.3517404738238856
1.0,1.0,1.0,1.0782437096133444,1.0,1.0,0.3510754358238315,0.35360070834565904,Feynman56,x,0.35360070834565904,0.3510754358238315,0.3520338098195504
1.0,1.0,1.0,1.0797905098820386,1.0,1.0,0.35134627870080615,0.27352561327058755,Feynman56,x,0.27352561327058755,0.35134627870080615,0.3523124091452947
1.0,1.0,1.0,1.0798622279187284,1.0,1.0,0.35135884079310775,0.3485460950438445,Feynman56,x,0.3485460950438445,0.35135884079310775,0.35232532848217857
1.0,1.0,1.0,1.079957869852475,1.0,1.0,0.35137559398152496,0.35097512732484115,Feynman56,x,0.35097512732484115,0.35137559398152496,0.35234255775722695
1.0,1.0,1.0,1.0812154196429469,1.0,1.0,0.3515959372688827,0.3359413370645153,Feynman56,x,0.3359413370645153,0.3515959372688827,0.3525691259927528
1.0,1.0,1.0,1.0821809788991401,1.0,1.0,0.35176519926067246,0.3955361942286353,Feynman56,x,0.3955361942286353,0.35176519926067246,0.35274312364823823
1.0,1.0,1.0,1.082774784386899,1.0,1.0,0.3518693275834763,0.3617397194932245,Feynman56,x,0.3617397194932245,0.3518693275834763,0.3528501454432581
1.0,1.0,1.0,1.0827900972140483,1.0,1.0,0.35187201315236766,0.3158101836787444,Feynman56,x,0.3158101836787444,0.35187201315236766,0.35285290543783515
1.0,1.0,1.0,1.0829722934613963,1.0,1.0,0.3519039681342621,0.3337725476594856,Feynman56,x,0.3337725476594856,0.3519039681342621,0.3528857452243516
1.0,1.0,1.0,1.0845116662122973,1.0,1.0,0.3521740538900811,0.3603456097574064,Feynman56,x,0.3603456097574064,0.3521740538900811,0.35316325280011
1.0,1.0,1.0,1.0847025375603008,1.0,1.0,0.3522075549041626,0.36248040958939387,Feynman56,x,0.36248040958939387,0.3522075549041626,0.3531976673648844
1.0,1.0,1.0,1.0869968977687807,1.0,1.0,0.35261046402922713,0.33972901261529415,Feynman56,x,0.33972901261529415,0.35261046402922713,0.35361144248154086
1.0,1.0,1.0,1.0875668242962322,1.0,1.0,0.3527106084900129,0.2719688255097521,Feynman56,x,0.2719688255097521,0.3527106084900129,0.3537142531713352
1.0,1.0,1.0,1.0889200466075981,1.0,1.0,0.3529484858115801,0.3684518193981312,Feynman56,x,0.3684518193981312,0.3529484858115801,0.35395840885587854
1.0,1.0,1.0,1.0891846716381155,1.0,1.0,0.35299501896790675,0.28318502125298756,Feynman56,x,0.28318502125298756,0.35299501896790675,0.3540061611741097
1.0,1.0,1.0,1.0892140624154445,1.0,1.0,0.3530001875268984,0.3508943730353863,Feynman56,x,0.3508943730353863,0.3530001875268984,0.3540114649672468
1.0,1.0,1.0,1.0892400734237528,1.0,1.0,0.3530047617847746,0.27833799347751287,Feynman56,x,0.27833799347751287,0.3530047617847746,0.3540161588792865
1.0,1.0,1.0,1.0896159993368693,1.0,1.0,0.35307087714374874,0.3667015312201716,Feynman56,x,0.3667015312201716,0.35307087714374874,0.3540840005257481
1.0,1.0,1.0,1.0897547273531023,1.0,1.0,0.353095278343007,0.3526364424935549,Feynman56,x,0.3526364424935549,0.353095278343007,0.3541090373496658
1.0,1.0,1.0,1.0900045300699686,1.0,1.0,0.3531392203148207,0.319897619520119,Feynman56,x,0.319897619520119,0.3531392203148207,0.3541541219294504
1.0,1.0,1.0,1.0906806532914899,1.0,1.0,0.35325817800291043,0.34555961468320007,Feynman56,x,0.34555961468320007,0.35325817800291043,0.3542761597364816
1.0,1.0,1.0,1.0926966871744328,1.0,1.0,0.35361308052328744,0.39510930680280243,Feynman56,x,0.39510930680280243,0.35361308052328744,0.35464013836710756
1.0,1.0,1.0,1.093192492078205,1.0,1.0,0.35370040777636025,0.3602096165952619,Feynman56,x,0.3602096165952619,0.35370040777636025,0.35472967299459707
1.0,1.0,1.0,1.0934012347755944,1.0,1.0,0.35373717950440553,0.2891730525306484,Feynman56,x,0.2891730525306484,0.35373717950440553,0.3547673711545076
1.0,1.0,1.0,1.0937122464331686,1.0,1.0,0.3537919726745721,0.35308854129536205,Feynman56,x,0.35308854129536205,0.3537919726745721,0.3548235414439286
1.0,1.0,1.0,1.0949198924631678,1.0,1.0,0.3540047996307613,0.352872345734826,Feynman56,x,0.352872345734826,0.3540047996307613,0.35504167947631154
1.0,1.0,1.0,1.0949479816724477,1.0,1.0,0.3540097511449114,0.38976746704196796,Feynman56,x,0.38976746704196796,0.3540097511449114,0.35504675383868123
1.0,1.0,1.0,1.0952226143584867,1.0,1.0,0.3540581659327759,0.3422182940274806,Feynman56,x,0.3422182940274806,0.3540581659327759,0.3550963680957443
1.0,1.0,1.0,1.0953626822507057,1.0,1.0,0.3540828605208903,0.31169793161375764,Feynman56,x,0.31169793161375764,0.3540828605208903,0.35512167329235944
1.0,1.0,1.0,1.0983839847771313,1.0,1.0,0.35461587843970444,0.3682601694358153,Feynman56,x,0.3682601694358153,0.35461587843970444,0.3556676747455107
1.0,1.0,1.0,1.0988905295430282,1.0,1.0,0.3547053081862881,0.3105641536161191,Feynman56,x,0.3105641536161191,0.3547053081862881,0.35575924632818845
1.0,1.0,1.0,1.100779957004777,1.0,1.0,0.35503904851122625,0.3794958879432641,Feynman56,x,0.3794958879432641,0.35503904851122625,0.3561008876591422
1.0,1.0,1.0,1.10389089374171,1.0,1.0,0.3555891151493267,0.36657479707052687,Feynman56,x,0.36657479707052687,0.3555891151493267,0.35666366205469613
1.0,1.0,1.0,1.1062527739280181,1.0,1.0,0.35600720291329213,0.36034217316738165,Feynman56,x,0.36034217316738165,0.35600720291329213,0.3570911491747233
1.0,1.0,1.0,1.1068500760698936,1.0,1.0,0.35611299791387646,0.3872961749442227,Feynman56,x,0.3872961749442227,0.35611299791387646,0.35719928739964285
1.0,1.0,1.0,1.1073270203701615,1.0,1.0,0.3561974933900331,0.43373384304376356,Feynman56,x,0.43373384304376356,0.3561974933900331,0.35728564416718345
1.0,1.0,1.0,1.107779377370677,1.0,1.0,0.356277648086209,0.4002131997802961,Feynman56,x,0.4002131997802961,0.356277648086209,0.35736755619930977
1.0,1.0,1.0,1.10809043096163,1.0,1.0,0.3563327732726999,0.368218020883023,Feynman56,x,0.368218020883023,0.3563327732726999,0.35742388526486
1.0,1.0,1.0,1.1081662775254224,1.0,1.0,0.35634621591985083,0.4147780082171251,Feynman56,x,0.4147780082171251,0.35634621591985083,0.3574376209054428
1.0,1.0,1.0,1.10824002077086,1.0,1.0,0.3563592861818235,0.36593393784548417,Feynman56,x,0.36593393784548417,0.3563592861818235,0.35745097582627455
1.0,1.0,1.0,1.1091299599039324,1.0,1.0,0.3565170498700821,0.36315875708534723,Feynman56,x,0.36315875708534723,0.3565170498700821,0.35761215852733014
1.0,1.0,1.0,1.1113721588950745,1.0,1.0,0.35691478654673015,0.34260869657391474,Feynman56,x,0.34260869657391474,0.35691478654673015,0.35801837654459717
1.0,1.0,1.0,1.1118987418911235,1.0,1.0,0.35700824758513644,0.338172910800295,Feynman56,x,0.338172910800295,0.35700824758513644,0.35811380194864617
1.0,1.0,1.0,1.1162898834095407,1.0,1.0,0.3577883824221352,0.3698063627372388,Feynman56,x,0.3698063627372388,0.3577883824221352,0.35890991310937875
1.0,1.0,1.0,1.1163517358470054,1.0,1.0,0.35779938097916464,0.32662416591182597,Feynman56,x,0.32662416591182597,0.35779938097916464,0.35892113157073297
1.0,1.0,1.0,1.1206490578608719,1.0,1.0,0.35856419056873146,0.3456503085770553,Feynman56,x,0.3456503085770553,0.35856419056873146,0.3597008731430569
1.0,1.0,1.0,1.1214352913214563,1.0,1.0,0.3587042603731718,0.41961934437845666,Feynman56,x,0.41961934437845666,0.3587042603731718,0.3598436013551006
1.0,1.0,1.0,1.1224871299285517,1.0,1.0,0.35889171653970814,0.3378608192441569,Feynman56,x,0.3378608192441569,0.35889171653970814,0.36003457862854793
1.0,1.0,1.0,1.1234179669931539,1.0,1.0,0.359057672945134,0.3866637846022253,Feynman56,x,0.3866637846022253,0.359057672945134,0.36020361741065093
1.0,1.0,1.0,1.1252328220759296,1.0,1.0,0.35938141326933215,0.2993659247354402,Feynman56,x,0.2993659247354402,0.35938141326933215,0.3605332768716004
1.0,1.0,1.0,1.1267195446666909,1.0,1.0,0.3596467919284264,0.4266835268066465,Feynman56,x,0.4266835268066465,0.3596467919284264,0.3608034155978893
1.0,1.0,1.0,1.1269218655712074,1.0,1.0,0.35968291796817886,0.4277274156582132,Feynman56,x,0.4277274156582132,0.35968291796817886,0.3608401832458837
1.0,1.0,1.0,1.1272971126002402,1.0,1.0,0.3597499289349007,0.28430788920091177,Feynman56,x,0.28430788920091177,0.3597499289349007,0.3609083803080486
1.0,1.0,1.0,1.1279403638181364,1.0,1.0,0.35986482247760626,0.3569226210686669,Feynman56,x,0.3569226210686669,0.35986482247760626,0.3610252952793336
1.0,1.0,1.0,1.129937655583502,1.0,1.0,0.36022175001523576,0.310178822201595,Feynman56,x,0.310178822201595,0.36022175001523576,0.3613884047463368
1.0,1.0,1.0,1.1304164985404017,1.0,1.0,0.36030736323730206,0.25164485581309404,Feynman56,x,0.25164485581309404,0.36030736323730206,0.36147547885826176
1.0,1.0,1.0,1.1310841249462833,1.0,1.0,0.3604267559766806,0.41811994296828564,Feynman56,x,0.41811994296828564,0.3604267559766806,0.36159689479519425
1.0,1.0,1.0,1.1317895752148646,1.0,1.0,0.36055294641858876,0.35243103640193196,Feynman56,x,0.35243103640193196,0.36055294641858876,0.3617252058176027
1.0,1.0,1.0,1.1345604354165908,1.0,1.0,0.3610489293431587,0.3614350490468553,Feynman56,x,0.3614350490468553,0.3610489293431587,0.36222934717880273
1.0,1.0,1.0,1.1351280124360312,1.0,1.0,0.36115059087188345,0.3590560473197545,Feynman56,x,0.3590560473197545,0.36115059087188345,0.3623326464038687
1.0,1.0,1.0,1.1357271633687234,1.0,1.0,0.36125793186227034,0.34952154022513543,Feynman56,x,0.34952154022513543,0.36125793186227034,0.36244170389686126
1.0,1.0,1.0,1.1357860444370123,1.0,1.0,0.36126848204544754,0.34097549158308693,Feynman56,x,0.34097549158308693,0.36126848204544754,0.36245242208711886
1.0,1.0,1.0,1.1362812476520021,1.0,1.0,0.36135722094155326,0.3195712357355496,Feynman56,x,0.3195712357355496,0.36135722094155326,0.36254256914515814
1.0,1.0,1.0,1.1364102756582026,1.0,1.0,0.3613803451369835,0.3776220943780259,Feynman56,x,0.3776220943780259,0.3613803451369835,0.36256605883241766
1.0,1.0,1.0,1.1364728022626132,1.0,1.0,0.36139155146843166,0.4031860867742809,Feynman56,x,0.4031860867742809,0.36139155146843166,0.3625774420702207
1.0,1.0,1.0,1.1373247600294385,1.0,1.0,0.3615442704079385,0.41570162324418236,Feynman56,x,0.41570162324418236,0.3615442704079385,0.3627325578086962
1.0,1.0,1.0,1.137550033967774,1.0,1.0,0.36158466056059,0.36334248996619467,Feynman56,x,0.36334248996619467,0.36158466056059,0.362773577476097
1.0,1.0,1.0,1.1418611230880953,1.0,1.0,0.3623582813173211,0.3892460867800466,Feynman56,x,0.3892460867800466,0.3623582813173211,0.36355890501131194
1.0,1.0,1.0,1.1427902111700208,1.0,1.0,0.36252517174019927,0.3838707898373015,Feynman56,x,0.3838707898373015,0.36252517174019927,0.36372823410489785
1.0,1.0,1.0,1.142808577425495,1.0,1.0,0.36252847143111067,0.3909450110308875,Feynman56,x,0.3909450110308875,0.36252847143111067,0.36373158170389563
1.0,1.0,1.0,1.1431122662893722,1.0,1.0,0.3625830356620953,0.3647166908000244,Feynman56,x,0.3647166908000244,0.3625830356620953,0.36378693642021376
1.0,1.0,1.0,1.1441794586749807,1.0,1.0,0.3627748295370076,0.33229331451155036,Feynman56,x,0.33229331451155036,0.3627748295370076,0.36398148300817296
1.0,1.0,1.0,1.1444797657148893,1.0,1.0,0.36282881414745194,0.3788082325827673,Feynman56,x,0.3788082325827673,0.36282881414745194,0.3640362351871614
1.0,1.0,1.0,1.1451309975493598,1.0,1.0,0.36294590372146895,0.3561875630468925,Feynman56,x,0.3561875630468925,0.36294590372146895,0.36415497866858604
1.0,1.0,1.0,1.1456785886483625,1.0,1.0,0.3630443812961519,0.3360208804181448,Feynman56,x,0.3360208804181448,0.3630443812961519,0.36425483571921285
1.0,1.0,1.0,1.146042352094474,1.0,1.0,0.36310981096482076,0.41407158514935694,Feynman56,x,0.41407158514935694,0.36310981096482076,0.3643211761132863
1.0,1.0,1.0,1.1471255979083916,1.0,1.0,0.3633047061675783,0.41074212720070913,Feynman56,x,0.41074212720070913,0.3633047061675783,0.36451875665599265
1.0,1.0,1.0,1.1482203305000143,1.0,1.0,0.3635017487996723,0.3869849746708101,Feynman56,x,0.3869849746708101,0.3635017487996723,0.36471847259660206
1.0,1.0,1.0,1.149357343111522,1.0,1.0,0.3637064872806115,0.3740184340203431,Feynman56,x,0.3740184340203431,0.3637064872806115,0.36492594466239464
