sigma,theta,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise,Predicted
1.044187588094317,1.0,0.24153149288436954,0.23994966345702257,Feynman2,sigma,0.23994966345702257,0.24153149288436954,0.24430673244508083
1.0471332143820777,1.0,0.2414733782713971,0.24375333363748167,Feynman2,sigma,0.24375333363748167,0.2414733782713971,0.24409081867313387
1.047584891447533,1.0,0.2414641737983835,0.22759167243854253,Feynman2,sigma,0.22759167243854253,0.2414641737983835,0.24405771149878416
1.04780017219536,1.0,0.24145975944161313,0.23912598346846425,Feynman2,sigma,0.23912598346846425,0.24145975944161313,0.2440419318426982
1.0479267830792935,1.0,0.24145715506026913,0.24793193249025725,Feynman2,sigma,0.24793193249025725,0.24145715506026913,0.24403265153264872
1.0500032655761684,1.0,0.2414135778191475,0.2502917646484527,Feynman2,sigma,0.2502917646484527,0.2414135778191475,0.24388045181224902
1.0521631959472895,1.0,0.2413665340290875,0.2375827465083962,Feynman2,sigma,0.2375827465083962,0.2413665340290875,0.24372213985628705
1.052262274875013,1.0,0.2413643344249838,0.24418457545015534,Feynman2,sigma,0.24418457545015534,0.2413643344249838,0.2437148779792988
1.0524650657617607,1.0,0.24135982102039388,0.23150097698407085,Feynman2,sigma,0.23150097698407085,0.24135982102039388,0.2437000146821904
1.0525597343011244,1.0,0.24135770882188387,0.23499182317300327,Feynman2,sigma,0.23499182317300327,0.24135770882188387,0.2436930760870664
1.0531019005031916,1.0,0.24134554844697959,0.2399094535834999,Feynman2,sigma,0.2399094535834999,0.24134554844697959,0.24365333895944855
1.0539463914596934,1.0,0.24132639124388713,0.24214942121993627,Feynman2,sigma,0.24214942121993627,0.24132639124388713,0.24359144404171454
1.0547656900890368,1.0,0.24130755515209462,0.24667222747177484,Feynman2,sigma,0.24667222747177484,0.24130755515209462,0.24353139621462666
1.0559218359069547,1.0,0.2412805573331025,0.24973958024102721,Feynman2,sigma,0.24973958024102721,0.2412805573331025,0.24344666142826166
1.0586802315746757,1.0,0.24121418710963857,0.24036227888008677,Feynman2,sigma,0.24036227888008677,0.24121418710963857,0.24324450219813623
1.0587004967951688,1.0,0.24121368936718132,0.2604838441171238,Feynman2,sigma,0.2604838441171238,0.24121368936718132,0.24324301701657763
1.059204125355588,1.0,0.2412012723091767,0.24750593006686422,Feynman2,sigma,0.24750593006686422,0.2412012723091767,0.2432061076259615
1.0598826002461412,1.0,0.2411844011203043,0.24130644616138963,Feynman2,sigma,0.24130644616138963,0.2411844011203043,0.24315638472438356
1.0608716828196176,1.0,0.2411595127578492,0.24231397461749585,Feynman2,sigma,0.24231397461749585,0.2411595127578492,0.24308389945598916
1.0618671773849153,1.0,0.24113411312785218,0.22212285180892521,Feynman2,sigma,0.22212285180892521,0.24113411312785218,0.24301094539491588
1.0618787728860994,1.0,0.24113381521234356,0.265903048588203,Feynman2,sigma,0.265903048588203,0.24113381521234356,0.24301009563408973
1.0621874588492308,1.0,0.24112586693926963,0.23770689244373308,Feynman2,sigma,0.23770689244373308,0.24112586693926963,0.24298747405200585
1.0625270407110834,1.0,0.24111708441557037,0.23171627125811423,Feynman2,sigma,0.23171627125811423,0.24111708441557037,0.2429625884375485
1.0635313369185204,1.0,0.24109087384277397,0.24645100198682743,Feynman2,sigma,0.24645100198682743,0.24109087384277397,0.2428889912728783
1.0643278817726873,1.0,0.24106983462669188,0.2320846208293199,Feynman2,sigma,0.2320846208293199,0.24106983462669188,0.24283061945318385
1.0643886460068486,1.0,0.24106822058287156,0.23779704140460844,Feynman2,sigma,0.23779704140460844,0.24106822058287156,0.24282616660372353
1.064453170830387,1.0,0.24106650524316442,0.23701294730267905,Feynman2,sigma,0.23701294730267905,0.24106650524316442,0.2428214381802181
1.065119946848261,1.0,0.24104869488391784,0.23487564309746534,Feynman2,sigma,0.23487564309746534,0.24104869488391784,0.24277257666604884
1.065872409135494,1.0,0.2410284108062428,0.24451457332858886,Feynman2,sigma,0.24451457332858886,0.2410284108062428,0.24271743668407
1.0658931227941646,1.0,0.24102784966301932,0.22580048620032128,Feynman2,sigma,0.22580048620032128,0.24102784966301932,0.2427159188093942
1.068133226904714,1.0,0.24096629393659058,0.23623341643141607,Feynman2,sigma,0.23623341643141607,0.24096629393659058,0.24255176950588983
1.0682379054003723,1.0,0.24096337548182128,0.260238098827571,Feynman2,sigma,0.260238098827571,0.24096337548182128,0.2425440990770117
1.0683678998687667,1.0,0.24095974601611084,0.23095277927023644,Feynman2,sigma,0.23095277927023644,0.24095974601611084,0.24253457361237588
1.0687052078434238,1.0,0.24095030149844643,0.2244991268870317,Feynman2,sigma,0.2244991268870317,0.24095030149844643,0.24250985715903298
1.0695351172430632,1.0,0.24092689980802987,0.22413887063699509,Feynman2,sigma,0.22413887063699509,0.24092689980802987,0.24244904564448488
1.069571676510241,1.0,0.24092586354642812,0.24768389563724105,Feynman2,sigma,0.24768389563724105,0.24092586354642812,0.24244636678873982
1.069859368020865,1.0,0.24091769324145898,0.2162203718834325,Feynman2,sigma,0.2162203718834325,0.24091769324145898,0.24242528644664893
1.0704832857977884,1.0,0.2408998782494042,0.24142483721016975,Feynman2,sigma,0.24142483721016975,0.2408998782494042,0.24237956978910827
1.071287974011494,1.0,0.24087670816031423,0.22835396769024288,Feynman2,sigma,0.22835396769024288,0.24087670816031423,0.24232060819378506
1.0724667848754341,1.0,0.240842373913574,0.23812373848854157,Feynman2,sigma,0.23812373848854157,0.240842373913574,0.24223423520471823
1.0732243166942048,1.0,0.24082006535827713,0.24185090016459726,Feynman2,sigma,0.24185090016459726,0.24082006535827713,0.24217873085478442
1.0736897177794564,1.0,0.2408062652736492,0.2470791622965488,Feynman2,sigma,0.2470791622965488,0.2408062652736492,0.24214463130620123
1.075496639137052,1.0,0.2407520084057697,0.23467173476288555,Feynman2,sigma,0.23467173476288555,0.2407520084057697,0.24201224250401904
1.0757854912584834,1.0,0.24074323546383417,0.2291311787200892,Feynman2,sigma,0.2291311787200892,0.24074323546383417,0.24199107942049708
1.076946789910339,1.0,0.24070768957629426,0.23662259049427362,Feynman2,sigma,0.23662259049427362,0.24070768957629426,0.24190599672166693
1.0789859206734447,1.0,0.24064421438318176,0.2554918536370316,Feynman2,sigma,0.2554918536370316,0.24064421438318176,0.2417566042000797
1.079319805616947,1.0,0.240633693145989,0.23789093893833627,Feynman2,sigma,0.23789093893833627,0.240633693145989,0.2417321434138328
1.0795142458039417,1.0,0.2406275495264932,0.24062140772365612,Feynman2,sigma,0.24062140772365612,0.2406275495264932,0.24171789858251033
1.0796969304659443,1.0,0.2406217662847735,0.2590362498197951,Feynman2,sigma,0.2590362498197951,0.2406217662847735,0.24170451502027743
1.0806828463815443,1.0,0.24059037075270162,0.2452790991763044,Feynman2,sigma,0.2452790991763044,0.24059037075270162,0.24163228721973534
1.080879685778347,1.0,0.2405840654171763,0.24244944148843964,Feynman2,sigma,0.24244944148843964,0.2405840654171763,0.24161786701845692
1.0814715177222058,1.0,0.24056503302819102,0.23869836307671843,Feynman2,sigma,0.23869836307671843,0.24056503302819102,0.24157451052049772
1.0826982481459315,1.0,0.2405252294590529,0.22919574902798068,Feynman2,sigma,0.22919574902798068,0.2405252294590529,0.24148464423651222
1.0827433748860107,1.0,0.24052375616425145,0.22837474006123898,Feynman2,sigma,0.22837474006123898,0.24052375616425145,0.24148133844189038
1.083447024216166,1.0,0.24050070047157207,0.2226742885659146,Feynman2,sigma,0.2226742885659146,0.24050070047157207,0.24142979246446306
1.0841960297515367,1.0,0.24047598770588607,0.2395295539237495,Feynman2,sigma,0.2395295539237495,0.24047598770588607,0.2413749247488184
1.0842895578274803,1.0,0.24047288948520276,0.23530432461679213,Feynman2,sigma,0.23530432461679213,0.24047288948520276,0.241368073496343
1.0844837588353162,1.0,0.24046644762449992,0.2563901811238377,Feynman2,sigma,0.2563901811238377,0.24046644762449992,0.24135384764976195
1.0863460635736764,1.0,0.24040407631811203,0.2343055241911905,Feynman2,sigma,0.2343055241911905,0.24040407631811203,0.24121743086829503
1.0874472383439104,1.0,0.24036669087341211,0.24372286056809817,Feynman2,sigma,0.24372286056809817,0.24036669087341211,0.2411367706652281
1.0885202212695755,1.0,0.2403299038021351,0.24814079959042828,Feynman2,sigma,0.24814079959042828,0.2403299038021351,0.24105817737982319
1.0897382549304362,1.0,0.24028771714988562,0.23124664635094308,Feynman2,sigma,0.23124664635094308,0.24028771714988562,0.24096896178109498
1.0904902314757146,1.0,0.24026144720827605,0.23860196287417454,Feynman2,sigma,0.23860196287417454,0.24026144720827605,0.24091388404007197
1.0913357200632574,1.0,0.24023170618437342,0.21730407245684122,Feynman2,sigma,0.21730407245684122,0.24023170618437342,0.24085195823755054
1.0922725517180067,1.0,0.24019850066648926,0.23802345157128907,Feynman2,sigma,0.23802345157128907,0.24019850066648926,0.24078334364026663
1.0930160243319225,1.0,0.24017196142414077,0.25190938047000755,Feynman2,sigma,0.25190938047000755,0.24017196142414077,0.24072889194072516
1.0935169471022606,1.0,0.24015398726144796,0.2470066437725231,Feynman2,sigma,0.2470066437725231,0.24015398726144796,0.24069220505101419
1.0964574415460822,1.0,0.2400469767590324,0.22557579033222527,Feynman2,sigma,0.22557579033222527,0.2400469767590324,0.2404768561414875
1.0974369582676893,1.0,0.2400107657814845,0.23604061673037002,Feynman2,sigma,0.23604061673037002,0.2400107657814845,0.24040512403780925
1.0978427717044972,1.0,0.23999568159596693,0.2566746973291079,Feynman2,sigma,0.2566746973291079,0.23999568159596693,0.24037540595791984
1.0981530601676974,1.0,0.2399841157909002,0.23564277505020473,Feynman2,sigma,0.23564277505020473,0.2399841157909002,0.24035268345807143
1.0981543539061902,1.0,0.2399840675090877,0.24592231467833392,Feynman2,sigma,0.24592231467833392,0.2399840675090877,0.24035258871765164
1.0999915165210685,1.0,0.2399150167892685,0.22893052576507278,Feynman2,sigma,0.22893052576507278,0.2399150167892685,0.24021805645606087
1.1016395977378999,1.0,0.2398522472136064,0.24565680437965468,Feynman2,sigma,0.24565680437965468,0.2398522472136064,0.24009737560969904
1.1032661217360191,1.0,0.2397895402160069,0.24727721748883405,Feynman2,sigma,0.24727721748883405,0.2397895402160069,0.2399782782991317
1.1032959186675753,1.0,0.23978838447609313,0.2520213268354209,Feynman2,sigma,0.2520213268354209,0.23978838447609313,0.23997609655565164
1.1066250877568486,1.0,0.23965768673036653,0.25580883053295933,Feynman2,sigma,0.25580883053295933,0.23965768673036653,0.23973234423576747
1.1070454647361772,1.0,0.23964096384136976,0.25042362548690644,Feynman2,sigma,0.25042362548690644,0.23964096384136976,0.23970156696589973
1.1085560937272871,1.0,0.2395804675018231,0.23109349536128745,Feynman2,sigma,0.23109349536128745,0.2395804675018231,0.23959097142880348
1.1106788581675024,1.0,0.2394944006120585,0.23935726052915135,Feynman2,sigma,0.23935726052915135,0.2394944006120585,0.2394355682468771
1.1129738623619776,1.0,0.23939997678331032,0.2181517472426724,Feynman2,sigma,0.2181517472426724,0.23939997678331032,0.23926756613501926
1.1174365999469023,1.0,0.23921234594708268,0.2449326597187429,Feynman2,sigma,0.2449326597187429,0.23921234594708268,0.2389409102838501
1.1178822656400098,1.0,0.2391933207213886,0.2282491366687741,Feynman2,sigma,0.2282491366687741,0.2391933207213886,0.23890829155602947
1.1185023213155658,1.0,0.23916676485505234,0.2343531852922996,Feynman2,sigma,0.2343531852922996,0.23916676485505234,0.23886290976796518
1.1189381691796874,1.0,0.2391480385301714,0.23683308798303682,Feynman2,sigma,0.23683308798303682,0.2391480385301714,0.238831010628023
1.122120615933561,1.0,0.23900982055610298,0.22982496412429768,Feynman2,sigma,0.22982496412429768,0.23900982055610298,0.23859810424336744
1.1223598999719657,1.0,0.23899932341143412,0.2369857121587958,Feynman2,sigma,0.2369857121587958,0.23899932341143412,0.23858059323223785
1.1231706498189855,1.0,0.2389636486245576,0.21801292422277543,Feynman2,sigma,0.21801292422277543,0.2389636486245576,0.23852126282821232
1.1240348301649903,1.0,0.23892543976081468,0.24502221983708006,Feynman2,sigma,0.24502221983708006,0.23892543976081468,0.2384580240473983
1.1243201589726617,1.0,0.2389127829145029,0.23823329337636767,Feynman2,sigma,0.23823329337636767,0.2389127829145029,0.23843714470048882
1.125346222990585,1.0,0.23886709910334114,0.22786193417293885,Feynman2,sigma,0.22786193417293885,0.23886709910334114,0.23836206253695152
1.1258026382951536,1.0,0.23884669334419997,0.2696815244959333,Feynman2,sigma,0.2696815244959333,0.23884669334419997,0.23832866516193746
1.1262194355769444,1.0,0.2388280135022141,0.23201265138703844,Feynman2,sigma,0.23201265138703844,0.2388280135022141,0.23829816718848243
1.126542567287323,1.0,0.23881350179443922,0.24779355713392584,Feynman2,sigma,0.24779355713392584,0.23881350179443922,0.23827452320989614
1.1267812597413922,1.0,0.23880276557366428,0.24144581173483073,Feynman2,sigma,0.24144581173483073,0.23880276557366428,0.23825705792134444
1.1270754981372777,1.0,0.23878951150387398,0.2263329835327098,Feynman2,sigma,0.2263329835327098,0.23878951150387398,0.23823552848252433
1.12817759371339,1.0,0.2387396771163774,0.2374642628285096,Feynman2,sigma,0.2374642628285096,0.2387396771163774,0.23815488990428585
1.1291690709476625,1.0,0.23869458935947624,0.23547534577986384,Feynman2,sigma,0.23547534577986384,0.23869458935947624,0.238082347554327
1.1297386825389917,1.0,0.2386685772623099,0.23939138746649932,Feynman2,sigma,0.23939138746649932,0.2386685772623099,0.23804067245607258
1.1310439352745894,1.0,0.2386086732205673,0.2135099275896462,Feynman2,sigma,0.2135099275896462,0.2386086732205673,0.23794517780528035
1.1316577898513305,1.0,0.23858035788480614,0.24346562585490833,Feynman2,sigma,0.24346562585490833,0.23858035788480614,0.2379002685197126
1.1322687543454533,1.0,0.23855208562428723,0.22131994133597072,Feynman2,sigma,0.22131994133597072,0.23855208562428723,0.23785557158242945
1.1326231398045281,1.0,0.23853564537697794,0.22715889854166552,Feynman2,sigma,0.22715889854166552,0.23853564537697794,0.23782964587114902
1.133580231915266,1.0,0.2384910946810001,0.24609872666615706,Feynman2,sigma,0.24609872666615706,0.2384910946810001,0.23775962960334598
1.1364691580740591,1.0,0.23835530046209955,0.21132176198375102,Feynman2,sigma,0.21132176198375102,0.23835530046209955,0.23754830341824681
1.1381350587584995,1.0,0.23827610211798134,0.2604986872610982,Feynman2,sigma,0.2604986872610982,0.23827610211798134,0.23742645161998896
1.13823666027422,1.0,0.23827125095630983,0.2613873848246176,Feynman2,sigma,0.2613873848246176,0.23827125095630983,0.23741902023665498
1.1384024770345749,1.0,0.23826332856172155,0.2592252763122755,Feynman2,sigma,0.2592252763122755,0.23826332856172155,0.23740689204999427
1.1385738407376902,1.0,0.2382551344383277,0.22361682094872626,Feynman2,sigma,0.22361682094872626,0.2382551344383277,0.23739435822224453
1.1394272382710073,1.0,0.23821422611929105,0.2604410603587156,Feynman2,sigma,0.2604410603587156,0.23821422611929105,0.23733194042267616
1.1398743942861909,1.0,0.23819272415941847,0.2269500935919275,Feynman2,sigma,0.2269500935919275,0.23819272415941847,0.2372992360217468
1.1414350426247677,1.0,0.23811731882667891,0.2299262922022362,Feynman2,sigma,0.2299262922022362,0.23811731882667891,0.23718509632650864
1.1434665338133587,1.0,0.238018332071502,0.22589351957379525,Feynman2,sigma,0.22589351957379525,0.238018332071502,0.2370365305904921
1.1434959320593572,1.0,0.23801689274880056,0.21714745082603965,Feynman2,sigma,0.21714745082603965,0.23801689274880056,0.23703438073648242
1.1447562704613263,1.0,0.23795500437116834,0.24254651758909673,Feynman2,sigma,0.24254651758909673,0.23795500437116834,0.2369422160557658
1.1467868084994286,1.0,0.23785454864174693,0.24873806547462643,Feynman2,sigma,0.24873806547462643,0.23785454864174693,0.23679373800195677
1.1474386641134846,1.0,0.23782210572483975,0.24658807971941288,Feynman2,sigma,0.24658807971941288,0.23782210572483975,0.23674607504491457
1.1474937139998402,1.0,0.2378193615913181,0.2525298033309108,Feynman2,sigma,0.2525298033309108,0.2378193615913181,0.23674204991149106
1.1477325977640107,1.0,0.2378074459476939,0.21721266413282533,Feynman2,sigma,0.21721266413282533,0.2378074459476939,0.2367245833223417
1.1477945873520667,1.0,0.23780435182197468,0.23956084414089387,Feynman2,sigma,0.23956084414089387,0.23780435182197468,0.2367200508226809
1.148182700241127,1.0,0.23778496048780307,0.22887822038520098,Feynman2,sigma,0.22887822038520098,0.23778496048780307,0.23669167336804786
1.1492056699427156,1.0,0.2377336914418943,0.25173259914774704,Feynman2,sigma,0.25173259914774704,0.2377336914418943,0.2366168793890176
1.150300327470369,1.0,0.23767857659359992,0.23966893534346215,Feynman2,sigma,0.23966893534346215,0.23767857659359992,0.23653684718598697
1.152591551718535,1.0,0.23756237641147546,0.24251315030282902,Feynman2,sigma,0.24251315030282902,0.23756237641147546,0.23636934284624714
1.1529491326336991,1.0,0.23754413982114245,0.23147492840147527,Feynman2,sigma,0.23147492840147527,0.23754413982114245,0.2363432025393975
1.1584220571824384,1.0,0.23726164604371786,0.2399973501106786,Feynman2,sigma,0.2399973501106786,0.23726164604371786,0.23594315992575546
1.158879540532898,1.0,0.2372377487983259,0.23504760620835932,Feynman2,sigma,0.23504760620835932,0.2372377487983259,0.235909724181437
1.1596701642177758,1.0,0.23719634774580853,0.22992466279103443,Feynman2,sigma,0.22992466279103443,0.23719634774580853,0.23585194190927397
1.159909962008582,1.0,0.23718376530801472,0.2150210175657211,Feynman2,sigma,0.2150210175657211,0.23718376530801472,0.23583441679173014
1.1609614756608273,1.0,0.2371284522104892,0.23633809607682219,Feynman2,sigma,0.23633809607682219,0.2371284522104892,0.23575757113834894
1.1611776394653492,1.0,0.23711705329108526,0.21658252268306125,Feynman2,sigma,0.21658252268306125,0.23711705329108526,0.23574177408189773
1.161341749059669,1.0,0.23710839297886901,0.2194112112751867,Feynman2,sigma,0.2194112112751867,0.23710839297886901,0.2357297811933506
1.1618266831112993,1.0,0.23708277026969843,0.23706832982133674,Feynman2,sigma,0.23706832982133674,0.23708277026969843,0.23569434339387235
1.161907511029476,1.0,0.23707849488027258,0.23899338859596497,Feynman2,sigma,0.23899338859596497,0.23707849488027258,0.2356884367548568
1.161911572149869,1.0,0.2370782800325096,0.22538422930079854,Feynman2,sigma,0.22538422930079854,0.2370782800325096,0.23568813998202165
1.1623888534289557,1.0,0.23705300687379133,0.23770993241434366,Feynman2,sigma,0.23770993241434366,0.23705300687379133,0.2356532622374681
1.1629841857177856,1.0,0.23702141807780772,0.23631459596413495,Feynman2,sigma,0.23631459596413495,0.23702141807780772,0.23560975877212725
1.1633169115363897,1.0,0.23700373225184718,0.2254120437647876,Feynman2,sigma,0.2254120437647876,0.23700373225184718,0.2355854455450584
1.1642901298149892,1.0,0.23695187378804497,0.24097218492417377,Feynman2,sigma,0.24097218492417377,0.23695187378804497,0.2355143316248524
1.1645741651490285,1.0,0.23693670304929135,0.2580306377741987,Feynman2,sigma,0.2580306377741987,0.23693670304929135,0.23549357745375882
1.1650215412102363,1.0,0.23691277538555272,0.25213114290146,Feynman2,sigma,0.25213114290146,0.23691277538555272,0.2354608886412326
1.1651791874483128,1.0,0.23690433425928112,0.2414732695673939,Feynman2,sigma,0.2414732695673939,0.23690433425928112,0.23544936991309237
1.167121296912136,1.0,0.23679994020960832,0.22514800439721266,Feynman2,sigma,0.22514800439721266,0.23679994020960832,0.23530747217159248
1.168141707484463,1.0,0.23674479227022382,0.22638759094229155,Feynman2,sigma,0.22638759094229155,0.23674479227022382,0.23523292184412956
1.170756778181331,1.0,0.23660253447649424,0.24933910640371365,Feynman2,sigma,0.24933910640371365,0.23660253447649424,0.23504188183913804
1.1708264587354251,1.0,0.23659872580630412,0.22837618284923045,Feynman2,sigma,0.22837618284923045,0.23659872580630412,0.23503679172645378
1.172025836589696,1.0,0.2365330228313238,0.25201903715212054,Feynman2,sigma,0.25201903715212054,0.2365330228313238,0.23494918047609442
1.1722822334440417,1.0,0.23651894144898758,0.2296363653063214,Feynman2,sigma,0.2296363653063214,0.23651894144898758,0.2349304519846035
1.174664239595368,1.0,0.23638752385683034,0.24606449425487265,Feynman2,sigma,0.24606449425487265,0.23638752385683034,0.23475646855733545
1.1746752922012862,1.0,0.23638691157361152,0.221898648306325,Feynman2,sigma,0.221898648306325,0.23638691157361152,0.23475566130966036
1.1752598512585475,1.0,0.23635449593053592,0.2325457944147519,Feynman2,sigma,0.2325457944147519,0.23635449593053592,0.23471296751247958
1.178752289939769,1.0,0.2361595018960853,0.2259457505646077,Feynman2,sigma,0.2259457505646077,0.2361595018960853,0.2344579173190568
1.1819432580482685,1.0,0.23597938032897905,0.2415994025064651,Feynman2,sigma,0.2415994025064651,0.23597938032897905,0.23422491853971575
1.184396247134196,1.0,0.2358396665061609,0.23598409744576648,Feynman2,sigma,0.23598409744576648,0.2358396665061609,0.23404582893626563
1.184630733664492,1.0,0.23582625476358868,0.23530033382306598,Feynman2,sigma,0.23530033382306598,0.23582625476358868,0.23402871044443024
1.1869890186429886,1.0,0.23569083000193108,0.2585176679935288,Feynman2,sigma,0.2585176679935288,0.23569083000193108,0.23385655631659233
1.1877112260466607,1.0,0.23564916206851794,0.2298862949231166,Feynman2,sigma,0.2298862949231166,0.23564916206851794,0.23380383921985934
1.1878574865512619,1.0,0.23564071246572194,0.22189051016043937,Feynman2,sigma,0.22189051016043937,0.23564071246572194,0.23379316324228397
1.1887917671335513,1.0,0.23558665058526648,0.2290914225639249,Feynman2,sigma,0.2290914225639249,0.23558665058526648,0.23372496915505048
1.1898049681385836,1.0,0.23552785142142255,0.23415499564276807,Feynman2,sigma,0.23415499564276807,0.23552785142142255,0.23365101803244906
1.1922184540976106,1.0,0.23538708074384612,0.23753754164664287,Feynman2,sigma,0.23753754164664287,0.23538708074384612,0.2334748780097245
1.1926206729387092,1.0,0.23536352434644459,0.24863045469000686,Feynman2,sigma,0.24863045469000686,0.23536352434644459,0.23344552544915634
