n_rho,mom,B,kb,T,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise,Predicted
1.0,1.0,1.0,1.0489161482662008,1.0,0.7413026931197105,0.7603229082263171,Feynman81,kb,0.7603229082263171,0.7413026931197105,0.6159098948912625
1.0,1.0,1.0,1.0501070560189993,1.0,0.7408152566636682,0.631308332763861,Feynman81,kb,0.631308332763861,0.7408152566636682,0.6157593425486787
1.0,1.0,1.0,1.0514105918072318,1.0,0.7402820949366676,0.6945676487002019,Feynman81,kb,0.6945676487002019,0.7402820949366676,0.6155945519794042
1.0,1.0,1.0,1.052684416414528,1.0,0.7397614632248636,0.6279346411062285,Feynman81,kb,0.6279346411062285,0.7397614632248636,0.6154335174423683
1.0,1.0,1.0,1.0535147224828023,1.0,0.7394223058672258,0.7637002469833827,Feynman81,kb,0.7637002469833827,0.7394223058672258,0.6153285516939255
1.0,1.0,1.0,1.054165910844461,1.0,0.7391564246805152,0.7359021772794925,Feynman81,kb,0.7359021772794925,0.7391564246805152,0.6152462296727267
1.0,1.0,1.0,1.0549613644117701,1.0,0.7388317729689274,0.6615607291107715,Feynman81,kb,0.6615607291107715,0.7388317729689274,0.6151456699126296
1.0,1.0,1.0,1.0565575980983848,1.0,0.7381807383163801,0.7168019409831522,Feynman81,kb,0.7168019409831522,0.7381807383163801,0.6149438770196642
1.0,1.0,1.0,1.0593460474223249,1.0,0.737044873150452,0.7531965465109707,Feynman81,kb,0.7531965465109707,0.737044873150452,0.6145913664439445
1.0,1.0,1.0,1.0599655434399202,1.0,0.7367927700473283,0.7130377649586657,Feynman81,kb,0.7130377649586657,0.7367927700473283,0.614513050909963
1.0,1.0,1.0,1.0604669902607,1.0,0.7365887726914959,0.7575178107379912,Feynman81,kb,0.7575178107379912,0.7365887726914959,0.6144496589358176
1.0,1.0,1.0,1.060923300584458,1.0,0.7364031888487983,0.6500366474326231,Feynman81,kb,0.6500366474326231,0.7364031888487983,0.6143919730336521
1.0,1.0,1.0,1.0683286977261925,1.0,0.7333982294111021,0.7971362851878008,Feynman81,kb,0.7971362851878008,0.7333982294111021,0.6134557965050527
1.0,1.0,1.0,1.0690886861164404,1.0,0.7330905760705395,0.6942775328401283,Feynman81,kb,0.6942775328401283,0.7330905760705395,0.6133597201867848
1.0,1.0,1.0,1.0699831859363624,1.0,0.7327286468200555,0.6729888361822619,Feynman81,kb,0.6729888361822619,0.7327286468200555,0.6132466391838567
1.0,1.0,1.0,1.0701974948291242,1.0,0.7326419622433928,0.743502739553947,Feynman81,kb,0.743502739553947,0.7326419622433928,0.6132195466523782
1.0,1.0,1.0,1.0714043875600803,1.0,0.7321539976930853,0.7167553527902022,Feynman81,kb,0.7167553527902022,0.7321539976930853,0.6130669735188933
1.0,1.0,1.0,1.0714847047186953,1.0,0.7321215366213174,0.708335094155149,Feynman81,kb,0.708335094155149,0.7321215366213174,0.6130568199731412
1.0,1.0,1.0,1.0736906798476515,1.0,0.7312305705010814,0.7072605828954249,Feynman81,kb,0.7072605828954249,0.7312305705010814,0.6127779447018545
1.0,1.0,1.0,1.074524039946394,1.0,0.7308942901123319,0.7182300893977377,Feynman81,kb,0.7182300893977377,0.7308942901123319,0.6126725928687654
1.0,1.0,1.0,1.0752853514531013,1.0,0.7305872287832514,0.7868588391012062,Feynman81,kb,0.7868588391012062,0.7305872287832514,0.6125763492846314
1.0,1.0,1.0,1.0784714222245801,1.0,0.7293036981828689,0.700008408076642,Feynman81,kb,0.700008408076642,0.7293036981828689,0.6121735721459772
1.0,1.0,1.0,1.0788918678308832,1.0,0.729134501713487,0.6407807463638759,Feynman81,kb,0.6407807463638759,0.729134501713487,0.6121204201947543
1.0,1.0,1.0,1.079699695881979,1.0,0.7288095340992734,0.7129490337107809,Feynman81,kb,0.7129490337107809,0.7288095340992734,0.6120182960756714
1.0,1.0,1.0,1.0824096641353127,1.0,0.727720541513824,0.801361619546543,Feynman81,kb,0.801361619546543,0.727720541513824,0.611675706931616
1.0,1.0,1.0,1.0828366118000452,1.0,0.7275491364903669,0.7529127691612525,Feynman81,kb,0.7529127691612525,0.7275491364903669,0.6116217330022843
1.0,1.0,1.0,1.0843722741755597,1.0,0.7269329868588802,0.7104396600365184,Feynman81,kb,0.7104396600365184,0.7269329868588802,0.611427597422277
1.0,1.0,1.0,1.086947186942703,1.0,0.7259011525956771,0.6236959812088906,Feynman81,kb,0.6236959812088906,0.7259011525956771,0.6111020817416213
1.0,1.0,1.0,1.0873698479601255,1.0,0.725731936244242,0.6282005274910016,Feynman81,kb,0.6282005274910016,0.725731936244242,0.6110486497222889
1.0,1.0,1.0,1.0918959166816045,1.0,0.7239226293154843,0.6899997522346212,Feynman81,kb,0.6899997522346212,0.7239226293154843,0.6104764725367827
1.0,1.0,1.0,1.0943638659317179,1.0,0.7229381853016759,0.7233473110088464,Feynman81,kb,0.7233473110088464,0.7229381853016759,0.6101644789851285
1.0,1.0,1.0,1.0976673263947894,1.0,0.7216228205956523,0.80300797804756,Feynman81,kb,0.80300797804756,0.7216228205956523,0.6097468616608246
1.0,1.0,1.0,1.0986433389544836,1.0,0.721234712050171,0.7345119692278441,Feynman81,kb,0.7345119692278441,0.721234712050171,0.6096234759693223
1.0,1.0,1.0,1.1004499587151466,1.0,0.7205169400567344,0.7305454053275394,Feynman81,kb,0.7305454053275394,0.7205169400567344,0.6093950864612082
1.0,1.0,1.0,1.10261034753445,1.0,0.7196596830486249,0.7917412156909119,Feynman81,kb,0.7917412156909119,0.7196596830486249,0.6091219741270962
1.0,1.0,1.0,1.1030172489740107,1.0,0.7194983521726903,0.635437590248948,Feynman81,kb,0.635437590248948,0.7194983521726903,0.609070534404346
1.0,1.0,1.0,1.1031691493906184,1.0,0.7194381363338366,0.7666263676390747,Feynman81,kb,0.7666263676390747,0.7194381363338366,0.6090513314363636
1.0,1.0,1.0,1.105725674668486,1.0,0.7184255536785941,0.744442605525423,Feynman81,kb,0.744442605525423,0.7184255536785941,0.6087281402684466
1.0,1.0,1.0,1.1061806625636854,1.0,0.7182455147558967,0.7820534032325386,Feynman81,kb,0.7820534032325386,0.7182455147558967,0.608670621545479
1.0,1.0,1.0,1.1087113963404995,1.0,0.7172450507489994,0.7170270353899946,Feynman81,kb,0.7170270353899946,0.7172450507489994,0.6083506908912155
1.0,1.0,1.0,1.1113921950911219,1.0,0.7161870197827719,0.6153746332294964,Feynman81,kb,0.6153746332294964,0.7161870197827719,0.6080117893023212
1.0,1.0,1.0,1.1152336096876212,1.0,0.7146740908897158,0.7148551827946871,Feynman81,kb,0.7148551827946871,0.7146740908897158,0.6075261648183273
1.0,1.0,1.0,1.1155206482614033,1.0,0.7145611916007364,0.6929182405704477,Feynman81,kb,0.6929182405704477,0.7145611916007364,0.6074898779360471
1.0,1.0,1.0,1.1175124330620587,1.0,0.7137783494650903,0.7292621041916195,Feynman81,kb,0.7292621041916195,0.7137783494650903,0.6072380802085529
1.0,1.0,1.0,1.1225424478904813,1.0,0.7118058645781068,0.6885503860488484,Feynman81,kb,0.6885503860488484,0.7118058645781068,0.6066021950957489
1.0,1.0,1.0,1.1225532157032179,1.0,0.7118016489715259,0.6707165962692847,Feynman81,kb,0.6707165962692847,0.7118016489715259,0.6066008338489038
1.0,1.0,1.0,1.125199556218334,1.0,0.7107665027946294,0.7051322464550658,Feynman81,kb,0.7051322464550658,0.7107665027946294,0.6062662884064396
1.0,1.0,1.0,1.1257855366825233,1.0,0.7105375320304825,0.7263358542341751,Feynman81,kb,0.7263358542341751,0.7105375320304825,0.6061922098468138
1.0,1.0,1.0,1.126815111520031,1.0,0.7101354405348835,0.7461120928476598,Feynman81,kb,0.7461120928476598,0.7101354405348835,0.6060620529121638
1.0,1.0,1.0,1.1282608065727886,1.0,0.709571295442286,0.6957654676272708,Feynman81,kb,0.6957654676272708,0.709571295442286,0.6058792908344315
1.0,1.0,1.0,1.1311691135547521,1.0,0.7084380290419323,0.713675164729722,Feynman81,kb,0.713675164729722,0.7084380290419323,0.6055116280790069
1.0,1.0,1.0,1.132522178415134,1.0,0.7079115278127416,0.7308876234834132,Feynman81,kb,0.7308876234834132,0.7079115278127416,0.6053405761378521
1.0,1.0,1.0,1.135096388275854,1.0,0.7069111598474731,0.796887210337361,Feynman81,kb,0.796887210337361,0.7069111598474731,0.6050151493187622
1.0,1.0,1.0,1.1381743087634812,1.0,0.7057172891666157,0.6487617117809266,Feynman81,kb,0.6487617117809266,0.7057172891666157,0.6046260443399011
1.0,1.0,1.0,1.1415736946582546,1.0,0.7044015762063072,0.8000146579311821,Feynman81,kb,0.8000146579311821,0.7044015762063072,0.6041963003027672
1.0,1.0,1.0,1.1418206875970478,1.0,0.7043060957061966,0.7579866522595443,Feynman81,kb,0.7579866522595443,0.7043060957061966,0.6041650759152078
1.0,1.0,1.0,1.1492048564748902,1.0,0.7014589064963147,0.7709550190443663,Feynman81,kb,0.7709550190443663,0.7014589064963147,0.6032315830311916
1.0,1.0,1.0,1.150946686544461,1.0,0.7007893614176229,0.6413093148761012,Feynman81,kb,0.6413093148761012,0.7007893614176229,0.6030113841162797
1.0,1.0,1.0,1.1549349926799306,1.0,0.6992592744427586,0.7972982933630495,Feynman81,kb,0.7972982933630495,0.6992592744427586,0.6025071898791515
1.0,1.0,1.0,1.1654903263242105,1.0,0.6952299093061489,0.6446043291694727,Feynman81,kb,0.6446043291694727,0.6952299093061489,0.601172804250246
1.0,1.0,1.0,1.1707359170986424,1.0,0.693238374491919,0.7293191655801815,Feynman81,kb,0.7293191655801815,0.693238374491919,0.6005096664305125
1.0,1.0,1.0,1.1738015737206045,1.0,0.6920778335917548,0.6830466744711704,Feynman81,kb,0.6830466744711704,0.6920778335917548,0.600122111827994
1.0,1.0,1.0,1.17488215409921,1.0,0.6916693591796713,0.6713221962481354,Feynman81,kb,0.6713221962481354,0.6916693591796713,0.5999855068683778
1.0,1.0,1.0,1.176313389316494,1.0,0.6911288079315794,0.6436534025230524,Feynman81,kb,0.6436534025230524,0.6911288079315794,0.5998045727769336
1.0,1.0,1.0,1.1807104028706563,1.0,0.6894715301949582,0.743624396256359,Feynman81,kb,0.743624396256359,0.6894715301949582,0.5992487105100819
1.0,1.0,1.0,1.180825639771379,1.0,0.689428165184527,0.7380069564874084,Feynman81,kb,0.7380069564874084,0.689428165184527,0.5992341424756514
1.0,1.0,1.0,1.182164316173992,1.0,0.6889246635535995,0.6951329880738997,Feynman81,kb,0.6951329880738997,0.6889246635535995,0.5990649094973205
1.0,1.0,1.0,1.1824613048876276,1.0,0.6888130249015779,0.7029863793898492,Feynman81,kb,0.7029863793898492,0.6888130249015779,0.5990273647371104
1.0,1.0,1.0,1.183265710626459,1.0,0.6885107647501368,0.6167845999059469,Feynman81,kb,0.6167845999059469,0.6885107647501368,0.5989256732613463
1.0,1.0,1.0,1.1868240034005195,1.0,0.6871757768362874,0.7199675930789984,Feynman81,kb,0.7199675930789984,0.6871757768362874,0.5984758405141972
1.0,1.0,1.0,1.187784943398491,1.0,0.6868158317455296,0.745410447983287,Feynman81,kb,0.745410447983287,0.6868158317455296,0.5983543602688968
1.0,1.0,1.0,1.1887726417348023,1.0,0.686446119530569,0.6350183494434468,Feynman81,kb,0.6350183494434468,0.686446119530569,0.5982294972842985
1.0,1.0,1.0,1.192034458031081,1.0,0.6852270105504009,0.6377848935255171,Feynman81,kb,0.6377848935255171,0.6852270105504009,0.5978171445416509
1.0,1.0,1.0,1.1934236448410234,1.0,0.6847086599180754,0.7360403019614538,Feynman81,kb,0.7360403019614538,0.6847086599180754,0.5976415261318527
1.0,1.0,1.0,1.193668909176146,1.0,0.6846171972372675,0.6474386900679524,Feynman81,kb,0.6474386900679524,0.6846171972372675,0.5976105202712998
1.0,1.0,1.0,1.1942515127261668,1.0,0.6844000000538093,0.7353614338611697,Feynman81,kb,0.7353614338611697,0.6844000000538093,0.5975368686153426
1.0,1.0,1.0,1.1970507499672087,1.0,0.6833576936415026,0.700376760419692,Feynman81,kb,0.700376760419692,0.6833576936415026,0.5971829942557033
1.0,1.0,1.0,1.1990605123050027,1.0,0.682610639886844,0.7874188673021905,Feynman81,kb,0.7874188673021905,0.682610639886844,0.5969289238433322
1.0,1.0,1.0,1.200061247265097,1.0,0.682239056143197,0.686476481151496,Feynman81,kb,0.686476481151496,0.682239056143197,0.5968024127931606
1.0,1.0,1.0,1.2028135589252766,1.0,0.6812184717768995,0.7072960953079573,Feynman81,kb,0.7072960953079573,0.6812184717768995,0.5964544706782604
1.0,1.0,1.0,1.2051887131627508,1.0,0.6803393675475022,0.7193938429536089,Feynman81,kb,0.7193938429536089,0.6803393675475022,0.5961542081024916
1.0,1.0,1.0,1.2070418556130447,1.0,0.6796545200133098,0.6973412515336663,Feynman81,kb,0.6973412515336663,0.6796545200133098,0.5959199372848306
1.0,1.0,1.0,1.2077392650317194,1.0,0.6793970230833419,0.6637748160476364,Feynman81,kb,0.6637748160476364,0.6793970230833419,0.5958317720848417
1.0,1.0,1.0,1.209167537789774,1.0,0.678870083346674,0.6210179484068048,Feynman81,kb,0.6210179484068048,0.678870083346674,0.595651212502524
1.0,1.0,1.0,1.2135377409443486,1.0,0.677261152433636,0.7381038451367062,Feynman81,kb,0.7381038451367062,0.677261152433636,0.5950987395581426
1.0,1.0,1.0,1.2140143775004941,1.0,0.6770859834068603,0.6202310439141673,Feynman81,kb,0.6202310439141673,0.6770859834068603,0.5950384840523449
1.0,1.0,1.0,1.2155243078450808,1.0,0.6765314694313278,0.6461188406295516,Feynman81,kb,0.6461188406295516,0.6765314694313278,0.5948476014701136
1.0,1.0,1.0,1.2157593032420206,1.0,0.6764452235088217,0.6244003898070267,Feynman81,kb,0.6244003898070267,0.6764452235088217,0.5948178937896649
1.0,1.0,1.0,1.2183626323633452,1.0,0.6754907623262498,0.6919464382049398,Feynman81,kb,0.6919464382049398,0.6754907623262498,0.5944887857703751
1.0,1.0,1.0,1.2211849085530604,1.0,0.6744580795722265,0.630440495364632,Feynman81,kb,0.630440495364632,0.6744580795722265,0.5941319988705376
1.0,1.0,1.0,1.2222936518530387,1.0,0.6740529697474618,0.698307056169454,Feynman81,kb,0.698307056169454,0.6740529697474618,0.593991833607448
1.0,1.0,1.0,1.230868668036008,1.0,0.6709309841796501,0.6880645145472081,Feynman81,kb,0.6880645145472081,0.6709309841796501,0.5929077960319593
1.0,1.0,1.0,1.2313449999703256,1.0,0.670758139782516,0.5739558223985539,Feynman81,kb,0.5739558223985539,0.670758139782516,0.5928475790359827
1.0,1.0,1.0,1.2325683254756514,1.0,0.6703145161435591,0.6783676758261392,Feynman81,kb,0.6783676758261392,0.6703145161435591,0.592692928504033
1.0,1.0,1.0,1.2332111725601878,1.0,0.6700815566489117,0.7962293797206943,Feynman81,kb,0.7962293797206943,0.6700815566489117,0.5926116609729108
1.0,1.0,1.0,1.2347213572135605,1.0,0.6695347214071254,0.6911370608636505,Feynman81,kb,0.6911370608636505,0.6695347214071254,0.5924207462417734
1.0,1.0,1.0,1.2347432976146644,1.0,0.6695267813358499,0.6376213639401493,Feynman81,kb,0.6376213639401493,0.6695267813358499,0.5924179725771302
1.0,1.0,1.0,1.2350870370552434,1.0,0.6694024014015806,0.6951457782364507,Feynman81,kb,0.6951457782364507,0.6694024014015806,0.5923745176772762
1.0,1.0,1.0,1.236274612746243,1.0,0.6689729286697009,0.6106789389294038,Feynman81,kb,0.6106789389294038,0.6689729286697009,0.5922243865703215
1.0,1.0,1.0,1.2377866525937566,1.0,0.6684266649938407,0.6540599082832873,Feynman81,kb,0.6540599082832873,0.6684266649938407,0.5920332373090507
1.0,1.0,1.0,1.2379538989483385,1.0,0.6683662805881146,0.7491228399616956,Feynman81,kb,0.7491228399616956,0.6683662805881146,0.5920120943364108
1.0,1.0,1.0,1.2397284151183627,1.0,0.667726052718922,0.6892900209709192,Feynman81,kb,0.6892900209709192,0.667726052718922,0.5917877633073605
1.0,1.0,1.0,1.2420829856188687,1.0,0.666877851594361,0.7569207735917736,Feynman81,kb,0.7569207735917736,0.666877851594361,0.5914901028903012
1.0,1.0,1.0,1.2433779106703242,1.0,0.6664120071033951,0.6356894055955344,Feynman81,kb,0.6356894055955344,0.6664120071033951,0.5913264008772463
1.0,1.0,1.0,1.245412981644567,1.0,0.6656808072544451,0.5604285171046758,Feynman81,kb,0.5604285171046758,0.6656808072544451,0.5910691309952805
1.0,1.0,1.0,1.2501898366344228,1.0,0.66396885244642,0.5883067438940933,Feynman81,kb,0.5883067438940933,0.66396885244642,0.5904652498851983
1.0,1.0,1.0,1.2514706663006838,1.0,0.6635108629724451,0.6779195273811306,Feynman81,kb,0.6779195273811306,0.6635108629724451,0.5903033297846065
1.0,1.0,1.0,1.2525245872681836,1.0,0.6631343399605537,0.6101703489209394,Feynman81,kb,0.6101703489209394,0.6631343399605537,0.5901700950590604
1.0,1.0,1.0,1.253482744974161,1.0,0.662792287916508,0.6873251951733916,Feynman81,kb,0.6873251951733916,0.662792287916508,0.5900489665466665
1.0,1.0,1.0,1.253610751027093,1.0,0.6627466097791207,0.6478481416901548,Feynman81,kb,0.6478481416901548,0.6627466097791207,0.5900327842598972
1.0,1.0,1.0,1.2585433901712588,1.0,0.6609897778100426,0.6680841471321852,Feynman81,kb,0.6680841471321852,0.6609897778100426,0.5894092092076785
1.0,1.0,1.0,1.2638605012276085,1.0,0.6591033196182653,0.71817805255768,Feynman81,kb,0.71817805255768,0.6591033196182653,0.5887370299328225
1.0,1.0,1.0,1.2659336777875123,1.0,0.6583698312675397,0.8098464747246787,Feynman81,kb,0.8098464747246787,0.6583698312675397,0.5884749428141895
1.0,1.0,1.0,1.2662559796785122,1.0,0.6582559045770101,0.6616414562627423,Feynman81,kb,0.6616414562627423,0.6582559045770101,0.5884341980095423
1.0,1.0,1.0,1.2663493137671251,1.0,0.658222918210967,0.6354272285718408,Feynman81,kb,0.6354272285718408,0.658222918210967,0.5884223988879307
1.0,1.0,1.0,1.2672673744990055,1.0,0.6578985793361876,0.7532789373958675,Feynman81,kb,0.7532789373958675,0.6578985793361876,0.5883063393604602
1.0,1.0,1.0,1.2690241557286943,1.0,0.6572785611378914,0.7248467484255542,Feynman81,kb,0.7248467484255542,0.6572785611378914,0.5880842503501343
1.0,1.0,1.0,1.2699528564507023,1.0,0.6569511303164826,0.6879067507699227,Feynman81,kb,0.6879067507699227,0.6569511303164826,0.5879668457349617
1.0,1.0,1.0,1.2700614524549838,1.0,0.6569128578533419,0.7037309484826713,Feynman81,kb,0.7037309484826713,0.6569128578533419,0.5879531172304077
1.0,1.0,1.0,1.2752974128424315,1.0,0.655071297437666,0.703587293243966,Feynman81,kb,0.703587293243966,0.655071297437666,0.5872911968726441
1.0,1.0,1.0,1.2775090139117795,1.0,0.6542956515771458,0.6299538021017986,Feynman81,kb,0.6299538021017986,0.6542956515771458,0.587011610385691
1.0,1.0,1.0,1.2788121558049146,1.0,0.6538392306198902,0.71244656305628,Feynman81,kb,0.71244656305628,0.6538392306198902,0.5868468696153537
1.0,1.0,1.0,1.2800981834727687,1.0,0.6533892493288208,0.6969781499590586,Feynman81,kb,0.6969781499590586,0.6533892493288208,0.5866842923935105
1.0,1.0,1.0,1.28021839579511,1.0,0.6533472096300338,0.6195480206881585,Feynman81,kb,0.6195480206881585,0.6533472096300338,0.5866690953756822
1.0,1.0,1.0,1.281618406118696,1.0,0.6528578937839441,0.6394079206240241,Feynman81,kb,0.6394079206240241,0.6528578937839441,0.586492108678881
1.0,1.0,1.0,1.2850964286323872,1.0,0.6516445628866816,0.584137788001271,Feynman81,kb,0.584137788001271,0.6516445628866816,0.5860524235525715
1.0,1.0,1.0,1.2857186616009386,1.0,0.6514278338455154,0.5361097648341511,Feynman81,kb,0.5361097648341511,0.6514278338455154,0.5859737620199784
1.0,1.0,1.0,1.286518519514174,1.0,0.651149388505608,0.6802789707745264,Feynman81,kb,0.6802789707745264,0.651149388505608,0.5858726454728203
1.0,1.0,1.0,1.2868181389153817,1.0,0.6510451294587071,0.6699724971575093,Feynman81,kb,0.6699724971575093,0.6510451294587071,0.5858347681463493
1.0,1.0,1.0,1.2870541145645769,1.0,0.650963033514657,0.5616853047865537,Feynman81,kb,0.5616853047865537,0.650963033514657,0.5858049365444319
1.0,1.0,1.0,1.2952582108057573,1.0,0.6481180721856515,0.6453578809117805,Feynman81,kb,0.6453578809117805,0.6481180721856515,0.5847677899833413
1.0,1.0,1.0,1.2964988307179088,1.0,0.6476894215579586,0.6487557323692118,Feynman81,kb,0.6487557323692118,0.6476894215579586,0.5846109531256156
1.0,1.0,1.0,1.2965147759334226,1.0,0.6476839149456823,0.6154268282707434,Feynman81,kb,0.6154268282707434,0.6476839149456823,0.5846089373611799
1.0,1.0,1.0,1.2977739412454596,1.0,0.647249281567806,0.6717899667134098,Feynman81,kb,0.6717899667134098,0.647249281567806,0.5844497560285734
1.0,1.0,1.0,1.2988803955514956,1.0,0.6468677091332256,0.6338611582034729,Feynman81,kb,0.6338611582034729,0.6468677091332256,0.5843098801368221
1.0,1.0,1.0,1.3088861538658505,1.0,0.6434319188746184,0.6538214224254211,Feynman81,kb,0.6538214224254211,0.6434319188746184,0.583044970814747
1.0,1.0,1.0,1.3088871530401671,1.0,0.6434315771065152,0.614770865703615,Feynman81,kb,0.614770865703615,0.6434315771065152,0.5830448445009918
1.0,1.0,1.0,1.3130576757408114,1.0,0.6420073581526181,0.6631018565760284,Feynman81,kb,0.6631018565760284,0.6420073581526181,0.5825176147925788
1.0,1.0,1.0,1.3153320350240474,1.0,0.6412326178619487,0.6894572693271843,Feynman81,kb,0.6894572693271843,0.6412326178619487,0.5822300945301463
1.0,1.0,1.0,1.3158801984432955,1.0,0.6410460960676475,0.6536422224184304,Feynman81,kb,0.6536422224184304,0.6410460960676475,0.5821607967321688
1.0,1.0,1.0,1.3183359528247727,1.0,0.6402114623248415,0.6823464990845913,Feynman81,kb,0.6823464990845913,0.6402114623248415,0.5818503448395205
1.0,1.0,1.0,1.3211077251066885,1.0,0.6392713435386995,0.6846171534704721,Feynman81,kb,0.6846171534704721,0.6392713435386995,0.5814999425528774
1.0,1.0,1.0,1.3212655397331048,1.0,0.6392178778084505,0.6887787809558127,Feynman81,kb,0.6887787809558127,0.6392178778084505,0.5814799919218983
1.0,1.0,1.0,1.3216485611959143,1.0,0.6390881420803282,0.7624266403259955,Feynman81,kb,0.7624266403259955,0.6390881420803282,0.5814315710623438
1.0,1.0,1.0,1.3235907924426424,1.0,0.6384308736658746,0.7491138059228677,Feynman81,kb,0.7491138059228677,0.6384308736658746,0.5811860378075729
1.0,1.0,1.0,1.3243425160311397,1.0,0.6381767515414174,0.7161456768644394,Feynman81,kb,0.7161456768644394,0.6381767515414174,0.5810910063123995
1.0,1.0,1.0,1.3248654678401128,1.0,0.6380000544520039,0.6954670340509272,Feynman81,kb,0.6954670340509272,0.6380000544520039,0.5810248957192667
