omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise,Predicted
1.0,1.1626698176961412,1.0,1.0,1.0,0.10992409238800906,0.1261104101712311,Feynman44,T,0.1261104101712311,0.10992409238800906,0.11179391500039741
1.0,1.168327959515656,1.0,1.0,1.0,0.11049649197931614,0.1042335107121308,Feynman44,T,0.1042335107121308,0.11049649197931614,0.11236187788285258
1.0,1.1691023734868127,1.0,1.0,1.0,0.11057483537253396,0.13150945575978684,Feynman44,T,0.13150945575978684,0.11057483537253396,0.11243961336654071
1.0,1.1713053996180647,1.0,1.0,1.0,0.1107977048282791,0.0928696487248573,Feynman44,T,0.0928696487248573,0.1107977048282791,0.1126607525869591
1.0,1.1713715118081653,1.0,1.0,1.0,0.11080439309747446,0.17576694933705522,Feynman44,T,0.17576694933705522,0.11080439309747446,0.11266738891231616
1.0,1.172309686674165,1.0,1.0,1.0,0.11089930410124235,0.10139763481964202,Feynman44,T,0.10139763481964202,0.11089930410124235,0.11276156267426238
1.0,1.1746328757106914,1.0,1.0,1.0,0.11113433186863463,0.1496122916983032,Feynman44,T,0.1496122916983032,0.11113433186863463,0.1129947638174307
1.0,1.175866351512021,1.0,1.0,1.0,0.11125911827340274,0.13807808798371815,Feynman44,T,0.13807808798371815,0.11125911827340274,0.11311857981447691
1.0,1.175966509259014,1.0,1.0,1.0,0.11126925089764927,0.10133029605902175,Feynman44,T,0.10133029605902175,0.11126925089764927,0.11312863362444354
1.0,1.1764866033062353,1.0,1.0,1.0,0.11132186711508105,0.07535182842994817,Feynman44,T,0.07535182842994817,0.11132186711508105,0.11318084053676246
1.0,1.1789721890780025,1.0,1.0,1.0,0.11157332669371135,0.10459618736026267,Feynman44,T,0.10459618736026267,0.11157332669371135,0.11343034302409112
1.0,1.1821576907444795,1.0,1.0,1.0,0.11189559710662486,0.13649303655160516,Feynman44,T,0.13649303655160516,0.11189559710662486,0.11375010289637384
1.0,1.1841851407516506,1.0,1.0,1.0,0.11210071126896083,0.11415914684944649,Feynman44,T,0.11415914684944649,0.11210071126896083,0.11395361782841416
1.0,1.1859649035999595,1.0,1.0,1.0,0.11228076815374333,0.13861833198041987,Feynman44,T,0.13861833198041987,0.11228076815374333,0.11413226998445476
1.0,1.188602697516199,1.0,1.0,1.0,0.11254763270150078,0.07228325290959656,Feynman44,T,0.07228325290959656,0.11254763270150078,0.11439705108754412
1.0,1.1949752033653191,1.0,1.0,1.0,0.11319234382802013,0.07731688247959437,Feynman44,T,0.07731688247959437,0.11319234382802013,0.11503672165352381
1.0,1.2000830702432599,1.0,1.0,1.0,0.11370911783991271,0.14504066745404048,Feynman44,T,0.14504066745404048,0.11370911783991271,0.11554944807105266
1.0,1.2019725482305263,1.0,1.0,1.0,0.11390028207887484,0.06889273690596648,Feynman44,T,0.06889273690596648,0.11390028207887484,0.11573911340536719
1.0,1.202156185044228,1.0,1.0,1.0,0.11391886122112309,0.08664215193623237,Feynman44,T,0.08664215193623237,0.11391886122112309,0.11575754682342972
1.0,1.2046580441952526,1.0,1.0,1.0,0.11417198338898094,0.12966455443296593,Feynman44,T,0.12966455443296593,0.11417198338898094,0.1160086828278503
1.0,1.2057531972345163,1.0,1.0,1.0,0.11428278447718346,0.07746474827344944,Feynman44,T,0.07746474827344944,0.11428278447718346,0.11611861401975734
1.0,1.2064114539515645,1.0,1.0,1.0,0.11434938312774348,0.1633560762585602,Feynman44,T,0.1633560762585602,0.11434938312774348,0.11618468966661621
1.0,1.2096626268995214,1.0,1.0,1.0,0.11467831975782349,0.1894187598556744,Feynman44,T,0.1894187598556744,0.11467831975782349,0.11651104160496611
1.0,1.2130167701528634,1.0,1.0,1.0,0.11501767705555974,0.13630635215563447,Feynman44,T,0.13630635215563447,0.11501767705555974,0.11684772967704228
1.0,1.2184761844196128,1.0,1.0,1.0,0.11557004205776338,0.0350747503938587,Feynman44,T,0.0350747503938587,0.11557004205776338,0.11739574433366608
1.0,1.219051845953972,1.0,1.0,1.0,0.11562828594926756,0.12163669330204889,Feynman44,T,0.12163669330204889,0.11562828594926756,0.11745352909638324
1.0,1.2203161518140004,1.0,1.0,1.0,0.11575620530236466,0.07428220075761319,Feynman44,T,0.07428220075761319,0.11575620530236466,0.11758043980650673
1.0,1.2213402225162433,1.0,1.0,1.0,0.11585981852925407,0.09905053397773596,Feynman44,T,0.09905053397773596,0.11585981852925407,0.11768323577078305
1.0,1.2240629406202732,1.0,1.0,1.0,0.11613529836741317,0.13596214752908942,Feynman44,T,0.13596214752908942,0.11613529836741317,0.11795654154184548
1.0,1.2241270379503795,1.0,1.0,1.0,0.11614178364359372,0.16822200837760692,Feynman44,T,0.16822200837760692,0.11614178364359372,0.11796297561601543
1.0,1.2243193005651158,1.0,1.0,1.0,0.11616123650569257,0.14264124589329194,Feynman44,T,0.14264124589329194,0.11616123650569257,0.11798227488981111
1.0,1.2250256346525057,1.0,1.0,1.0,0.11623270247326033,0.09046621266640674,Feynman44,T,0.09046621266640674,0.11623270247326033,0.11805317653109901
1.0,1.233077642178047,1.0,1.0,1.0,0.11704740230134529,0.10336106193637384,Feynman44,T,0.10336106193637384,0.11704740230134529,0.11886143505796432
1.0,1.2354177971670826,1.0,1.0,1.0,0.1172841812991169,0.15435685606403052,Feynman44,T,0.15435685606403052,0.1172841812991169,0.1190963392376977
1.0,1.2358511749838983,1.0,1.0,1.0,0.11732803099480736,0.08429052288564953,Feynman44,T,0.08429052288564953,0.11732803099480736,0.11913984159588985
1.0,1.2402485537034798,1.0,1.0,1.0,0.1177729655283248,0.13606662168059744,Feynman44,T,0.13606662168059744,0.1177729655283248,0.11958124938533472
1.0,1.2444372350876067,1.0,1.0,1.0,0.11819678772334989,0.03998336146552797,Feynman44,T,0.03998336146552797,0.11819678772334989,0.12000170818760951
1.0,1.2466379886692311,1.0,1.0,1.0,0.11841946752744983,0.1356174448353014,Feynman44,T,0.1356174448353014,0.11841946752744983,0.12022261928822764
1.0,1.2469410589254855,1.0,1.0,1.0,0.11845013330038814,0.10343009139898922,Feynman44,T,0.10343009139898922,0.11845013330038814,0.12025304140564406
1.0,1.248836464537928,1.0,1.0,1.0,0.11864191793067033,0.14067693933550618,Feynman44,T,0.14067693933550618,0.11864191793067033,0.12044330175253186
1.0,1.2511889710773025,1.0,1.0,1.0,0.11887995493432897,0.12133772607073938,Feynman44,T,0.12133772607073938,0.11887995493432897,0.12067944577742797
1.0,1.25560781492395,1.0,1.0,1.0,0.11932707633117184,0.18462243262458305,Feynman44,T,0.18462243262458305,0.11932707633117184,0.121123008230276
1.0,1.2564119609416733,1.0,1.0,1.0,0.11940844442449185,0.08406920517120514,Feynman44,T,0.08406920517120514,0.11940844442449185,0.12120372820870141
1.0,1.2615044908925146,1.0,1.0,1.0,0.11992373895325574,0.08463132297874912,Feynman44,T,0.08463132297874912,0.11992373895325574,0.1217149151058193
1.0,1.2616989664849774,1.0,1.0,1.0,0.11994341733882291,0.10239266381567501,Feynman44,T,0.10239266381567501,0.11994341733882291,0.12173443651769254
1.0,1.2628212301368889,1.0,1.0,1.0,0.12005697589443308,0.1831343436468496,Feynman44,T,0.1831343436468496,0.12005697589443308,0.12184708906550251
1.0,1.2643561314650564,1.0,1.0,1.0,0.12021228847424131,0.06278786167068037,Feynman44,T,0.06278786167068037,0.12021228847424131,0.12200116208117488
1.0,1.2689393109096927,1.0,1.0,1.0,0.12067605115807585,0.09240381139153578,Feynman44,T,0.09240381139153578,0.12067605115807585,0.12246122050004975
1.0,1.271113611027551,1.0,1.0,1.0,0.12089606573994346,0.07303839228451893,Feynman44,T,0.07303839228451893,0.12089606573994346,0.1226794762079253
1.0,1.2716202670657606,1.0,1.0,1.0,0.12094733374244358,0.17735487394601132,Feynman44,T,0.17735487394601132,0.12094733374244358,0.12273033421567875
1.0,1.278657180021039,1.0,1.0,1.0,0.12165939719886809,0.07661546375241834,Feynman44,T,0.07661546375241834,0.12165939719886809,0.12343669779669228
1.0,1.2828972792808422,1.0,1.0,1.0,0.12208845667414532,0.1440771694955276,Feynman44,T,0.1440771694955276,0.12208845667414532,0.12386231791082254
1.0,1.286593423398489,1.0,1.0,1.0,0.12246247580511592,0.13760093220727093,Feynman44,T,0.13760093220727093,0.12246247580511592,0.12423333594226843
1.0,1.2873889689719769,1.0,1.0,1.0,0.1225429787784549,0.11935370397948873,Feynman44,T,0.11935370397948873,0.1225429787784549,0.12431319260995606
1.0,1.2949452442489053,1.0,1.0,1.0,0.12330762086313823,0.18525964919375354,Feynman44,T,0.18525964919375354,0.12330762086313823,0.1250716896509516
1.0,1.2991455049845975,1.0,1.0,1.0,0.12373266267261047,0.17968586155267427,Feynman44,T,0.17968586155267427,0.12373266267261047,0.1254933107831382
1.0,1.309981336420087,1.0,1.0,1.0,0.12482920119839869,0.05796146265538697,Feynman44,T,0.05796146265538697,0.12482920119839869,0.12658100885754825
1.0,1.3110197573031033,1.0,1.0,1.0,0.1249342860088855,0.1468419680522009,Feynman44,T,0.1468419680522009,0.1249342860088855,0.12668524528839997
1.0,1.3113805278146322,1.0,1.0,1.0,0.12497079485723202,0.1370793029929776,Feynman44,T,0.1370793029929776,0.12497079485723202,0.12672145934292295
1.0,1.311906174514697,1.0,1.0,1.0,0.12502398870473208,0.17193130417619717,Feynman44,T,0.17193130417619717,0.12502398870473208,0.12677422362838078
1.0,1.3121533210063245,1.0,1.0,1.0,0.1250489991961552,0.16752447072054139,Feynman44,T,0.16752447072054139,0.1250489991961552,0.12679903213194782
1.0,1.3136388787483093,1.0,1.0,1.0,0.12519933347360737,0.10938203333171777,Feynman44,T,0.10938203333171777,0.12519933347360737,0.1269481520498351
1.0,1.316178003316081,1.0,1.0,1.0,0.12545628672122258,0.12209596848151624,Feynman44,T,0.12209596848151624,0.12545628672122258,0.12720302874447073
1.0,1.3172063224605468,1.0,1.0,1.0,0.12556035046846056,0.06098238966158798,Feynman44,T,0.06098238966158798,0.12556035046846056,0.12730625116524028
1.0,1.3220921614020327,1.0,1.0,1.0,0.1260547898455392,0.09914515734349083,Feynman44,T,0.09914515734349083,0.1260547898455392,0.1277966904666767
1.0,1.3221197581585198,1.0,1.0,1.0,0.126057582607376,0.08197073377901448,Feynman44,T,0.08197073377901448,0.126057582607376,0.1277994606222491
1.0,1.331808229023867,1.0,1.0,1.0,0.12703805399084997,0.21261450516257596,Feynman44,T,0.21261450516257596,0.12703805399084997,0.12877198692454195
1.0,1.33285812528259,1.0,1.0,1.0,0.12714430431574159,0.11784748607182988,Feynman44,T,0.11784748607182988,0.12714430431574159,0.12887737525050938
1.0,1.3334397184877878,1.0,1.0,1.0,0.12720316208990678,0.09483677571480673,Feynman44,T,0.09483677571480673,0.12720316208990678,0.12893575543214647
1.0,1.3342048746095787,1.0,1.0,1.0,0.12728059669504474,0.10571460446048107,Feynman44,T,0.10571460446048107,0.12728059669504474,0.12901256161380115
1.0,1.335431926975959,1.0,1.0,1.0,0.12740477590620025,0.17236826905991476,Feynman44,T,0.17236826905991476,0.12740477590620025,0.12913573282586838
1.0,1.3356717145882322,1.0,1.0,1.0,0.12742904273953592,0.17562788987033884,Feynman44,T,0.17562788987033884,0.12742904273953592,0.12915980264688762
1.0,1.336105705184857,1.0,1.0,1.0,0.12747296320590698,0.1215369450016464,Feynman44,T,0.1215369450016464,0.12747296320590698,0.12920336651528505
1.0,1.340992370112994,1.0,1.0,1.0,0.1279675029754931,0.22609713466811165,Feynman44,T,0.22609713466811165,0.1279675029754931,0.12969388872803575
1.0,1.3417335170275195,1.0,1.0,1.0,0.1280425088211004,0.16091915394553052,Feynman44,T,0.16091915394553052,0.1280425088211004,0.12976828487136052
1.0,1.3438420802095745,1.0,1.0,1.0,0.12825590100388531,0.08256450471550114,Feynman44,T,0.08256450471550114,0.12825590100388531,0.12997994192018908
1.0,1.3438844596306692,1.0,1.0,1.0,0.12826018992166136,0.17674590341426857,Feynman44,T,0.17674590341426857,0.12826018992166136,0.12998419595595856
1.0,1.3441549426956314,1.0,1.0,1.0,0.12828756358347745,0.12792962429121235,Feynman44,T,0.12792962429121235,0.12828756358347745,0.13001134697887667
1.0,1.3445957845212724,1.0,1.0,1.0,0.1283321780679716,0.08267720908164415,Feynman44,T,0.08267720908164415,0.1283321780679716,0.13005559857190127
1.0,1.3452314912368672,1.0,1.0,1.0,0.1283965135104334,0.127700975046462,Feynman44,T,0.127700975046462,0.1283965135104334,0.13011941065420307
1.0,1.3473445325048745,1.0,1.0,1.0,0.128610360187154,0.18805529813266686,Feynman44,T,0.18805529813266686,0.128610360187154,0.13033151721210615
1.0,1.3479842643899809,1.0,1.0,1.0,0.1286751032969939,0.07183478788315953,Feynman44,T,0.07183478788315953,0.1286751032969939,0.13039573333990476
1.0,1.3502328821423384,1.0,1.0,1.0,0.12890267186342363,0.18975020224591366,Feynman44,T,0.18975020224591366,0.12890267186342363,0.13062144903157888
1.0,1.3512829022778572,1.0,1.0,1.0,0.12900893814769973,0.1178629081095644,Feynman44,T,0.1178629081095644,0.12900893814769973,0.13072684979205437
1.0,1.3544280160196638,1.0,1.0,1.0,0.12932723751837516,0.10830675465478977,Feynman44,T,0.10830675465478977,0.12932723751837516,0.13104255552842853
1.0,1.354481507950438,1.0,1.0,1.0,0.12933265115224082,0.14224705480670363,Feynman44,T,0.14224705480670363,0.12933265115224082,0.13104792503515506
1.0,1.3545463222405418,1.0,1.0,1.0,0.12933921066254572,0.15987066820702786,Feynman44,T,0.15987066820702786,0.12933921066254572,0.13105443107749914
1.0,1.3545861433144641,1.0,1.0,1.0,0.12934324074244843,0.08461943734519231,Feynman44,T,0.08461943734519231,0.12934324074244843,0.13105842830700984
1.0,1.3562939673913252,1.0,1.0,1.0,0.12951608082464539,0.2290901123929756,Feynman44,T,0.2290901123929756,0.12951608082464539,0.1312298592636913
1.0,1.3631174967771353,1.0,1.0,1.0,0.1302066600680163,0.13124517188759563,Feynman44,T,0.13124517188759563,0.1302066600680163,0.13191480344842993
1.0,1.3631780083693847,1.0,1.0,1.0,0.13021278421405827,0.08372026685364804,Feynman44,T,0.08372026685364804,0.13021278421405827,0.1319208775870262
1.0,1.3643430007415258,1.0,1.0,1.0,0.1303306887417331,0.12107843729966392,Feynman44,T,0.12107843729966392,0.1303306887417331,0.1320378192318979
1.0,1.3700142316388622,1.0,1.0,1.0,0.13090465609320687,0.18382443764844447,Feynman44,T,0.18382443764844447,0.13090465609320687,0.13260709598013307
1.0,1.3700526727596798,1.0,1.0,1.0,0.13090854661583246,0.18844201435469668,Feynman44,T,0.18844201435469668,0.13090854661583246,0.1326109546902874
