m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise
1.0,1.0068846905357833,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08390705754464861,0.0916132010042732,Feynman5,m2,0.0916132010042732,0.08390705754464861
1.0,1.0085930140297266,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08404941783581055,0.07796985269329806,Feynman5,m2,0.07796985269329806,0.08404941783581055
1.0,1.008634593505156,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08405288279209633,0.08097254938877942,Feynman5,m2,0.08097254938877942,0.08405288279209633
1.0,1.0088084012357985,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08406736676964988,0.08427908426723388,Feynman5,m2,0.08427908426723388,0.08406736676964988
1.0,1.0091624180888434,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08409686817407029,0.0784301195155261,Feynman5,m2,0.0784301195155261,0.08409686817407029
1.0,1.0091729514222392,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08409774595185326,0.08843481821326139,Feynman5,m2,0.08843481821326139,0.08409774595185326
1.0,1.0091922062022531,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08409935051685442,0.07689068180508282,Feynman5,m2,0.07689068180508282,0.08409935051685442
1.0,1.0094629305035168,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08412191087529307,0.07773115063535502,Feynman5,m2,0.07773115063535502,0.08412191087529307
1.0,1.0095085569814493,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08412571308178744,0.09308569722251679,Feynman5,m2,0.09308569722251679,0.08412571308178744
1.0,1.0098606345327548,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08415505287772956,0.07322344303444896,Feynman5,m2,0.07322344303444896,0.08415505287772956
1.0,1.0109915979489377,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08424929982907814,0.10057385579441945,Feynman5,m2,0.10057385579441945,0.08424929982907814
1.0,1.0115361112212837,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08429467593510698,0.07596148098591175,Feynman5,m2,0.07596148098591175,0.08429467593510698
1.0,1.011882010328796,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.084323500860733,0.08127634274637804,Feynman5,m2,0.08127634274637804,0.084323500860733
1.0,1.0146671264449538,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08455559387041282,0.09276635973165843,Feynman5,m2,0.09276635973165843,0.08455559387041282
1.0,1.0152132761124197,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08460110634270164,0.0810185401006859,Feynman5,m2,0.0810185401006859,0.08460110634270164
1.0,1.016017056955576,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08466808807963133,0.08714700310815279,Feynman5,m2,0.08714700310815279,0.08466808807963133
1.0,1.0176216233684325,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08480180194736937,0.09435424858520268,Feynman5,m2,0.09435424858520268,0.08480180194736937
1.0,1.0178713984982124,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0848226165415177,0.08915119871809875,Feynman5,m2,0.08915119871809875,0.0848226165415177
1.0,1.0179750652750927,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08483125543959107,0.08149375712248956,Feynman5,m2,0.08149375712248956,0.08483125543959107
1.0,1.0180614651438895,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08483845542865746,0.06672340551381081,Feynman5,m2,0.06672340551381081,0.08483845542865746
1.0,1.018269255409584,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.084855771284132,0.10248490032837784,Feynman5,m2,0.10248490032837784,0.084855771284132
1.0,1.0183835554651153,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0848652962887596,0.07684862403544297,Feynman5,m2,0.07684862403544297,0.0848652962887596
1.0,1.019767267200881,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08498060560007342,0.08924842289096911,Feynman5,m2,0.08924842289096911,0.08498060560007342
1.0,1.0197953044343848,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08498294203619873,0.08506665050091688,Feynman5,m2,0.08506665050091688,0.08498294203619873
1.0,1.019942793411106,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08499523278425884,0.08601804698482028,Feynman5,m2,0.08601804698482028,0.08499523278425884
1.0,1.0200938504677977,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08500782087231647,0.0927797423932908,Feynman5,m2,0.0927797423932908,0.08500782087231647
1.0,1.0207393497373491,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08506161247811243,0.07808623342874738,Feynman5,m2,0.07808623342874738,0.08506161247811243
1.0,1.0212093340673332,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08510077783894443,0.07792773346779526,Feynman5,m2,0.07792773346779526,0.08510077783894443
1.0,1.0215376139291634,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08512813449409695,0.08681974468152207,Feynman5,m2,0.08681974468152207,0.08512813449409695
1.0,1.0220080871253705,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08516734059378088,0.08585847203820025,Feynman5,m2,0.08585847203820025,0.08516734059378088
1.0,1.0223135584346175,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08519279653621813,0.09195349995300788,Feynman5,m2,0.09195349995300788,0.08519279653621813
1.0,1.0223922578816778,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08519935482347314,0.07853846529623001,Feynman5,m2,0.07853846529623001,0.08519935482347314
1.0,1.0226125794521594,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08521771495434662,0.08975195260164072,Feynman5,m2,0.08975195260164072,0.08521771495434662
1.0,1.0227545025407483,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0852295418783957,0.08088452727371635,Feynman5,m2,0.08088452727371635,0.0852295418783957
1.0,1.0227888906392004,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0852324075532667,0.08434371468930574,Feynman5,m2,0.08434371468930574,0.0852324075532667
1.0,1.0232776713900154,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08527313928250128,0.07803059152077152,Feynman5,m2,0.07803059152077152,0.08527313928250128
1.0,1.0241885713402987,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08534904761169156,0.08870575912969696,Feynman5,m2,0.08870575912969696,0.08534904761169156
1.0,1.0243816296639072,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0853651358053256,0.10703329594957,Feynman5,m2,0.10703329594957,0.0853651358053256
1.0,1.024903584875493,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08540863207295775,0.08404352591732957,Feynman5,m2,0.08404352591732957,0.08540863207295775
1.0,1.0259260664704728,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0854938388725394,0.09135077569971639,Feynman5,m2,0.09135077569971639,0.0854938388725394
1.0,1.026740493859816,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08556170782165133,0.08726794009424343,Feynman5,m2,0.08726794009424343,0.08556170782165133
1.0,1.0268214633494666,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08556845527912221,0.09187902847143901,Feynman5,m2,0.09187902847143901,0.08556845527912221
1.0,1.027038924528204,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.085586577044017,0.08659551036233894,Feynman5,m2,0.08659551036233894,0.085586577044017
1.0,1.0273148075119296,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0856095672926608,0.09046461973326629,Feynman5,m2,0.09046461973326629,0.0856095672926608
1.0,1.0274196280765082,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08561830233970902,0.06873916904828818,Feynman5,m2,0.06873916904828818,0.08561830233970902
1.0,1.027633747488657,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08563614562405475,0.08390541973239637,Feynman5,m2,0.08390541973239637,0.08563614562405475
1.0,1.0283612323658762,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08569676936382302,0.08291263689019382,Feynman5,m2,0.08291263689019382,0.08569676936382302
1.0,1.0286878378535347,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08572398648779456,0.08646554040614068,Feynman5,m2,0.08646554040614068,0.08572398648779456
1.0,1.0290190978625986,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08575159148854988,0.07856563531165629,Feynman5,m2,0.07856563531165629,0.08575159148854988
1.0,1.0291159649480095,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08575966374566746,0.09735389156430527,Feynman5,m2,0.09735389156430527,0.08575966374566746
1.0,1.030263859352111,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08585532161267591,0.0956357241051572,Feynman5,m2,0.0956357241051572,0.08585532161267591
1.0,1.0306275164781828,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08588562637318191,0.0746656759453453,Feynman5,m2,0.0746656759453453,0.08588562637318191
1.0,1.0308412209637265,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08590343508031055,0.09079899449487892,Feynman5,m2,0.09079899449487892,0.08590343508031055
1.0,1.0308445734807217,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0859037144567268,0.09318235802093607,Feynman5,m2,0.09318235802093607,0.0859037144567268
1.0,1.0314233920782756,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0859519493398563,0.09645543717907196,Feynman5,m2,0.09645543717907196,0.0859519493398563
1.0,1.0314372528342417,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08595310440285348,0.07667535683709187,Feynman5,m2,0.07667535683709187,0.08595310440285348
1.0,1.0324717876356306,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08603931563630256,0.0875662471020473,Feynman5,m2,0.0875662471020473,0.08603931563630256
1.0,1.0324872200984443,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08604060167487036,0.09091076536165656,Feynman5,m2,0.09091076536165656,0.08604060167487036
1.0,1.033644441448857,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08613703678740475,0.09738883211876498,Feynman5,m2,0.09738883211876498,0.08613703678740475
1.0,1.0340986904792855,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08617489087327379,0.08571406914297035,Feynman5,m2,0.08571406914297035,0.08617489087327379
1.0,1.0343381117966417,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08619484264972015,0.08918123983452182,Feynman5,m2,0.08918123983452182,0.08619484264972015
1.0,1.0348041160722903,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08623367633935752,0.08558104677882888,Feynman5,m2,0.08558104677882888,0.08623367633935752
1.0,1.035463369050142,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08628861408751183,0.08448704740471222,Feynman5,m2,0.08448704740471222,0.08628861408751183
1.0,1.0359092350806978,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08632576959005815,0.08013872879163794,Feynman5,m2,0.08013872879163794,0.08632576959005815
1.0,1.0359136546648875,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08632613788874062,0.08574027127482212,Feynman5,m2,0.08574027127482212,0.08632613788874062
1.0,1.036119725618938,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08634331046824484,0.07995920947910577,Feynman5,m2,0.07995920947910577,0.08634331046824484
1.0,1.0364624920058545,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08637187433382121,0.08761288818737051,Feynman5,m2,0.08761288818737051,0.08637187433382121
1.0,1.03712737634379,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08642728136198251,0.07644742220468523,Feynman5,m2,0.07644742220468523,0.08642728136198251
1.0,1.0371328732590142,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08642773943825117,0.07447259213520921,Feynman5,m2,0.07447259213520921,0.08642773943825117
1.0,1.037473975094605,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08645616459121708,0.0819072008416123,Feynman5,m2,0.0819072008416123,0.08645616459121708
1.0,1.0376152668351537,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08646793890292948,0.09750893564281754,Feynman5,m2,0.09750893564281754,0.08646793890292948
1.0,1.0381470486162634,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08651225405135528,0.07414568332630912,Feynman5,m2,0.07414568332630912,0.08651225405135528
1.0,1.0388053952068244,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08656711626723536,0.07377350311443451,Feynman5,m2,0.07377350311443451,0.08656711626723536
1.0,1.0394704930154748,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0866225410846229,0.0852512134870277,Feynman5,m2,0.0852512134870277,0.0866225410846229
1.0,1.0398562130802924,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0866546844233577,0.08858851232109097,Feynman5,m2,0.08858851232109097,0.0866546844233577
1.0,1.0399580552605037,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08666317127170864,0.09531469078157376,Feynman5,m2,0.09531469078157376,0.08666317127170864
1.0,1.040002320099915,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08666686000832624,0.08504688672276756,Feynman5,m2,0.08504688672276756,0.08666686000832624
1.0,1.0401882772826934,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08668235644022444,0.09400899136629746,Feynman5,m2,0.09400899136629746,0.08668235644022444
1.0,1.040694088227411,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08672450735228425,0.08433091224212819,Feynman5,m2,0.08433091224212819,0.08672450735228425
1.0,1.0409462338422975,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08674551948685812,0.09166809931201907,Feynman5,m2,0.09166809931201907,0.08674551948685812
1.0,1.041381813045408,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.086781817753784,0.10090564693365726,Feynman5,m2,0.10090564693365726,0.086781817753784
1.0,1.042166352900881,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08684719607507342,0.09274373346559374,Feynman5,m2,0.09274373346559374,0.08684719607507342
1.0,1.0422269406984408,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0868522450582034,0.09029786574312194,Feynman5,m2,0.09029786574312194,0.0868522450582034
1.0,1.0424726478382969,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0868727206531914,0.0797356418921881,Feynman5,m2,0.0797356418921881,0.0868727206531914
1.0,1.0427227074292702,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08689355895243918,0.08701076604950453,Feynman5,m2,0.08701076604950453,0.08689355895243918
1.0,1.0435281512271497,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08696067926892914,0.07618845023074827,Feynman5,m2,0.07618845023074827,0.08696067926892914
1.0,1.0436645184112368,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08697204320093639,0.08528943427256892,Feynman5,m2,0.08528943427256892,0.08697204320093639
1.0,1.0442583584141176,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08702152986784313,0.0854295749371274,Feynman5,m2,0.0854295749371274,0.08702152986784313
1.0,1.0447366315729512,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0870613859644126,0.06406609200628598,Feynman5,m2,0.06406609200628598,0.0870613859644126
1.0,1.0460860367428648,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08717383639523874,0.08993148136232355,Feynman5,m2,0.08993148136232355,0.08717383639523874
1.0,1.0462475073285857,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08718729227738214,0.08409454150123928,Feynman5,m2,0.08409454150123928,0.08718729227738214
1.0,1.0469052082226233,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08724210068521861,0.09189285744559601,Feynman5,m2,0.09189285744559601,0.08724210068521861
1.0,1.0472239526162272,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08726866271801893,0.08179320761139139,Feynman5,m2,0.08179320761139139,0.08726866271801893
1.0,1.0474585329538508,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08728821107948757,0.0901828861456618,Feynman5,m2,0.0901828861456618,0.08728821107948757
1.0,1.049082731270855,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08742356093923792,0.08132435088831437,Feynman5,m2,0.08132435088831437,0.08742356093923792
1.0,1.0493546268557676,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08744621890464731,0.09946307670879798,Feynman5,m2,0.09946307670879798,0.08744621890464731
1.0,1.049559110606396,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08746325921719966,0.08307620590811554,Feynman5,m2,0.08307620590811554,0.08746325921719966
1.0,1.0496023494499287,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08746686245416073,0.08340065328163161,Feynman5,m2,0.08340065328163161,0.08746686245416073
1.0,1.050875177310667,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08757293144255558,0.0958150408442902,Feynman5,m2,0.0958150408442902,0.08757293144255558
1.0,1.0509213515891043,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08757677929909202,0.07496226591090577,Feynman5,m2,0.07496226591090577,0.08757677929909202
1.0,1.0522780118428905,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08768983432024087,0.10276534955041361,Feynman5,m2,0.10276534955041361,0.08768983432024087
1.0,1.052807820853412,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08773398507111767,0.08690074912945693,Feynman5,m2,0.08690074912945693,0.08773398507111767
1.0,1.0532858240364473,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08777381866970395,0.08274233981011234,Feynman5,m2,0.08274233981011234,0.08777381866970395
1.0,1.0534099403406465,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08778416169505388,0.07989763284899207,Feynman5,m2,0.07989763284899207,0.08778416169505388
1.0,1.0542508411599858,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08785423676333215,0.09610177379732607,Feynman5,m2,0.09610177379732607,0.08785423676333215
1.0,1.056010532438759,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08800087770322991,0.08888112875143335,Feynman5,m2,0.08888112875143335,0.08800087770322991
1.0,1.056840835013566,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08807006958446384,0.09060311129959395,Feynman5,m2,0.09060311129959395,0.08807006958446384
1.0,1.056926171611401,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08807718096761674,0.08749808976850484,Feynman5,m2,0.08749808976850484,0.08807718096761674
1.0,1.0576024105360038,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08813353421133364,0.07918563956898342,Feynman5,m2,0.07918563956898342,0.08813353421133364
1.0,1.057951062830182,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08816258856918184,0.09030490937874483,Feynman5,m2,0.09030490937874483,0.08816258856918184
1.0,1.0579795501683096,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0881649625140258,0.08949960732307864,Feynman5,m2,0.08949960732307864,0.0881649625140258
1.0,1.058956026245089,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08824633552042409,0.08489441687675903,Feynman5,m2,0.08489441687675903,0.08824633552042409
1.0,1.0593714580601843,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08828095483834869,0.07938320157993667,Feynman5,m2,0.07938320157993667,0.08828095483834869
1.0,1.0596991255569477,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08830826046307898,0.08992556587460313,Feynman5,m2,0.08992556587460313,0.08830826046307898
1.0,1.0605884290607563,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08838236908839636,0.07700009711455826,Feynman5,m2,0.07700009711455826,0.08838236908839636
1.0,1.061617978575847,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08846816488132059,0.08485483518685527,Feynman5,m2,0.08485483518685527,0.08846816488132059
1.0,1.0634469257250754,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08862057714375628,0.09154453804860704,Feynman5,m2,0.09154453804860704,0.08862057714375628
1.0,1.0638529524674714,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08865441270562262,0.07824227619427344,Feynman5,m2,0.07824227619427344,0.08865441270562262
1.0,1.0650710924064415,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08875592436720346,0.08006832793890939,Feynman5,m2,0.08006832793890939,0.08875592436720346
1.0,1.0661977935514984,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08884981612929153,0.09313932633486312,Feynman5,m2,0.09313932633486312,0.08884981612929153
1.0,1.0667042968736502,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08889202473947085,0.08337478687528152,Feynman5,m2,0.08337478687528152,0.08889202473947085
1.0,1.0667217913145466,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08889348260954555,0.08906534860965144,Feynman5,m2,0.08906534860965144,0.08889348260954555
1.0,1.0668093543945119,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08890077953287599,0.07578662062748188,Feynman5,m2,0.07578662062748188,0.08890077953287599
1.0,1.0675219615623583,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08896016346352986,0.09539587312835729,Feynman5,m2,0.09539587312835729,0.08896016346352986
1.0,1.067838596890088,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08898654974084068,0.09292294375878712,Feynman5,m2,0.09292294375878712,0.08898654974084068
1.0,1.0683291671080868,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08902743059234057,0.08669872312059031,Feynman5,m2,0.08669872312059031,0.08902743059234057
1.0,1.0689117925041227,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08907598270867689,0.08973051140361164,Feynman5,m2,0.08973051140361164,0.08907598270867689
1.0,1.069391974565731,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08911599788047758,0.0899426922659829,Feynman5,m2,0.0899426922659829,0.08911599788047758
1.0,1.0695385914533646,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08912821595444705,0.09796725320318196,Feynman5,m2,0.09796725320318196,0.08912821595444705
1.0,1.070497679534376,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08920813996119799,0.08997423830822893,Feynman5,m2,0.08997423830822893,0.08920813996119799
1.0,1.0709600178731895,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08924666815609912,0.08064653387397346,Feynman5,m2,0.08064653387397346,0.08924666815609912
1.0,1.0710756601837241,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08925630501531034,0.0909795972804883,Feynman5,m2,0.0909795972804883,0.08925630501531034
1.0,1.0715169114139278,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08929307595116065,0.08431627773228358,Feynman5,m2,0.08431627773228358,0.08929307595116065
1.0,1.072466882035664,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08937224016963867,0.09300838178777858,Feynman5,m2,0.09300838178777858,0.08937224016963867
1.0,1.0725482158892523,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08937901799077103,0.09313549983934687,Feynman5,m2,0.09313549983934687,0.08937901799077103
1.0,1.073856025034944,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08948800208624534,0.08990619491641394,Feynman5,m2,0.08990619491641394,0.08948800208624534
1.0,1.073890554537809,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08949087954481742,0.09342174034596706,Feynman5,m2,0.09342174034596706,0.08949087954481742
1.0,1.0739542445110946,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08949618704259121,0.0803116174846689,Feynman5,m2,0.0803116174846689,0.08949618704259121
1.0,1.0748256804067806,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08956880670056505,0.0783897867568724,Feynman5,m2,0.0783897867568724,0.08956880670056505
1.0,1.0750564888129754,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08958804073441462,0.09293541204006951,Feynman5,m2,0.09293541204006951,0.08958804073441462
1.0,1.0753993500439507,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08961661250366255,0.09607493613182916,Feynman5,m2,0.09607493613182916,0.08961661250366255
1.0,1.0759988744195907,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08966657286829922,0.10700961728370313,Feynman5,m2,0.10700961728370313,0.08966657286829922
1.0,1.076548960931234,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08971241341093616,0.09169222573055702,Feynman5,m2,0.09169222573055702,0.08971241341093616
1.0,1.0773672345397625,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08978060287831353,0.08658307919313236,Feynman5,m2,0.08658307919313236,0.08978060287831353
1.0,1.0774487239422834,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08978739366185695,0.080806219862093,Feynman5,m2,0.080806219862093,0.08978739366185695
