epsilon,p_d,r,x,y,z,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise
1.0,1.0,1.0,1.0287262926500833,1.0,1.0,0.3425022146955078,0.45732823225379615,Feynman56,x,0.45732823225379615,0.3425022146955078
1.0,1.0,1.0,1.0288583937545492,1.0,1.0,0.34252482879154394,0.29805929804869247,Feynman56,x,0.29805929804869247,0.34252482879154394
1.0,1.0,1.0,1.029537166334202,1.0,1.0,0.3426410486070133,0.31793246753034926,Feynman56,x,0.31793246753034926,0.3426410486070133
1.0,1.0,1.0,1.0311903676681669,1.0,1.0,0.342924266224685,0.38193690594936364,Feynman56,x,0.38193690594936364,0.342924266224685
1.0,1.0,1.0,1.0323238982717886,1.0,1.0,0.34311858388132854,0.35981003313621607,Feynman56,x,0.35981003313621607,0.34311858388132854
1.0,1.0,1.0,1.032892437835734,1.0,1.0,0.3432160857833258,0.32333356998827806,Feynman56,x,0.32333356998827806,0.3432160857833258
1.0,1.0,1.0,1.0330350296188773,1.0,1.0,0.34324054368798057,0.3227243716606331,Feynman56,x,0.3227243716606331,0.34324054368798057
1.0,1.0,1.0,1.0336664523271386,1.0,1.0,0.34334886742338194,0.3269826882819984,Feynman56,x,0.3269826882819984,0.34334886742338194
1.0,1.0,1.0,1.0337694533707766,1.0,1.0,0.3433665408055624,0.29037035809693457,Feynman56,x,0.29037035809693457,0.3433665408055624
1.0,1.0,1.0,1.033848638701228,1.0,1.0,0.343380128359366,0.2976710903761801,Feynman56,x,0.2976710903761801,0.343380128359366
1.0,1.0,1.0,1.0343766653489397,1.0,1.0,0.3434707462635384,0.28656856739219494,Feynman56,x,0.28656856739219494,0.3434707462635384
1.0,1.0,1.0,1.0379635779210836,1.0,1.0,0.34408690911551054,0.32612922283664386,Feynman56,x,0.32612922283664386,0.34408690911551054
1.0,1.0,1.0,1.0380574952323338,1.0,1.0,0.34410305611583486,0.2465202280927069,Feynman56,x,0.2465202280927069,0.34410305611583486
1.0,1.0,1.0,1.038129238238591,1.0,1.0,0.3441153912095847,0.32446131069301226,Feynman56,x,0.32446131069301226,0.3441153912095847
1.0,1.0,1.0,1.0390284789553639,1.0,1.0,0.3442700364470396,0.34394140712981924,Feynman56,x,0.34394140712981924,0.3442700364470396
1.0,1.0,1.0,1.041738400311483,1.0,1.0,0.34473645904011957,0.3328328372476824,Feynman56,x,0.3328328372476824,0.34473645904011957
1.0,1.0,1.0,1.0423401272882966,1.0,1.0,0.3448401053511776,0.3973820282758107,Feynman56,x,0.3973820282758107,0.3448401053511776
1.0,1.0,1.0,1.0442527263144763,1.0,1.0,0.3451697371812686,0.3812583626947871,Feynman56,x,0.3812583626947871,0.3451697371812686
1.0,1.0,1.0,1.0452077145268341,1.0,1.0,0.34533443529997115,0.28004080271396775,Feynman56,x,0.28004080271396775,0.34533443529997115
1.0,1.0,1.0,1.0452818633860892,1.0,1.0,0.34534722608904045,0.4143504153518348,Feynman56,x,0.4143504153518348,0.34534722608904045
1.0,1.0,1.0,1.0462506204627817,1.0,1.0,0.34551437795413525,0.3652934084845806,Feynman56,x,0.3652934084845806,0.34551437795413525
1.0,1.0,1.0,1.046501028042972,1.0,1.0,0.34555759595410146,0.32408386305582876,Feynman56,x,0.32408386305582876,0.34555759595410146
1.0,1.0,1.0,1.0496807091553866,1.0,1.0,0.3461068077495382,0.37655185846367356,Feynman56,x,0.37655185846367356,0.3461068077495382
1.0,1.0,1.0,1.0506777284925828,1.0,1.0,0.3462791816494307,0.34072178524991653,Feynman56,x,0.34072178524991653,0.3462791816494307
1.0,1.0,1.0,1.0512894144696225,1.0,1.0,0.34638497406039964,0.4059606450144873,Feynman56,x,0.4059606450144873,0.34638497406039964
1.0,1.0,1.0,1.0520830431749333,1.0,1.0,0.346522277439494,0.2836946874389472,Feynman56,x,0.2836946874389472,0.346522277439494
1.0,1.0,1.0,1.0533920145979894,1.0,1.0,0.34674884615187496,0.3582913053718822,Feynman56,x,0.3582913053718822,0.34674884615187496
1.0,1.0,1.0,1.053883402957643,1.0,1.0,0.34683393460807643,0.3397950240410641,Feynman56,x,0.3397950240410641,0.34683393460807643
1.0,1.0,1.0,1.0545265988517,1.0,1.0,0.34694533835334745,0.28303659613178267,Feynman56,x,0.28303659613178267,0.34694533835334745
1.0,1.0,1.0,1.0545866126836114,1.0,1.0,0.34695573459754403,0.3486589049508324,Feynman56,x,0.3486589049508324,0.34695573459754403
1.0,1.0,1.0,1.0561713608160501,1.0,1.0,0.3472303630670939,0.2929459380835387,Feynman56,x,0.2929459380835387,0.3472303630670939
1.0,1.0,1.0,1.0566679755525563,1.0,1.0,0.3473164638947753,0.3758234800261997,Feynman56,x,0.3758234800261997,0.3473164638947753
1.0,1.0,1.0,1.0566724130936604,1.0,1.0,0.3473172333418907,0.34476480569730467,Feynman56,x,0.34476480569730467,0.3473172333418907
1.0,1.0,1.0,1.0576042323667836,1.0,1.0,0.34747883988018585,0.42425530779358833,Feynman56,x,0.42425530779358833,0.34747883988018585
1.0,1.0,1.0,1.0580001547140427,1.0,1.0,0.34754752552445817,0.3109693989345777,Feynman56,x,0.3109693989345777,0.34754752552445817
1.0,1.0,1.0,1.0583983057484423,1.0,1.0,0.3476166100387399,0.33766975098509344,Feynman56,x,0.33766975098509344,0.3476166100387399
1.0,1.0,1.0,1.0584746529578992,1.0,1.0,0.34762985869867497,0.3886344753754866,Feynman56,x,0.3886344753754866,0.34762985869867497
1.0,1.0,1.0,1.0595996349933166,1.0,1.0,0.34782513094830186,0.3715684159986069,Feynman56,x,0.3715684159986069,0.34782513094830186
1.0,1.0,1.0,1.060077811162463,1.0,1.0,0.3479081614577869,0.27691413076725013,Feynman56,x,0.27691413076725013,0.3479081614577869
1.0,1.0,1.0,1.0611105946414963,1.0,1.0,0.34808755414768977,0.3333388786605658,Feynman56,x,0.3333388786605658,0.34808755414768977
1.0,1.0,1.0,1.0613302293437143,1.0,1.0,0.3481257149094338,0.31553399404043325,Feynman56,x,0.31553399404043325,0.3481257149094338
1.0,1.0,1.0,1.0617832710756763,1.0,1.0,0.34820444105676923,0.3323363685359341,Feynman56,x,0.3323363685359341,0.34820444105676923
1.0,1.0,1.0,1.0622145545009491,1.0,1.0,0.3482794008831094,0.3360500353588912,Feynman56,x,0.3360500353588912,0.3482794008831094
1.0,1.0,1.0,1.0650458519050945,1.0,1.0,0.3487718532352295,0.4017297553625853,Feynman56,x,0.4017297553625853,0.3487718532352295
1.0,1.0,1.0,1.065157982160946,1.0,1.0,0.34879136889245144,0.41815589399780395,Feynman56,x,0.41815589399780395,0.34879136889245144
1.0,1.0,1.0,1.065255769986621,1.0,1.0,0.34880838911391143,0.25523107356823643,Feynman56,x,0.25523107356823643,0.34880838911391143
1.0,1.0,1.0,1.0654510652736136,1.0,1.0,0.3488423829490609,0.3062972596939806,Feynman56,x,0.3062972596939806,0.3488423829490609
1.0,1.0,1.0,1.066065749458538,1.0,1.0,0.34894939624373894,0.4168486437236713,Feynman56,x,0.4168486437236713,0.34894939624373894
1.0,1.0,1.0,1.0662103626822323,1.0,1.0,0.3489745768460555,0.41272600524154696,Feynman56,x,0.41272600524154696,0.3489745768460555
1.0,1.0,1.0,1.0665144052423012,1.0,1.0,0.3490275231008679,0.36103497789462885,Feynman56,x,0.36103497789462885,0.3490275231008679
1.0,1.0,1.0,1.0667991419476472,1.0,1.0,0.3490771138199279,0.38913498468143876,Feynman56,x,0.38913498468143876,0.3490771138199279
1.0,1.0,1.0,1.0684902554724875,1.0,1.0,0.3493717714281779,0.3280017269021567,Feynman56,x,0.3280017269021567,0.3493717714281779
1.0,1.0,1.0,1.069543679256486,1.0,1.0,0.34955542887927027,0.293112052933631,Feynman56,x,0.293112052933631,0.34955542887927027
1.0,1.0,1.0,1.0700161350071977,1.0,1.0,0.349637825826835,0.3619328598938159,Feynman56,x,0.3619328598938159,0.349637825826835
1.0,1.0,1.0,1.0716107406089914,1.0,1.0,0.3499160524638819,0.4248928783334419,Feynman56,x,0.4248928783334419,0.3499160524638819
1.0,1.0,1.0,1.0719667645545763,1.0,1.0,0.3499781978306416,0.37103581705652783,Feynman56,x,0.37103581705652783,0.3499781978306416
1.0,1.0,1.0,1.0721034218935845,1.0,1.0,0.3500020544527466,0.39669636984471607,Feynman56,x,0.39669636984471607,0.3500020544527466
1.0,1.0,1.0,1.0739102229762991,1.0,1.0,0.3503176052518195,0.3692456853378819,Feynman56,x,0.3692456853378819,0.3503176052518195
1.0,1.0,1.0,1.076082335366739,1.0,1.0,0.35069728268917316,0.317584049877963,Feynman56,x,0.317584049877963,0.35069728268917316
1.0,1.0,1.0,1.0774629049120292,1.0,1.0,0.3509387860413055,0.351322638427605,Feynman56,x,0.351322638427605,0.3509387860413055
1.0,1.0,1.0,1.0774642465685491,1.0,1.0,0.35093902080731054,0.34369467858021296,Feynman56,x,0.34369467858021296,0.35093902080731054
1.0,1.0,1.0,1.0776422962976122,1.0,1.0,0.3509701775401381,0.44511218291612975,Feynman56,x,0.44511218291612975,0.3509701775401381
1.0,1.0,1.0,1.0802611850247206,1.0,1.0,0.35142872893255866,0.3402159061233433,Feynman56,x,0.3402159061233433,0.35142872893255866
1.0,1.0,1.0,1.0820461034237105,1.0,1.0,0.35174155148330416,0.33007496404239406,Feynman56,x,0.33007496404239406,0.35174155148330416
1.0,1.0,1.0,1.082237080055023,1.0,1.0,0.3517750359011836,0.3585079272385976,Feynman56,x,0.3585079272385976,0.3517750359011836
1.0,1.0,1.0,1.0835460396384522,1.0,1.0,0.35200461232112634,0.3802968471525439,Feynman56,x,0.3802968471525439,0.35200461232112634
1.0,1.0,1.0,1.0837393170622631,1.0,1.0,0.352038521770586,0.3849017665457188,Feynman56,x,0.3849017665457188,0.352038521770586
1.0,1.0,1.0,1.084028439084471,1.0,1.0,0.35208925181370687,0.32085682172073887,Feynman56,x,0.32085682172073887,0.35208925181370687
1.0,1.0,1.0,1.0847621652538313,1.0,1.0,0.3522180210857353,0.3756714118447497,Feynman56,x,0.3756714118447497,0.3522180210857353
1.0,1.0,1.0,1.0853575229686199,1.0,1.0,0.35232253604501274,0.40705797746748273,Feynman56,x,0.40705797746748273,0.35232253604501274
1.0,1.0,1.0,1.0859213367133784,1.0,1.0,0.35242153773581264,0.3863824190134416,Feynman56,x,0.3863824190134416,0.35242153773581264
1.0,1.0,1.0,1.0877323626874795,1.0,1.0,0.35273970052365794,0.38933645819192264,Feynman56,x,0.38933645819192264,0.35273970052365794
1.0,1.0,1.0,1.0884331849635973,1.0,1.0,0.3528628868332647,0.3470132956366317,Feynman56,x,0.3470132956366317,0.3528628868332647
1.0,1.0,1.0,1.0908191710690576,1.0,1.0,0.35328255309557066,0.3963049336611316,Feynman56,x,0.3963049336611316,0.35328255309557066
1.0,1.0,1.0,1.096062854921788,1.0,1.0,0.3542063255729843,0.3020284272494157,Feynman56,x,0.3020284272494157,0.3542063255729843
1.0,1.0,1.0,1.096318947510303,1.0,1.0,0.3542514926496282,0.45139981751879565,Feynman56,x,0.45139981751879565,0.3542514926496282
1.0,1.0,1.0,1.0971710553243696,1.0,1.0,0.3544018134817141,0.3528173474380828,Feynman56,x,0.3528173474380828,0.3544018134817141
1.0,1.0,1.0,1.0974843090905708,1.0,1.0,0.35445708808268045,0.346579517714593,Feynman56,x,0.346579517714593,0.35445708808268045
1.0,1.0,1.0,1.097553927237799,1.0,1.0,0.3544693733933995,0.4171420110720078,Feynman56,x,0.4171420110720078,0.3544693733933995
1.0,1.0,1.0,1.097902491472632,1.0,1.0,0.3545308888184875,0.3478589628910828,Feynman56,x,0.3478589628910828,0.3545308888184875
1.0,1.0,1.0,1.09959591975333,1.0,1.0,0.35482987491724194,0.3269223468635778,Feynman56,x,0.3269223468635778,0.35482987491724194
1.0,1.0,1.0,1.1005151201808994,1.0,1.0,0.3549922532453028,0.3615932566746207,Feynman56,x,0.3615932566746207,0.3549922532453028
1.0,1.0,1.0,1.100698267542491,1.0,1.0,0.35502461387230094,0.3618752040830214,Feynman56,x,0.3618752040830214,0.35502461387230094
1.0,1.0,1.0,1.1007544059715304,1.0,1.0,0.35503453355689474,0.3469731306365561,Feynman56,x,0.3469731306365561,0.35503453355689474
1.0,1.0,1.0,1.1018597828902696,1.0,1.0,0.35522990070525123,0.3298868627322231,Feynman56,x,0.3298868627322231,0.35522990070525123
1.0,1.0,1.0,1.1036477622170233,1.0,1.0,0.35554610012361665,0.34003942549686383,Feynman56,x,0.34003942549686383,0.35554610012361665
1.0,1.0,1.0,1.1040426482390755,1.0,1.0,0.35561596584229105,0.30731502681282463,Feynman56,x,0.30731502681282463,0.35561596584229105
1.0,1.0,1.0,1.1063648943536872,1.0,1.0,0.3560270598843633,0.4147928662951626,Feynman56,x,0.4147928662951626,0.3560270598843633
1.0,1.0,1.0,1.1064236764227249,1.0,1.0,0.35603747078295594,0.3047691156993248,Feynman56,x,0.3047691156993248,0.35603747078295594
1.0,1.0,1.0,1.1070555525652779,1.0,1.0,0.35614939813477764,0.4014454142145869,Feynman56,x,0.4014454142145869,0.35614939813477764
1.0,1.0,1.0,1.1071026021368668,1.0,1.0,0.35615773340724877,0.41389903827396024,Feynman56,x,0.41389903827396024,0.35615773340724877
1.0,1.0,1.0,1.1072997831494744,1.0,1.0,0.3561926676023544,0.32808858690157744,Feynman56,x,0.32808858690157744,0.3561926676023544
1.0,1.0,1.0,1.1078215787323786,1.0,1.0,0.35628512664064643,0.33678346413969396,Feynman56,x,0.33678346413969396,0.35628512664064643
1.0,1.0,1.0,1.1082235212353386,1.0,1.0,0.3563563617682024,0.36258188053414037,Feynman56,x,0.36258188053414037,0.3563563617682024
1.0,1.0,1.0,1.108487669284915,1.0,1.0,0.35640318229135787,0.33807310770715376,Feynman56,x,0.33807310770715376,0.35640318229135787
1.0,1.0,1.0,1.1085020193678559,1.0,1.0,0.35640572600223563,0.38884947219013766,Feynman56,x,0.38884947219013766,0.35640572600223563
1.0,1.0,1.0,1.1085046341049678,1.0,1.0,0.35640618949489256,0.27617902011341805,Feynman56,x,0.27617902011341805,0.35640618949489256
1.0,1.0,1.0,1.109332431195063,1.0,1.0,0.3565529508364217,0.34738061990242397,Feynman56,x,0.34738061990242397,0.3565529508364217
1.0,1.0,1.0,1.109633916402843,1.0,1.0,0.3566064137861358,0.3738970631424105,Feynman56,x,0.3738970631424105,0.3566064137861358
1.0,1.0,1.0,1.1125789944160638,1.0,1.0,0.35712901209264586,0.4046847891497789,Feynman56,x,0.4046847891497789,0.35712901209264586
1.0,1.0,1.0,1.1131955312532509,1.0,1.0,0.35723849373088024,0.32939671586398633,Feynman56,x,0.32939671586398633,0.35723849373088024
1.0,1.0,1.0,1.1134233648106324,1.0,1.0,0.35727895816974364,0.35758734490190036,Feynman56,x,0.35758734490190036,0.35727895816974364
1.0,1.0,1.0,1.1136272980045154,1.0,1.0,0.3573151809139712,0.36927388529042754,Feynman56,x,0.36927388529042754,0.3573151809139712
1.0,1.0,1.0,1.1137879570625568,1.0,1.0,0.35734371936390497,0.35923213312239394,Feynman56,x,0.35923213312239394,0.35734371936390497
1.0,1.0,1.0,1.115712204750599,1.0,1.0,0.35768567311211485,0.3135191577625365,Feynman56,x,0.3135191577625365,0.35768567311211485
1.0,1.0,1.0,1.1157262733776383,1.0,1.0,0.35768817418504933,0.3273133985969233,Feynman56,x,0.3273133985969233,0.35768817418504933
1.0,1.0,1.0,1.11692884915572,1.0,1.0,0.3579020159342378,0.3524857884086026,Feynman56,x,0.3524857884086026,0.3579020159342378
1.0,1.0,1.0,1.1176026951717717,1.0,1.0,0.35802188388354833,0.390314396734201,Feynman56,x,0.390314396734201,0.35802188388354833
1.0,1.0,1.0,1.1183969170857804,1.0,1.0,0.35816320631331666,0.41483273898680006,Feynman56,x,0.41483273898680006,0.35816320631331666
1.0,1.0,1.0,1.1187761412305608,1.0,1.0,0.3582307005141154,0.3220088344086473,Feynman56,x,0.3220088344086473,0.3582307005141154
1.0,1.0,1.0,1.1198719994743465,1.0,1.0,0.3584257981270698,0.32119792310450296,Feynman56,x,0.32119792310450296,0.3584257981270698
1.0,1.0,1.0,1.1201175248757949,1.0,1.0,0.358469521076817,0.36172912044099254,Feynman56,x,0.36172912044099254,0.358469521076817
1.0,1.0,1.0,1.1204796290425403,1.0,1.0,0.35853401202882085,0.35410591469017305,Feynman56,x,0.35410591469017305,0.35853401202882085
1.0,1.0,1.0,1.123102811592646,1.0,1.0,0.3590014779350282,0.3639292879647142,Feynman56,x,0.3639292879647142,0.3590014779350282
1.0,1.0,1.0,1.1234920923618879,1.0,1.0,0.35907089116998553,0.40841144630025916,Feynman56,x,0.40841144630025916,0.35907089116998553
1.0,1.0,1.0,1.1242156822026403,1.0,1.0,0.3591999437993325,0.39178953064166594,Feynman56,x,0.39178953064166594,0.3591999437993325
1.0,1.0,1.0,1.128290050823324,1.0,1.0,0.3599272935036482,0.35279326219659707,Feynman56,x,0.35279326219659707,0.3599272935036482
1.0,1.0,1.0,1.129150862183106,1.0,1.0,0.3600811123663702,0.35537913419761463,Feynman56,x,0.35537913419761463,0.3600811123663702
1.0,1.0,1.0,1.130316148434517,1.0,1.0,0.3602894201362399,0.4205372297874947,Feynman56,x,0.4205372297874947,0.3602894201362399
1.0,1.0,1.0,1.1310452301041714,1.0,1.0,0.36041979949890124,0.36341246496442636,Feynman56,x,0.36341246496442636,0.36041979949890124
1.0,1.0,1.0,1.1322119003145716,1.0,1.0,0.36062850813770614,0.30304607871523287,Feynman56,x,0.30304607871523287,0.36062850813770614
1.0,1.0,1.0,1.1322388370737744,1.0,1.0,0.3606333280379445,0.38698559143142036,Feynman56,x,0.38698559143142036,0.3606333280379445
1.0,1.0,1.0,1.1333679140453314,1.0,1.0,0.36083540339171716,0.36498353387746973,Feynman56,x,0.36498353387746973,0.36083540339171716
1.0,1.0,1.0,1.1340713878912805,1.0,1.0,0.3609613514516054,0.35121167899416444,Feynman56,x,0.35121167899416444,0.3609613514516054
1.0,1.0,1.0,1.1350273068583656,1.0,1.0,0.36113255137589917,0.4124013699716417,Feynman56,x,0.4124013699716417,0.36113255137589917
1.0,1.0,1.0,1.1367653299570226,1.0,1.0,0.36144398332157757,0.34187557397956236,Feynman56,x,0.34187557397956236,0.36144398332157757
1.0,1.0,1.0,1.1369384248465515,1.0,1.0,0.36147501114208563,0.3237964923446382,Feynman56,x,0.3237964923446382,0.36147501114208563
1.0,1.0,1.0,1.1373845861375644,1.0,1.0,0.36155499650008793,0.40988947003749465,Feynman56,x,0.40988947003749465,0.36155499650008793
1.0,1.0,1.0,1.1376782134678338,1.0,1.0,0.3616076438681929,0.4423193582483506,Feynman56,x,0.4423193582483506,0.3616076438681929
1.0,1.0,1.0,1.1395476619697524,1.0,1.0,0.3619429746938318,0.39420018660952016,Feynman56,x,0.39420018660952016,0.3619429746938318
1.0,1.0,1.0,1.1405741079943785,1.0,1.0,0.3621271944843589,0.3772301688837978,Feynman56,x,0.3772301688837978,0.3621271944843589
1.0,1.0,1.0,1.1406719954801543,1.0,1.0,0.3621447664531301,0.3348291921858363,Feynman56,x,0.3348291921858363,0.3621447664531301
1.0,1.0,1.0,1.1430771318411508,1.0,1.0,0.36257672268185914,0.3118187857685972,Feynman56,x,0.3118187857685972,0.36257672268185914
1.0,1.0,1.0,1.1451820836147044,1.0,1.0,0.3629550900653461,0.30707589798822055,Feynman56,x,0.30707589798822055,0.3629550900653461
1.0,1.0,1.0,1.145971901304137,1.0,1.0,0.3630971383695623,0.3740619604433129,Feynman56,x,0.3740619604433129,0.3630971383695623
1.0,1.0,1.0,1.1472737307964094,1.0,1.0,0.3633313640915997,0.34161358919867646,Feynman56,x,0.34161358919867646,0.3633313640915997
1.0,1.0,1.0,1.147667981676336,1.0,1.0,0.3634023205322138,0.331416858388699,Feynman56,x,0.331416858388699,0.3634023205322138
1.0,1.0,1.0,1.1512097948454116,1.0,1.0,0.3640402396315894,0.3231203163630713,Feynman56,x,0.3231203163630713,0.3640402396315894
1.0,1.0,1.0,1.1530159904532764,1.0,1.0,0.36436588057882147,0.3824996650487762,Feynman56,x,0.3824996650487762,0.36436588057882147
1.0,1.0,1.0,1.1537341179646434,1.0,1.0,0.3644954134548,0.4176187565119188,Feynman56,x,0.4176187565119188,0.3644954134548
1.0,1.0,1.0,1.156080964641702,1.0,1.0,0.364918969016948,0.4030001154760319,Feynman56,x,0.4030001154760319,0.364918969016948
1.0,1.0,1.0,1.1561505466355777,1.0,1.0,0.3649315327024162,0.3523065634713857,Feynman56,x,0.3523065634713857,0.3649315327024162
1.0,1.0,1.0,1.158520128839537,1.0,1.0,0.3653595760554352,0.3493743487481588,Feynman56,x,0.3493743487481588,0.3653595760554352
1.0,1.0,1.0,1.1588198733445614,1.0,1.0,0.3654137488305868,0.30947087608075263,Feynman56,x,0.30947087608075263,0.3654137488305868
1.0,1.0,1.0,1.1592219080681296,1.0,1.0,0.36548641789094133,0.32499040075276814,Feynman56,x,0.32499040075276814,0.36548641789094133
1.0,1.0,1.0,1.160970386951835,1.0,1.0,0.3658025860352162,0.39800333903901103,Feynman56,x,0.39800333903901103,0.3658025860352162
1.0,1.0,1.0,1.1617070974779227,1.0,1.0,0.3659358622627809,0.32023835759093633,Feynman56,x,0.32023835759093633,0.3659358622627809
1.0,1.0,1.0,1.1630538218078803,1.0,1.0,0.3661795873374312,0.29433175623536667,Feynman56,x,0.29433175623536667,0.3661795873374312
1.0,1.0,1.0,1.1634648263354361,1.0,1.0,0.3662539932894361,0.3580933132043843,Feynman56,x,0.3580933132043843,0.3662539932894361
1.0,1.0,1.0,1.1658440980575238,1.0,1.0,0.3666849425319978,0.414888002368601,Feynman56,x,0.414888002368601,0.3666849425319978
1.0,1.0,1.0,1.1658523145277673,1.0,1.0,0.3666864313997338,0.32965861174260325,Feynman56,x,0.32965861174260325,0.3666864313997338
1.0,1.0,1.0,1.1659960460997254,1.0,1.0,0.3667124770378755,0.3653102710562674,Feynman56,x,0.3653102710562674,0.3667124770378755
1.0,1.0,1.0,1.1660689007077802,1.0,1.0,0.3667256795613563,0.3548835657135402,Feynman56,x,0.3548835657135402,0.3667256795613563
1.0,1.0,1.0,1.1672666212300382,1.0,1.0,0.36694277745880693,0.37988566051783174,Feynman56,x,0.37988566051783174,0.36694277745880693
1.0,1.0,1.0,1.167543861207147,1.0,1.0,0.366993043210977,0.34918850850750716,Feynman56,x,0.34918850850750716,0.366993043210977
1.0,1.0,1.0,1.1679830693708761,1.0,1.0,0.3670726853867469,0.3174672112940691,Feynman56,x,0.3174672112940691,0.3670726853867469
1.0,1.0,1.0,1.1683942097630535,1.0,1.0,0.3671472494780311,0.4237070109623649,Feynman56,x,0.4237070109623649,0.3671472494780311
1.0,1.0,1.0,1.1686906504376982,1.0,1.0,0.367201018604555,0.3730993745017325,Feynman56,x,0.3730993745017325,0.367201018604555
