n,alpha,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
0.0,0.05964549136764863,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06028759173418741,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.060949022152314125,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.061373267588271885,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.061468833138117795,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06160085211910693,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.061689152054954954,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06192900364355325,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06228459084057403,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06304200856021347,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06323774998118992,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06382343909709953,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06397286969000371,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06397808909275338,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06429540046776139,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06453500365335496,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06461012315282466,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06523215407115845,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06588613827578593,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06611324404155272,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06619527447568452,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06686128032170668,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06734035540678196,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06754838690415954,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06861034019022494,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06873941569901276,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06875934681529727,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06880360519952533,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06892135008586453,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06909343538895474,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06962258868118198,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.06986906225067424,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.07218353173535275,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.0725441274145453,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.07287562335830466,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.07289035072600458,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.07347963781356781,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.07360214053239211,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.07386767352887647,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.07444429255370044,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.07618734745806843,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.07660781913821868,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.0775991979811278,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.07863851421737922,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.07876913390913665,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.07895603086070113,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.07910715104737032,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.07944489016225464,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.08035228050669108,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.08086512739981888,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.08171905914621003,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.08186624600832548,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.08224446632642812,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.08236809065515516,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.082962781872147,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.08311186427966877,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.08354648965823575,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.08410711165797324,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.08476056681173127,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.08499397147524423,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.0859493214639857,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.08877385075279376,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.08924527033903307,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.0898558178065183,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09010641082801696,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09014059129803942,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09018526753538125,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.0905193549369353,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09066789556979404,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09079435064860908,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09198518400860567,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09201348050643687,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09371751496339997,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09471254578156407,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09525432881265206,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09636901072824089,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09654111369055474,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09723027400383033,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09747624470306393,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09750574921654331,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09790964247477152,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09865450258881725,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09896815881227317,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09934403092795185,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.09974493936001172,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.10018900837606237,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.10125574076539023,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.10169075317739829,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.10204056297142172,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1028510976243191,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.10329878650868651,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1051110089713968,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.10535024514315006,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.10591760603273626,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.10717088148372578,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.10754011431338095,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.10883058604747542,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.10954224177095717,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.10977270851605714,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.11085616511292362,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.11139182082812527,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.11160806615526608,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.11169622043412808,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.11205863086392198,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.11242001837421634,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1133485164027127,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.11403420698875033,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.11480747535909486,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.11528097470323317,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.11638730745594061,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.11680468214769135,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.11708133735887649,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.11894867184097402,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12013572513561155,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12015800922959341,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12053459667611932,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12064198844950624,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12074870071786958,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12076960165083028,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12185402192200712,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12255395237686284,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12432506976939639,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12462450821420967,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12488041721997412,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12503649094707148,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1253566235244814,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12640903513833157,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12899527666491828,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.12955971734909033,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1303327707130063,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1303606875445099,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13135030691152239,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13163870191495697,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13211262923057143,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13235050309038954,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13241972990457573,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13250621456526557,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13281903933094963,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13292334622347346,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13337499197711133,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13387410760244478,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13422807506976886,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13429188921773594,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13434301324212106,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13470064598881126,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13497658305690075,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1358485957915221,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13647613588932883,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13667532156290196,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13706035447058929,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13739393618332296,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1376514236838735,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1377754178099475,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13840488310481702,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13914149350730287,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.13918294114213137,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1398587331254858,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1399214384430204,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.14056102905869672,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1406210228400584,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.14195376770497914,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.14331448786070933,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.14447287993835334,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1448213297439338,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.14593831767485888,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.14605915047797602,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.14758339293722955,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.14767396688997536,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.14821095087517366,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1482119975457431,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.14831937907414217,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.14858057394848623,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.14871178695794762,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.14919169182738323,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.14973642049251423,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.15046309638965139,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.15116681953624245,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.15138449922382835,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.15152488339928316,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.15173523807948175,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.15184321061138262,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.15192356349939784,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.15241451576981502,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1535281586095648,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.15352968339505269,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.15353381627946583,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1546123068946188,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1547479222004371,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.15578236246800348,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1561812046920803,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.15712884147303352,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.1577754914236733,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.15784879642707128,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
0.0,0.15797760599713484,1.0,1.0,Feynman65,alpha,1.0,0.0,1.0
