n_rho,mom,B,kb,T,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise
1.0,1.0218664966215871,1.0,1.0,1.0,0.7874765623424823,0.7116228095489042,Feynman81,mom,0.7116228095489042,0.7874765623424823
1.0,1.024753178206487,1.0,1.0,1.0,0.7908998490818583,0.3433698916223878,Feynman81,mom,0.3433698916223878,0.7908998490818583
1.0,1.0264730412656644,1.0,1.0,1.0,0.7929400891457031,0.675191053081404,Feynman81,mom,0.675191053081404,0.7929400891457031
1.0,1.028744251615079,1.0,1.0,1.0,0.7956351376397962,0.852015138755999,Feynman81,mom,0.852015138755999,0.7956351376397962
1.0,1.033424067682514,1.0,1.0,1.0,0.8011909255287035,0.9406567634844822,Feynman81,mom,0.9406567634844822,0.8011909255287035
1.0,1.0349234429403564,1.0,1.0,1.0,0.8029716957980686,0.08594966129784487,Feynman81,mom,0.08594966129784487,0.8029716957980686
1.0,1.0386068293589452,1.0,1.0,1.0,0.807347849996284,0.560151893968019,Feynman81,mom,0.560151893968019,0.807347849996284
1.0,1.0433097068995751,1.0,1.0,1.0,0.8129382393579613,0.5450915409920792,Feynman81,mom,0.5450915409920792,0.8129382393579613
1.0,1.0465340758559334,1.0,1.0,1.0,0.8167729865758705,1.7282876826979015,Feynman81,mom,1.7282876826979015,0.8167729865758705
1.0,1.0501226467770848,1.0,1.0,1.0,0.8210426291589736,0.8990380393160167,Feynman81,mom,0.8990380393160167,0.8210426291589736
1.0,1.0513712894756533,1.0,1.0,1.0,0.8225286734845214,0.3158054348533881,Feynman81,mom,0.3158054348533881,0.8225286734845214
1.0,1.0517006878218176,1.0,1.0,1.0,0.8229207354760466,1.2065118083257507,Feynman81,mom,1.2065118083257507,0.8229207354760466
1.0,1.0653295961812344,1.0,1.0,1.0,0.8391549484634341,0.8122726833524082,Feynman81,mom,0.8122726833524082,0.8391549484634341
1.0,1.0659409475047164,1.0,1.0,1.0,0.8398837181930298,0.3581680114284841,Feynman81,mom,0.3581680114284841,0.8398837181930298
1.0,1.069345877215461,1.0,1.0,1.0,0.8439434346327275,1.160912113379355,Feynman81,mom,1.160912113379355,0.8439434346327275
1.0,1.0708402073384717,1.0,1.0,1.0,0.845725566088853,0.9451929905680857,Feynman81,mom,0.9451929905680857,0.845725566088853
1.0,1.0752895258475261,1.0,1.0,1.0,0.8510333245558391,1.0890169293130492,Feynman81,mom,1.0890169293130492,0.8510333245558391
1.0,1.075659122603187,1.0,1.0,1.0,0.8514743307731575,0.24490064619822782,Feynman81,mom,0.24490064619822782,0.8514743307731575
1.0,1.0764759732812998,1.0,1.0,1.0,0.8524490581178419,0.5685811003263976,Feynman81,mom,0.5685811003263976,0.8524490581178419
1.0,1.077203998437955,1.0,1.0,1.0,0.8533178541078202,-0.08622920718275717,Feynman81,mom,-0.08622920718275717,0.8533178541078202
1.0,1.0812267793548669,1.0,1.0,1.0,0.8581195123986215,0.5625442133564571,Feynman81,mom,0.5625442133564571,0.8581195123986215
1.0,1.0840909325369958,1.0,1.0,1.0,0.8615392531738674,1.162465153136325,Feynman81,mom,1.162465153136325,0.8615392531738674
1.0,1.0857523225971368,1.0,1.0,1.0,0.8635233043221916,1.842530381975689,Feynman81,mom,1.842530381975689,0.8635233043221916
1.0,1.0874861378116907,1.0,1.0,1.0,0.8655941415685288,0.4493349995692539,Feynman81,mom,0.4493349995692539,0.8655941415685288
1.0,1.0895255885191544,1.0,1.0,1.0,0.8680304028886588,0.5501222591341335,Feynman81,mom,0.5501222591341335,0.8680304028886588
1.0,1.0895846941891052,1.0,1.0,1.0,0.8681010146159397,1.099714918614541,Feynman81,mom,1.099714918614541,0.8681010146159397
1.0,1.0896634209797433,1.0,1.0,1.0,0.8681950676157462,1.5753661128203795,Feynman81,mom,1.5753661128203795,0.8681950676157462
1.0,1.0914938266513072,1.0,1.0,1.0,0.8703819763204823,1.4371973611747029,Feynman81,mom,1.4371973611747029,0.8703819763204823
1.0,1.0970294523522237,1.0,1.0,1.0,0.8769976593430294,1.6011270883672828,Feynman81,mom,1.6011270883672828,0.8769976593430294
1.0,1.0994536621094482,1.0,1.0,1.0,0.8798957240056497,1.2913536428230183,Feynman81,mom,1.2913536428230183,0.8798957240056497
1.0,1.1017973893361876,1.0,1.0,1.0,0.8826980570714466,0.7393631666983685,Feynman81,mom,0.7393631666983685,0.8826980570714466
1.0,1.106060852076265,1.0,1.0,1.0,0.8877969420736597,1.5129302623980112,Feynman81,mom,1.5129302623980112,0.8877969420736597
1.0,1.1073192876144837,1.0,1.0,1.0,0.8893022478712194,1.0762180281703606,Feynman81,mom,1.0762180281703606,0.8893022478712194
1.0,1.1104101050774027,1.0,1.0,1.0,0.8929999225554489,0.7418590230339462,Feynman81,mom,0.7418590230339462,0.8929999225554489
1.0,1.1131781627776576,1.0,1.0,1.0,0.8963120800402478,1.1941107934662925,Feynman81,mom,1.1941107934662925,0.8963120800402478
1.0,1.1139337397975608,1.0,1.0,1.0,0.8972162740499225,0.9292099782198416,Feynman81,mom,0.9292099782198416,0.8972162740499225
1.0,1.1211592657304692,1.0,1.0,1.0,0.9058650358077747,0.5289511421746432,Feynman81,mom,0.5289511421746432,0.9058650358077747
1.0,1.1233245922861674,1.0,1.0,1.0,0.9084575546494033,1.1277218289949664,Feynman81,mom,1.1277218289949664,0.9084575546494033
1.0,1.1261448730096428,1.0,1.0,1.0,0.9118346859558766,1.5611250126427842,Feynman81,mom,1.5611250126427842,0.9118346859558766
1.0,1.1265982443370963,1.0,1.0,1.0,0.9123776188327442,0.2411634654366689,Feynman81,mom,0.2411634654366689,0.9123776188327442
1.0,1.126904937484849,1.0,1.0,1.0,0.9127449049228762,1.3155349672891812,Feynman81,mom,1.3155349672891812,0.9127449049228762
1.0,1.127650288580503,1.0,1.0,1.0,0.9136375374886646,1.1442458226079217,Feynman81,mom,1.1442458226079217,0.9136375374886646
1.0,1.1281699872866127,1.0,1.0,1.0,0.9142599482536423,0.8134496403283702,Feynman81,mom,0.8134496403283702,0.9142599482536423
1.0,1.1283084895734077,1.0,1.0,1.0,0.9144258265027155,1.3078102548030501,Feynman81,mom,1.3078102548030501,0.9144258265027155
1.0,1.129087522791456,1.0,1.0,1.0,0.9153588621003111,0.28594862588665315,Feynman81,mom,0.28594862588665315,0.9153588621003111
1.0,1.1299479615150232,1.0,1.0,1.0,0.9163894366745573,1.0698196272085212,Feynman81,mom,1.0698196272085212,0.9163894366745573
1.0,1.1303817338374644,1.0,1.0,1.0,0.9169089955570097,0.44072975412027854,Feynman81,mom,0.44072975412027854,0.9169089955570097
1.0,1.13092324645678,1.0,1.0,1.0,0.9175576173886141,0.7013717328061948,Feynman81,mom,0.7013717328061948,0.9175576173886141
1.0,1.1410287584518222,1.0,1.0,1.0,0.9296648390190708,1.4127732408974132,Feynman81,mom,1.4127732408974132,0.9296648390190708
1.0,1.1464961350126446,1.0,1.0,1.0,0.9362172708155438,1.1237540766025014,Feynman81,mom,1.1237540766025014,0.9362172708155438
1.0,1.1491698912809283,1.0,1.0,1.0,0.9394221320335087,0.0183576554199244,Feynman81,mom,0.0183576554199244,0.9394221320335087
1.0,1.1500959829828847,1.0,1.0,1.0,0.940532246960992,1.0001639710155388,Feynman81,mom,1.0001639710155388,0.940532246960992
1.0,1.151067066027557,1.0,1.0,1.0,0.941696329715627,0.512600796630037,Feynman81,mom,0.512600796630037,0.941696329715627
1.0,1.1536236484984634,1.0,1.0,1.0,0.9447611967919535,0.8463258167203949,Feynman81,mom,0.8463258167203949,0.9447611967919535
1.0,1.1573204996167927,1.0,1.0,1.0,0.9491934508246699,0.2555370831720921,Feynman81,mom,0.2555370831720921,0.9491934508246699
1.0,1.1578028911075462,1.0,1.0,1.0,0.9497718373677587,1.0403607344541823,Feynman81,mom,1.0403607344541823,0.9497718373677587
1.0,1.158712912053688,1.0,1.0,1.0,0.9508629716114405,0.5737627890169978,Feynman81,mom,0.5737627890169978,0.9508629716114405
1.0,1.1645296618435181,1.0,1.0,1.0,0.957837978159057,1.1128729604049319,Feynman81,mom,1.1128729604049319,0.957837978159057
1.0,1.166911543080341,1.0,1.0,1.0,0.9606944256083114,0.9329503443758641,Feynman81,mom,0.9329503443758641,0.9606944256083114
1.0,1.1686674305626576,1.0,1.0,1.0,0.9628002488919019,1.4655811824354317,Feynman81,mom,1.4655811824354317,0.9628002488919019
1.0,1.169746965271091,1.0,1.0,1.0,0.9640949640003376,0.9490446827114819,Feynman81,mom,0.9490446827114819,0.9640949640003376
1.0,1.1704048627449581,1.0,1.0,1.0,0.9648840114222241,1.3436225154483437,Feynman81,mom,1.3436225154483437,0.9648840114222241
1.0,1.170843962420824,1.0,1.0,1.0,0.9654106497745188,0.28161578728587644,Feynman81,mom,0.28161578728587644,0.9654106497745188
1.0,1.172762516088723,1.0,1.0,1.0,0.9677117344660099,0.7435321892242507,Feynman81,mom,0.7435321892242507,0.9677117344660099
1.0,1.1754662030173337,1.0,1.0,1.0,0.9709546237628364,0.8770313382049387,Feynman81,mom,0.8770313382049387,0.9709546237628364
1.0,1.1759478615666437,1.0,1.0,1.0,0.9715323551693319,0.9496746726892935,Feynman81,mom,0.9496746726892935,0.9715323551693319
1.0,1.1761682171648449,1.0,1.0,1.0,0.9717966648670612,1.0777625713231727,Feynman81,mom,1.0777625713231727,0.9717966648670612
1.0,1.1788685954490834,1.0,1.0,1.0,0.9750357527836077,1.1715264838951782,Feynman81,mom,1.1715264838951782,0.9750357527836077
1.0,1.1790348314063,1.0,1.0,1.0,0.9752351557558159,1.3142309239531467,Feynman81,mom,1.3142309239531467,0.9752351557558159
1.0,1.179436145252759,1.0,1.0,1.0,0.9757165405903104,0.7858612249146845,Feynman81,mom,0.7858612249146845,0.9757165405903104
1.0,1.1805746849398475,1.0,1.0,1.0,0.977082257394057,1.136186934559503,Feynman81,mom,1.136186934559503,0.977082257394057
1.0,1.184941685380434,1.0,1.0,1.0,0.9823207854304676,1.2668853301537315,Feynman81,mom,1.2668853301537315,0.9823207854304676
1.0,1.189112735287432,1.0,1.0,1.0,0.987324454719056,0.9595344937795793,Feynman81,mom,0.9595344937795793,0.987324454719056
1.0,1.1909930099884782,1.0,1.0,1.0,0.9895801154361396,1.5732403457081021,Feynman81,mom,1.5732403457081021,0.9895801154361396
1.0,1.1936800962041456,1.0,1.0,1.0,0.9928037012998603,1.4803657742728669,Feynman81,mom,1.4803657742728669,0.9928037012998603
1.0,1.202204277305185,1.0,1.0,1.0,1.0030299508568525,1.4760711427428028,Feynman81,mom,1.4760711427428028,1.0030299508568525
1.0,1.2034342022994822,1.0,1.0,1.0,1.004505461119439,0.9480892462759432,Feynman81,mom,0.9480892462759432,1.004505461119439
1.0,1.206354624037214,1.0,1.0,1.0,1.0080089990325152,0.8216985498045539,Feynman81,mom,0.8216985498045539,1.0080089990325152
1.0,1.215349245678746,1.0,1.0,1.0,1.0187992270673287,1.0033278572148434,Feynman81,mom,1.0033278572148434,1.0187992270673287
1.0,1.2153541084222819,1.0,1.0,1.0,1.0188050603671124,1.3051640904634836,Feynman81,mom,1.3051640904634836,1.0188050603671124
1.0,1.2189572022475081,1.0,1.0,1.0,1.0231272185529168,0.963285242932875,Feynman81,mom,0.963285242932875,1.0231272185529168
1.0,1.220650647400301,1.0,1.0,1.0,1.0251585628396778,0.6341619247577671,Feynman81,mom,0.6341619247577671,1.0251585628396778
1.0,1.220749191226588,1.0,1.0,1.0,1.025276768189058,0.14034425070005552,Feynman81,mom,0.14034425070005552,1.025276768189058
1.0,1.221404101941514,1.0,1.0,1.0,1.0260623433753242,1.2075648911482668,Feynman81,mom,1.2075648911482668,1.0260623433753242
1.0,1.222530222550212,1.0,1.0,1.0,1.0274131263786732,0.5557843470095265,Feynman81,mom,0.5557843470095265,1.0274131263786732
1.0,1.2234711346413691,1.0,1.0,1.0,1.028541735926457,0.9972202349310159,Feynman81,mom,0.9972202349310159,1.028541735926457
1.0,1.2240136384007885,1.0,1.0,1.0,1.0291924541224478,0.5236553424602719,Feynman81,mom,0.5236553424602719,1.0291924541224478
1.0,1.2325496402658973,1.0,1.0,1.0,1.039430419430269,1.4692003854869382,Feynman81,mom,1.4692003854869382,1.039430419430269
1.0,1.2328538783725826,1.0,1.0,1.0,1.03979529030872,1.3482000095172924,Feynman81,mom,1.3482000095172924,1.03979529030872
1.0,1.2338340312260057,1.0,1.0,1.0,1.040970767005407,0.16160071992044212,Feynman81,mom,0.16160071992044212,1.040970767005407
1.0,1.2362744154454774,1.0,1.0,1.0,1.04389736857801,1.7516528852020858,Feynman81,mom,1.7516528852020858,1.04389736857801
1.0,1.241560514102109,1.0,1.0,1.0,1.0502361321351739,0.4321483227219739,Feynman81,mom,0.4321483227219739,1.0502361321351739
1.0,1.241833807444464,1.0,1.0,1.0,1.050563827756658,0.6162203062675211,Feynman81,mom,0.6162203062675211,1.050563827756658
1.0,1.2450538660273804,1.0,1.0,1.0,1.0544247119626458,1.1914198323446887,Feynman81,mom,1.1914198323446887,1.0544247119626458
1.0,1.245152381288264,1.0,1.0,1.0,1.0545428278748994,0.5681579170772081,Feynman81,mom,0.5681579170772081,1.0545428278748994
1.0,1.2469885355716253,1.0,1.0,1.0,1.0567442490179226,1.4073728341314118,Feynman81,mom,1.4073728341314118,1.0567442490179226
1.0,1.248341328693083,1.0,1.0,1.0,1.0583660850038124,1.2027357636463507,Feynman81,mom,1.2027357636463507,1.0583660850038124
1.0,1.2495528727301402,1.0,1.0,1.0,1.0598185294075697,1.727147821617743,Feynman81,mom,1.727147821617743,1.0598185294075697
1.0,1.2505226127970022,1.0,1.0,1.0,1.0609810546924803,1.2218310347801753,Feynman81,mom,1.2218310347801753,1.0609810546924803
1.0,1.2508144478034628,1.0,1.0,1.0,1.0613309005022928,1.3842982929317442,Feynman81,mom,1.3842982929317442,1.0613309005022928
1.0,1.25095041961998,1.0,1.0,1.0,1.0614938997242087,1.2662267385775707,Feynman81,mom,1.2662267385775707,1.0614938997242087
1.0,1.2523683025928811,1.0,1.0,1.0,1.0631935800747494,1.6328668618136968,Feynman81,mom,1.6328668618136968,1.0631935800747494
1.0,1.2525368946324793,1.0,1.0,1.0,1.063395674279533,1.4324345192706534,Feynman81,mom,1.4324345192706534,1.063395674279533
1.0,1.2576278624212391,1.0,1.0,1.0,1.069497818471059,1.1984491050298254,Feynman81,mom,1.1984491050298254,1.069497818471059
1.0,1.257975573636438,1.0,1.0,1.0,1.069914557178999,0.8795902908572061,Feynman81,mom,0.8795902908572061,1.069914557178999
1.0,1.2594195663815109,1.0,1.0,1.0,1.0716451604701969,0.9411766023554846,Feynman81,mom,0.9411766023554846,1.0716451604701969
1.0,1.261772834135796,1.0,1.0,1.0,1.074465338520416,2.1137356631188835,Feynman81,mom,2.1137356631188835,1.074465338520416
1.0,1.2622280675121917,1.0,1.0,1.0,1.075010868520042,1.4303212154674874,Feynman81,mom,1.4303212154674874,1.075010868520042
1.0,1.2645957032710657,1.0,1.0,1.0,1.077847991524352,1.035260069679366,Feynman81,mom,1.035260069679366,1.077847991524352
1.0,1.2648370406223752,1.0,1.0,1.0,1.078137171273443,1.7345002340875164,Feynman81,mom,1.7345002340875164,1.078137171273443
1.0,1.2654767760155141,1.0,1.0,1.0,1.0789037149018406,1.1022891540156163,Feynman81,mom,1.1022891540156163,1.0789037149018406
1.0,1.2680821348977243,1.0,1.0,1.0,1.0820253237454625,0.7917438447985801,Feynman81,mom,0.7917438447985801,1.0820253237454625
1.0,1.2693668636776416,1.0,1.0,1.0,1.0835645097611135,1.8804682552887377,Feynman81,mom,1.8804682552887377,1.0835645097611135
1.0,1.2698200574316663,1.0,1.0,1.0,1.0841074466344602,0.6459137089950355,Feynman81,mom,0.6459137089950355,1.0841074466344602
1.0,1.272843688125421,1.0,1.0,1.0,1.0877295856850484,1.5381163577162478,Feynman81,mom,1.5381163577162478,1.0877295856850484
1.0,1.2744665639528892,1.0,1.0,1.0,1.0896735219737486,0.8139710573161509,Feynman81,mom,0.8139710573161509,1.0896735219737486
1.0,1.2764428915013104,1.0,1.0,1.0,1.0920406630485955,1.0583809773256398,Feynman81,mom,1.0583809773256398,1.0920406630485955
1.0,1.2836437772024234,1.0,1.0,1.0,1.100663842470908,1.2074688252639365,Feynman81,mom,1.2074688252639365,1.100663842470908
1.0,1.2836832961503561,1.0,1.0,1.0,1.1007111596232309,1.733495723400059,Feynman81,mom,1.733495723400059,1.1007111596232309
1.0,1.2841387053696867,1.0,1.0,1.0,1.1012564279232933,0.7583935380921268,Feynman81,mom,0.7583935380921268,1.1012564279232933
1.0,1.2897520363809223,1.0,1.0,1.0,1.107976425162969,1.3968844371397906,Feynman81,mom,1.3968844371397906,1.107976425162969
1.0,1.2909657284671017,1.0,1.0,1.0,1.109429165036154,0.6134064168379232,Feynman81,mom,0.6134064168379232,1.109429165036154
1.0,1.2942038293015767,1.0,1.0,1.0,1.1133046245158997,1.6841810027692623,Feynman81,mom,1.6841810027692623,1.1133046245158997
1.0,1.2981329331226772,1.0,1.0,1.0,1.1180062664964552,1.2709342772951526,Feynman81,mom,1.2709342772951526,1.1180062664964552
1.0,1.2982293434885679,1.0,1.0,1.0,1.1181216213133391,2.210480131621337,Feynman81,mom,2.210480131621337,1.1181216213133391
1.0,1.2996958809346228,1.0,1.0,1.0,1.119876260358863,0.8845973069768648,Feynman81,mom,0.8845973069768648,1.119876260358863
1.0,1.3007402501474052,1.0,1.0,1.0,1.1211257152571854,0.701398684452522,Feynman81,mom,0.701398684452522,1.1211257152571854
1.0,1.3031317884548912,1.0,1.0,1.0,1.12398662975915,1.4390776455878442,Feynman81,mom,1.4390776455878442,1.12398662975915
1.0,1.306886381300961,1.0,1.0,1.0,1.12847738402511,1.1982533234040174,Feynman81,mom,1.1982533234040174,1.12847738402511
1.0,1.307945565129569,1.0,1.0,1.0,1.1297440760719673,1.2877857445257743,Feynman81,mom,1.2877857445257743,1.1297440760719673
1.0,1.3082052429944482,1.0,1.0,1.0,1.130054617028321,1.1341401752512186,Feynman81,mom,1.1341401752512186,1.130054617028321
1.0,1.309343619085063,1.0,1.0,1.0,1.1314159141415072,2.0748417399146355,Feynman81,mom,2.0748417399146355,1.1314159141415072
1.0,1.3110821941247766,1.0,1.0,1.0,1.133494776632499,0.45085598770739177,Feynman81,mom,0.45085598770739177,1.133494776632499
1.0,1.3112414125137293,1.0,1.0,1.0,1.133685148336392,0.9287717033313453,Feynman81,mom,0.9287717033313453,1.133685148336392
1.0,1.3178230276300247,1.0,1.0,1.0,1.1415530284540298,1.2744946968906319,Feynman81,mom,1.2744946968906319,1.1415530284540298
1.0,1.3180871718880542,1.0,1.0,1.0,1.1418687322388639,1.1407177126037167,Feynman81,mom,1.1407177126037167,1.1418687322388639
1.0,1.3193872594957354,1.0,1.0,1.0,1.1434225177450577,1.8925019142956883,Feynman81,mom,1.8925019142956883,1.1434225177450577
1.0,1.3200475989982938,1.0,1.0,1.0,1.1442116691333744,1.1063992255739081,Feynman81,mom,1.1063992255739081,1.1442116691333744
1.0,1.3210300655109126,1.0,1.0,1.0,1.1453857266642924,1.561189723755334,Feynman81,mom,1.561189723755334,1.1453857266642924
1.0,1.3213630189254593,1.0,1.0,1.0,1.1457835936154048,0.9429658277401356,Feynman81,mom,0.9429658277401356,1.1457835936154048
1.0,1.3220466996677982,1.0,1.0,1.0,1.146600541524974,0.9450549574041219,Feynman81,mom,0.9450549574041219,1.146600541524974
1.0,1.3228680718336587,1.0,1.0,1.0,1.1475819755769734,0.6541697106948723,Feynman81,mom,0.6541697106948723,1.1475819755769734
1.0,1.32571266295913,1.0,1.0,1.0,1.1509805134985394,0.8044926169102862,Feynman81,mom,0.8044926169102862,1.1509805134985394
1.0,1.3266846735591469,1.0,1.0,1.0,1.1521416730259904,0.2091248421996067,Feynman81,mom,0.2091248421996067,1.1521416730259904
1.0,1.3269533569981777,1.0,1.0,1.0,1.1524626286146342,1.0024160498979964,Feynman81,mom,1.0024160498979964,1.1524626286146342
1.0,1.327871282515884,1.0,1.0,1.0,1.1535590949560917,1.7906200598334725,Feynman81,mom,1.7906200598334725,1.1535590949560917
1.0,1.3283138414959894,1.0,1.0,1.0,1.1540877110770247,1.9256587335601885,Feynman81,mom,1.9256587335601885,1.1540877110770247
1.0,1.3287856484850482,1.0,1.0,1.0,1.154651246289228,1.0128365106660384,Feynman81,mom,1.0128365106660384,1.154651246289228
1.0,1.329425536586435,1.0,1.0,1.0,1.1554155138148905,1.6555644224605706,Feynman81,mom,1.6555644224605706,1.1554155138148905
1.0,1.3294739121735035,1.0,1.0,1.0,1.1554732912310173,1.0051715646620938,Feynman81,mom,1.0051715646620938,1.1554732912310173
1.0,1.330205591628577,1.0,1.0,1.0,1.1563471513611843,1.671541218533862,Feynman81,mom,1.671541218533862,1.1563471513611843
1.0,1.3302854118663556,1.0,1.0,1.0,1.1564424798753865,0.44911994616908246,Feynman81,mom,0.44911994616908246,1.1564424798753865
1.0,1.331035459225896,1.0,1.0,1.0,1.1573382301404544,0.7321918203600188,Feynman81,mom,0.7321918203600188,1.1573382301404544
1.0,1.3345766613202166,1.0,1.0,1.0,1.1615667535705525,1.0472403873230045,Feynman81,mom,1.0472403873230045,1.1615667535705525
1.0,1.338670103363837,1.0,1.0,1.0,1.1664534771474802,1.08346997945648,Feynman81,mom,1.08346997945648,1.1664534771474802
1.0,1.3401307930671789,1.0,1.0,1.0,1.1681969151413234,0.6398016921278588,Feynman81,mom,0.6398016921278588,1.1681969151413234
1.0,1.349950193886165,1.0,1.0,1.0,1.179912535041025,0.4572661532213764,Feynman81,mom,0.4572661532213764,1.179912535041025
1.0,1.350020583468151,1.0,1.0,1.0,1.1799964884263259,1.2052612317706475,Feynman81,mom,1.2052612317706475,1.1799964884263259
1.0,1.3503740422287276,1.0,1.0,1.0,1.1804180509711624,1.0726574861478098,Feynman81,mom,1.0726574861478098,1.1804180509711624
1.0,1.3510461321314726,1.0,1.0,1.0,1.1812196085733464,1.4736353292694895,Feynman81,mom,1.4736353292694895,1.1812196085733464
1.0,1.3510919122837608,1.0,1.0,1.0,1.181274206160452,0.8909414668279239,Feynman81,mom,0.8909414668279239,1.181274206160452
1.0,1.3526085043293814,1.0,1.0,1.0,1.1830827982865615,1.1489797001389608,Feynman81,mom,1.1489797001389608,1.1830827982865615
1.0,1.3536612924693259,1.0,1.0,1.0,1.1843381708209033,0.8673298030650873,Feynman81,mom,0.8673298030650873,1.1843381708209033
1.0,1.3541533824763077,1.0,1.0,1.0,1.1849249191758486,1.020304899709943,Feynman81,mom,1.020304899709943,1.1849249191758486
1.0,1.3547915502847063,1.0,1.0,1.0,1.1856858135703428,0.3155609388948384,Feynman81,mom,0.3155609388948384,1.1856858135703428
1.0,1.3553341192877508,1.0,1.0,1.0,1.186332696634295,0.5868556090723627,Feynman81,mom,0.5868556090723627,1.186332696634295
1.0,1.355969421780316,1.0,1.0,1.0,1.1870901094751414,1.5544221653522534,Feynman81,mom,1.5544221653522534,1.1870901094751414
1.0,1.358073474345984,1.0,1.0,1.0,1.1895983257506269,1.1144200470515135,Feynman81,mom,1.1144200470515135,1.1895983257506269
1.0,1.3626175458227157,1.0,1.0,1.0,1.195013921998539,1.7772340680424565,Feynman81,mom,1.7772340680424565,1.195013921998539
1.0,1.3636260574609813,1.0,1.0,1.0,1.1962156091009157,1.3437204931285323,Feynman81,mom,1.3437204931285323,1.1962156091009157
1.0,1.3658797079454872,1.0,1.0,1.0,1.198900602249067,0.5909049294484863,Feynman81,mom,0.5909049294484863,1.198900602249067
1.0,1.367807295883825,1.0,1.0,1.0,1.2011967575297768,1.1565795358447488,Feynman81,mom,1.1565795358447488,1.2011967575297768
1.0,1.3693273397764703,1.0,1.0,1.0,1.20300720261082,1.305082814016568,Feynman81,mom,1.305082814016568,1.20300720261082
1.0,1.370550344665935,1.0,1.0,1.0,1.2044637046828166,1.2639420386900784,Feynman81,mom,1.2639420386900784,1.2044637046828166
1.0,1.3714853244567218,1.0,1.0,1.0,1.2055770977575242,1.6729875352672905,Feynman81,mom,1.6729875352672905,1.2055770977575242
1.0,1.3747805837877074,1.0,1.0,1.0,1.2095005065786193,1.6496743049019131,Feynman81,mom,1.6496743049019131,1.2095005065786193
1.0,1.3749399632511783,1.0,1.0,1.0,1.2096902413404915,1.527069722603083,Feynman81,mom,1.527069722603083,1.2096902413404915
1.0,1.3775714922768856,1.0,1.0,1.0,1.2128226204393622,1.5858159374366376,Feynman81,mom,1.5858159374366376,1.2128226204393622
1.0,1.3789496823489662,1.0,1.0,1.0,1.214462852735366,1.7040814888612985,Feynman81,mom,1.7040814888612985,1.214462852735366
1.0,1.379337561174009,1.0,1.0,1.0,1.2149244479993824,1.3604304082239274,Feynman81,mom,1.3604304082239274,1.2149244479993824
1.0,1.3831722096730146,1.0,1.0,1.0,1.2194870885747362,1.4357496882282157,Feynman81,mom,1.4357496882282157,1.2194870885747362
1.0,1.3858787412147677,1.0,1.0,1.0,1.2227065798112313,1.4711553519806475,Feynman81,mom,1.4711553519806475,1.2227065798112313
1.0,1.388445260842364,1.0,1.0,1.0,1.2257588553264636,2.014884187170758,Feynman81,mom,2.014884187170758,1.2257588553264636
1.0,1.3889529736979869,1.0,1.0,1.0,1.2263625836075167,0.8272864585223165,Feynman81,mom,0.8272864585223165,1.2263625836075167
1.0,1.391064685468482,1.0,1.0,1.0,1.2288733723738676,1.4046472155990626,Feynman81,mom,1.4046472155990626,1.2288733723738676
1.0,1.3930339650403685,1.0,1.0,1.0,1.2312144078707508,1.494801855422363,Feynman81,mom,1.494801855422363,1.2312144078707508
1.0,1.3962348465561378,1.0,1.0,1.0,1.2350187057147097,1.2261239130313966,Feynman81,mom,1.2261239130313966,1.2350187057147097
