epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise
1.0,1.0193131021925788,1.0,1.0,1.0,3.0,0.06671388653241724,0.06311800070438174,Feynman33,c,0.06311800070438174,0.06671388653241724
1.0,1.0197885978317642,1.0,1.0,1.0,3.0,0.06674500764922721,0.06462030113161908,Feynman33,c,0.06462030113161908,0.06674500764922721
1.0,1.0198828278854628,1.0,1.0,1.0,3.0,0.06675117499181986,0.07221404144347338,Feynman33,c,0.07221404144347338,0.06675117499181986
1.0,1.0210898064686695,1.0,1.0,1.0,3.0,0.0668301715553624,0.07297425205684546,Feynman33,c,0.07297425205684546,0.0668301715553624
1.0,1.021378782203879,1.0,1.0,1.0,3.0,0.06684908497300407,0.05833490007236872,Feynman33,c,0.05833490007236872,0.06684908497300407
1.0,1.0215169160509965,1.0,1.0,1.0,3.0,0.0668581258121565,0.07467136440327823,Feynman33,c,0.07467136440327823,0.0668581258121565
1.0,1.0217165948397207,1.0,1.0,1.0,3.0,0.06687119475831761,0.06259281549161366,Feynman33,c,0.06259281549161366,0.06687119475831761
1.0,1.0222903702185402,1.0,1.0,1.0,3.0,0.0669087482690449,0.06382468846180422,Feynman33,c,0.06382468846180422,0.0669087482690449
1.0,1.02280293773391,1.0,1.0,1.0,3.0,0.0669422957344773,0.06042419478434601,Feynman33,c,0.06042419478434601,0.0669422957344773
1.0,1.0232186451983563,1.0,1.0,1.0,3.0,0.06696950372440118,0.06591427832206392,Feynman33,c,0.06591427832206392,0.06696950372440118
1.0,1.0242819894307948,1.0,1.0,1.0,3.0,0.06703909944166923,0.07576336854319311,Feynman33,c,0.07576336854319311,0.06703909944166923
1.0,1.024295688598332,1.0,1.0,1.0,3.0,0.06703999605008788,0.07111426792469937,Feynman33,c,0.07111426792469937,0.06703999605008788
1.0,1.025222222992849,1.0,1.0,1.0,3.0,0.06710063758440273,0.051358594364657825,Feynman33,c,0.051358594364657825,0.06710063758440273
1.0,1.0261534763105873,1.0,1.0,1.0,3.0,0.06716158797152018,0.062332031913720116,Feynman33,c,0.062332031913720116,0.06716158797152018
1.0,1.0269015749255086,1.0,1.0,1.0,3.0,0.06721055091137013,0.07554296073426336,Feynman33,c,0.07554296073426336,0.06721055091137013
1.0,1.028367196027471,1.0,1.0,1.0,3.0,0.06730647558817994,0.056150241188493884,Feynman33,c,0.056150241188493884,0.06730647558817994
1.0,1.0286977702013202,1.0,1.0,1.0,3.0,0.06732811161726393,0.06909261814981661,Feynman33,c,0.06909261814981661,0.06732811161726393
1.0,1.0290222202944317,1.0,1.0,1.0,3.0,0.06734934682620092,0.06726570386070482,Feynman33,c,0.06726570386070482,0.06734934682620092
1.0,1.0300696346561158,1.0,1.0,1.0,3.0,0.06741789993586615,0.0685820742645994,Feynman33,c,0.0685820742645994,0.06741789993586615
1.0,1.0312086665279045,1.0,1.0,1.0,3.0,0.06749244939754566,0.06507864757474312,Feynman33,c,0.06507864757474312,0.06749244939754566
1.0,1.031214090551085,1.0,1.0,1.0,3.0,0.06749280439903266,0.06600747970376962,Feynman33,c,0.06600747970376962,0.06749280439903266
1.0,1.0313473120831809,1.0,1.0,1.0,3.0,0.06750152372791876,0.07498926489540728,Feynman33,c,0.07498926489540728,0.06750152372791876
1.0,1.0314955942519468,1.0,1.0,1.0,3.0,0.06751122877316987,0.07033595033803523,Feynman33,c,0.07033595033803523,0.06751122877316987
1.0,1.0315179809967958,1.0,1.0,1.0,3.0,0.06751269398219395,0.06127506741545888,Feynman33,c,0.06127506741545888,0.06751269398219395
1.0,1.0318770778761845,1.0,1.0,1.0,3.0,0.06753619681799009,0.06496272440399026,Feynman33,c,0.06496272440399026,0.06753619681799009
1.0,1.0332175984832102,1.0,1.0,1.0,3.0,0.06762393368655295,0.06686404016209334,Feynman33,c,0.06686404016209334,0.06762393368655295
1.0,1.0333807724619328,1.0,1.0,1.0,3.0,0.06763461339848653,0.07198722874830477,Feynman33,c,0.07198722874830477,0.06763461339848653
1.0,1.0337030638543572,1.0,1.0,1.0,3.0,0.06765570732079394,0.06975152588569627,Feynman33,c,0.06975152588569627,0.06765570732079394
1.0,1.0337907126514083,1.0,1.0,1.0,3.0,0.06766144392114627,0.07456065596216492,Feynman33,c,0.07456065596216492,0.06766144392114627
1.0,1.0345794911112913,1.0,1.0,1.0,3.0,0.0677130693506229,0.06956149153257317,Feynman33,c,0.06956149153257317,0.0677130693506229
1.0,1.0346069490170362,1.0,1.0,1.0,3.0,0.06771486646635147,0.062148615443196026,Feynman33,c,0.062148615443196026,0.06771486646635147
1.0,1.035331065225635,1.0,1.0,1.0,3.0,0.0677622597613781,0.07186393439167559,Feynman33,c,0.07186393439167559,0.0677622597613781
1.0,1.0353918990870834,1.0,1.0,1.0,3.0,0.06776624132829928,0.06955385721104743,Feynman33,c,0.06955385721104743,0.06776624132829928
1.0,1.0358248620700747,1.0,1.0,1.0,3.0,0.06779457868927098,0.06148031854087031,Feynman33,c,0.06148031854087031,0.06779457868927098
1.0,1.036750715571023,1.0,1.0,1.0,3.0,0.06785517565920597,0.07284988649915379,Feynman33,c,0.07284988649915379,0.06785517565920597
1.0,1.0368332362377923,1.0,1.0,1.0,3.0,0.06786057662421623,0.06951470784802587,Feynman33,c,0.06951470784802587,0.06786057662421623
1.0,1.0370970793169605,1.0,1.0,1.0,3.0,0.06787784511336654,0.06770711747717516,Feynman33,c,0.06770711747717516,0.06787784511336654
1.0,1.0371282687726615,1.0,1.0,1.0,3.0,0.06787988645846861,0.07087539848165585,Feynman33,c,0.07087539848165585,0.06787988645846861
1.0,1.0378049956518829,1.0,1.0,1.0,3.0,0.06792417812914046,0.07515950546014658,Feynman33,c,0.07515950546014658,0.06792417812914046
1.0,1.0382010976937552,1.0,1.0,1.0,3.0,0.0679501029471575,0.05742800690277604,Feynman33,c,0.05742800690277604,0.0679501029471575
1.0,1.0382139428693162,1.0,1.0,1.0,3.0,0.06795094366193202,0.06707545841556022,Feynman33,c,0.06707545841556022,0.06795094366193202
1.0,1.0386514302793985,1.0,1.0,1.0,3.0,0.06797957714596436,0.06559351516955114,Feynman33,c,0.06559351516955114,0.06797957714596436
1.0,1.0388780152479447,1.0,1.0,1.0,3.0,0.06799440709747682,0.06338134664869402,Feynman33,c,0.06338134664869402,0.06799440709747682
1.0,1.039235240497117,1.0,1.0,1.0,3.0,0.06801778743536176,0.07981819819643875,Feynman33,c,0.07981819819643875,0.06801778743536176
1.0,1.0392645524498607,1.0,1.0,1.0,3.0,0.06801970589818264,0.06738920592241587,Feynman33,c,0.06738920592241587,0.06801970589818264
1.0,1.0409109214869456,1.0,1.0,1.0,3.0,0.06812746049968271,0.07302454826630393,Feynman33,c,0.07302454826630393,0.06812746049968271
1.0,1.041223397080895,1.0,1.0,1.0,3.0,0.06814791197948225,0.07084571777131803,Feynman33,c,0.07084571777131803,0.06814791197948225
1.0,1.041599085397988,1.0,1.0,1.0,3.0,0.0681725007223368,0.07295419730294274,Feynman33,c,0.07295419730294274,0.0681725007223368
1.0,1.0420776657009636,1.0,1.0,1.0,3.0,0.06820382372991973,0.07614259010115694,Feynman33,c,0.07614259010115694,0.06820382372991973
1.0,1.0421913470012303,1.0,1.0,1.0,3.0,0.06821126415362325,0.06600159974595633,Feynman33,c,0.06600159974595633,0.06821126415362325
1.0,1.0426317118069104,1.0,1.0,1.0,3.0,0.06824008596275707,0.06410797009898359,Feynman33,c,0.06410797009898359,0.06824008596275707
1.0,1.0436378970339848,1.0,1.0,1.0,3.0,0.06830594063187223,0.07569138680454003,Feynman33,c,0.07569138680454003,0.06830594063187223
1.0,1.0443662798414484,1.0,1.0,1.0,3.0,0.06835361317514159,0.06430316583041853,Feynman33,c,0.06430316583041853,0.06835361317514159
1.0,1.0453335735250082,1.0,1.0,1.0,3.0,0.06841692239868608,0.06860394424338132,Feynman33,c,0.06860394424338132,0.06841692239868608
1.0,1.045663936040073,1.0,1.0,1.0,3.0,0.06843854457473501,0.07924254624148566,Feynman33,c,0.07924254624148566,0.06843854457473501
1.0,1.0458117185662719,1.0,1.0,1.0,3.0,0.06844821691845658,0.055765067771118455,Feynman33,c,0.055765067771118455,0.06844821691845658
1.0,1.0463751541640143,1.0,1.0,1.0,3.0,0.06848509369209488,0.07950052157726818,Feynman33,c,0.07950052157726818,0.06848509369209488
1.0,1.047010723553028,1.0,1.0,1.0,3.0,0.06852669161133179,0.07075397922869428,Feynman33,c,0.07075397922869428,0.06852669161133179
1.0,1.047381709972783,1.0,1.0,1.0,3.0,0.06855097261572521,0.065738022392042,Feynman33,c,0.065738022392042,0.06855097261572521
1.0,1.0475061457019192,1.0,1.0,1.0,3.0,0.06855911691515226,0.06973534522219711,Feynman33,c,0.06973534522219711,0.06855911691515226
1.0,1.047547649093452,1.0,1.0,1.0,3.0,0.06856183330577599,0.06394862363788717,Feynman33,c,0.06394862363788717,0.06856183330577599
1.0,1.0478643710740667,1.0,1.0,1.0,3.0,0.06858256271093285,0.07436441281771657,Feynman33,c,0.07436441281771657,0.06858256271093285
1.0,1.0484363302548192,1.0,1.0,1.0,3.0,0.06861999735177463,0.06601091704638608,Feynman33,c,0.06601091704638608,0.06861999735177463
1.0,1.0485425302175595,1.0,1.0,1.0,3.0,0.06862694812308205,0.0552555335134815,Feynman33,c,0.0552555335134815,0.06862694812308205
1.0,1.0486023783095009,1.0,1.0,1.0,3.0,0.06863086517153985,0.06209843919179576,Feynman33,c,0.06209843919179576,0.06863086517153985
1.0,1.0492127352094949,1.0,1.0,1.0,3.0,0.06867081293722921,0.06960217658046314,Feynman33,c,0.06960217658046314,0.06867081293722921
1.0,1.049316184241547,1.0,1.0,1.0,3.0,0.06867758366054412,0.07889695821849556,Feynman33,c,0.07889695821849556,0.06867758366054412
1.0,1.0495791414464943,1.0,1.0,1.0,3.0,0.06869479416936226,0.07257507080678653,Feynman33,c,0.07257507080678653,0.06869479416936226
1.0,1.0498167105870573,1.0,1.0,1.0,3.0,0.0687103430332521,0.06151324852745913,Feynman33,c,0.06151324852745913,0.0687103430332521
1.0,1.0507360906236953,1.0,1.0,1.0,3.0,0.06877051631593875,0.05683601135490577,Feynman33,c,0.05683601135490577,0.06877051631593875
1.0,1.0507564760604597,1.0,1.0,1.0,3.0,0.06877185053965498,0.069701858198583,Feynman33,c,0.069701858198583,0.06877185053965498
1.0,1.0510781693054994,1.0,1.0,1.0,3.0,0.06879290531330762,0.0654446335142829,Feynman33,c,0.0654446335142829,0.06879290531330762
1.0,1.0515147087518022,1.0,1.0,1.0,3.0,0.06882147675325567,0.07068950917896188,Feynman33,c,0.07068950917896188,0.06882147675325567
1.0,1.0516528394614812,1.0,1.0,1.0,3.0,0.06883051738706324,0.06593113987002495,Feynman33,c,0.06593113987002495,0.06883051738706324
1.0,1.0518012772299858,1.0,1.0,1.0,3.0,0.06884023261629343,0.05871208431672372,Feynman33,c,0.05871208431672372,0.06884023261629343
1.0,1.05210260256584,1.0,1.0,1.0,3.0,0.06885995431340718,0.07302125350487848,Feynman33,c,0.07302125350487848,0.06885995431340718
1.0,1.0524494462081115,1.0,1.0,1.0,3.0,0.06888265517670936,0.061550852470354106,Feynman33,c,0.061550852470354106,0.06888265517670936
1.0,1.0532900215445817,1.0,1.0,1.0,3.0,0.0689376707038311,0.06833057157984483,Feynman33,c,0.06833057157984483,0.0689376707038311
1.0,1.0535056490455763,1.0,1.0,1.0,3.0,0.06895178349076936,0.06960206438324731,Feynman33,c,0.06960206438324731,0.06895178349076936
1.0,1.0538050804882502,1.0,1.0,1.0,3.0,0.06897138123286431,0.06893435445829925,Feynman33,c,0.06893435445829925,0.06897138123286431
1.0,1.0544137988793878,1.0,1.0,1.0,3.0,0.0690112217583998,0.07381464801230657,Feynman33,c,0.07381464801230657,0.0690112217583998
1.0,1.0545031620100127,1.0,1.0,1.0,3.0,0.06901707056162215,0.07756917486958384,Feynman33,c,0.07756917486958384,0.06901707056162215
1.0,1.0550664689598352,1.0,1.0,1.0,3.0,0.06905393891527378,0.07193628111472401,Feynman33,c,0.07193628111472401,0.06905393891527378
1.0,1.055304576569794,1.0,1.0,1.0,3.0,0.06906952302190315,0.06561119725917937,Feynman33,c,0.06561119725917937,0.06906952302190315
1.0,1.0562130804630798,1.0,1.0,1.0,3.0,0.069128984462672,0.05499108606931271,Feynman33,c,0.05499108606931271,0.069128984462672
1.0,1.0564849431761687,1.0,1.0,1.0,3.0,0.06914677783563503,0.0805960176706126,Feynman33,c,0.0805960176706126,0.06914677783563503
1.0,1.0565188282155769,1.0,1.0,1.0,3.0,0.06914899560627819,0.05566531969773499,Feynman33,c,0.05566531969773499,0.06914899560627819
1.0,1.057036046306671,1.0,1.0,1.0,3.0,0.06918284745117996,0.08376950864207118,Feynman33,c,0.08376950864207118,0.06918284745117996
1.0,1.0577783324252636,1.0,1.0,1.0,3.0,0.0692314299640348,0.06628762829136961,Feynman33,c,0.06628762829136961,0.0692314299640348
1.0,1.05803170019622,1.0,1.0,1.0,3.0,0.0692480128458659,0.06317842855218876,Feynman33,c,0.06317842855218876,0.0692480128458659
1.0,1.0582401068486738,1.0,1.0,1.0,3.0,0.06926165302937232,0.07169936429967004,Feynman33,c,0.07169936429967004,0.06926165302937232
1.0,1.0582600438832575,1.0,1.0,1.0,3.0,0.06926295790523444,0.0707731271989898,Feynman33,c,0.0707731271989898,0.06926295790523444
1.0,1.0590978895804786,1.0,1.0,1.0,3.0,0.0693177947778851,0.07845519207990337,Feynman33,c,0.07845519207990337,0.0693177947778851
1.0,1.0599605571992927,1.0,1.0,1.0,3.0,0.06937425624150503,0.07534305689581011,Feynman33,c,0.07534305689581011,0.06937425624150503
1.0,1.0600908411961167,1.0,1.0,1.0,3.0,0.06938278330915718,0.05843442446217288,Feynman33,c,0.05843442446217288,0.06938278330915718
1.0,1.060594065431295,1.0,1.0,1.0,3.0,0.06941571925833101,0.06460462395190816,Feynman33,c,0.06460462395190816,0.06941571925833101
1.0,1.0609341408954043,1.0,1.0,1.0,3.0,0.06943797714540834,0.06555843768538479,Feynman33,c,0.06555843768538479,0.06943797714540834
1.0,1.0619800545811335,1.0,1.0,1.0,3.0,0.06950643203606201,0.06524592725557796,Feynman33,c,0.06524592725557796,0.06950643203606201
1.0,1.0625181297210884,1.0,1.0,1.0,3.0,0.06954164897161953,0.06742863814502341,Feynman33,c,0.06742863814502341,0.06954164897161953
1.0,1.063762860748787,1.0,1.0,1.0,3.0,0.06962311642687606,0.07157939647095879,Feynman33,c,0.07157939647095879,0.06962311642687606
1.0,1.0638027078480197,1.0,1.0,1.0,3.0,0.06962572441342224,0.07089969512150852,Feynman33,c,0.07089969512150852,0.06962572441342224
1.0,1.063846415936836,1.0,1.0,1.0,3.0,0.06962858510114572,0.07016684210494639,Feynman33,c,0.07016684210494639,0.06962858510114572
1.0,1.064396484366168,1.0,1.0,1.0,3.0,0.06966458699565742,0.06585488821413407,Feynman33,c,0.06585488821413407,0.06966458699565742
1.0,1.0652650914129196,1.0,1.0,1.0,3.0,0.06972143719392682,0.0659558243713976,Feynman33,c,0.0659558243713976,0.06972143719392682
1.0,1.0656512810993062,1.0,1.0,1.0,3.0,0.06974671324979441,0.06831711732854093,Feynman33,c,0.06831711732854093,0.06974671324979441
1.0,1.0664416165275223,1.0,1.0,1.0,3.0,0.06979844058261016,0.06355007611486417,Feynman33,c,0.06355007611486417,0.06979844058261016
1.0,1.0671209205242085,1.0,1.0,1.0,3.0,0.06984290092522563,0.07046132394474339,Feynman33,c,0.07046132394474339,0.06984290092522563
1.0,1.0671312473153682,1.0,1.0,1.0,3.0,0.06984357681212652,0.07029405592482339,Feynman33,c,0.07029405592482339,0.06984357681212652
1.0,1.0674062061827183,1.0,1.0,1.0,3.0,0.06986157282791207,0.07143865658804795,Feynman33,c,0.07143865658804795,0.06986157282791207
1.0,1.0697696650728878,1.0,1.0,1.0,3.0,0.07001626085054578,0.07160891605526647,Feynman33,c,0.07160891605526647,0.07001626085054578
1.0,1.0700948248064175,1.0,1.0,1.0,3.0,0.07003754250533953,0.06463704876512305,Feynman33,c,0.06463704876512305,0.07003754250533953
1.0,1.0701441660959568,1.0,1.0,1.0,3.0,0.07004077188518819,0.07927359578935289,Feynman33,c,0.07927359578935289,0.07004077188518819
1.0,1.0702222352608894,1.0,1.0,1.0,3.0,0.07004588150008453,0.07461314126715277,Feynman33,c,0.07461314126715277,0.07004588150008453
1.0,1.0706023384678915,1.0,1.0,1.0,3.0,0.07007075919680794,0.07093404632570427,Feynman33,c,0.07093404632570427,0.07007075919680794
1.0,1.0707685457062208,1.0,1.0,1.0,3.0,0.07008163743511854,0.06919367792415287,Feynman33,c,0.06919367792415287,0.07008163743511854
1.0,1.0712581022172079,1.0,1.0,1.0,3.0,0.0701136788338359,0.06456832148729179,Feynman33,c,0.06456832148729179,0.0701136788338359
1.0,1.0721029310614367,1.0,1.0,1.0,3.0,0.07016897275238945,0.07112272020361671,Feynman33,c,0.07112272020361671,0.07016897275238945
1.0,1.0730911738643822,1.0,1.0,1.0,3.0,0.07023365309259147,0.06975544442260521,Feynman33,c,0.06975544442260521,0.07023365309259147
1.0,1.0736453950924165,1.0,1.0,1.0,3.0,0.07026992678714264,0.06689632406057683,Feynman33,c,0.06689632406057683,0.07026992678714264
1.0,1.0737788194597773,1.0,1.0,1.0,3.0,0.07027865939156577,0.07779294377836436,Feynman33,c,0.07779294377836436,0.07027865939156577
1.0,1.075688955646894,1.0,1.0,1.0,3.0,0.07040367751266581,0.061921408155568375,Feynman33,c,0.061921408155568375,0.07040367751266581
1.0,1.075752964547444,1.0,1.0,1.0,3.0,0.07040786688541023,0.06280131746081108,Feynman33,c,0.06280131746081108,0.07040786688541023
1.0,1.0770540379338154,1.0,1.0,1.0,3.0,0.07049302193941867,0.07092923740288533,Feynman33,c,0.07092923740288533,0.07049302193941867
1.0,1.0773260135419518,1.0,1.0,1.0,3.0,0.07051082270134527,0.06884282656190882,Feynman33,c,0.06884282656190882,0.07051082270134527
1.0,1.078693070678001,1.0,1.0,1.0,3.0,0.07060029638167131,0.06956182832736457,Feynman33,c,0.06956182832736457,0.07060029638167131
1.0,1.0789533418715396,1.0,1.0,1.0,3.0,0.07061733109145385,0.0750529709199069,Feynman33,c,0.0750529709199069,0.07061733109145385
1.0,1.0799189835682141,1.0,1.0,1.0,3.0,0.07068053219270953,0.05900233898370234,Feynman33,c,0.05900233898370234,0.07068053219270953
1.0,1.079928313623786,1.0,1.0,1.0,3.0,0.07068114284341875,0.06671536130824493,Feynman33,c,0.06671536130824493,0.07068114284341875
1.0,1.0799313659251786,1.0,1.0,1.0,3.0,0.07068134261607774,0.07544429161615109,Feynman33,c,0.07544429161615109,0.07068134261607774
1.0,1.0807638036477951,1.0,1.0,1.0,3.0,0.07073582553761822,0.06416757946994894,Feynman33,c,0.06416757946994894,0.07073582553761822
1.0,1.0807936208738065,1.0,1.0,1.0,3.0,0.07073777707049714,0.08710460094858465,Feynman33,c,0.08710460094858465,0.07073777707049714
1.0,1.0811907961178342,1.0,1.0,1.0,3.0,0.07076377212943098,0.06905104638991254,Feynman33,c,0.06905104638991254,0.07076377212943098
1.0,1.0814572297254506,1.0,1.0,1.0,3.0,0.07078121016827175,0.0665367059543105,Feynman33,c,0.0665367059543105,0.07078121016827175
1.0,1.0815037057152561,1.0,1.0,1.0,3.0,0.07078425201469138,0.062080678559277507,Feynman33,c,0.062080678559277507,0.07078425201469138
1.0,1.0818499786221913,1.0,1.0,1.0,3.0,0.07080691552345314,0.07823952842156714,Feynman33,c,0.07823952842156714,0.07080691552345314
1.0,1.0830435252436963,1.0,1.0,1.0,3.0,0.07088503296715808,0.07775214543488082,Feynman33,c,0.07775214543488082,0.07088503296715808
1.0,1.0838937915155062,1.0,1.0,1.0,3.0,0.07094068276451461,0.07428371715016326,Feynman33,c,0.07428371715016326,0.07094068276451461
1.0,1.0852037861293018,1.0,1.0,1.0,3.0,0.07102642171149257,0.07473687146386233,Feynman33,c,0.07473687146386233,0.07102642171149257
1.0,1.085477718493664,1.0,1.0,1.0,3.0,0.07104435054281466,0.05734420612692115,Feynman33,c,0.05734420612692115,0.07104435054281466
1.0,1.0882693742576857,1.0,1.0,1.0,3.0,0.07122706398530637,0.08205926782263173,Feynman33,c,0.08205926782263173,0.07122706398530637
1.0,1.0883114480009697,1.0,1.0,1.0,3.0,0.07122981770536492,0.07924901994998683,Feynman33,c,0.07924901994998683,0.07122981770536492
1.0,1.0883658403898486,1.0,1.0,1.0,3.0,0.07123337767889228,0.0723265518829288,Feynman33,c,0.0723265518829288,0.07123337767889228
1.0,1.0908655269975613,1.0,1.0,1.0,3.0,0.07139698178478951,0.05838033593863703,Feynman33,c,0.05838033593863703,0.07139698178478951
1.0,1.0911285576496499,1.0,1.0,1.0,3.0,0.07141419710071181,0.07558660792300002,Feynman33,c,0.07558660792300002,0.07141419710071181
1.0,1.0912956981240578,1.0,1.0,1.0,3.0,0.07142513641918093,0.07524831836044765,Feynman33,c,0.07524831836044765,0.07142513641918093
1.0,1.0915228054349129,1.0,1.0,1.0,3.0,0.07144000055791756,0.07166971072537846,Feynman33,c,0.07166971072537846,0.07144000055791756
1.0,1.09205794176511,1.0,1.0,1.0,3.0,0.07147502514882624,0.07296586780750948,Feynman33,c,0.07296586780750948,0.07147502514882624
1.0,1.0924728897825766,1.0,1.0,1.0,3.0,0.07150218343306154,0.07191725540410554,Feynman33,c,0.07191725540410554,0.07150218343306154
1.0,1.0929213091960905,1.0,1.0,1.0,3.0,0.07153153241504534,0.072272722599958,Feynman33,c,0.072272722599958,0.07153153241504534
1.0,1.0929563272014837,1.0,1.0,1.0,3.0,0.07153382433813882,0.08428240748684743,Feynman33,c,0.08428240748684743,0.07153382433813882
1.0,1.0930521077175217,1.0,1.0,1.0,3.0,0.07154009315825427,0.0829551143719834,Feynman33,c,0.0829551143719834,0.07154009315825427
1.0,1.0932107241776796,1.0,1.0,1.0,3.0,0.07155047458129532,0.07632136605549998,Feynman33,c,0.07632136605549998,0.07155047458129532
1.0,1.0932777099132969,1.0,1.0,1.0,3.0,0.0715548587874393,0.0706731396500734,Feynman33,c,0.0706731396500734,0.0715548587874393
1.0,1.09418054881683,1.0,1.0,1.0,3.0,0.07161394945549585,0.07575013660157809,Feynman33,c,0.07575013660157809,0.07161394945549585
1.0,1.0948956035452195,1.0,1.0,1.0,3.0,0.07166074967802967,0.0654018590562147,Feynman33,c,0.0654018590562147,0.07166074967802967
1.0,1.0951456233519927,1.0,1.0,1.0,3.0,0.07167711343611739,0.06938315729644023,Feynman33,c,0.06938315729644023,0.07167711343611739
1.0,1.0954041223296267,1.0,1.0,1.0,3.0,0.07169403215464021,0.06065558356855555,Feynman33,c,0.06065558356855555,0.07169403215464021
1.0,1.0959701038884009,1.0,1.0,1.0,3.0,0.07173107556103839,0.07074036653896357,Feynman33,c,0.07074036653896357,0.07173107556103839
1.0,1.0961891387352867,1.0,1.0,1.0,3.0,0.07174541135824372,0.07294821072137064,Feynman33,c,0.07294821072137064,0.07174541135824372
1.0,1.0962543355817247,1.0,1.0,1.0,3.0,0.0717496784818647,0.06986854152022885,Feynman33,c,0.06986854152022885,0.0717496784818647
1.0,1.0962927640601463,1.0,1.0,1.0,3.0,0.07175219361989592,0.07415933123183643,Feynman33,c,0.07415933123183643,0.07175219361989592
1.0,1.0966503898159252,1.0,1.0,1.0,3.0,0.07177560017087695,0.06391838185275575,Feynman33,c,0.06391838185275575,0.07177560017087695
