p_d,Ef,t,h,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name
2.0,2.0617662942329185,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.2717729235422304,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.839143817079937,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.974400983282247,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.3576449429647435,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.454726083370892,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.3179365140582031,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.834413264936099,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.5347218399722817,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.61766737442296,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.477370385324475,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.1929958956069184,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.8036681425745904,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.778238446394048,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.6356980284582905,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.693507385558835,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.545662505112355,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.2705797214667527,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.4747740543004724,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.0509378589434837,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.2350554903358786,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.9860308257617363,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.958040569922841,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.4197601768359454,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.6155717470865545,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.2775016274087267,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.934524185540006,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.9558478107512927,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.407360718772472,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.8248483659226573,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.8469655755569447,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.5423599784958195,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.0794209808838753,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.623632665695504,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.1116667903014588,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.8478422135120092,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.2863302252942515,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.5132566572629633,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.285319817709852,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.7417637822798464,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.3665187340053375,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.2437655226070543,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.5952830911484828,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.8870526589750356,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.7163364787349122,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.8572000835986797,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.564912363610077,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.186265529956871,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.4254534308060043,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.6538096049736188,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.7685251922094767,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.9424712757332854,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.461241073351184,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.4901877693768344,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.404811906499293,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.8960964141294805,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.1092234682317583,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.580697786087452,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.7352319919904466,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.964458337825688,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.7105414643346695,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.82272740383885,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.368463345298158,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.047548701643747,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.022422105464188,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.869357648519088,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.114301489486102,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.4587331466222744,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.7409622757147631,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.37269599544888,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.6230407015416974,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.5395639746547032,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.2601604243197277,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.9081817870389215,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.3240563283269842,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.054769295386906,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.047423846031502,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.4082091386038214,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.6013576939320335,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.022662387687914,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.7625552590294085,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.6572612727886067,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.577935821593602,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.2105181632954565,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.521298096755862,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.7042379286503468,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.845598442393934,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.2587593411227573,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.7253417831316722,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.290561116078777,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.6369790704088378,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.352177127046111,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.0686908623230624,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.8970905814694796,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.8419930928038974,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.4386863254237638,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.8939380034867173,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.006892578041007,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.1161139425830713,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.674595163405253,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.9800747522153237,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.2319637116718754,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.0440121673644327,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.656517901531312,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.0746186255990633,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.9947441041639653,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.4533002318080839,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.793870875381251,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.1529676546561458,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.3012279187179177,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.028699485855092,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.8099191062300506,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.8947908600487615,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.9906207477216817,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.6397191100751902,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.380659805889067,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.8018831208513697,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.6226630194387492,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.0109967723398843,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.3796596912608194,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.278751089383902,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.392546437394439,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.622023107785596,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.6619661839191184,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.9739537183271543,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.2889816824834686,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.2156888407109223,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.1886458024003974,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.7575008612461853,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.3571785084154975,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.50570777026768,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.4240827765798334,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.094436585026541,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.6428576751552082,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.3070360552226243,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.2256956438671989,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.0053264919481206,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.1227902498170055,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.0643283789233733,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.0251792335391738,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.7484728267062657,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.047661613123335,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.3110734688362782,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.3909840382771836,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.7920656204011465,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.292976073975403,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.6312586195766907,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.1441938503024742,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.2057944545077453,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.1516315780687645,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.074173643493345,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.3154816843890222,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.7026731373970208,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.8309009407160364,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.2735585888493035,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.123611407360145,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.1533537499090913,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.0945799569215153,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.060830823675686,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.1917768224636316,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.0991528116915341,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.5953726505744106,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.09589531640235,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.975415962839689,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.7807397612723614,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.0136003584808155,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.555550978207469,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.6468418008163108,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.8790036365173601,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.3106300377461921,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.75760945849294,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.3685076717948546,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.504789553401012,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.5768655159313565,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.3309070926615283,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.2242679396371074,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.643476376794692,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.623190906206446,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.0723874756716283,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.5449224723101564,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.2365893647321187,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.1903180966453197,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.645889403777373,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.4534678568525123,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.5616134149580092,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.1796593944348963,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.778780294466803,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.6074018236103578,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.336737106887517,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.7646614388029513,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.8837181579310338,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.178057958079341,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.0499002544052214,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.2923415591024563,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.325953808409744,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.8685007910969589,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.3067812362351605,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.206131637343596,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.908909463768496,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.6311405035848001,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.1169705721061505,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.918910092931941,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.7704632837046903,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.4976535362183747,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.1725904779050937,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.994042716241216,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.6940722515123263,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.2384903974287504,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.1439507488659717,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.454092918882182,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.7967082659095417,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.8122458575564826,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.53892589545537,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.5676676242515493,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.7143421373431353,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.117892883733963,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.9222937244085214,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.343031562274499,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.640152566058311,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.8756229940404514,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.379250261252122,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.7523595229817368,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.5411595910941793,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.603290408318534,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.7868899018759894,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.8539527140495395,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.250570015180999,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.6151611663931718,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.62158639775119,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.1423823617082352,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.4564645678656822,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.7511496803610096,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.977619214783106,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.1501097415508728,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.1583108871782006,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.8214302707039605,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.8379166608625477,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.520955590152165,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.625617096215149,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.7942076092276569,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.7424236951220746,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.1181466088372254,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.8966076264745455,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.7652022433363053,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.4107758731094298,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.910026759970221,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.511701957294455,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.513424511061067,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.7100771933453336,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.8359202184178187,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.582732596140422,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.4260826803405668,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.7162020154425472,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.581285769325862,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.53538069222015,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.8624289327729375,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.8384564116238238,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.8398051331519474,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.741135938748757,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.198627629297357,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.1417384247754994,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.7987996918036964,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.9287204226377788,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.3034530670871627,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.3001003850214525,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.201225136142159,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.2695000015482245,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.923904373007561,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.3812918706939037,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.9935995642457984,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,2.199160732833943,2.0,2.0,3.0,3.0,,,Feynman90,Ef
2.0,1.9478955053311389,2.0,2.0,3.0,3.0,,,Feynman90,Ef
