omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name
1.0,3.7785143030736603,1.0,1.0,1.0,0.37483725915226157,0.4542661521956409,Feynman44,T
1.0,1.8124990962272318,1.0,1.0,1.0,0.17569965486572486,0.10409914404983651,Feynman44,T
1.0,4.708209286132668,1.0,1.0,1.0,0.46902387913044974,0.48333008580135045,Feynman44,T
1.0,2.840271412324244,1.0,1.0,1.0,0.2797920745856181,0.27009579846376475,Feynman44,T
1.0,2.2849829352433773,1.0,1.0,1.0,0.22354788452525046,0.19848960309759486,Feynman44,T
1.0,3.794327615079008,1.0,1.0,1.0,0.37643924676372387,0.40903558842764426,Feynman44,T
1.0,1.2355253543116103,1.0,1.0,1.0,0.1172950640581203,0.1465398585170747,Feynman44,T
1.0,3.0435748530264863,1.0,1.0,1.0,0.3003859906646518,0.28681361145389256,Feynman44,T
1.0,3.980191647346888,1.0,1.0,1.0,0.3952685785491399,0.41613610692167213,Feynman44,T
1.0,3.6404149210503673,1.0,1.0,1.0,0.3608470133400001,0.3794457380121859,Feynman44,T
1.0,4.7912155849691445,1.0,1.0,1.0,0.4774333886331791,0.507155489303479,Feynman44,T
1.0,3.3455774231462105,1.0,1.0,1.0,0.3309789060295005,0.26140023536981555,Feynman44,T
1.0,2.9827651983952705,1.0,1.0,1.0,0.29422611689322575,0.3427879852205004,Feynman44,T
1.0,4.030668197414619,1.0,1.0,1.0,0.4003822494743859,0.46245081983668135,Feynman44,T
1.0,1.8351176773734537,1.0,1.0,1.0,0.17798994243662136,0.22487906604985994,Feynman44,T
1.0,1.0852375674398256,1.0,1.0,1.0,0.10209167697408751,0.12438702703771047,Feynman44,T
1.0,3.224766242072543,1.0,1.0,1.0,0.3187405688380973,0.2970667629618465,Feynman44,T
1.0,1.4054982383172865,1.0,1.0,1.0,0.13449599896858802,0.15371946045367985,Feynman44,T
1.0,1.0938507933452275,1.0,1.0,1.0,0.10296282904901748,0.12036359708305223,Feynman44,T
1.0,2.555114270909868,1.0,1.0,1.0,0.2509080177760164,0.2921578665584472,Feynman44,T
1.0,1.6209009900898064,1.0,1.0,1.0,0.15630065006905522,0.14187005549345022,Feynman44,T
1.0,2.317756891389428,1.0,1.0,1.0,0.22686725733039698,0.20862401385193075,Feynman44,T
1.0,2.286696402047035,1.0,1.0,1.0,0.22372142489052152,0.18564001591604823,Feynman44,T
1.0,3.524100651296115,1.0,1.0,1.0,0.34906385273071006,0.3193314320691187,Feynman44,T
1.0,1.9071364842932694,1.0,1.0,1.0,0.18528257370882445,0.24214038056094828,Feynman44,T
1.0,4.543315144745794,1.0,1.0,1.0,0.4523182581299162,0.3828447972049985,Feynman44,T
1.0,3.0768967370761353,1.0,1.0,1.0,0.3037614424879555,0.317280103091094,Feynman44,T
1.0,4.406048770615569,1.0,1.0,1.0,0.43841173310078735,0.47698169673263563,Feynman44,T
1.0,1.2271252401458397,1.0,1.0,1.0,0.11644513851949222,0.12982470427479084,Feynman44,T
1.0,1.5334037103945812,1.0,1.0,1.0,0.14744284734710922,0.15025505164430564,Feynman44,T
1.0,3.206407232381241,1.0,1.0,1.0,0.3168807919437615,0.2992747362390959,Feynman44,T
1.0,3.237860461146435,1.0,1.0,1.0,0.3200670224314099,0.304796490252877,Feynman44,T
1.0,1.5938994438477199,1.0,1.0,1.0,0.15356705562080453,0.14365419310734495,Feynman44,T
1.0,4.013527516139117,1.0,1.0,1.0,0.3986457619539779,0.4204999027724446,Feynman44,T
1.0,1.4587670058745794,1.0,1.0,1.0,0.1398877002972666,0.07196706895814506,Feynman44,T
1.0,4.4836534754704935,1.0,1.0,1.0,0.4462738935390646,0.3828641523156203,Feynman44,T
1.0,4.706118412512167,1.0,1.0,1.0,0.46881204952141636,0.5178077725435188,Feynman44,T
1.0,2.4007524275412213,1.0,1.0,1.0,0.2352732739573439,0.21669098366979714,Feynman44,T
1.0,2.666167142873682,1.0,1.0,1.0,0.26215654034513464,0.2671770795963794,Feynman44,T
1.0,1.5751146938448244,1.0,1.0,1.0,0.15166536197291347,0.19296269300431085,Feynman44,T
1.0,1.2407508178260223,1.0,1.0,1.0,0.11782378577427353,0.09697351231191588,Feynman44,T
1.0,2.9848709336686245,1.0,1.0,1.0,0.2944394219061424,0.2742942206684627,Feynman44,T
1.0,3.6726610643524085,1.0,1.0,1.0,0.36411371496764666,0.37384015130466736,Feynman44,T
1.0,2.7705872869254855,1.0,1.0,1.0,0.27273349013348874,0.2906936937071625,Feynman44,T
1.0,3.9079687986340415,1.0,1.0,1.0,0.3879518670182736,0.3300964854257361,Feynman44,T
1.0,1.1550946761663012,1.0,1.0,1.0,0.10915777530266117,0.1470712705764605,Feynman44,T
1.0,1.1457208628809985,1.0,1.0,1.0,0.10820952287993214,0.20327794159391313,Feynman44,T
1.0,3.021593429705104,1.0,1.0,1.0,0.29815931797016065,0.2336017465614823,Feynman44,T
1.0,4.357734849916952,1.0,1.0,1.0,0.43351704760613924,0.4377082148957775,Feynman44,T
1.0,4.857917641957088,1.0,1.0,1.0,0.48419110711355967,0.48133628975025766,Feynman44,T
1.0,3.3828229625505783,1.0,1.0,1.0,0.33475196439113447,0.3146356914768384,Feynman44,T
1.0,3.749945496806525,1.0,1.0,1.0,0.3719430650738816,0.38274838939319367,Feynman44,T
1.0,1.1017796284954846,1.0,1.0,1.0,0.1037647824183876,0.07400130271703854,Feynman44,T
1.0,2.1935506551534356,1.0,1.0,1.0,0.2142877581665188,0.22749871426378537,Feynman44,T
1.0,4.3343607841915475,1.0,1.0,1.0,0.4311490242543636,0.49513403332106126,Feynman44,T
1.0,4.886154213525451,1.0,1.0,1.0,0.48705181555887667,0.5472185809151263,Feynman44,T
1.0,3.4363922311748776,1.0,1.0,1.0,0.3401786806198671,0.3656197647549863,Feynman44,T
1.0,2.220296035326212,1.0,1.0,1.0,0.21699645755749655,0.25793145129012185,Feynman44,T
1.0,2.3510972299845174,1.0,1.0,1.0,0.23024403165252227,0.2156622278837119,Feynman44,T
1.0,4.2806781268445215,1.0,1.0,1.0,0.425710452636264,0.40695681164481945,Feynman44,T
1.0,3.3921353397478637,1.0,1.0,1.0,0.33569533192335,0.4017199418851485,Feynman44,T
1.0,4.138075709688808,1.0,1.0,1.0,0.4112635285867111,0.4320470442609466,Feynman44,T
1.0,2.131983450498581,1.0,1.0,1.0,0.2080525109953143,0.25214125673649623,Feynman44,T
1.0,2.4594191530598977,1.0,1.0,1.0,0.24121533142317342,0.22680661234877003,Feynman44,T
1.0,2.191398389003429,1.0,1.0,1.0,0.21406978374792532,0.2283615151026558,Feynman44,T
1.0,3.5679669013927553,1.0,1.0,1.0,0.35350768704702346,0.37216768437380776,Feynman44,T
1.0,3.805723556106057,1.0,1.0,1.0,0.3775937282257254,0.4029382369525891,Feynman44,T
1.0,4.674057858710081,1.0,1.0,1.0,0.4655639479702497,0.5073652763314328,Feynman44,T
1.0,4.420265155403788,1.0,1.0,1.0,0.4398519979275713,0.46309562234285034,Feynman44,T
1.0,2.7636347914529025,1.0,1.0,1.0,0.27202924923004845,0.25376391330884895,Feynman44,T
1.0,3.6798359641926237,1.0,1.0,1.0,0.3648405707781902,0.3542807518135526,Feynman44,T
1.0,1.9809250824019742,1.0,1.0,1.0,0.192754745879992,0.22715928855119838,Feynman44,T
1.0,3.338980740971931,1.0,1.0,1.0,0.33031064866814946,0.39312446148593144,Feynman44,T
1.0,2.02551318041057,1.0,1.0,1.0,0.1972700887927434,0.21495532209099777,Feynman44,T
1.0,2.1963195876368524,1.0,1.0,1.0,0.21456818679380665,0.2168455801220971,Feynman44,T
1.0,3.1254574513776543,1.0,1.0,1.0,0.3086805916964784,0.38450438096693174,Feynman44,T
1.0,2.92297123873132,1.0,1.0,1.0,0.2881691887193382,0.3147008565546994,Feynman44,T
1.0,1.4385971984598762,1.0,1.0,1.0,0.13784612588320408,0.14183961919521268,Feynman44,T
1.0,1.1130652272225432,1.0,1.0,1.0,0.10490628647377899,0.10061313969184273,Feynman44,T
1.0,2.628731416635679,1.0,1.0,1.0,0.2583646504293346,0.25998616173284766,Feynman44,T
1.0,2.4678947108380527,1.0,1.0,1.0,0.24207378637756213,0.2612503771406626,Feynman44,T
1.0,1.7937832419810107,1.0,1.0,1.0,0.17380457306004948,0.2928782701075311,Feynman44,T
1.0,1.1317970022202966,1.0,1.0,1.0,0.10680103512264465,0.11617875552131066,Feynman44,T
1.0,4.3534043406195835,1.0,1.0,1.0,0.43307832409629665,0.4017235931790952,Feynman44,T
1.0,4.461236734830138,1.0,1.0,1.0,0.44400284251577526,0.44171726876398726,Feynman44,T
1.0,1.166463756905391,1.0,1.0,1.0,0.1103079010535613,0.10946738837036742,Feynman44,T
1.0,1.9789039756692617,1.0,1.0,1.0,0.19255007518753564,0.29548093239191425,Feynman44,T
1.0,1.5227120922897255,1.0,1.0,1.0,0.14636053874320795,0.16455812347575272,Feynman44,T
1.0,3.100324813107235,1.0,1.0,1.0,0.30613467768986713,0.2956668257084327,Feynman44,T
1.0,4.020154324386937,1.0,1.0,1.0,0.3993171101758311,0.40453731258816533,Feynman44,T
1.0,3.0919593660136795,1.0,1.0,1.0,0.30528726730516736,0.27117544994293075,Feynman44,T
1.0,4.123832655475635,1.0,1.0,1.0,0.40982058397206045,0.41930751825961404,Feynman44,T
1.0,2.917525200510338,1.0,1.0,1.0,0.2876175262446497,0.2957736935322642,Feynman44,T
1.0,1.7082241985394324,1.0,1.0,1.0,0.1651415989079507,0.1706473091072675,Feynman44,T
1.0,3.992958346196417,1.0,1.0,1.0,0.39656194379515497,0.477490020494792,Feynman44,T
1.0,4.577594483690792,1.0,1.0,1.0,0.45579112882957873,0.5087466110863659,Feynman44,T
1.0,2.7784246856570727,1.0,1.0,1.0,0.2735273669341759,0.2642497406177441,Feynman44,T
1.0,2.4260348332924213,1.0,1.0,1.0,0.2378339890392386,0.25495934238604545,Feynman44,T
1.0,4.507414577044872,1.0,1.0,1.0,0.44868114503249773,0.49591039172092,Feynman44,T
1.0,4.772364778338202,1.0,1.0,1.0,0.4755235789063185,0.5050151017775818,Feynman44,T
1.0,1.3668724372542544,1.0,1.0,1.0,0.13058668435089488,0.12485600712553196,Feynman44,T
1.0,4.380636591720024,1.0,1.0,1.0,0.43583722262601016,0.49544619440054233,Feynman44,T
1.0,3.857328631936918,1.0,1.0,1.0,0.38282166381159605,0.3859889742962311,Feynman44,T
1.0,4.745594030771889,1.0,1.0,1.0,0.4728113878725319,0.4689829112531664,Feynman44,T
1.0,2.836369825522253,1.0,1.0,1.0,0.27939686475693726,0.3353455696599136,Feynman44,T
1.0,2.5220536091733723,1.0,1.0,1.0,0.24755936943271903,0.24407591459326136,Feynman44,T
1.0,4.810492543872827,1.0,1.0,1.0,0.47938637405584783,0.5206125127786799,Feynman44,T
1.0,2.5335413686845087,1.0,1.0,1.0,0.2487229383858688,0.24002747586557435,Feynman44,T
1.0,1.3594522841395373,1.0,1.0,1.0,0.12983571911659048,0.1350075508333692,Feynman44,T
1.0,1.1332653498855523,1.0,1.0,1.0,0.10694956524448075,0.16160956239223273,Feynman44,T
1.0,2.67141469800456,1.0,1.0,1.0,0.262688071295137,0.19183736613713004,Feynman44,T
1.0,4.815260294407901,1.0,1.0,1.0,0.4798694041644157,0.4441147510857175,Feynman44,T
1.0,1.558936083391127,1.0,1.0,1.0,0.1500275344444999,0.1510494826509822,Feynman44,T
1.0,2.175064786977769,1.0,1.0,1.0,0.2124155765678722,0.1552846176610341,Feynman44,T
1.0,1.4552798774784552,1.0,1.0,1.0,0.13953473142459766,0.10293610769445612,Feynman44,T
1.0,4.7208843711938835,1.0,1.0,1.0,0.4703080117947454,0.4651247289821532,Feynman44,T
1.0,2.0472811255506786,1.0,1.0,1.0,0.19947452040152192,0.1763367608806891,Feynman44,T
1.0,4.444516191116744,1.0,1.0,1.0,0.44230887757978465,0.4835853358414912,Feynman44,T
1.0,3.1034993458702944,1.0,1.0,1.0,0.30645625455269976,0.3277214866642548,Feynman44,T
1.0,2.1543152272361823,1.0,1.0,1.0,0.2103141534389548,0.2218437926230748,Feynman44,T
1.0,4.354037082190594,1.0,1.0,1.0,0.43314242708224027,0.5004587433026796,Feynman44,T
1.0,1.2359705949503264,1.0,1.0,1.0,0.11734011406002497,0.042004651259988326,Feynman44,T
1.0,3.7738026792998776,1.0,1.0,1.0,0.374359942517458,0.4028574085056203,Feynman44,T
1.0,1.911749983993095,1.0,1.0,1.0,0.1857497484225301,0.12362319838451839,Feynman44,T
1.0,2.039862096458787,1.0,1.0,1.0,0.19872319542865832,0.231938646215829,Feynman44,T
1.0,4.4959915929556935,1.0,1.0,1.0,0.447523875311493,0.5333960525308419,Feynman44,T
1.0,4.058163533502089,1.0,1.0,1.0,0.4031677499886386,0.3736707196697586,Feynman44,T
1.0,2.8155336817361714,1.0,1.0,1.0,0.2772862799417009,0.2988217230332874,Feynman44,T
1.0,1.9465628765954195,1.0,1.0,1.0,0.189275031805481,0.13143879630590358,Feynman44,T
1.0,1.7011151151825215,1.0,1.0,1.0,0.1644218211716561,0.17209969347064524,Feynman44,T
1.0,4.2729202661681915,1.0,1.0,1.0,0.42492450771554724,0.39298844133206545,Feynman44,T
1.0,3.2967654303469063,1.0,1.0,1.0,0.32603416354765574,0.34984291602172934,Feynman44,T
1.0,1.9005159729888201,1.0,1.0,1.0,0.18461216618937465,0.1954787375698109,Feynman44,T
1.0,2.7925083223123814,1.0,1.0,1.0,0.27495394951069685,0.2563874868765933,Feynman44,T
1.0,2.8725368949758,1.0,1.0,1.0,0.28306040580158,0.26236805072480013,Feynman44,T
1.0,2.623696028117184,1.0,1.0,1.0,0.2578546150224685,0.28747465140441764,Feynman44,T
1.0,1.754255318770614,1.0,1.0,1.0,0.16980224259681004,0.1491574016284166,Feynman44,T
1.0,4.0644868356620965,1.0,1.0,1.0,0.4038083524629812,0.44455404414286814,Feynman44,T
1.0,4.384447206828555,1.0,1.0,1.0,0.4362232762291517,0.3794548149881065,Feynman44,T
1.0,1.8751503969210774,1.0,1.0,1.0,0.18204361774395336,0.14613674038757313,Feynman44,T
1.0,4.761900824024126,1.0,1.0,1.0,0.474463457142583,0.40818261159479013,Feynman44,T
1.0,1.484232145829222,1.0,1.0,1.0,0.14246534442906805,0.15376855614202226,Feynman44,T
1.0,1.1826497060729886,1.0,1.0,1.0,0.11194537348291024,0.09265363156508138,Feynman44,T
1.0,4.9222453089491935,1.0,1.0,1.0,0.4907082871393174,0.5246599326364897,Feynman44,T
1.0,3.3352985918709686,1.0,1.0,1.0,0.32993763966992606,0.2912993928796902,Feynman44,T
1.0,1.4425249070728565,1.0,1.0,1.0,0.13824368141999976,0.14545055098125215,Feynman44,T
1.0,1.6214084565801734,1.0,1.0,1.0,0.15635202589748595,0.2081886460995949,Feynman44,T
1.0,4.576924407145746,1.0,1.0,1.0,0.4557232427207505,0.44838492236370087,Feynman44,T
1.0,1.6267346209852191,1.0,1.0,1.0,0.15689124750498534,0.12686618755260176,Feynman44,T
1.0,3.35571842935136,1.0,1.0,1.0,0.3320062116137315,0.3449995260487488,Feynman44,T
1.0,2.1146420077251222,1.0,1.0,1.0,0.20629627792288435,0.2258962354465741,Feynman44,T
1.0,1.7766691138922415,1.0,1.0,1.0,0.17207169740607536,0.1845925692153141,Feynman44,T
1.0,4.551071805291313,1.0,1.0,1.0,0.45310409193043555,0.4892546788719592,Feynman44,T
1.0,3.2358549606434646,1.0,1.0,1.0,0.31986386368048314,0.34946932865686015,Feynman44,T
1.0,2.3154952197873233,1.0,1.0,1.0,0.22663819219698803,0.21732052064452395,Feynman44,T
1.0,2.8635139914508674,1.0,1.0,1.0,0.28214642910725907,0.3636537409956038,Feynman44,T
1.0,4.900712154177395,1.0,1.0,1.0,0.48852671331721076,0.48978356150486063,Feynman44,T
1.0,4.440374656429038,1.0,1.0,1.0,0.44188929726269127,0.4133114491030092,Feynman44,T
1.0,3.8252944184970303,1.0,1.0,1.0,0.3795763836737086,0.3448457672903541,Feynman44,T
1.0,2.2201236136932803,1.0,1.0,1.0,0.21697899507269788,0.16391430359496506,Feynman44,T
1.0,1.7116435892809396,1.0,1.0,1.0,0.16548780561272997,0.11122929267063533,Feynman44,T
1.0,1.3779219906854352,1.0,1.0,1.0,0.13170498429339553,0.1576818074581826,Feynman44,T
1.0,3.330200545806658,1.0,1.0,1.0,0.3294211977625168,0.3292729201312575,Feynman44,T
1.0,4.385409926958886,1.0,1.0,1.0,0.43632080946433854,0.41151838137041635,Feynman44,T
1.0,3.8424175563448735,1.0,1.0,1.0,0.3813110711325295,0.43982396367780574,Feynman44,T
1.0,3.372194548760519,1.0,1.0,1.0,0.3336752801707708,0.36451535419171976,Feynman44,T
1.0,1.7153289764803108,1.0,1.0,1.0,0.16586094506045154,0.11127547534920784,Feynman44,T
1.0,2.5951606917785437,1.0,1.0,1.0,0.2549642771252068,0.2379141819711613,Feynman44,T
1.0,4.570316800388062,1.0,1.0,1.0,0.4550538197379583,0.47920978169986017,Feynman44,T
1.0,3.905261160768123,1.0,1.0,1.0,0.3876775638861619,0.4040697478949002,Feynman44,T
1.0,3.8532055290892373,1.0,1.0,1.0,0.3824039654757732,0.42635612734818895,Feynman44,T
1.0,2.2166741929051437,1.0,1.0,1.0,0.21662964554554992,0.2178654422688497,Feynman44,T
1.0,4.150568759766996,1.0,1.0,1.0,0.41252918365089203,0.41380096081149803,Feynman44,T
1.0,2.846950960090484,1.0,1.0,1.0,0.28046867762765465,0.23920202500598267,Feynman44,T
1.0,3.443954749890308,1.0,1.0,1.0,0.3409447873144562,0.3169013078960129,Feynman44,T
1.0,4.8549172130121345,1.0,1.0,1.0,0.4838871273088393,0.47559842595082397,Feynman44,T
1.0,1.9797451894031215,1.0,1.0,1.0,0.1926352620504454,0.15445336179703537,Feynman44,T
1.0,1.4898339475480937,1.0,1.0,1.0,0.14303238410958005,0.11632698941899851,Feynman44,T
1.0,4.150317231347183,1.0,1.0,1.0,0.4125037016163417,0.3609885809430264,Feynman44,T
1.0,2.1204533421300154,1.0,1.0,1.0,0.20688481209670678,0.24055784939727617,Feynman44,T
1.0,3.1808597872842808,1.0,1.0,1.0,0.3142928302279867,0.3206506462696077,Feynman44,T
1.0,1.9810836690734468,1.0,1.0,1.0,0.19277080542923167,0.14387591073344227,Feynman44,T
1.0,1.8141708517071549,1.0,1.0,1.0,0.17586893041490675,0.1718625085482735,Feynman44,T
1.0,1.6830943562311504,1.0,1.0,1.0,0.1625972820891427,0.1620137388369336,Feynman44,T
1.0,2.4770727323276223,1.0,1.0,1.0,0.2430033933429351,0.24667325144546942,Feynman44,T
1.0,4.56192130033967,1.0,1.0,1.0,0.45420326385208837,0.4257139449114219,Feynman44,T
1.0,1.503637948195646,1.0,1.0,1.0,0.14442970463702676,0.14461103739021922,Feynman44,T
1.0,2.1309895500886866,1.0,1.0,1.0,0.20795185460459162,0.24323423147898224,Feynman44,T
1.0,2.7137025179083114,1.0,1.0,1.0,0.26697147589187364,0.23241946410277511,Feynman44,T
1.0,2.6673056620591002,1.0,1.0,1.0,0.2622718622222479,0.2298455266977228,Feynman44,T
1.0,2.7007615461097374,1.0,1.0,1.0,0.26566065888624407,0.28625366064899244,Feynman44,T
1.0,1.8308178002815918,1.0,1.0,1.0,0.17755454741683932,0.19829850558735335,Feynman44,T
1.0,3.6193792427923572,1.0,1.0,1.0,0.35871599494026685,0.3323703930008538,Feynman44,T
1.0,4.536727108760834,1.0,1.0,1.0,0.45165081888147346,0.4817341203388569,Feynman44,T
1.0,1.7857021561766357,1.0,1.0,1.0,0.1729863272407011,0.15994711880342144,Feynman44,T
1.0,1.7222097645163084,1.0,1.0,1.0,0.166557616707739,0.1553736926100166,Feynman44,T
1.0,4.810587599841906,1.0,1.0,1.0,0.4793960043606754,0.39122092558693733,Feynman44,T
1.0,4.147395059398457,1.0,1.0,1.0,0.4122076600015215,0.4187172780646514,Feynman44,T
1.0,2.201826008456916,1.0,1.0,1.0,0.21512586040400183,0.2113485310240859,Feynman44,T
1.0,3.8532874245061124,1.0,1.0,1.0,0.3824122620367624,0.40976104788520096,Feynman44,T
1.0,4.172804348318163,1.0,1.0,1.0,0.41478184523982975,0.4433882156849113,Feynman44,T
1.0,1.7979477806602615,1.0,1.0,1.0,0.1742262529850993,0.1745516663342461,Feynman44,T
1.0,1.674952822927939,1.0,1.0,1.0,0.16177298968784845,0.14238347984791233,Feynman44,T
1.0,3.440971038892822,1.0,1.0,1.0,0.3406425280277809,0.3504339975838421,Feynman44,T
1.0,2.612422207601985,1.0,1.0,1.0,0.25671268990061563,0.22894603863537255,Feynman44,T
1.0,4.933501165924399,1.0,1.0,1.0,0.49184864476287293,0.44388060741462204,Feynman44,T
1.0,3.743562562345425,1.0,1.0,1.0,0.37129643583592026,0.39518469045635995,Feynman44,T
1.0,3.0639071068734953,1.0,1.0,1.0,0.30244561243261786,0.323080409031729,Feynman44,T
1.0,1.18003517243449,1.0,1.0,1.0,0.11168086616100621,0.07857948909632761,Feynman44,T
1.0,2.730440781124866,1.0,1.0,1.0,0.2686669334738072,0.24535716542611763,Feynman44,T
1.0,2.263865746180948,1.0,1.0,1.0,0.2214091388160173,0.24413822259826337,Feynman44,T
1.0,3.537418925753189,1.0,1.0,1.0,0.35041304759323166,0.3561262143122091,Feynman44,T
1.0,4.13895332541847,1.0,1.0,1.0,0.4113524386929377,0.395684487340891,Feynman44,T
1.0,1.1272887469160264,1.0,1.0,1.0,0.10634500833492855,0.12969320588317,Feynman44,T
1.0,1.2227727113684166,1.0,1.0,1.0,0.11600475502077692,0.13499390739277115,Feynman44,T
1.0,2.5450848963185693,1.0,1.0,1.0,0.24989215946006543,0.18924688153612676,Feynman44,T
1.0,1.884448084032749,1.0,1.0,1.0,0.1829851078609455,0.1673138463846323,Feynman44,T
1.0,4.897923166611975,1.0,1.0,1.0,0.4882441546450818,0.4813233218048773,Feynman44,T
1.0,2.042702916954509,1.0,1.0,1.0,0.19901088495484068,0.24649947027505892,Feynman44,T
1.0,4.982516538992522,1.0,1.0,1.0,0.49681451393164927,0.5575379607468571,Feynman44,T
1.0,4.492501511356592,1.0,1.0,1.0,0.44717029306622036,0.437005352389085,Feynman44,T
1.0,2.3995949534284606,1.0,1.0,1.0,0.23515604027272605,0.1676518845443501,Feynman44,T
1.0,1.166670696974959,1.0,1.0,1.0,0.1103288359740679,0.07624533442959751,Feynman44,T
1.0,4.852662223582829,1.0,1.0,1.0,0.48365866958079295,0.45203965350554703,Feynman44,T
1.0,2.4043090264132823,1.0,1.0,1.0,0.2356335010115909,0.2775988530508478,Feynman44,T
1.0,4.009319638438621,1.0,1.0,1.0,0.39821947072784586,0.4150070922584003,Feynman44,T
1.0,4.937423885662547,1.0,1.0,1.0,0.49224606492942763,0.4848348452972979,Feynman44,T
1.0,4.809003768981562,1.0,1.0,1.0,0.4792355433849009,0.4108119583844869,Feynman44,T
1.0,3.950597533422033,1.0,1.0,1.0,0.3922704703946239,0.36317062731936606,Feynman44,T
1.0,4.802822053966721,1.0,1.0,1.0,0.4786092619417594,0.4406781777680628,Feynman44,T
1.0,4.0108865772380415,1.0,1.0,1.0,0.3983782139832186,0.3429121543564931,Feynman44,T
1.0,2.206628330922777,1.0,1.0,1.0,0.2156122260587722,0.22522615570851284,Feynman44,T
1.0,1.6718034278946186,1.0,1.0,1.0,0.1614541296928218,0.13253800348026576,Feynman44,T
1.0,2.2064257746818656,1.0,1.0,1.0,0.21559171171625158,0.20116550125527502,Feynman44,T
1.0,2.064671374433719,1.0,1.0,1.0,0.20123564135902242,0.1792940318824694,Feynman44,T
1.0,4.321259820557138,1.0,1.0,1.0,0.4298217687003973,0.4120357334522244,Feynman44,T
1.0,3.674415391730527,1.0,1.0,1.0,0.3642914376931172,0.46030936628048036,Feynman44,T
1.0,4.9509217683821625,1.0,1.0,1.0,0.49361356829247793,0.5360581416537812,Feynman44,T
1.0,2.605295822676637,1.0,1.0,1.0,0.2559908600414001,0.2123909339698129,Feynman44,T
1.0,3.7177509162291575,1.0,1.0,1.0,0.36868156591551493,0.3334325045302833,Feynman44,T
