p_d,Ef,t,h,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name
2.0,2.0,2.0,1.9796484110674926,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.5578683711805126,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.6874108962128114,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.0583057764865558,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.820221233257266,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.3529547194735745,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.153709682411482,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.9623798358196387,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.6266999993461377,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.9290119833738997,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.913444845995137,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.554842310673894,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.6770526303810485,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.373129699216154,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.5365332909001388,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.8632052182760965,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.822067045984223,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.9361149907827675,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.6431828746744315,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.0558766908322283,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.388698140217944,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.869704205505788,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.968156515376637,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.8302354943539283,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.8208677307912988,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4970531298064227,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.2319929231743325,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.071250002934182,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.3171735551366757,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.89249225812648,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.420761147059129,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.054219134349208,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4997774003473556,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.9651067404056082,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.3656411097922283,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.9413907287184378,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.78264491338091,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0581083593579574,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.3135014462813557,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.4750290925625706,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.8167656820190956,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4725178549407458,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.8936715797198236,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0508560381583634,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.916345388611341,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.8920751546771217,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.5892568310947333,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.1288891567439758,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.5992903970265615,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.7661679867836733,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.519198371485453,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.272563069093087,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.6388761456377867,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.5687398193967566,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0137809857933129,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.016434650672446,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.9466526301913105,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.7875445391191747,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.2753623483533991,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0509729455107941,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.2135238369785846,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.3464973661843265,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.616908803452418,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.8708808627548894,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.764567042428099,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.3034075682806314,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.5252509636962133,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.955118270229391,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.9968428083848737,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.3579244041268215,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.093357388003726,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.317456375520738,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.9401308799061976,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.243540006200651,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.8698615521276465,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.7936787565047714,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4884659465766132,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.2266298425535698,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.1855797524999625,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.3258383884581664,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.42001433807172,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4561667347852605,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0985992120528258,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.695956240790498,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.629212896567574,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.255651006236219,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.098328325437516,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.00827946525981,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.912643954783,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.104468519683523,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.8085052499343544,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.337837124301974,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.322859668649261,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.7576208428944033,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.8035880204631347,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.763409652577418,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.977309829807947,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.914775783878906,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4294048399142643,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0420573461510745,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.831934052589391,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.86241351136964,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.70556440900877,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.54091944603563,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.5426450961245506,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.6137668702496117,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.329227363947587,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.0581779517637715,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.092303947263199,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.3185118545648624,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.1193290364784436,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.761118181094929,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.8244280010027023,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.845572226295178,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.8915346417935295,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.187597335980805,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.5609304983066319,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.8506352662284975,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.3598279822088615,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4579822487262575,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.176369385279636,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.9376979589006154,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.4394365367826225,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.4227807057748647,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.1479320870153433,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.5968755908577257,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.723622607524722,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.1867207314865198,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4722989445845793,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0520926076871704,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4095336772399467,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.2189570119847053,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.49820706544043,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4508574530267588,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.7054694639677406,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.649185716812669,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.9843598231205504,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.5816061308556797,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.8827255311888058,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.07733123353399,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.2818295616735793,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.5185260022868403,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.2378063472547916,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.5720283352168092,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.8474586570013383,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.6421990342435895,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.9429577759930314,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.065169267974217,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.2065668933750877,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.2009309960725374,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.923561120463628,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.625753845830994,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.705192889219134,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.6977999125234309,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.8331937461219756,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.2871357412499487,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.8692386013742945,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.9990869938928417,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.354793927348812,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4707376601460407,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.2333768904439004,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.5995977859151127,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.5559552239207761,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.2424124408500916,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.7010686209667063,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.1686014977247696,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.3218498524292577,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.277456943310537,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.323160829268076,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4904086222788109,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.3720559666528875,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.6883376318427628,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.84330694170806,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.057660643572301,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.5675831990812124,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.3460704719300656,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.02617398652124,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.78574256864069,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.815808135544013,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.2943430305961237,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.566361985566208,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.389426245223812,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.451726943995558,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.5785043475740848,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.912377246502565,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0414899819761794,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.1014034790619838,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.9961188900308244,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.2786688740263283,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.805592927320176,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.6701492947340277,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.2043327747705113,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.1442334220021986,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0766125839936052,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.830670246543793,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.6793290452943395,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.7357270131353353,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.8513709795393716,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0837936915087933,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4280191407967842,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.553812857511428,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.2343999240531518,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.292485815699231,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0402716862795411,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.1404434921883,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.8198337987849789,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.407163149017908,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.3828476358389623,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.494117354380944,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.446206865936714,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.1016212266761363,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.7640839365234813,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0659584438650238,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.976921734473482,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.107136819423343,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4210663523648202,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.6216449379392468,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.6346904941096208,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.7828531498384015,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.856003932685563,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.3784565253974312,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.6522951550204263,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.9612467624946834,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.4317494940326077,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.897662911176377,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4740860885606006,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0004994434565277,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.9494107001518917,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.055107479528206,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.908931393292227,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.7362901863396567,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.9412200954770373,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.3606041679094816,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.9627809650309245,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.1404850984036252,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.6096746343007768,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.9575602446955591,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.7371060751968805,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.600367518953846,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.5862867320538707,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.3781772995711437,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.0459099363689766,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4802108790375592,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4121490313675833,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.432114682961415,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.6259446969267386,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.1082463855353684,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.6370218167552584,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.915690717829033,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.152832103434862,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.3549707083561657,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.267135673510756,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.258475214234157,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4678935833412934,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.3637954337356284,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.8546594906374894,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.7352962733456914,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.603665713165088,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.762467550714927,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.065630300062113,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4306135182061839,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.4949395262314766,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4159111352629656,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.7017981947066216,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.6596244491806673,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.15872791296863,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.3687420190315764,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.9671855528431914,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0892598475553399,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.226107719594133,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.3794598431035077,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.4554958242208822,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.835242522683081,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.564161738899977,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.2943312687271264,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.6610832089123293,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0667999242615815,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0575393956987054,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0851768046641133,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.123085465530564,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.069074418899021,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.2813403686066414,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.6787610668027733,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.2639432593583402,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.7882395692356827,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.0466973106129396,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.9051226135754147,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.7617678698895112,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.559233114418409,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.12645114881448,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.3022296219283422,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,1.9613187235511274,3.0,3.0,,,Feynman90,h
2.0,2.0,2.0,2.2362050181857227,3.0,3.0,,,Feynman90,h
