epsilon,p_d,r,x,y,z,target,target_with_noise,equation_name,varied_variable_name
1.0,1.0,2.496835639301821,1.0,1.0,1.0,0.003479177730893774,0.007729212726535395,Feynman56,r
1.0,1.0,1.1578936369069601,1.0,1.0,1.0,0.16221202725837708,0.16017623957536137,Feynman56,r
1.0,1.0,2.493704976686039,1.0,1.0,1.0,0.00350107188968332,-0.02763230520777853,Feynman56,r
1.0,1.0,1.9476405089380795,1.0,1.0,1.0,0.012047096642111958,0.008154032444330973,Feynman56,r
1.0,1.0,2.4181111715097914,1.0,1.0,1.0,0.004083617640297885,0.01585114642192592,Feynman56,r
1.0,1.0,1.5432185228696937,1.0,1.0,1.0,0.03857351819078529,0.03496392764544993,Feynman56,r
1.0,1.0,1.7807712593581486,1.0,1.0,1.0,0.018853227130325036,0.03893572692895644,Feynman56,r
1.0,1.0,2.028405827299676,1.0,1.0,1.0,0.009832232527069265,0.0502076121896256,Feynman56,r
1.0,1.0,2.4001337965833764,1.0,1.0,1.0,0.004238860525241362,-0.018627761581750026,Feynman56,r
1.0,1.0,2.8815410014882383,1.0,1.0,1.0,0.0016994264400194913,-0.012404279133326543,Feynman56,r
1.0,1.0,1.6831272784674332,1.0,1.0,1.0,0.024994335507224907,0.015987476571802134,Feynman56,r
1.0,1.0,2.893576257804515,1.0,1.0,1.0,0.0016643770815068677,-0.00463439281637174,Feynman56,r
1.0,1.0,1.3387263857261213,1.0,1.0,1.0,0.07851764629347863,0.06939442257009314,Feynman56,r
1.0,1.0,2.160768729853018,1.0,1.0,1.0,0.0071677847921365325,-0.010091306627607148,Feynman56,r
1.0,1.0,2.1190342946407235,1.0,1.0,1.0,0.007901989738773638,-0.01190780961020908,Feynman56,r
1.0,1.0,2.5254937021904214,1.0,1.0,1.0,0.0032862071729677427,-0.013851137991034216,Feynman56,r
1.0,1.0,2.9421518952472656,1.0,1.0,1.0,0.0015314433505555988,-0.003531591216375917,Feynman56,r
1.0,1.0,1.0507386862254275,1.0,1.0,1.0,0.26360447353272726,0.26170101705315396,Feynman56,r
1.0,1.0,1.351857059542835,1.0,1.0,1.0,0.0747777721280269,0.06569373946766828,Feynman56,r
1.0,1.0,1.9459061542079905,1.0,1.0,1.0,0.012100879341424706,0.0181445294679062,Feynman56,r
1.0,1.0,2.0270299235667766,1.0,1.0,1.0,0.009865647384569486,0.006013045771360314,Feynman56,r
1.0,1.0,2.820174794812858,1.0,1.0,1.0,0.0018925451737666632,-0.012128694547494559,Feynman56,r
1.0,1.0,1.3277304020121554,1.0,1.0,1.0,0.0818232809578347,0.07758020130057028,Feynman56,r
1.0,1.0,2.01824294381177,1.0,1.0,1.0,0.010082289759058803,-0.0378806683248864,Feynman56,r
1.0,1.0,1.0356631332569923,1.0,1.0,1.0,0.2833569076711137,0.2931044947185688,Feynman56,r
1.0,1.0,2.733074951229912,1.0,1.0,1.0,0.0022139544389932174,-0.007545393469294229,Feynman56,r
1.0,1.0,2.58724402762053,1.0,1.0,1.0,0.0029123222153494503,-0.0006910821255115707,Feynman56,r
1.0,1.0,1.2854472016185678,1.0,1.0,1.0,0.0961955922317446,0.10249756845765609,Feynman56,r
1.0,1.0,2.5067978633065504,1.0,1.0,1.0,0.00341059231599155,-0.034390560942264115,Feynman56,r
1.0,1.0,1.4240080566432407,1.0,1.0,1.0,0.057658608398825494,0.0653328696223277,Feynman56,r
1.0,1.0,2.2404190432757183,1.0,1.0,1.0,0.005981086884158644,0.009908049891914187,Feynman56,r
1.0,1.0,1.1161030973493118,1.0,1.0,1.0,0.19494173261565872,0.2179220286677453,Feynman56,r
1.0,1.0,2.958029709731765,1.0,1.0,1.0,0.0014907805926794168,0.005847580214094033,Feynman56,r
1.0,1.0,1.1206507818744154,1.0,1.0,1.0,0.19101826503633682,0.16164497806466746,Feynman56,r
1.0,1.0,1.8114964974191583,1.0,1.0,1.0,0.017307681526530883,0.0007880501215292435,Feynman56,r
1.0,1.0,1.7645095787027774,1.0,1.0,1.0,0.019738142820624912,-0.005225972186124538,Feynman56,r
1.0,1.0,1.0799282868946505,1.0,1.0,1.0,0.22985386132134455,0.22785927174096662,Feynman56,r
1.0,1.0,1.9899737297947138,1.0,1.0,1.0,0.01081906356776311,0.014108839266948251,Feynman56,r
1.0,1.0,2.0387351474115922,1.0,1.0,1.0,0.009585667000734106,-0.0042364370656947405,Feynman56,r
1.0,1.0,2.551270257449286,1.0,1.0,1.0,0.003123518323847734,0.013713671780256419,Feynman56,r
1.0,1.0,1.8015960136073887,1.0,1.0,1.0,0.01778849997411384,-0.0104527858865071,Feynman56,r
1.0,1.0,2.157177919128537,1.0,1.0,1.0,0.007227640745238592,0.0016605502680057324,Feynman56,r
1.0,1.0,2.6637195987690676,1.0,1.0,1.0,0.0025175833513867863,-0.03254598545187198,Feynman56,r
1.0,1.0,1.9688204170356287,1.0,1.0,1.0,0.01141289617313278,0.01784075497728636,Feynman56,r
1.0,1.0,2.8138725798803788,1.0,1.0,1.0,0.0019138339361303093,-0.015366220749883811,Feynman56,r
1.0,1.0,1.0997906159497508,1.0,1.0,1.0,0.2098342321352416,0.20908785446908243,Feynman56,r
1.0,1.0,2.392885080529381,1.0,1.0,1.0,0.004303454137371242,-0.024879652926002065,Feynman56,r
1.0,1.0,2.280416487756653,1.0,1.0,1.0,0.005474639502247483,0.010023939444942103,Feynman56,r
1.0,1.0,2.267663646425145,1.0,1.0,1.0,0.005630321564939538,0.01138439158179842,Feynman56,r
1.0,1.0,2.708152494398333,1.0,1.0,1.0,0.0023177191587389788,0.030650378278445526,Feynman56,r
1.0,1.0,1.771829720783263,1.0,1.0,1.0,0.0193337668511799,0.050541242967276793,Feynman56,r
1.0,1.0,2.110305849629771,1.0,1.0,1.0,0.008066764430367536,-0.001172935272443814,Feynman56,r
1.0,1.0,1.1777553417681794,1.0,1.0,1.0,0.1489878918914048,0.14719165436493684,Feynman56,r
1.0,1.0,2.826447554001306,1.0,1.0,1.0,0.0018716374729155182,0.005387167126905434,Feynman56,r
1.0,1.0,2.7940877967841455,1.0,1.0,1.0,0.0019825591152219735,0.0013997077356579291,Feynman56,r
1.0,1.0,2.5195126750220913,1.0,1.0,1.0,0.003325398150623471,0.00637873638541927,Feynman56,r
1.0,1.0,1.6973093781436372,1.0,1.0,1.0,0.023967422644742113,0.013008278137366344,Feynman56,r
1.0,1.0,1.6260275313873918,1.0,1.0,1.0,0.02970208353930846,0.014846511341741048,Feynman56,r
1.0,1.0,2.977919136975943,1.0,1.0,1.0,0.0014416568015387557,0.014755869538726719,Feynman56,r
1.0,1.0,1.0910626035616302,1.0,1.0,1.0,0.21836248908723915,0.24899543238087465,Feynman56,r
1.0,1.0,1.0138561227124916,1.0,1.0,1.0,0.3151699097808955,0.309075371689293,Feynman56,r
1.0,1.0,2.6462527908187026,1.0,1.0,1.0,0.002601775041796469,-0.02572451983230914,Feynman56,r
1.0,1.0,2.076671150908569,1.0,1.0,1.0,0.008741535787168093,0.046988957552846114,Feynman56,r
1.0,1.0,1.9856052694686366,1.0,1.0,1.0,0.0109386016011078,-0.012620179108942918,Feynman56,r
1.0,1.0,2.307001477221055,1.0,1.0,1.0,0.005166388077904582,0.02510270963980578,Feynman56,r
1.0,1.0,1.9382607784476569,1.0,1.0,1.0,0.012341426184008759,0.04249581733371344,Feynman56,r
1.0,1.0,1.606870518902208,1.0,1.0,1.0,0.031515338357642794,0.08413734883278197,Feynman56,r
1.0,1.0,2.740470317972221,1.0,1.0,1.0,0.002184242612748027,0.00306152245585423,Feynman56,r
1.0,1.0,1.6522997846235603,1.0,1.0,1.0,0.027414615383360614,0.04425654422237947,Feynman56,r
1.0,1.0,1.3108100926256596,1.0,1.0,1.0,0.08724238016660749,0.0831238191356694,Feynman56,r
1.0,1.0,2.5174004239055927,1.0,1.0,1.0,0.003339372632061909,-0.02637233399480169,Feynman56,r
1.0,1.0,2.2344484754859764,1.0,1.0,1.0,0.006061424015274266,0.03011604203193327,Feynman56,r
1.0,1.0,2.666217444714804,1.0,1.0,1.0,0.0025058124367826748,-0.018735051800231866,Feynman56,r
1.0,1.0,2.964497531215655,1.0,1.0,1.0,0.0014745887746153885,-0.003739065284645911,Feynman56,r
1.0,1.0,2.387296635967004,1.0,1.0,1.0,0.004354060489180193,-0.011649251222609902,Feynman56,r
1.0,1.0,1.1805845959696872,1.0,1.0,1.0,0.1472111911747462,0.107003076980769,Feynman56,r
1.0,1.0,2.7219286536554783,1.0,1.0,1.0,0.0022596579370399313,-0.003053423126049949,Feynman56,r
1.0,1.0,2.1434043457318364,1.0,1.0,1.0,0.00746286961406122,0.02346078549511431,Feynman56,r
1.0,1.0,2.483080687409651,1.0,1.0,1.0,0.003576615282192633,0.019700429855926006,Feynman56,r
1.0,1.0,2.5900714245753877,1.0,1.0,1.0,0.0028964610060434187,-0.010897837272972062,Feynman56,r
1.0,1.0,2.7579987310377057,1.0,1.0,1.0,0.0021157097060298968,-0.0022644033547736093,Feynman56,r
1.0,1.0,1.8242004026868073,1.0,1.0,1.0,0.016713355551118355,0.030614865651020718,Feynman56,r
1.0,1.0,1.908191770034405,1.0,1.0,1.0,0.013344929888333166,0.05681784352742213,Feynman56,r
1.0,1.0,2.4637373416527875,1.0,1.0,1.0,0.0037192413257349567,0.0027796675209976014,Feynman56,r
1.0,1.0,1.5841449633818123,1.0,1.0,1.0,0.03384166983425611,0.015761182620406013,Feynman56,r
1.0,1.0,1.3463410611553261,1.0,1.0,1.0,0.07632220910103044,0.054416365882716436,Feynman56,r
1.0,1.0,2.668367493966701,1.0,1.0,1.0,0.00249573334355199,0.03803122728933811,Feynman56,r
1.0,1.0,1.4021541859636053,1.0,1.0,1.0,0.06229418729025953,0.07174082640052998,Feynman56,r
1.0,1.0,2.8285160883178904,1.0,1.0,1.0,0.0018648036990826617,-0.025309645030368862,Feynman56,r
1.0,1.0,1.7051118321669478,1.0,1.0,1.0,0.023424053329264814,-0.022926622042002565,Feynman56,r
1.0,1.0,1.1865330659146571,1.0,1.0,1.0,0.1435579212533369,0.12112917953577336,Feynman56,r
1.0,1.0,1.0057306645371427,1.0,1.0,1.0,0.3281088382395975,0.34475571304878383,Feynman56,r
1.0,1.0,2.8030600023143872,1.0,1.0,1.0,0.0019510321083390056,0.010671848914049603,Feynman56,r
1.0,1.0,1.9433506020290316,1.0,1.0,1.0,0.012180653593883865,0.0038903382370642347,Feynman56,r
1.0,1.0,2.6239468347173003,1.0,1.0,1.0,0.002714258659139069,0.0026523324528504953,Feynman56,r
1.0,1.0,1.1615139940457873,1.0,1.0,1.0,0.1596997203170819,0.1512662761658312,Feynman56,r
1.0,1.0,1.0060608585035056,1.0,1.0,1.0,0.32757075713843997,0.3047949256789065,Feynman56,r
1.0,1.0,2.1743025693004068,1.0,1.0,1.0,0.006947467011238132,0.032354612712381506,Feynman56,r
1.0,1.0,1.9184057437351774,1.0,1.0,1.0,0.012993437397326581,0.026440324256733143,Feynman56,r
1.0,1.0,2.502607757290831,1.0,1.0,1.0,0.0034392397886020675,0.022590897287541267,Feynman56,r
1.0,1.0,1.6008587342717728,1.0,1.0,1.0,0.03211155518645494,0.05612311928427898,Feynman56,r
1.0,1.0,1.8035523310881478,1.0,1.0,1.0,0.01769223290295935,0.01397961886127603,Feynman56,r
1.0,1.0,2.765627866001375,1.0,1.0,1.0,0.002086688758276694,0.020329000619084946,Feynman56,r
1.0,1.0,1.80497200707477,1.0,1.0,1.0,0.017622764351840976,0.0348035725893638,Feynman56,r
1.0,1.0,2.512238850363905,1.0,1.0,1.0,0.003373818779533967,0.010226125034489537,Feynman56,r
1.0,1.0,2.623067168899763,1.0,1.0,1.0,0.0027188129506860886,0.017492851543528646,Feynman56,r
1.0,1.0,2.96890796408588,1.0,1.0,1.0,0.0014636684616308442,-0.028660599957003867,Feynman56,r
1.0,1.0,1.6643898367453862,1.0,1.0,1.0,0.02643328342023165,0.03403410138392654,Feynman56,r
1.0,1.0,1.4427713485057634,1.0,1.0,1.0,0.054005605838440766,0.05331143997035473,Feynman56,r
1.0,1.0,2.545283610225665,1.0,1.0,1.0,0.0031604249644548144,0.017352004699698373,Feynman56,r
1.0,1.0,1.7046988758535369,1.0,1.0,1.0,0.023452438982952187,0.008167716422451144,Feynman56,r
1.0,1.0,2.217760663624806,1.0,1.0,1.0,0.0062929315504152376,0.06982205302898374,Feynman56,r
1.0,1.0,2.0799937233842325,1.0,1.0,1.0,0.008671940039735397,0.02032530889881009,Feynman56,r
1.0,1.0,1.1699111239509987,1.0,1.0,1.0,0.15405011838309646,0.12740700205873565,Feynman56,r
1.0,1.0,1.5926617795281113,1.0,1.0,1.0,0.03294644790096601,-0.00535663799792966,Feynman56,r
1.0,1.0,2.5835942149774036,1.0,1.0,1.0,0.002932951432149718,-0.017954548431453766,Feynman56,r
1.0,1.0,1.6102643577383617,1.0,1.0,1.0,0.031184622246858074,0.039079494533091036,Feynman56,r
1.0,1.0,2.571431109886608,1.0,1.0,1.0,0.003002976402120185,0.006809442205796608,Feynman56,r
1.0,1.0,2.8862598866888534,1.0,1.0,1.0,0.0016855794220303139,-0.014042404269923522,Feynman56,r
1.0,1.0,1.9634832650130372,1.0,1.0,1.0,0.011568854741830436,0.04209837077079876,Feynman56,r
1.0,1.0,2.755574387309016,1.0,1.0,1.0,0.002125033063147796,-0.0025734235496543073,Feynman56,r
1.0,1.0,1.201268906229591,1.0,1.0,1.0,0.13496625862453548,0.16266243296427033,Feynman56,r
1.0,1.0,2.7299955545088395,1.0,1.0,1.0,0.002226469187966472,0.023896772768386698,Feynman56,r
1.0,1.0,2.3848025425193953,1.0,1.0,1.0,0.00437687615528132,-0.009673130294052514,Feynman56,r
1.0,1.0,1.9223080529980545,1.0,1.0,1.0,0.012862087566742857,-0.0037305372629021,Feynman56,r
1.0,1.0,1.0300229193999313,1.0,1.0,1.0,0.29120038597000036,0.2724071669824286,Feynman56,r
1.0,1.0,2.030654009192647,1.0,1.0,1.0,0.009777925500595766,0.053578264875333396,Feynman56,r
1.0,1.0,1.7755780146444344,1.0,1.0,1.0,0.019130556072325545,0.053437679011950276,Feynman56,r
1.0,1.0,2.137752300057323,1.0,1.0,1.0,0.007562048817431932,0.0038938838239330727,Feynman56,r
1.0,1.0,2.9810514331136337,1.0,1.0,1.0,0.001434098702500018,-0.013794640367782891,Feynman56,r
1.0,1.0,2.4457133943734384,1.0,1.0,1.0,0.0038583229683831826,0.0020314595567213715,Feynman56,r
1.0,1.0,2.4633130546520396,1.0,1.0,1.0,0.0037224454849540986,0.034328529528248185,Feynman56,r
1.0,1.0,2.995952604811114,1.0,1.0,1.0,0.001398787347280874,-0.01961657675004037,Feynman56,r
1.0,1.0,2.9915745627184243,1.0,1.0,1.0,0.0014090526779406776,-0.0043097627065657295,Feynman56,r
1.0,1.0,1.3191660321278849,1.0,1.0,1.0,0.08451408404061501,0.06112528922937961,Feynman56,r
1.0,1.0,2.0322798115993956,1.0,1.0,1.0,0.009738876841458126,0.038119403917781264,Feynman56,r
1.0,1.0,2.497485276264183,1.0,1.0,1.0,0.003474655127801184,0.005705264406027695,Feynman56,r
1.0,1.0,1.5067418852668963,1.0,1.0,1.0,0.043474248402986644,0.022519411098240846,Feynman56,r
1.0,1.0,2.8960940686022423,1.0,1.0,1.0,0.0016571547565707762,-0.006037032058254186,Feynman56,r
1.0,1.0,1.413460076392165,1.0,1.0,1.0,0.05984235241986748,0.10252749629871395,Feynman56,r
1.0,1.0,1.925456438063542,1.0,1.0,1.0,0.012757274518613308,0.0029458292159157996,Feynman56,r
1.0,1.0,1.4152125192761185,1.0,1.0,1.0,0.059472758083203854,0.07694091957130147,Feynman56,r
1.0,1.0,2.0840858897443884,1.0,1.0,1.0,0.008587135629447401,-0.005969034216372959,Feynman56,r
1.0,1.0,1.9899839625772047,1.0,1.0,1.0,0.01081878540475334,0.04146533445894851,Feynman56,r
1.0,1.0,2.950960956200708,1.0,1.0,1.0,0.001508721472328374,0.006755712173736635,Feynman56,r
1.0,1.0,1.8792502970160538,1.0,1.0,1.0,0.014404667922420088,-0.033862330418753944,Feynman56,r
1.0,1.0,2.6404763817394885,1.0,1.0,1.0,0.0026303585519055787,0.004793339541422761,Feynman56,r
1.0,1.0,2.4990548474490053,1.0,1.0,1.0,0.0034637572631883414,0.00931450043603476,Feynman56,r
1.0,1.0,1.7930107082290563,1.0,1.0,1.0,0.018218472952794912,-0.002730015741123651,Feynman56,r
1.0,1.0,2.5418052825279256,1.0,1.0,1.0,0.0031821086111945055,0.019575231906811572,Feynman56,r
1.0,1.0,1.8258829373899368,1.0,1.0,1.0,0.0166364913071102,0.01945328057343014,Feynman56,r
1.0,1.0,2.1560407927365084,1.0,1.0,1.0,0.007246720660157628,0.036686987168482066,Feynman56,r
1.0,1.0,2.407985799845992,1.0,1.0,1.0,0.004170199011217878,-0.009349623802508852,Feynman56,r
1.0,1.0,1.602761520813367,1.0,1.0,1.0,0.03192139424222439,0.01628153826103459,Feynman56,r
1.0,1.0,2.7224710885557357,1.0,1.0,1.0,0.0022574077221569847,0.004080202995648713,Feynman56,r
1.0,1.0,1.2628932508404436,1.0,1.0,1.0,0.10509769157513504,0.10438374472808817,Feynman56,r
1.0,1.0,1.362734172230174,1.0,1.0,1.0,0.07184071663605052,-0.010236175451421692,Feynman56,r
1.0,1.0,1.0734421379705141,1.0,1.0,1.0,0.23688261623916018,0.23816450497992794,Feynman56,r
1.0,1.0,2.1658470910907814,1.0,1.0,1.0,0.007084144769589401,0.02920573094941483,Feynman56,r
1.0,1.0,1.02943048099465,1.0,1.0,1.0,0.2920392817416139,0.2936204824953664,Feynman56,r
1.0,1.0,1.9825165619383813,1.0,1.0,1.0,0.011024077762394821,0.02381761923522812,Feynman56,r
1.0,1.0,2.7681817251104226,1.0,1.0,1.0,0.0020770808537596834,-0.003872612259110384,Feynman56,r
1.0,1.0,2.0518643852837375,1.0,1.0,1.0,0.009282888234610365,0.012350395633696755,Feynman56,r
1.0,1.0,2.3739922533730686,1.0,1.0,1.0,0.004477441303294392,-0.002883882395120956,Feynman56,r
1.0,1.0,2.1200831469565284,1.0,1.0,1.0,0.007882462618413468,0.0007406182183507665,Feynman56,r
1.0,1.0,1.4607199622169025,1.0,1.0,1.0,0.05076817673482257,0.040059140609476476,Feynman56,r
