n_rho,mom,B,kb,T,target,target_with_noise,equation_name,varied_variable_name
2.6077470139512378,1.0,1.0,1.0,1.0,1.986044886036359,2.450870349068672,Feynman81,n_rho
2.5222282011105643,1.0,1.0,1.0,1.0,1.9209142579526273,1.5030825705729987,Feynman81,n_rho
3.8646265214993156,1.0,1.0,1.0,1.0,2.943276973725535,2.957957388984985,Feynman81,n_rho
1.7154228014937756,1.0,1.0,1.0,1.0,1.3064559806109255,1.5154528723171288,Feynman81,n_rho
4.532253273954989,1.0,1.0,1.0,1.0,3.451737606755502,3.7642891121694917,Feynman81,n_rho
3.8724387670621567,1.0,1.0,1.0,1.0,2.949226734291086,3.6546277263380085,Feynman81,n_rho
4.80454111398016,1.0,1.0,1.0,1.0,3.65911043445649,3.9947768567455113,Feynman81,n_rho
4.060822071742733,1.0,1.0,1.0,1.0,3.0926983582154466,3.35126561178198,Feynman81,n_rho
1.610490289366755,1.0,1.0,1.0,1.0,1.2265399926052292,0.6732762176559961,Feynman81,n_rho
1.3803623008934016,1.0,1.0,1.0,1.0,1.0512758614620676,0.9110794479438139,Feynman81,n_rho
2.417871862975903,1.0,1.0,1.0,1.0,1.8414370806923257,2.2297148522357437,Feynman81,n_rho
4.562868355220838,1.0,1.0,1.0,1.0,3.475053873731683,3.7176863489124505,Feynman81,n_rho
2.3823776549821702,1.0,1.0,1.0,1.0,1.8144048993140203,1.7253110997479078,Feynman81,n_rho
2.466652512180585,1.0,1.0,1.0,1.0,1.8785881380503395,2.1614401675897286,Feynman81,n_rho
1.5285252860845553,1.0,1.0,1.0,1.0,1.164115925112611,1.0405238244117934,Feynman81,n_rho
3.567721484793192,1.0,1.0,1.0,1.0,2.717155832896319,2.846026154593079,Feynman81,n_rho
2.408155320124006,1.0,1.0,1.0,1.0,1.8340370184402268,1.7608850373058635,Feynman81,n_rho
2.0651998521497665,1.0,1.0,1.0,1.0,1.5728441382779719,1.6477001561998925,Feynman81,n_rho
3.911955528395587,1.0,1.0,1.0,1.0,2.9793224687849253,2.504041491841341,Feynman81,n_rho
3.80778215379153,1.0,1.0,1.0,1.0,2.8999846354802847,2.8973994994847,Feynman81,n_rho
1.4168385924662243,1.0,1.0,1.0,1.0,1.0790559919548681,1.0155415780992687,Feynman81,n_rho
1.5667035634620299,1.0,1.0,1.0,1.0,1.1931922780477537,1.2778644395697425,Feynman81,n_rho
4.1196662377259035,1.0,1.0,1.0,1.0,3.137513731140321,3.0714468190924693,Feynman81,n_rho
1.311842031235357,1.0,1.0,1.0,1.0,0.9990912245259878,1.1551693891776915,Feynman81,n_rho
1.7863430136349092,1.0,1.0,1.0,1.0,1.360468399716756,1.3107375653567814,Feynman81,n_rho
2.8410125158363133,1.0,1.0,1.0,1.0,2.163698529058121,2.182608720192001,Feynman81,n_rho
3.6893255708568704,1.0,1.0,1.0,1.0,2.8097687941827587,3.1920792333901513,Feynman81,n_rho
1.9738700456927072,1.0,1.0,1.0,1.0,1.5032878914157044,1.2635363180283892,Feynman81,n_rho
2.083696400129171,1.0,1.0,1.0,1.0,1.5869310011244415,1.5923617427259054,Feynman81,n_rho
1.810710012613837,1.0,1.0,1.0,1.0,1.3790261637372874,1.379363230480931,Feynman81,n_rho
1.2117674289405937,1.0,1.0,1.0,1.0,0.9228749922586987,1.0327741249538172,Feynman81,n_rho
4.625397888331059,1.0,1.0,1.0,1.0,3.5226760007230697,3.501155230483345,Feynman81,n_rho
4.49270920422789,1.0,1.0,1.0,1.0,3.421621074348636,3.7988838598253674,Feynman81,n_rho
4.435335603377391,1.0,1.0,1.0,1.0,3.3779256752347573,3.0351734061065594,Feynman81,n_rho
2.5159063697270514,1.0,1.0,1.0,1.0,1.9160995881160061,1.7614209034244261,Feynman81,n_rho
3.592243381940486,1.0,1.0,1.0,1.0,2.7358315664566466,2.507818650358409,Feynman81,n_rho
2.1302269713064903,1.0,1.0,1.0,1.0,1.6223684122063717,1.6855214767277553,Feynman81,n_rho
4.547665891184281,1.0,1.0,1.0,1.0,3.4634757659653137,3.145798695647191,Feynman81,n_rho
1.5607414669089255,1.0,1.0,1.0,1.0,1.1886515801556654,0.8077376194058004,Feynman81,n_rho
1.288363657498898,1.0,1.0,1.0,1.0,0.9812102322969553,0.7879286401129508,Feynman81,n_rho
2.7783288371151156,1.0,1.0,1.0,1.0,2.115959005670248,2.2928720805477627,Feynman81,n_rho
3.5552220025287924,1.0,1.0,1.0,1.0,2.7076363002512798,2.770309508687938,Feynman81,n_rho
2.6478927033236124,1.0,1.0,1.0,1.0,2.016619608449175,1.6919924200733474,Feynman81,n_rho
2.2878038289214015,1.0,1.0,1.0,1.0,1.7423780260797619,1.2996456204096893,Feynman81,n_rho
2.1752394012251,1.0,1.0,1.0,1.0,1.6566496157777535,1.4950338997673294,Feynman81,n_rho
4.617570019798987,1.0,1.0,1.0,1.0,3.516714341795454,3.5950549950682764,Feynman81,n_rho
2.0099332757527124,1.0,1.0,1.0,1.0,1.5307534366742925,1.5404494796283588,Feynman81,n_rho
1.9096447885447025,1.0,1.0,1.0,1.0,1.4543743109070277,1.210944257886911,Feynman81,n_rho
4.795057676549052,1.0,1.0,1.0,1.0,3.6518879039305863,3.2946151254411498,Feynman81,n_rho
4.769057511402677,1.0,1.0,1.0,1.0,3.632086330101222,3.665553856306525,Feynman81,n_rho
3.435691648985294,1.0,1.0,1.0,1.0,2.6166026815332253,2.4189183604532087,Feynman81,n_rho
2.0071952944685325,1.0,1.0,1.0,1.0,1.528668206129145,1.8603776425382266,Feynman81,n_rho
4.285002817217999,1.0,1.0,1.0,1.0,3.263433103847216,3.3951668682408154,Feynman81,n_rho
1.590649071552365,1.0,1.0,1.0,1.0,1.2114290370707443,1.303407519470732,Feynman81,n_rho
2.2253137785385793,1.0,1.0,1.0,1.0,1.694785968902823,1.5461235464655791,Feynman81,n_rho
2.4973865146545906,1.0,1.0,1.0,1.0,1.9019949747236724,1.7566128453737695,Feynman81,n_rho
3.828990024602122,1.0,1.0,1.0,1.0,2.916136425949896,2.834761039202969,Feynman81,n_rho
3.7134077210599585,1.0,1.0,1.0,1.0,2.8281096190402795,2.5021094530618178,Feynman81,n_rho
1.0562672905814567,1.0,1.0,1.0,1.0,0.8044469956340672,1.0900042601970674,Feynman81,n_rho
2.068628791953878,1.0,1.0,1.0,1.0,1.5754555987939072,1.817283325061602,Feynman81,n_rho
3.586603193710504,1.0,1.0,1.0,1.0,2.731536032062202,2.8425090991675055,Feynman81,n_rho
1.5106572627698798,1.0,1.0,1.0,1.0,1.1505077429776727,1.1685980871290564,Feynman81,n_rho
3.4823219876153373,1.0,1.0,1.0,1.0,2.652116074924104,3.3343171131770317,Feynman81,n_rho
2.2302843090952367,1.0,1.0,1.0,1.0,1.698571495926773,2.1161635748843226,Feynman81,n_rho
1.213897018181918,1.0,1.0,1.0,1.0,0.9244968749794775,0.7059100997742018,Feynman81,n_rho
2.9169659130111767,1.0,1.0,1.0,1.0,2.2215441924714843,1.4874262460344654,Feynman81,n_rho
3.609147359460244,1.0,1.0,1.0,1.0,2.7487055369481017,3.053343752849818,Feynman81,n_rho
1.1825727344072057,1.0,1.0,1.0,1.0,0.9006404835171566,1.0127936180363009,Feynman81,n_rho
3.500917987971462,1.0,1.0,1.0,1.0,2.66627868011948,2.650819366851221,Feynman81,n_rho
3.868244730309664,1.0,1.0,1.0,1.0,2.946032580410524,2.9082255653600293,Feynman81,n_rho
3.4874713981860075,1.0,1.0,1.0,1.0,2.6560378359213437,2.856356545664931,Feynman81,n_rho
2.108240025915046,1.0,1.0,1.0,1.0,1.6056232830889292,1.5033866916821021,Feynman81,n_rho
3.464938861712658,1.0,1.0,1.0,1.0,2.6388771878243804,2.97873374074371,Feynman81,n_rho
4.630703550603055,1.0,1.0,1.0,1.0,3.526716762102897,3.30145933422133,Feynman81,n_rho
3.0650081700855067,1.0,1.0,1.0,1.0,2.3342923102937947,2.4235586564069584,Feynman81,n_rho
2.6122569633178205,1.0,1.0,1.0,1.0,1.989479637117605,2.151561801690678,Feynman81,n_rho
1.0758182498999371,1.0,1.0,1.0,1.0,0.8193368919943507,0.6261870299754704,Feynman81,n_rho
2.2713117753284378,1.0,1.0,1.0,1.0,1.7298177744436514,1.9660593665693977,Feynman81,n_rho
3.147511057083244,1.0,1.0,1.0,1.0,2.3971260268807506,2.734773373227221,Feynman81,n_rho
3.4805180528303836,1.0,1.0,1.0,1.0,2.650742208734158,2.604775440490243,Feynman81,n_rho
4.135889491637183,1.0,1.0,1.0,1.0,3.1498692665097376,3.7923285104028683,Feynman81,n_rho
1.3845621945231024,1.0,1.0,1.0,1.0,1.0544744759060836,1.4604987662201414,Feynman81,n_rho
4.483206497933503,1.0,1.0,1.0,1.0,3.414383868769067,3.392862513844628,Feynman81,n_rho
3.2261693029500207,1.0,1.0,1.0,1.0,2.4570316872506193,2.590323349196716,Feynman81,n_rho
2.190203068217267,1.0,1.0,1.0,1.0,1.6680458571106558,1.1781408757753906,Feynman81,n_rho
1.2684957225179079,1.0,1.0,1.0,1.0,0.9660789291245242,0.761156102979584,Feynman81,n_rho
3.361670870750495,1.0,1.0,1.0,1.0,2.5602288894103045,2.560445722537861,Feynman81,n_rho
3.4496638307701195,1.0,1.0,1.0,1.0,2.6272438135264995,2.8216259940073667,Feynman81,n_rho
4.192718952632377,1.0,1.0,1.0,1.0,3.193150251889793,3.58039298087793,Feynman81,n_rho
1.1440782038683293,1.0,1.0,1.0,1.0,0.8713232740224877,0.6649692979088355,Feynman81,n_rho
4.829665785917401,1.0,1.0,1.0,1.0,3.6782452377741985,3.4972311376957745,Feynman81,n_rho
4.274881256591041,1.0,1.0,1.0,1.0,3.255724582424573,3.206970902486668,Feynman81,n_rho
2.0918887600181537,1.0,1.0,1.0,1.0,1.5931702545393773,1.6195344258539468,Feynman81,n_rho
3.5927455365581187,1.0,1.0,1.0,1.0,2.736214004478822,3.1310130360917183,Feynman81,n_rho
2.3253191157862183,1.0,1.0,1.0,1.0,1.7709494493150104,2.128027693726842,Feynman81,n_rho
3.9889139131781866,1.0,1.0,1.0,1.0,3.037933524887148,3.2422438151348425,Feynman81,n_rho
4.28367818419485,1.0,1.0,1.0,1.0,3.262424271078,3.1871955096250977,Feynman81,n_rho
4.751835570841372,1.0,1.0,1.0,1.0,3.618970200815515,3.490468584077155,Feynman81,n_rho
4.794813467380347,1.0,1.0,1.0,1.0,3.65170191565487,4.1816914458649865,Feynman81,n_rho
2.705830519047992,1.0,1.0,1.0,1.0,2.0607447103137044,1.5903895465703086,Feynman81,n_rho
3.3840339334820375,1.0,1.0,1.0,1.0,2.577260467295919,2.677748513812939,Feynman81,n_rho
2.4381655644293567,1.0,1.0,1.0,1.0,1.856892645121987,2.2465801863120944,Feynman81,n_rho
3.9955499960423135,1.0,1.0,1.0,1.0,3.0429875268149056,2.7516002867125535,Feynman81,n_rho
1.800640341875826,1.0,1.0,1.0,1.0,1.3713571613508195,1.0468830382907628,Feynman81,n_rho
4.132835396578007,1.0,1.0,1.0,1.0,3.147543285560936,3.454100889936054,Feynman81,n_rho
1.6729275513123638,1.0,1.0,1.0,1.0,1.2740918464168842,1.1035771300526085,Feynman81,n_rho
4.354898361356664,1.0,1.0,1.0,1.0,3.316665141790572,3.7799016338635356,Feynman81,n_rho
4.800556851233478,1.0,1.0,1.0,1.0,3.6560760432328245,3.0082902491173917,Feynman81,n_rho
3.9418466355645396,1.0,1.0,1.0,1.0,3.002087361319847,2.969179755959779,Feynman81,n_rho
3.263340592078334,1.0,1.0,1.0,1.0,2.4853411238200844,2.3044545724667307,Feynman81,n_rho
3.6568556851132112,1.0,1.0,1.0,1.0,2.785039918955836,2.7330888457377975,Feynman81,n_rho
2.619339672831606,1.0,1.0,1.0,1.0,1.9948737872916362,2.1812328886359764,Feynman81,n_rho
2.4820111538687355,1.0,1.0,1.0,1.0,1.8902851898034536,1.8362436973123906,Feynman81,n_rho
2.341228787048212,1.0,1.0,1.0,1.0,1.7830661619713222,2.000439381206693,Feynman81,n_rho
2.8260092442101823,1.0,1.0,1.0,1.0,2.1522721250674426,2.202700540905183,Feynman81,n_rho
3.793220127407305,1.0,1.0,1.0,1.0,2.888894281287185,2.7424462713500963,Feynman81,n_rho
1.9982119509655734,1.0,1.0,1.0,1.0,1.521826544216348,1.579485282912047,Feynman81,n_rho
4.213040852122533,1.0,1.0,1.0,1.0,3.2086272917794165,2.9861983149893248,Feynman81,n_rho
1.9704147245859658,1.0,1.0,1.0,1.0,1.5006563390538594,1.0188528410794129,Feynman81,n_rho
2.41713594492723,1.0,1.0,1.0,1.0,1.8408766098071938,1.9705834128142927,Feynman81,n_rho
4.917567583252058,1.0,1.0,1.0,1.0,3.7451907329222816,3.5749318329063398,Feynman81,n_rho
3.4429755203237353,1.0,1.0,1.0,1.0,2.6221500353773157,2.7080703667780055,Feynman81,n_rho
2.0369611916385924,1.0,1.0,1.0,1.0,1.5513377394606427,1.3402078512420839,Feynman81,n_rho
1.2092154140384332,1.0,1.0,1.0,1.0,0.9209313926233013,0.5113928858821539,Feynman81,n_rho
3.776202934836162,1.0,1.0,1.0,1.0,2.8759340868742287,2.9181327678832614,Feynman81,n_rho
3.035272746322328,1.0,1.0,1.0,1.0,2.3116459853308897,1.8608543535627908,Feynman81,n_rho
4.1627373118302495,1.0,1.0,1.0,1.0,3.1703164094689282,3.2533998557287473,Feynman81,n_rho
3.031446353945229,1.0,1.0,1.0,1.0,2.3087318272580974,1.9922942849447904,Feynman81,n_rho
3.3507516491550433,1.0,1.0,1.0,1.0,2.5519128740556223,2.517839940897884,Feynman81,n_rho
4.155257116081847,1.0,1.0,1.0,1.0,3.1646195361015397,3.5546006371832526,Feynman81,n_rho
3.428762349534982,1.0,1.0,1.0,1.0,2.611325367567,3.1082483336267734,Feynman81,n_rho
1.235641195659555,1.0,1.0,1.0,1.0,0.9410571134725109,0.8484432180801993,Feynman81,n_rho
2.4003186361103928,1.0,1.0,1.0,1.0,1.8280686456933872,2.219925094762383,Feynman81,n_rho
2.0762623839029493,1.0,1.0,1.0,1.0,1.5812692978112708,1.53384763895685,Feynman81,n_rho
2.4926968730942716,1.0,1.0,1.0,1.0,1.898423371117806,2.066322453459251,Feynman81,n_rho
1.908084322324235,1.0,1.0,1.0,1.0,1.4531858689529533,1.5182888811030915,Feynman81,n_rho
3.519503360697785,1.0,1.0,1.0,1.0,2.680433191374107,2.8725850562983104,Feynman81,n_rho
3.6811448217135627,1.0,1.0,1.0,1.0,2.8035383834438754,3.3564258587238673,Feynman81,n_rho
3.6853545892848487,1.0,1.0,1.0,1.0,2.806744517824099,2.5481287343928796,Feynman81,n_rho
4.327746560647245,1.0,1.0,1.0,1.0,3.2959864890466033,2.799295484070734,Feynman81,n_rho
1.2808436847958866,1.0,1.0,1.0,1.0,0.975483065033395,0.5620621099421869,Feynman81,n_rho
1.137738151555503,1.0,1.0,1.0,1.0,0.8664947272325854,0.5821392182482852,Feynman81,n_rho
1.8824404840569406,1.0,1.0,1.0,1.0,1.4336556715923072,1.3454246892817097,Feynman81,n_rho
2.975275609103978,1.0,1.0,1.0,1.0,2.265952516251318,2.0658551798072273,Feynman81,n_rho
1.2652145192401498,1.0,1.0,1.0,1.0,0.9635799838836807,1.0780768411874293,Feynman81,n_rho
1.288022505314788,1.0,1.0,1.0,1.0,0.9809504127872456,0.49659207428429464,Feynman81,n_rho
3.3748442199576307,1.0,1.0,1.0,1.0,2.5702616351808234,2.6143810188067715,Feynman81,n_rho
2.7845408368926994,1.0,1.0,1.0,1.0,2.1206900283976546,2.145374305362243,Feynman81,n_rho
4.611185514710764,1.0,1.0,1.0,1.0,3.511851940031593,3.533313313077104,Feynman81,n_rho
1.1927231532796831,1.0,1.0,1.0,1.0,0.9083709832109387,0.9545535516363715,Feynman81,n_rho
1.4479434400152913,1.0,1.0,1.0,1.0,1.1027452620701323,0.809304409724426,Feynman81,n_rho
3.720256804327107,1.0,1.0,1.0,1.0,2.8333258408301942,2.982313945962804,Feynman81,n_rho
1.05999789334327,1.0,1.0,1.0,1.0,0.8072882008956567,0.8703202417945832,Feynman81,n_rho
2.832215337761035,1.0,1.0,1.0,1.0,2.156998649647087,2.198550540923191,Feynman81,n_rho
3.773861815246078,1.0,1.0,1.0,1.0,2.8741511038760272,2.895291412524019,Feynman81,n_rho
1.1355693161936626,1.0,1.0,1.0,1.0,0.8648429548957776,1.0910398556914223,Feynman81,n_rho
1.507939977651228,1.0,1.0,1.0,1.0,1.1484382745112418,0.7820151972316995,Feynman81,n_rho
1.8787977393122524,1.0,1.0,1.0,1.0,1.430881378483114,1.0064588533323693,Feynman81,n_rho
3.2089678634120227,1.0,1.0,1.0,1.0,2.4439311714244534,2.5365766348932612,Feynman81,n_rho
4.048083437074952,1.0,1.0,1.0,1.0,3.0829966884976097,3.2846109364419136,Feynman81,n_rho
4.097945082272737,1.0,1.0,1.0,1.0,3.1209710260865826,3.391594554364989,Feynman81,n_rho
3.8823975032424642,1.0,1.0,1.0,1.0,2.9568112495667136,2.3843579233972347,Feynman81,n_rho
3.7565504477070313,1.0,1.0,1.0,1.0,2.8609668675266873,2.642192445211679,Feynman81,n_rho
3.287046416661856,1.0,1.0,1.0,1.0,2.5033953412850076,2.2771499860167017,Feynman81,n_rho
2.4354931141000242,1.0,1.0,1.0,1.0,1.8548573225690852,1.694509599876979,Feynman81,n_rho
4.250018510780702,1.0,1.0,1.0,1.0,3.2367892605144055,3.1450073177735223,Feynman81,n_rho
2.8059861703279125,1.0,1.0,1.0,1.0,2.1370226690144354,1.9587974353634134,Feynman81,n_rho
4.20408194086038,1.0,1.0,1.0,1.0,3.201804237318435,3.135030009503672,Feynman81,n_rho
2.774957824389855,1.0,1.0,1.0,1.0,2.1133916620790374,1.8755962943613773,Feynman81,n_rho
2.6844545857489073,1.0,1.0,1.0,1.0,2.0444649244350215,1.6235880337301871,Feynman81,n_rho
2.9323109673770267,1.0,1.0,1.0,1.0,2.233230896199339,3.112411009647273,Feynman81,n_rho
2.101545528113669,1.0,1.0,1.0,1.0,1.6005247926863417,1.8458017710660262,Feynman81,n_rho
1.5047406702151265,1.0,1.0,1.0,1.0,1.1460017006648011,1.3147999703408448,Feynman81,n_rho
3.871073312043194,1.0,1.0,1.0,1.0,2.9481868117284233,3.3048699472659697,Feynman81,n_rho
1.7625977248697304,1.0,1.0,1.0,1.0,1.3423841265617138,1.3712845545480736,Feynman81,n_rho
3.7901901564015956,1.0,1.0,1.0,1.0,2.8865866730765215,2.6806472474909633,Feynman81,n_rho
1.807017429724648,1.0,1.0,1.0,1.0,1.3762139141884988,1.092729797663254,Feynman81,n_rho
2.5165769089080983,1.0,1.0,1.0,1.0,1.9166102668376308,1.908412223539204,Feynman81,n_rho
1.765817897600158,1.0,1.0,1.0,1.0,1.3448365912943756,1.5753398969029702,Feynman81,n_rho
4.305130960610398,1.0,1.0,1.0,1.0,3.278762580225107,3.3770287189774293,Feynman81,n_rho
2.1466093925700402,1.0,1.0,1.0,1.0,1.634845168501097,1.6947632544785314,Feynman81,n_rho
4.416912010072206,1.0,1.0,1.0,1.0,3.3638943742418226,3.4159526059353924,Feynman81,n_rho
2.004294191617215,1.0,1.0,1.0,1.0,1.5264587431517547,1.9805060734616924,Feynman81,n_rho
3.143568109545692,1.0,1.0,1.0,1.0,2.394123101078911,2.9098742234287807,Feynman81,n_rho
3.792013438287348,1.0,1.0,1.0,1.0,2.887975273905371,2.6035833368442898,Feynman81,n_rho
4.260418127752931,1.0,1.0,1.0,1.0,3.2447095480246335,2.9331127626719757,Feynman81,n_rho
1.0883062610792629,1.0,1.0,1.0,1.0,0.8288476883280355,0.7409235018434549,Feynman81,n_rho
2.017355727398246,1.0,1.0,1.0,1.0,1.5364063324703952,1.8270057571035037,Feynman81,n_rho
1.827667289194102,1.0,1.0,1.0,1.0,1.391940726481743,1.6846405220301097,Feynman81,n_rho
4.586696439441869,1.0,1.0,1.0,1.0,3.4932012034220423,3.210261056535289,Feynman81,n_rho
3.468319408350497,1.0,1.0,1.0,1.0,2.6414517923876946,2.5751882841065497,Feynman81,n_rho
4.509038146184386,1.0,1.0,1.0,1.0,3.434057101115644,3.448176358160825,Feynman81,n_rho
4.899410127018095,1.0,1.0,1.0,1.0,3.7313621203674727,3.4866350331461735,Feynman81,n_rho
3.3019878815344668,1.0,1.0,1.0,1.0,2.5147746736134065,2.1168858807089634,Feynman81,n_rho
3.8272519098157094,1.0,1.0,1.0,1.0,2.9148126878861844,2.7773409149342108,Feynman81,n_rho
4.994933315386552,1.0,1.0,1.0,1.0,3.804112022387151,4.201517364903339,Feynman81,n_rho
3.7427015428240717,1.0,1.0,1.0,1.0,2.850419622501438,2.8402902982144878,Feynman81,n_rho
1.577826022721796,1.0,1.0,1.0,1.0,1.2016630780198476,1.5143239430503543,Feynman81,n_rho
3.2985184360262645,1.0,1.0,1.0,1.0,2.5121323641899522,2.342396164978862,Feynman81,n_rho
1.1645043181464287,1.0,1.0,1.0,1.0,0.8868796832855729,0.8557507000178547,Feynman81,n_rho
1.4449596376425604,1.0,1.0,1.0,1.0,1.1004728156205337,1.2272421556645652,Feynman81,n_rho
1.8900498888095751,1.0,1.0,1.0,1.0,1.4394509497822157,1.8916183597544836,Feynman81,n_rho
1.328857220081924,1.0,1.0,1.0,1.0,1.012049892914017,0.9514947844964687,Feynman81,n_rho
4.806723322696111,1.0,1.0,1.0,1.0,3.660772391861634,4.256349195310162,Feynman81,n_rho
3.862067652760357,1.0,1.0,1.0,1.0,2.9413281542480862,2.8545996875633857,Feynman81,n_rho
4.0450609387187715,1.0,1.0,1.0,1.0,3.0806947714131567,3.0509729464146234,Feynman81,n_rho
3.7689135235750695,1.0,1.0,1.0,1.0,2.8703825138574226,2.436111374648622,Feynman81,n_rho
4.123103468970603,1.0,1.0,1.0,1.0,3.1401315063689528,2.2998082122515324,Feynman81,n_rho
1.062052754107485,1.0,1.0,1.0,1.0,0.8088531708449854,1.2606530736792037,Feynman81,n_rho
2.9469812896919696,1.0,1.0,1.0,1.0,2.244403727940387,2.4411996575495163,Feynman81,n_rho
4.475496428109231,1.0,1.0,1.0,1.0,3.4085119246488906,3.9972171225983333,Feynman81,n_rho
1.2293532609535318,1.0,1.0,1.0,1.0,0.9362682591473722,0.6198411358900151,Feynman81,n_rho
3.823490813574646,1.0,1.0,1.0,1.0,2.9119482589690033,2.701422265595021,Feynman81,n_rho
1.697845738093088,1.0,1.0,1.0,1.0,1.293069391846098,1.0519965284990889,Feynman81,n_rho
3.3277433580386226,1.0,1.0,1.0,1.0,2.5343898940028273,2.1740321183166746,Feynman81,n_rho
1.7148396296064066,1.0,1.0,1.0,1.0,1.3060118403095877,1.2639284525545058,Feynman81,n_rho
4.721220234168476,1.0,1.0,1.0,1.0,3.5956537393228194,3.504333994204056,Feynman81,n_rho
2.416692479284044,1.0,1.0,1.0,1.0,1.8405388689649762,1.944639641593289,Feynman81,n_rho
4.975526924521161,1.0,1.0,1.0,1.0,3.7893322285158764,3.646509269432485,Feynman81,n_rho
3.652694860264342,1.0,1.0,1.0,1.0,2.7818710590669817,2.9526891615508095,Feynman81,n_rho
4.238005625192066,1.0,1.0,1.0,1.0,3.227640317053935,2.8977854760025927,Feynman81,n_rho
3.011057559842677,1.0,1.0,1.0,1.0,2.2932038408226085,2.555651909077492,Feynman81,n_rho
3.6144061889017167,1.0,1.0,1.0,1.0,2.7527106307178957,2.8950264006149142,Feynman81,n_rho
4.543036662023633,1.0,1.0,1.0,1.0,3.459950172089984,3.1238216880868728,Feynman81,n_rho
1.3530454909960241,1.0,1.0,1.0,1.0,1.0304715386848704,1.2277152025638347,Feynman81,n_rho
1.5589912873158123,1.0,1.0,1.0,1.0,1.1873186536056772,1.721650328242666,Feynman81,n_rho
4.609790667703596,1.0,1.0,1.0,1.0,3.510789632702482,4.0279385658289755,Feynman81,n_rho
4.815646711365909,1.0,1.0,1.0,1.0,3.6675683925238745,3.435556707628186,Feynman81,n_rho
3.682069457731366,1.0,1.0,1.0,1.0,2.8042425808314206,2.9630627094043995,Feynman81,n_rho
1.0691146171875427,1.0,1.0,1.0,1.0,0.8142314444969173,0.7018264591917482,Feynman81,n_rho
1.0999629079631963,1.0,1.0,1.0,1.0,0.8377253224728791,0.36103485118349943,Feynman81,n_rho
3.3195165469535137,1.0,1.0,1.0,1.0,2.5281244027582566,2.0994705148905393,Feynman81,n_rho
