n,alpha,target,target_with_noise,equation_name,varied_variable_name
0.48438677347155734,0.0,1.0,1.0,Feynman65,n
0.1529742127243583,0.0,1.0,1.0,Feynman65,n
0.22528897571504047,0.0,1.0,1.0,Feynman65,n
0.7164813855997909,0.0,1.0,1.0,Feynman65,n
0.252612491301904,0.0,1.0,1.0,Feynman65,n
0.23578543410224295,0.0,1.0,1.0,Feynman65,n
0.40142326017257757,0.0,1.0,1.0,Feynman65,n
0.3985918296101101,0.0,1.0,1.0,Feynman65,n
0.6938764499572103,0.0,1.0,1.0,Feynman65,n
0.5692191153489093,0.0,1.0,1.0,Feynman65,n
0.9430756016125655,0.0,1.0,1.0,Feynman65,n
0.8493773869377385,0.0,1.0,1.0,Feynman65,n
0.4596567744879624,0.0,1.0,1.0,Feynman65,n
0.42082793246765715,0.0,1.0,1.0,Feynman65,n
0.06409691379783478,0.0,1.0,1.0,Feynman65,n
0.23906463905333308,0.0,1.0,1.0,Feynman65,n
0.16989046826754783,0.0,1.0,1.0,Feynman65,n
0.33930083674180567,0.0,1.0,1.0,Feynman65,n
0.06681511731454526,0.0,1.0,1.0,Feynman65,n
0.2554063480976677,0.0,1.0,1.0,Feynman65,n
0.5163774992833083,0.0,1.0,1.0,Feynman65,n
0.9620647531128089,0.0,1.0,1.0,Feynman65,n
0.42608251648353024,0.0,1.0,1.0,Feynman65,n
0.46987695167651,0.0,1.0,1.0,Feynman65,n
0.7513100198883165,0.0,1.0,1.0,Feynman65,n
0.49454628084108265,0.0,1.0,1.0,Feynman65,n
0.5174497842784918,0.0,1.0,1.0,Feynman65,n
0.15865856010817614,0.0,1.0,1.0,Feynman65,n
0.8221320311242946,0.0,1.0,1.0,Feynman65,n
0.9553105590943196,0.0,1.0,1.0,Feynman65,n
0.6995989239716454,0.0,1.0,1.0,Feynman65,n
0.8017678875094171,0.0,1.0,1.0,Feynman65,n
0.20042804636694256,0.0,1.0,1.0,Feynman65,n
0.8451798060608628,0.0,1.0,1.0,Feynman65,n
0.5787318451750455,0.0,1.0,1.0,Feynman65,n
0.07280915553053924,0.0,1.0,1.0,Feynman65,n
0.8043690345457037,0.0,1.0,1.0,Feynman65,n
0.7645611939266218,0.0,1.0,1.0,Feynman65,n
0.11542518505037735,0.0,1.0,1.0,Feynman65,n
0.10136956023081345,0.0,1.0,1.0,Feynman65,n
0.002111971506305932,0.0,1.0,1.0,Feynman65,n
0.936925228947829,0.0,1.0,1.0,Feynman65,n
0.527391389566577,0.0,1.0,1.0,Feynman65,n
0.7213181910680925,0.0,1.0,1.0,Feynman65,n
0.3333356837192468,0.0,1.0,1.0,Feynman65,n
0.07951763823709623,0.0,1.0,1.0,Feynman65,n
0.8123367039383748,0.0,1.0,1.0,Feynman65,n
0.6890816896056667,0.0,1.0,1.0,Feynman65,n
0.21353593590201614,0.0,1.0,1.0,Feynman65,n
0.07531644704761176,0.0,1.0,1.0,Feynman65,n
0.586799711623638,0.0,1.0,1.0,Feynman65,n
0.9021068312087324,0.0,1.0,1.0,Feynman65,n
0.6030981976084614,0.0,1.0,1.0,Feynman65,n
0.3282798791127757,0.0,1.0,1.0,Feynman65,n
0.0917877590234214,0.0,1.0,1.0,Feynman65,n
0.25082862421144736,0.0,1.0,1.0,Feynman65,n
0.6184225327573403,0.0,1.0,1.0,Feynman65,n
0.23582469892153224,0.0,1.0,1.0,Feynman65,n
0.6183668197731157,0.0,1.0,1.0,Feynman65,n
0.9077921095617246,0.0,1.0,1.0,Feynman65,n
0.34827734116114295,0.0,1.0,1.0,Feynman65,n
0.021004065218861556,0.0,1.0,1.0,Feynman65,n
0.2695895165736323,0.0,1.0,1.0,Feynman65,n
0.4997017372945842,0.0,1.0,1.0,Feynman65,n
0.885622751881606,0.0,1.0,1.0,Feynman65,n
0.7928333061125105,0.0,1.0,1.0,Feynman65,n
0.9164091986623537,0.0,1.0,1.0,Feynman65,n
0.7011040257666175,0.0,1.0,1.0,Feynman65,n
0.3172209657124736,0.0,1.0,1.0,Feynman65,n
0.2625120063335712,0.0,1.0,1.0,Feynman65,n
0.8913295273449042,0.0,1.0,1.0,Feynman65,n
0.0525031777706928,0.0,1.0,1.0,Feynman65,n
0.29332667257730083,0.0,1.0,1.0,Feynman65,n
0.846686146120217,0.0,1.0,1.0,Feynman65,n
0.9114827128171655,0.0,1.0,1.0,Feynman65,n
0.4987348725888292,0.0,1.0,1.0,Feynman65,n
0.2548296752009631,0.0,1.0,1.0,Feynman65,n
0.6878095993543085,0.0,1.0,1.0,Feynman65,n
0.7976500272089005,0.0,1.0,1.0,Feynman65,n
0.284274110801607,0.0,1.0,1.0,Feynman65,n
0.3353547376378714,0.0,1.0,1.0,Feynman65,n
0.7499788447424106,0.0,1.0,1.0,Feynman65,n
0.47183122376621556,0.0,1.0,1.0,Feynman65,n
0.3553624572563632,0.0,1.0,1.0,Feynman65,n
0.2075288958510927,0.0,1.0,1.0,Feynman65,n
0.9462014341016127,0.0,1.0,1.0,Feynman65,n
0.11175583765416341,0.0,1.0,1.0,Feynman65,n
0.2429480485407387,0.0,1.0,1.0,Feynman65,n
0.3706495457036866,0.0,1.0,1.0,Feynman65,n
0.04251635248878527,0.0,1.0,1.0,Feynman65,n
0.5917095352466312,0.0,1.0,1.0,Feynman65,n
0.8419615292745863,0.0,1.0,1.0,Feynman65,n
0.461709660486018,0.0,1.0,1.0,Feynman65,n
0.9920502421053823,0.0,1.0,1.0,Feynman65,n
0.5729234073463552,0.0,1.0,1.0,Feynman65,n
0.7580369752127927,0.0,1.0,1.0,Feynman65,n
0.5905792110604515,0.0,1.0,1.0,Feynman65,n
0.4663739913935733,0.0,1.0,1.0,Feynman65,n
0.5455258666787921,0.0,1.0,1.0,Feynman65,n
0.010476536681600757,0.0,1.0,1.0,Feynman65,n
0.5827769881826593,0.0,1.0,1.0,Feynman65,n
0.1055568824040315,0.0,1.0,1.0,Feynman65,n
0.6997901766180376,0.0,1.0,1.0,Feynman65,n
0.44983747356043735,0.0,1.0,1.0,Feynman65,n
0.8956322719946423,0.0,1.0,1.0,Feynman65,n
0.5483495908602819,0.0,1.0,1.0,Feynman65,n
0.36846498604892153,0.0,1.0,1.0,Feynman65,n
0.2144455054576785,0.0,1.0,1.0,Feynman65,n
0.8128352812648701,0.0,1.0,1.0,Feynman65,n
0.33599875661636125,0.0,1.0,1.0,Feynman65,n
0.8677379889496809,0.0,1.0,1.0,Feynman65,n
0.46387641849650985,0.0,1.0,1.0,Feynman65,n
0.7423185396523186,0.0,1.0,1.0,Feynman65,n
0.857666040307241,0.0,1.0,1.0,Feynman65,n
0.6261969787255902,0.0,1.0,1.0,Feynman65,n
0.90023366236666,0.0,1.0,1.0,Feynman65,n
0.6240861310695178,0.0,1.0,1.0,Feynman65,n
0.6020029958606429,0.0,1.0,1.0,Feynman65,n
0.43699670127615187,0.0,1.0,1.0,Feynman65,n
0.174473663042369,0.0,1.0,1.0,Feynman65,n
0.4522046779816816,0.0,1.0,1.0,Feynman65,n
0.17145752851073026,0.0,1.0,1.0,Feynman65,n
0.2548010333534133,0.0,1.0,1.0,Feynman65,n
0.28041007118206485,0.0,1.0,1.0,Feynman65,n
0.7206470823376528,0.0,1.0,1.0,Feynman65,n
0.37524606292994345,0.0,1.0,1.0,Feynman65,n
0.9888290373438957,0.0,1.0,1.0,Feynman65,n
0.14716711858624287,0.0,1.0,1.0,Feynman65,n
0.7403979725372255,0.0,1.0,1.0,Feynman65,n
0.09057465834178735,0.0,1.0,1.0,Feynman65,n
0.05442658857976279,0.0,1.0,1.0,Feynman65,n
0.1950617253664153,0.0,1.0,1.0,Feynman65,n
0.0024120667176275035,0.0,1.0,1.0,Feynman65,n
0.8520959747969193,0.0,1.0,1.0,Feynman65,n
0.059227974528768046,0.0,1.0,1.0,Feynman65,n
0.9367610428301253,0.0,1.0,1.0,Feynman65,n
0.1905024041597877,0.0,1.0,1.0,Feynman65,n
0.9660979523660926,0.0,1.0,1.0,Feynman65,n
0.5615499906276376,0.0,1.0,1.0,Feynman65,n
0.10913718317933585,0.0,1.0,1.0,Feynman65,n
0.8807437022065114,0.0,1.0,1.0,Feynman65,n
0.45276334851329547,0.0,1.0,1.0,Feynman65,n
0.4614568093902296,0.0,1.0,1.0,Feynman65,n
0.8573397476326304,0.0,1.0,1.0,Feynman65,n
0.6594918006324406,0.0,1.0,1.0,Feynman65,n
0.24757177511284956,0.0,1.0,1.0,Feynman65,n
0.9042021124207236,0.0,1.0,1.0,Feynman65,n
0.28375794364657225,0.0,1.0,1.0,Feynman65,n
0.9313925462884942,0.0,1.0,1.0,Feynman65,n
0.17055852817127837,0.0,1.0,1.0,Feynman65,n
0.8501942329126687,0.0,1.0,1.0,Feynman65,n
0.5742229351451826,0.0,1.0,1.0,Feynman65,n
0.03507395869658947,0.0,1.0,1.0,Feynman65,n
0.36492389695368477,0.0,1.0,1.0,Feynman65,n
0.4858767948992907,0.0,1.0,1.0,Feynman65,n
0.6536580099164383,0.0,1.0,1.0,Feynman65,n
0.5051517422887682,0.0,1.0,1.0,Feynman65,n
0.5358509682741001,0.0,1.0,1.0,Feynman65,n
0.945847140301727,0.0,1.0,1.0,Feynman65,n
0.13578344852358626,0.0,1.0,1.0,Feynman65,n
0.2566861061054989,0.0,1.0,1.0,Feynman65,n
0.2100535055441879,0.0,1.0,1.0,Feynman65,n
0.4845101061208815,0.0,1.0,1.0,Feynman65,n
0.08957242069350035,0.0,1.0,1.0,Feynman65,n
0.7244067757475098,0.0,1.0,1.0,Feynman65,n
0.25981281919315624,0.0,1.0,1.0,Feynman65,n
0.869563219213411,0.0,1.0,1.0,Feynman65,n
0.47037666828571223,0.0,1.0,1.0,Feynman65,n
0.4731419623770463,0.0,1.0,1.0,Feynman65,n
0.8142973244127871,0.0,1.0,1.0,Feynman65,n
0.8227311951850711,0.0,1.0,1.0,Feynman65,n
0.30807399311143413,0.0,1.0,1.0,Feynman65,n
0.5405631477579704,0.0,1.0,1.0,Feynman65,n
0.47503436597197146,0.0,1.0,1.0,Feynman65,n
0.9512228708751008,0.0,1.0,1.0,Feynman65,n
0.16019242779612486,0.0,1.0,1.0,Feynman65,n
0.21559610130585793,0.0,1.0,1.0,Feynman65,n
0.385295944893417,0.0,1.0,1.0,Feynman65,n
0.7050621557201352,0.0,1.0,1.0,Feynman65,n
0.18021922904458387,0.0,1.0,1.0,Feynman65,n
0.9743579978460517,0.0,1.0,1.0,Feynman65,n
0.35110990998769853,0.0,1.0,1.0,Feynman65,n
0.618092629518802,0.0,1.0,1.0,Feynman65,n
0.5847868783111059,0.0,1.0,1.0,Feynman65,n
0.29078687058727537,0.0,1.0,1.0,Feynman65,n
0.7657750628834428,0.0,1.0,1.0,Feynman65,n
0.04349495861211894,0.0,1.0,1.0,Feynman65,n
0.020824610559086798,0.0,1.0,1.0,Feynman65,n
0.9419523349797364,0.0,1.0,1.0,Feynman65,n
0.14663336310515462,0.0,1.0,1.0,Feynman65,n
0.07062127918251027,0.0,1.0,1.0,Feynman65,n
0.04420392076531843,0.0,1.0,1.0,Feynman65,n
0.28752339250694714,0.0,1.0,1.0,Feynman65,n
0.8330760880757849,0.0,1.0,1.0,Feynman65,n
0.3946411616560017,0.0,1.0,1.0,Feynman65,n
0.5999270499283095,0.0,1.0,1.0,Feynman65,n
0.7334490286984555,0.0,1.0,1.0,Feynman65,n
0.2537772005110328,0.0,1.0,1.0,Feynman65,n
0.6814739931713506,0.0,1.0,1.0,Feynman65,n
0.6028562468607995,0.0,1.0,1.0,Feynman65,n
0.5969597613044927,0.0,1.0,1.0,Feynman65,n
0.3871064224148514,0.0,1.0,1.0,Feynman65,n
0.7272082970233821,0.0,1.0,1.0,Feynman65,n
0.4966034125072607,0.0,1.0,1.0,Feynman65,n
0.35366386952604945,0.0,1.0,1.0,Feynman65,n
0.5939028649446555,0.0,1.0,1.0,Feynman65,n
0.4187979897542444,0.0,1.0,1.0,Feynman65,n
0.8606548428182058,0.0,1.0,1.0,Feynman65,n
0.7023464287786533,0.0,1.0,1.0,Feynman65,n
0.940319580147279,0.0,1.0,1.0,Feynman65,n
0.47470021788513983,0.0,1.0,1.0,Feynman65,n
0.8367632929931865,0.0,1.0,1.0,Feynman65,n
0.6346882421045154,0.0,1.0,1.0,Feynman65,n
0.4409668923684823,0.0,1.0,1.0,Feynman65,n
0.8711450905846264,0.0,1.0,1.0,Feynman65,n
0.36624966407463666,0.0,1.0,1.0,Feynman65,n
0.7032041322948106,0.0,1.0,1.0,Feynman65,n
0.7368415326990851,0.0,1.0,1.0,Feynman65,n
0.7139397263160598,0.0,1.0,1.0,Feynman65,n
0.4095446600441369,0.0,1.0,1.0,Feynman65,n
0.3968536768478187,0.0,1.0,1.0,Feynman65,n
0.2750870338586898,0.0,1.0,1.0,Feynman65,n
0.8341125508485353,0.0,1.0,1.0,Feynman65,n
0.857563493285946,0.0,1.0,1.0,Feynman65,n
0.2599317156501889,0.0,1.0,1.0,Feynman65,n
0.9732050014499036,0.0,1.0,1.0,Feynman65,n
0.6862693915223351,0.0,1.0,1.0,Feynman65,n
0.5372197950473708,0.0,1.0,1.0,Feynman65,n
0.8831903602070569,0.0,1.0,1.0,Feynman65,n
0.9017207627765699,0.0,1.0,1.0,Feynman65,n
0.20614291630406312,0.0,1.0,1.0,Feynman65,n
0.2465799403795238,0.0,1.0,1.0,Feynman65,n
0.14456653599296554,0.0,1.0,1.0,Feynman65,n
0.9926906681283194,0.0,1.0,1.0,Feynman65,n
0.0818804099137398,0.0,1.0,1.0,Feynman65,n
0.27295239837047125,0.0,1.0,1.0,Feynman65,n
0.47462596133160817,0.0,1.0,1.0,Feynman65,n
0.9965998196728969,0.0,1.0,1.0,Feynman65,n
0.11055609633988739,0.0,1.0,1.0,Feynman65,n
0.004201828643839778,0.0,1.0,1.0,Feynman65,n
0.3035322460412001,0.0,1.0,1.0,Feynman65,n
0.44497471013741396,0.0,1.0,1.0,Feynman65,n
0.4749043681101356,0.0,1.0,1.0,Feynman65,n
0.9020509824602599,0.0,1.0,1.0,Feynman65,n
0.05183414661695662,0.0,1.0,1.0,Feynman65,n
0.9770218000665737,0.0,1.0,1.0,Feynman65,n
0.9649580871752568,0.0,1.0,1.0,Feynman65,n
0.9004941643758705,0.0,1.0,1.0,Feynman65,n
0.22654686581027217,0.0,1.0,1.0,Feynman65,n
0.4366767661836568,0.0,1.0,1.0,Feynman65,n
0.7296336966395064,0.0,1.0,1.0,Feynman65,n
0.7239373972982296,0.0,1.0,1.0,Feynman65,n
0.8813375901537657,0.0,1.0,1.0,Feynman65,n
0.44936514688057694,0.0,1.0,1.0,Feynman65,n
0.8228795539432195,0.0,1.0,1.0,Feynman65,n
0.3676736631744544,0.0,1.0,1.0,Feynman65,n
0.7637047686907589,0.0,1.0,1.0,Feynman65,n
0.937608200949932,0.0,1.0,1.0,Feynman65,n
0.048197956009957355,0.0,1.0,1.0,Feynman65,n
0.27339473347277743,0.0,1.0,1.0,Feynman65,n
0.6387974673859541,0.0,1.0,1.0,Feynman65,n
0.8510282233766854,0.0,1.0,1.0,Feynman65,n
0.653654403892224,0.0,1.0,1.0,Feynman65,n
0.05522601761994328,0.0,1.0,1.0,Feynman65,n
0.5043419985276639,0.0,1.0,1.0,Feynman65,n
0.9878325596751728,0.0,1.0,1.0,Feynman65,n
0.5941648406551059,0.0,1.0,1.0,Feynman65,n
0.6164964388842692,0.0,1.0,1.0,Feynman65,n
0.2734878092498354,0.0,1.0,1.0,Feynman65,n
0.03267293994137965,0.0,1.0,1.0,Feynman65,n
0.3157921909998431,0.0,1.0,1.0,Feynman65,n
0.6503780634841418,0.0,1.0,1.0,Feynman65,n
0.45078229441845996,0.0,1.0,1.0,Feynman65,n
0.42715641280151717,0.0,1.0,1.0,Feynman65,n
0.22788911161638437,0.0,1.0,1.0,Feynman65,n
0.5556201250031193,0.0,1.0,1.0,Feynman65,n
0.0018896760678550617,0.0,1.0,1.0,Feynman65,n
0.08818382434344196,0.0,1.0,1.0,Feynman65,n
0.33641885033169994,0.0,1.0,1.0,Feynman65,n
0.17126808050059983,0.0,1.0,1.0,Feynman65,n
0.735873608845605,0.0,1.0,1.0,Feynman65,n
0.6062648197048417,0.0,1.0,1.0,Feynman65,n
0.27538691398955417,0.0,1.0,1.0,Feynman65,n
0.09862855714647278,0.0,1.0,1.0,Feynman65,n
0.40752450862431067,0.0,1.0,1.0,Feynman65,n
0.20941273280561368,0.0,1.0,1.0,Feynman65,n
0.5783747244205374,0.0,1.0,1.0,Feynman65,n
0.48256658670020613,0.0,1.0,1.0,Feynman65,n
0.15670291352318622,0.0,1.0,1.0,Feynman65,n
0.22962919515053415,0.0,1.0,1.0,Feynman65,n
0.9789982546482477,0.0,1.0,1.0,Feynman65,n
0.09760265912177324,0.0,1.0,1.0,Feynman65,n
0.6700016614777765,0.0,1.0,1.0,Feynman65,n
0.7532018453069599,0.0,1.0,1.0,Feynman65,n
0.195075233233569,0.0,1.0,1.0,Feynman65,n
0.7704550771461293,0.0,1.0,1.0,Feynman65,n
0.2802068238790868,0.0,1.0,1.0,Feynman65,n
0.8496774041163246,0.0,1.0,1.0,Feynman65,n
0.8442826693396203,0.0,1.0,1.0,Feynman65,n
0.5228368601555256,0.0,1.0,1.0,Feynman65,n
0.03211163467351352,0.0,1.0,1.0,Feynman65,n
0.17593956911911302,0.0,1.0,1.0,Feynman65,n
0.594573268524482,0.0,1.0,1.0,Feynman65,n
0.1948654118060099,0.0,1.0,1.0,Feynman65,n
0.0951819853145458,0.0,1.0,1.0,Feynman65,n
0.2981353807894641,0.0,1.0,1.0,Feynman65,n
0.6984876417752605,0.0,1.0,1.0,Feynman65,n
0.8133632013943723,0.0,1.0,1.0,Feynman65,n
0.8283893484196759,0.0,1.0,1.0,Feynman65,n
0.9648812170316637,0.0,1.0,1.0,Feynman65,n
0.06701295178658673,0.0,1.0,1.0,Feynman65,n
0.3382442848520212,0.0,1.0,1.0,Feynman65,n
0.9972681976257373,0.0,1.0,1.0,Feynman65,n
0.4074988435319584,0.0,1.0,1.0,Feynman65,n
0.6976393448552146,0.0,1.0,1.0,Feynman65,n
0.570384574223361,0.0,1.0,1.0,Feynman65,n
0.2174628239972004,0.0,1.0,1.0,Feynman65,n
0.18991957540479598,0.0,1.0,1.0,Feynman65,n
0.9737457575582935,0.0,1.0,1.0,Feynman65,n
0.9372726159869976,0.0,1.0,1.0,Feynman65,n
0.9732986668825611,0.0,1.0,1.0,Feynman65,n
0.534221082093616,0.0,1.0,1.0,Feynman65,n
0.7780560859123614,0.0,1.0,1.0,Feynman65,n
0.3404732025853312,0.0,1.0,1.0,Feynman65,n
0.8191084266305689,0.0,1.0,1.0,Feynman65,n
0.5162282265260068,0.0,1.0,1.0,Feynman65,n
0.7625570890004991,0.0,1.0,1.0,Feynman65,n
0.11387712713316755,0.0,1.0,1.0,Feynman65,n
0.20675167557314134,0.0,1.0,1.0,Feynman65,n
0.5288814673709593,0.0,1.0,1.0,Feynman65,n
0.5842261426746773,0.0,1.0,1.0,Feynman65,n
0.8341699117346568,0.0,1.0,1.0,Feynman65,n
0.22611655755992155,0.0,1.0,1.0,Feynman65,n
0.03897517901902592,0.0,1.0,1.0,Feynman65,n
0.20366532242505242,0.0,1.0,1.0,Feynman65,n
0.18662586950423665,0.0,1.0,1.0,Feynman65,n
0.25064946034967583,0.0,1.0,1.0,Feynman65,n
0.31256316123878447,0.0,1.0,1.0,Feynman65,n
0.43747945788175613,0.0,1.0,1.0,Feynman65,n
0.4440873427544171,0.0,1.0,1.0,Feynman65,n
0.7824928713575278,0.0,1.0,1.0,Feynman65,n
0.8538250291897271,0.0,1.0,1.0,Feynman65,n
0.36105398189450777,0.0,1.0,1.0,Feynman65,n
0.04311603017261789,0.0,1.0,1.0,Feynman65,n
0.6843577884078322,0.0,1.0,1.0,Feynman65,n
0.9844332576577333,0.0,1.0,1.0,Feynman65,n
0.8280347957851293,0.0,1.0,1.0,Feynman65,n
0.9306736118041415,0.0,1.0,1.0,Feynman65,n
0.3125756296013764,0.0,1.0,1.0,Feynman65,n
0.3582147345484259,0.0,1.0,1.0,Feynman65,n
0.617859271515527,0.0,1.0,1.0,Feynman65,n
0.8708850547790378,0.0,1.0,1.0,Feynman65,n
0.8794006861695812,0.0,1.0,1.0,Feynman65,n
0.5843586635615013,0.0,1.0,1.0,Feynman65,n
0.624393941293336,0.0,1.0,1.0,Feynman65,n
0.8056491794790921,0.0,1.0,1.0,Feynman65,n
0.4607635707116122,0.0,1.0,1.0,Feynman65,n
0.17657361425539142,0.0,1.0,1.0,Feynman65,n
0.8092929981236006,0.0,1.0,1.0,Feynman65,n
0.16405559979638196,0.0,1.0,1.0,Feynman65,n
0.12039088496110817,0.0,1.0,1.0,Feynman65,n
0.053590515753088375,0.0,1.0,1.0,Feynman65,n
0.9245465802980538,0.0,1.0,1.0,Feynman65,n
0.19343773540525588,0.0,1.0,1.0,Feynman65,n
0.11049488211170011,0.0,1.0,1.0,Feynman65,n
0.4075085243183638,0.0,1.0,1.0,Feynman65,n
0.21507132820585817,0.0,1.0,1.0,Feynman65,n
0.15776054456396882,0.0,1.0,1.0,Feynman65,n
0.49134826137950316,0.0,1.0,1.0,Feynman65,n
0.5865892285281161,0.0,1.0,1.0,Feynman65,n
0.46121851774563993,0.0,1.0,1.0,Feynman65,n
0.09739262146864336,0.0,1.0,1.0,Feynman65,n
0.6475953718066525,0.0,1.0,1.0,Feynman65,n
0.07481730574691381,0.0,1.0,1.0,Feynman65,n
0.5359777337053903,0.0,1.0,1.0,Feynman65,n
0.7380529178024005,0.0,1.0,1.0,Feynman65,n
0.6778245859636987,0.0,1.0,1.0,Feynman65,n
0.33596352784103933,0.0,1.0,1.0,Feynman65,n
0.4355732692028107,0.0,1.0,1.0,Feynman65,n
0.5829798556134759,0.0,1.0,1.0,Feynman65,n
0.878548330311629,0.0,1.0,1.0,Feynman65,n
0.8766734127447986,0.0,1.0,1.0,Feynman65,n
0.035852815821027395,0.0,1.0,1.0,Feynman65,n
0.19482874075178336,0.0,1.0,1.0,Feynman65,n
0.4272010010028022,0.0,1.0,1.0,Feynman65,n
0.36059326488282084,0.0,1.0,1.0,Feynman65,n
0.8704915735170282,0.0,1.0,1.0,Feynman65,n
0.8806097972859961,0.0,1.0,1.0,Feynman65,n
0.21800475597171987,0.0,1.0,1.0,Feynman65,n
0.5698370951621575,0.0,1.0,1.0,Feynman65,n
0.2952322452148377,0.0,1.0,1.0,Feynman65,n
0.17922150004961812,0.0,1.0,1.0,Feynman65,n
0.7629103086207678,0.0,1.0,1.0,Feynman65,n
0.5779682396932995,0.0,1.0,1.0,Feynman65,n
0.2903429258672362,0.0,1.0,1.0,Feynman65,n
0.2831217634023595,0.0,1.0,1.0,Feynman65,n
0.6564954114925075,0.0,1.0,1.0,Feynman65,n
0.42018113488977404,0.0,1.0,1.0,Feynman65,n
0.6768609280965108,0.0,1.0,1.0,Feynman65,n
0.3763266851579049,0.0,1.0,1.0,Feynman65,n
0.459639975111521,0.0,1.0,1.0,Feynman65,n
0.018282609122365012,0.0,1.0,1.0,Feynman65,n
0.024608785193651728,0.0,1.0,1.0,Feynman65,n
0.4728768830147301,0.0,1.0,1.0,Feynman65,n
0.8260958638507857,0.0,1.0,1.0,Feynman65,n
0.3608753065215268,0.0,1.0,1.0,Feynman65,n
0.3930578142409771,0.0,1.0,1.0,Feynman65,n
0.8401808727759366,0.0,1.0,1.0,Feynman65,n
0.7147979858180522,0.0,1.0,1.0,Feynman65,n
0.6387469097862916,0.0,1.0,1.0,Feynman65,n
0.5520101668757156,0.0,1.0,1.0,Feynman65,n
0.4846774504725846,0.0,1.0,1.0,Feynman65,n
0.7144749096594802,0.0,1.0,1.0,Feynman65,n
0.31421226264876023,0.0,1.0,1.0,Feynman65,n
0.048405263429886825,0.0,1.0,1.0,Feynman65,n
0.7417297909124438,0.0,1.0,1.0,Feynman65,n
0.788891230041035,0.0,1.0,1.0,Feynman65,n
0.7216278534415935,0.0,1.0,1.0,Feynman65,n
0.575051680252929,0.0,1.0,1.0,Feynman65,n
0.535968932664292,0.0,1.0,1.0,Feynman65,n
0.24025085404541568,0.0,1.0,1.0,Feynman65,n
0.971825914705803,0.0,1.0,1.0,Feynman65,n
0.3013384413818938,0.0,1.0,1.0,Feynman65,n
0.9773377271554765,0.0,1.0,1.0,Feynman65,n
0.286365081708714,0.0,1.0,1.0,Feynman65,n
0.8420503822589195,0.0,1.0,1.0,Feynman65,n
0.6418336028369235,0.0,1.0,1.0,Feynman65,n
0.1544440585262714,0.0,1.0,1.0,Feynman65,n
0.013276747233008201,0.0,1.0,1.0,Feynman65,n
0.014361592625575459,0.0,1.0,1.0,Feynman65,n
0.344220339395199,0.0,1.0,1.0,Feynman65,n
0.83841140783228,0.0,1.0,1.0,Feynman65,n
