p_d,Ef,t,h,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name
2.0,2.0,2.7113355246066755,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.8076359419395267,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.224239372725951,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.8176415454581054,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.8997468532827935,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.5753899024362725,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.1798245068096285,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.9092673031329008,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.8228120481309544,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.8195217238860202,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.989987234037946,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.5088600020340057,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.733881268793934,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.4737066604480646,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.0141749300709806,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.456441295961425,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.885266008287677,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.258949948282745,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.4074444621614042,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.6515134584352387,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.1173149558347886,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.124558899307351,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.9996573629368801,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.5291327186137553,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.031252916362247,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.788920127526731,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.9920111502364235,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.5175990867102362,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.5046897057507884,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.340946405229634,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.5753186110106772,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.0690315904518695,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.737255419196934,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.427328301783157,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.405952937240346,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.5509301182163853,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.885131990932949,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.46968292097276,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.1395552159629698,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.684165811180084,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.416919982666473,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.7176178388771324,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.5605610699788095,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.4676090813518392,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.369969913512193,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.1378446565363385,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.1795214420130369,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.2197561314639132,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.922124245484637,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.104531295057821,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.5556377671118877,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.506746568497094,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.944934622890159,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.876133119345981,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.2052790391413923,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.646710846932327,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.7002861302769845,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.661135984389682,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.9283793818854675,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.3068684266973833,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.2827922523585302,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.5980457838702593,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.30978533645163,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.3466797025314154,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.126168938915111,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.1755178157002004,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.262149276603539,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.3112531735530086,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.7795980025452145,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.5655888022680435,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.1337537900909316,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.6739740016242572,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.041812513021791,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.7893194987653827,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.4173555294664766,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.1294323485543774,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.3703002860602378,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.8204668514407216,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.5000485694587369,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.1049646556394455,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.43984381390055,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.9787330210673815,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.5103869870382978,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.7151300022734675,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.0347383112694666,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.546525668050782,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.355146736907467,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.1248646163844334,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.691672880376212,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.802616474408731,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.7088493261766695,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.5968132535321624,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.4770887363763436,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.0828266932744701,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.463163869405988,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.4762645716815699,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.2887586711753565,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.5965050197469317,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.4169428997416453,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.601280934199411,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.6208158107171275,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.890477592950191,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.951049571056296,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.3490049178072154,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.9588770303670495,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.4480677146424261,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.0332062431865507,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.7187526427141564,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.813314300021217,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.158686400843137,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.6165270332565487,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.222958820331021,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.011537679077169,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.0240261833483926,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.8678783857869328,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.579410123566119,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.2061878043319951,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.8970748951938743,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.199004212946196,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.821450142793843,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.3567367015103113,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.2136684630268766,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.342288467425497,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.424912821557954,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.6129848947799401,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.3803228808054895,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.9935247290125755,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.484240313422747,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.7442199970297563,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.6291374808217105,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.733470238290376,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.4242063512188388,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.744683023131438,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.1667956106769026,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.100081952672898,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.338340731697211,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.6515581269659294,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.483684104683103,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.7329298260891537,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.8117561356164962,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.8564365758241144,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.1291599677953832,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.8138924312744285,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.574833980889997,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.555156688656824,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.832232649539594,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.5209330569074018,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.7028287380951515,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.1807820078734106,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.1553667037252873,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.3536305410155118,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.8949824506351014,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.3191346301147955,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.806146976390237,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.0442912548289416,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.3313573271714003,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.979413073290085,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.9540528131430346,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.366093505069631,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.8265531017988508,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.803906296927199,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.6851845695079244,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.0573927224785593,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.4118957292097762,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.2427853808134437,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.1950665526136968,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.734609364519046,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.0819312377253565,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.2402826823006972,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.4683875387140393,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.3772451664010086,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.6486348666090156,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.5255607739035928,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.757777592652337,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.6347869522892813,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.5044352771296519,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.6332794738215064,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.1089618330088564,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.32775288487233,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.3253156941137696,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.703706099319696,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.0748308815975702,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.1915670665173645,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.1762222883055926,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.7316681175899034,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.150400776307584,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.796863187748203,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.0801618296940756,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.2304979590738054,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.064400864317609,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.3043050901354016,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.285744235499628,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.904549103719058,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.2759758067921838,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.8354809146661282,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.0412206991984312,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.9495263880011842,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.4307544374415024,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.0908318402961412,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.399620670607808,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.4072068283201506,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.0759044709611336,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.598616673588335,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.445614411372776,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.6037107826881303,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.945596810079013,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.0065992586762738,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.9162991865584345,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.0380799802478111,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.7280672296522437,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.466464544874815,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.11488183978941,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.714929364706686,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.3013597042118317,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.170062331542161,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.8515082269126704,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.914906842054731,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.31237394530753,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.75691693549854,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.9204193771184985,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.0914792771506283,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.9536841110982974,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.3887701838206414,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.571427847381827,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.7160755698350962,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.3071757008341756,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.091378266463278,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.351396815363322,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.0112861481423545,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.2636981900162567,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.0788427343288394,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.299177710126378,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.9425893384799675,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.6380811155946013,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.5984416720754877,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.52493030116228,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.453614525708084,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.949720385902568,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.3891665629610401,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.675128454935594,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.2050269469225707,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.1990426691050866,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.995799081539533,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.8895675888898051,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.325997237120467,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.6647914913430362,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.8038903369116914,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.60217989080646,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,2.597354199939379,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.9350191271855386,2.0,3.0,3.0,,,Feynman90,t
2.0,2.0,1.4658071333710727,2.0,3.0,3.0,,,Feynman90,t
