n_rho,mom,B,kb,T,target,target_with_noise,equation_name,varied_variable_name
1.0,3.047187371103859,1.0,1.0,1.0,3.0334723216669897,2.855061684581983,Feynman81,mom
1.0,2.0025965256884133,1.0,1.0,1.0,1.9309247341182305,1.9444899780884608,Feynman81,mom
1.0,1.8880612221074213,1.0,1.0,1.0,1.8034829270663444,2.495863358588345,Feynman81,mom
1.0,3.728937717932755,1.0,1.0,1.0,3.724637895580176,4.116406513898768,Feynman81,mom
1.0,2.2038412185862084,1.0,1.0,1.0,2.1507871207256795,1.5367908858513282,Feynman81,mom
1.0,1.1969918257954726,1.0,1.0,1.0,0.996776688451702,1.3687144351974945,Feynman81,mom
1.0,1.5474997843703817,1.0,1.0,1.0,1.4134430048797675,0.9580730521106988,Feynman81,mom
1.0,2.7514367735063345,1.0,1.0,1.0,2.7291033272579823,1.5858168398855275,Feynman81,mom
1.0,1.3238423657590386,1.0,1.0,1.0,1.148746067543553,0.7970968511022002,Feynman81,mom
1.0,2.2015615396838006,1.0,1.0,1.0,2.148323055879868,2.665959594721277,Feynman81,mom
1.0,2.9917953737744667,1.0,1.0,1.0,2.976756043532773,2.2387829894210056,Feynman81,mom
1.0,3.1862716823101844,1.0,1.0,1.0,3.1754071428743305,3.3731218599671067,Feynman81,mom
1.0,1.3155059539160896,1.0,1.0,1.0,1.13878346415299,1.1456265788903226,Feynman81,mom
1.0,4.108630472843122,1.0,1.0,1.0,4.106412793403951,3.6905302371152295,Feynman81,mom
1.0,1.7645825876447399,1.0,1.0,1.0,1.6640236560818247,1.5854857670283673,Feynman81,mom
1.0,1.602458777419017,1.0,1.0,1.0,1.4775276128255823,1.3755886345769028,Feynman81,mom
1.0,3.8024582000190437,1.0,1.0,1.0,3.7986728591574455,4.345752271895623,Feynman81,mom
1.0,4.706961422110244,1.0,1.0,1.0,4.706193494183108,4.800082399115076,Feynman81,mom
1.0,1.5971313323525154,1.0,1.0,1.0,1.471334239200305,1.1654712905619975,Feynman81,mom
1.0,3.292863729375485,1.0,1.0,1.0,3.2837884546772163,2.7208505262465152,Feynman81,mom
1.0,4.549125090516782,1.0,1.0,1.0,4.548107461579428,4.000844896360743,Feynman81,mom
1.0,1.51528075801617,1.0,1.0,1.0,1.3756805284423086,1.0681869017525862,Feynman81,mom
1.0,1.2639097681130966,1.0,1.0,1.0,1.0770260639697253,0.32006363405070903,Feynman81,mom
1.0,2.526055159731742,1.0,1.0,1.0,2.493948112529006,2.251750526764733,Feynman81,mom
1.0,2.750264786194859,1.0,1.0,1.0,2.727888677989213,3.677675897351227,Feynman81,mom
1.0,1.1767899026363673,1.0,1.0,1.0,0.9725423619434163,0.9171091238308959,Feynman81,mom
1.0,2.1077727958221044,1.0,1.0,1.0,2.0464389161074528,2.2825358914296268,Feynman81,mom
1.0,2.1681318050200282,1.0,1.0,1.0,2.112123259853326,2.1299802282532228,Feynman81,mom
1.0,3.1600204979187203,1.0,1.0,1.0,3.148665684701086,3.4049496732297957,Feynman81,mom
1.0,4.367884968668219,1.0,1.0,1.0,4.366481073402372,4.789321414770165,Feynman81,mom
1.0,2.024963590342319,1.0,1.0,1.0,1.9556075385787794,1.8769758216350636,Feynman81,mom
1.0,3.7971822570539357,1.0,1.0,1.0,3.7933620903068705,3.945606956638253,Feynman81,mom
1.0,2.503138209851086,1.0,1.0,1.0,2.469840194490752,1.9827261143571175,Feynman81,mom
1.0,2.910498689834893,1.0,1.0,1.0,2.893292498909877,3.8920978902247407,Feynman81,mom
1.0,1.6482080919878488,1.0,1.0,1.0,1.5305446916782737,1.4687576358054133,Feynman81,mom
1.0,1.6765513884940595,1.0,1.0,1.0,1.5632376171821167,1.9866810866676583,Feynman81,mom
1.0,1.512687837136415,1.0,1.0,1.0,1.372635448680811,1.353611164801561,Feynman81,mom
1.0,1.9901868817693251,1.0,1.0,1.0,1.9172021045656285,1.9303048040607236,Feynman81,mom
1.0,3.920722947792252,1.0,1.0,1.0,3.9176416847141664,4.123299809032379,Feynman81,mom
1.0,3.4733480122796183,1.0,1.0,1.0,3.466673046595233,3.269298045241079,Feynman81,mom
1.0,4.231652602133638,1.0,1.0,1.0,4.229866601553793,3.758415122915796,Feynman81,mom
1.0,2.8233839227403785,1.0,1.0,1.0,2.8035270921185815,2.2600556604935775,Feynman81,mom
1.0,4.477140555788373,1.0,1.0,1.0,4.475983964948044,4.4237082420851594,Feynman81,mom
1.0,4.308832107166348,1.0,1.0,1.0,4.307273606459321,3.982517405190792,Feynman81,mom
1.0,3.387873097946856,1.0,1.0,1.0,3.3801499803577686,3.3821299033786176,Feynman81,mom
1.0,3.5633228685640423,1.0,1.0,1.0,3.5576018484287153,3.55784146297843,Feynman81,mom
1.0,2.811822402041347,1.0,1.0,1.0,2.791585950259358,2.495271253810767,Feynman81,mom
1.0,1.6685238018730408,1.0,1.0,1.0,1.553990063957565,1.136668551459392,Feynman81,mom
1.0,2.39860745116487,1.0,1.0,1.0,2.359341527313879,2.4218932102217128,Feynman81,mom
1.0,1.149009608143428,1.0,1.0,1.0,0.9392300025928165,0.46414966013832576,Feynman81,mom
1.0,4.669338149045233,1.0,1.0,1.0,4.668516830668084,4.538595142423445,Feynman81,mom
1.0,4.816345946673604,1.0,1.0,1.0,4.8157145616634605,4.490728512248558,Feynman81,mom
1.0,2.6636847429530808,1.0,1.0,1.0,2.63793567818555,3.329777335400993,Feynman81,mom
1.0,3.655380911548487,1.0,1.0,1.0,3.6504983360033907,3.2902387259167694,Feynman81,mom
1.0,3.320758064105379,1.0,1.0,1.0,3.3121018693227335,3.702645428702872,Feynman81,mom
1.0,4.107743841982161,1.0,1.0,1.0,4.105522707010422,4.367922203615166,Feynman81,mom
1.0,4.154478641579427,1.0,1.0,1.0,4.1524326432540235,2.9142694622342775,Feynman81,mom
1.0,4.898323548423928,1.0,1.0,1.0,4.897778514510614,5.2379153577945825,Feynman81,mom
1.0,2.6001158701075546,1.0,1.0,1.0,2.571592418962187,2.457598653739289,Feynman81,mom
1.0,3.3019856766606663,1.0,1.0,1.0,3.2930495605538512,3.2666051604990023,Feynman81,mom
1.0,3.39234006494912,1.0,1.0,1.0,3.3846754676969115,4.112628516670052,Feynman81,mom
1.0,2.5237253440557987,1.0,1.0,1.0,2.491499048368512,1.4522731710608352,Feynman81,mom
1.0,3.604933267995227,1.0,1.0,1.0,3.59960726952342,3.070815291959776,Feynman81,mom
1.0,1.38885207427706,1.0,1.0,1.0,1.22624260477654,1.4274759192105304,Feynman81,mom
1.0,3.161223548249126,1.0,1.0,1.0,3.1498916615872323,2.943489163813815,Feynman81,mom
1.0,1.8692501522096228,1.0,1.0,1.0,1.7823787985721413,1.439328258232044,Feynman81,mom
1.0,1.250649118383667,1.0,1.0,1.0,1.0611327073488634,1.3329985490411362,Feynman81,mom
1.0,4.808941729447883,1.0,1.0,1.0,4.808301910783819,4.737262754899929,Feynman81,mom
1.0,2.239777390659701,1.0,1.0,1.0,2.189555575441714,2.6087215270606574,Feynman81,mom
1.0,4.586975817707005,1.0,1.0,1.0,4.586024523532686,5.217114967609684,Feynman81,mom
1.0,3.1169598956682942,1.0,1.0,1.0,3.1047544651502497,3.6677501582456173,Feynman81,mom
1.0,1.6121287030348737,1.0,1.0,1.0,1.4887589126434884,1.8839997797404802,Feynman81,mom
1.0,4.811529248542618,1.0,1.0,1.0,4.810892389706651,4.228348600340999,Feynman81,mom
1.0,4.1843745279257405,1.0,1.0,1.0,4.182433381650558,4.32100340687512,Feynman81,mom
1.0,4.705097963601773,1.0,1.0,1.0,4.704327473719141,4.452104415689737,Feynman81,mom
1.0,2.962668309610309,1.0,1.0,1.0,2.9468844352204298,2.855802155382696,Feynman81,mom
1.0,4.949171787057011,1.0,1.0,1.0,4.948674342476395,5.006308806599157,Feynman81,mom
1.0,3.008984171765054,1.0,1.0,1.0,2.994368344491979,2.449104045034749,Feynman81,mom
1.0,3.5857530328518297,1.0,1.0,1.0,3.5802483617294367,3.0619330540378202,Feynman81,mom
1.0,3.0294010303548196,1.0,1.0,1.0,3.015273423063008,2.965931852684131,Feynman81,mom
1.0,3.078038085569953,1.0,1.0,1.0,3.065011394852777,3.182100163915158,Feynman81,mom
1.0,3.1671278668265495,1.0,1.0,1.0,3.1559078547788877,3.4286376470201856,Feynman81,mom
1.0,4.519476410992376,1.0,1.0,1.0,4.518403659218579,3.971657970773932,Feynman81,mom
1.0,3.790099883213144,1.0,1.0,1.0,3.78623247435432,3.9783625665960556,Feynman81,mom
1.0,3.516817124060302,1.0,1.0,1.0,3.510620880489324,3.1125793290154418,Feynman81,mom
1.0,2.0658417538290568,1.0,1.0,1.0,2.0005524364608975,1.6788787177043312,Feynman81,mom
1.0,3.074416733544035,1.0,1.0,1.0,3.061310990931533,3.4113394055161113,Feynman81,mom
1.0,1.3163049426248747,1.0,1.0,1.0,1.1397385261543023,1.060110068274428,Feynman81,mom
1.0,3.210147894218789,1.0,1.0,1.0,3.1997115241271747,3.286432053166084,Feynman81,mom
1.0,4.171110856093955,1.0,1.0,1.0,4.169123858155676,4.143245476492376,Feynman81,mom
1.0,3.8179398713099175,1.0,1.0,1.0,3.8142549432751967,4.616058545587183,Feynman81,mom
1.0,2.736700232066142,1.0,1.0,1.0,2.7138247258305106,3.779625330966412,Feynman81,mom
1.0,4.710962428138241,1.0,1.0,1.0,4.710199972612585,4.909159664952199,Feynman81,mom
1.0,2.9013541008945922,1.0,1.0,1.0,2.8838863390864353,2.48209869806847,Feynman81,mom
1.0,4.214755285058505,1.0,1.0,1.0,4.212915285895759,4.748807768006033,Feynman81,mom
1.0,2.4433328142144544,1.0,1.0,1.0,2.4067315919506322,2.4852155230512856,Feynman81,mom
1.0,4.139646298710658,1.0,1.0,1.0,4.137546237427461,4.881221736672039,Feynman81,mom
1.0,2.7922349510121327,1.0,1.0,1.0,2.771339610639915,2.4549698582298256,Feynman81,mom
1.0,2.928368161287013,1.0,1.0,1.0,2.9116623776921595,2.94986445962504,Feynman81,mom
1.0,3.960012207415026,1.0,1.0,1.0,3.957135167882927,3.086566555358254,Feynman81,mom
1.0,2.798340711063779,1.0,1.0,1.0,2.7776529062827415,2.572834328234837,Feynman81,mom
1.0,4.920852438783793,1.0,1.0,1.0,4.920329020223109,4.4348779744279785,Feynman81,mom
1.0,2.46849930802898,1.0,1.0,1.0,2.433323317477613,3.26043361090428,Feynman81,mom
1.0,2.429266885996745,1.0,1.0,1.0,2.3918461002597513,2.615664527996407,Feynman81,mom
1.0,4.394610136894039,1.0,1.0,1.0,4.393271156195485,4.343306878608858,Feynman81,mom
1.0,2.015643886293753,1.0,1.0,1.0,1.9453308204832538,1.7271498534835557,Feynman81,mom
1.0,1.6332368474346852,1.0,1.0,1.0,1.5132285008476403,1.6034892317104503,Feynman81,mom
1.0,2.434457654558968,1.0,1.0,1.0,2.3973412585117875,1.8776561011778727,Feynman81,mom
1.0,4.408759717704932,1.0,1.0,1.0,4.407453901451842,4.0819178553585935,Feynman81,mom
1.0,4.179979445781326,1.0,1.0,1.0,4.178023222199616,4.055185884198808,Feynman81,mom
1.0,3.693512863181119,1.0,1.0,1.0,3.6889413891844365,3.796147263204004,Feynman81,mom
1.0,2.617952214566376,1.0,1.0,1.0,2.590234199976959,3.3737232632122316,Feynman81,mom
1.0,1.7908880045910536,1.0,1.0,1.0,1.693918948445409,2.394579119735744,Feynman81,mom
1.0,3.335385334856921,1.0,1.0,1.0,3.326941358026291,3.4394005919812547,Feynman81,mom
1.0,4.8742347646997395,1.0,1.0,1.0,4.873665643766687,4.377317112545292,Feynman81,mom
1.0,3.1127319021658364,1.0,1.0,1.0,3.100439726080004,3.1718755859775087,Feynman81,mom
1.0,4.4927367872875354,1.0,1.0,1.0,4.491611806764394,4.875253652673023,Feynman81,mom
1.0,2.2134587609652323,1.0,1.0,1.0,2.161176305253721,2.717090470892014,Feynman81,mom
1.0,2.2008838401229953,1.0,1.0,1.0,2.1475904324349284,2.382293333324373,Feynman81,mom
1.0,4.288302517350967,1.0,1.0,1.0,4.28668644302972,4.201632431158797,Feynman81,mom
1.0,4.28243475497813,1.0,1.0,1.0,4.2808018444948726,3.2561245324880286,Feynman81,mom
1.0,1.8503357811169856,1.0,1.0,1.0,1.7611080949210502,1.3179770097486199,Feynman81,mom
1.0,2.4759466503069194,1.0,1.0,1.0,2.441182495155847,2.5922981329208947,Feynman81,mom
1.0,1.0024259662219461,1.0,1.0,1.0,0.7644611873998463,0.8119483270492521,Feynman81,mom
1.0,4.656963019519871,1.0,1.0,1.0,4.656123352786772,4.996857369138958,Feynman81,mom
1.0,3.762773623611783,1.0,1.0,1.0,3.758718534855793,3.8561581702995533,Feynman81,mom
1.0,1.757704564309877,1.0,1.0,1.0,1.6561902354160853,1.3889159201620023,Feynman81,mom
1.0,1.3404186470906483,1.0,1.0,1.0,1.1685404692909676,0.8062311587863722,Feynman81,mom
1.0,3.1931770955302268,1.0,1.0,1.0,3.182438098746587,2.8814736842946203,Feynman81,mom
1.0,2.7235402035357708,1.0,1.0,1.0,2.7001701597526564,2.992917356258343,Feynman81,mom
1.0,4.629599728664111,1.0,1.0,1.0,4.6287180448830325,5.172321845333603,Feynman81,mom
1.0,2.727365098077424,1.0,1.0,1.0,2.704139818395728,2.922688385461681,Feynman81,mom
1.0,3.932058458041565,1.0,1.0,1.0,3.9290375290469917,3.9675042844357113,Feynman81,mom
1.0,1.2282543428509745,1.0,1.0,1.0,1.0342788794670752,0.8426709953342866,Feynman81,mom
1.0,2.2790023993215853,1.0,1.0,1.0,2.231716739457205,2.2632633304216268,Feynman81,mom
1.0,3.757187131205874,1.0,1.0,1.0,3.7530925938682103,3.40324867544147,Feynman81,mom
1.0,3.543248742786543,1.0,1.0,1.0,3.5373271051865323,3.1153495206606925,Feynman81,mom
1.0,3.9169504518483387,1.0,1.0,1.0,3.9138488491977905,4.229504839931069,Feynman81,mom
1.0,2.5265344387928947,1.0,1.0,1.0,2.4944518719996887,2.1320836617621737,Feynman81,mom
1.0,2.3444462546318405,1.0,1.0,1.0,2.3017161220159377,1.315879844173515,Feynman81,mom
1.0,1.1452127690562044,1.0,1.0,1.0,0.9346790887473604,0.5290377258501433,Feynman81,mom
1.0,1.29731635712246,1.0,1.0,1.0,1.1170292122117031,1.7010801078671305,Feynman81,mom
1.0,4.496228791070317,1.0,1.0,1.0,4.495110770761375,4.221532588623572,Feynman81,mom
1.0,2.6862754355290055,1.0,1.0,1.0,2.6614498277052205,2.8692624109519764,Feynman81,mom
1.0,3.98259904998313,1.0,1.0,1.0,3.9798333556713343,3.3488745126027233,Feynman81,mom
1.0,4.9741858226048565,1.0,1.0,1.0,4.973710259306588,4.211611720686993,Feynman81,mom
1.0,2.763303059736107,1.0,1.0,1.0,2.741397258680463,2.7511799670751262,Feynman81,mom
1.0,1.4633144235987907,1.0,1.0,1.0,1.314487171208965,1.4243582217417847,Feynman81,mom
1.0,2.357772237463363,1.0,1.0,1.0,2.315919380563965,1.5044285385480547,Feynman81,mom
1.0,2.3102156245348224,1.0,1.0,1.0,2.26515486875973,2.436368353369014,Feynman81,mom
1.0,1.0499437580723208,1.0,1.0,1.0,0.8208297464591339,0.420856598256585,Feynman81,mom
1.0,1.9516416766907598,1.0,1.0,1.0,1.874448174822665,1.7193890526435516,Feynman81,mom
1.0,3.5419655486253117,1.0,1.0,1.0,3.5360308570724235,3.458546131054661,Feynman81,mom
1.0,2.8298444658176636,1.0,1.0,1.0,2.8101968159355177,3.1970507171528664,Feynman81,mom
1.0,2.3948504271648234,1.0,1.0,1.0,2.3553527518920014,2.059750251080157,Feynman81,mom
1.0,1.6701968267678633,1.0,1.0,1.0,1.555918122767696,1.2898171801811553,Feynman81,mom
1.0,1.594036281750273,1.0,1.0,1.0,1.467734255660015,0.8964776199894117,Feynman81,mom
1.0,1.3203714392024084,1.0,1.0,1.0,1.144598669159877,1.0400011072833804,Feynman81,mom
1.0,3.4979815215836334,1.0,1.0,1.0,3.4915820824021293,3.7285227438175115,Feynman81,mom
1.0,2.9708641149695096,1.0,1.0,1.0,2.955293226472742,2.8123204005132427,Feynman81,mom
1.0,4.0528216151427525,1.0,1.0,1.0,4.050375818787871,4.287740418420615,Feynman81,mom
1.0,1.6223475372429186,1.0,1.0,1.0,1.5006131292570297,1.4257763576108264,Feynman81,mom
1.0,4.938119899688964,1.0,1.0,1.0,4.937612473514651,5.409896479817807,Feynman81,mom
1.0,4.996016845722217,1.0,1.0,1.0,4.995559600769354,4.991754709859336,Feynman81,mom
1.0,4.006246887310926,1.0,1.0,1.0,4.003593247245621,4.543229635541687,Feynman81,mom
1.0,3.8029122324865576,1.0,1.0,1.0,3.799129874112943,3.5076754187813677,Feynman81,mom
1.0,2.8199440018308497,1.0,1.0,1.0,2.7999749330641883,2.874565621688166,Feynman81,mom
1.0,2.598021646249661,1.0,1.0,1.0,2.5694022046586884,2.1709482909170092,Feynman81,mom
1.0,2.1192334333533553,1.0,1.0,1.0,2.0589436024456447,2.7691760225971347,Feynman81,mom
1.0,1.9166922187253004,1.0,1.0,1.0,1.8355086073601101,2.094035975012437,Feynman81,mom
1.0,1.0110638508069898,1.0,1.0,1.0,0.7746788187309854,0.5629458688889929,Feynman81,mom
1.0,1.8272127664326474,1.0,1.0,1.0,1.7350347726454254,1.7040969086834075,Feynman81,mom
1.0,3.299088829679096,1.0,1.0,1.0,3.290108746034655,2.5728033678215385,Feynman81,mom
1.0,2.3077211364930212,1.0,1.0,1.0,2.2624861167159236,1.8235237646476643,Feynman81,mom
1.0,1.9587322330266632,1.0,1.0,1.0,1.8823279143713476,2.527057556277124,Feynman81,mom
1.0,1.9863709936472866,1.0,1.0,1.0,1.912978401280548,1.6420382904044015,Feynman81,mom
1.0,1.8556125987224008,1.0,1.0,1.0,1.7670474298855532,1.387040588854223,Feynman81,mom
1.0,2.586206674287371,1.0,1.0,1.0,2.55704000889829,2.320977274133461,Feynman81,mom
1.0,3.2898992631996267,1.0,1.0,1.0,3.280778315510351,3.069761928811807,Feynman81,mom
1.0,3.301928149023778,1.0,1.0,1.0,3.2929911618061003,3.6573710286252843,Feynman81,mom
1.0,1.5567523897188948,1.0,1.0,1.0,1.4242614889103304,1.0679050015519054,Feynman81,mom
1.0,3.268519731770388,1.0,1.0,1.0,3.259062757624558,3.568285024366887,Feynman81,mom
1.0,3.7781866058516473,1.0,1.0,1.0,3.774238441391496,4.435400174172201,Feynman81,mom
1.0,2.9464074090488093,1.0,1.0,1.0,2.9301926992471796,3.4530636130678314,Feynman81,mom
1.0,4.277202806946062,1.0,1.0,1.0,4.275554739402067,3.184381754793007,Feynman81,mom
1.0,4.851599524656325,1.0,1.0,1.0,4.851006814174926,5.348050804192245,Feynman81,mom
1.0,1.7504718354088915,1.0,1.0,1.0,1.6479453262878934,1.4811921586195316,Feynman81,mom
1.0,2.4839774373884134,1.0,1.0,1.0,2.449652387872425,1.9392137739523676,Feynman81,mom
1.0,2.152050424737259,1.0,1.0,1.0,2.0946644379971993,2.2214199118358,Feynman81,mom
1.0,2.969552831036474,1.0,1.0,1.0,2.9539480513686867,2.954967967187394,Feynman81,mom
1.0,1.1958210629149586,1.0,1.0,1.0,0.9953721538869403,1.2843893735963035,Feynman81,mom
1.0,1.8642959547177136,1.0,1.0,1.0,1.77681234290778,1.876632830405998,Feynman81,mom
1.0,4.655308826720414,1.0,1.0,1.0,4.654466676942392,4.561746347194953,Feynman81,mom
1.0,2.0890717012805466,1.0,1.0,1.0,2.0260002522066367,2.1181684255577866,Feynman81,mom
1.0,2.142640035758388,1.0,1.0,1.0,2.0844342189066807,2.7136082622455624,Feynman81,mom
1.0,2.685971112625033,1.0,1.0,1.0,2.6611332742331597,2.3061196291319126,Feynman81,mom
1.0,2.4628456926431426,1.0,1.0,1.0,2.4273540572849663,2.5575429631374345,Feynman81,mom
1.0,1.78213281231971,1.0,1.0,1.0,1.6839802081009252,1.481625738315264,Feynman81,mom
1.0,1.0113875516611044,1.0,1.0,1.0,0.775061994895531,0.8607531584431112,Feynman81,mom
1.0,1.4352776035416643,1.0,1.0,1.0,1.281334128632197,1.1163676984136217,Feynman81,mom
1.0,1.726874072723735,1.0,1.0,1.0,1.620991555599251,1.5544225613120877,Feynman81,mom
1.0,3.495216537005172,1.0,1.0,1.0,3.4887867302040103,3.5036866616562765,Feynman81,mom
1.0,2.4603896877801006,1.0,1.0,1.0,2.4247601197671584,2.4440236154247423,Feynman81,mom
1.0,1.886709822041563,1.0,1.0,1.0,1.8019684582284947,1.6331007772104391,Feynman81,mom
1.0,3.9422647581505106,1.0,1.0,1.0,3.939297163151093,4.224703567203392,Feynman81,mom
1.0,2.098061661701213,1.0,1.0,1.0,2.0358307780614155,2.139358529406726,Feynman81,mom
1.0,2.7767419424728605,1.0,1.0,1.0,2.7553111154859273,2.539607757853923,Feynman81,mom
1.0,1.0871551975664544,1.0,1.0,1.0,0.8651988495483096,0.06664270259737026,Feynman81,mom
1.0,3.9516423438204016,1.0,1.0,1.0,3.9487229395217898,3.6690473058993414,Feynman81,mom
1.0,2.9377581655435296,1.0,1.0,1.0,2.921309744636068,2.836484982580002,Feynman81,mom
1.0,1.340605050029751,1.0,1.0,1.0,1.168762937864681,1.306363573971343,Feynman81,mom
1.0,3.3157951792059333,1.0,1.0,1.0,3.3070658164562747,3.9521134064278516,Feynman81,mom
1.0,1.4880708459077194,1.0,1.0,1.0,1.3436820675659116,1.45872109525361,Feynman81,mom
1.0,3.3564681182797473,1.0,1.0,1.0,3.348321188555114,3.177516144141032,Feynman81,mom
1.0,1.3458699931030456,1.0,1.0,1.0,1.1750453806645356,1.4272109213979927,Feynman81,mom
1.0,4.2788778311478595,1.0,1.0,1.0,4.277234631161185,3.97698734459836,Feynman81,mom
1.0,2.915849162205391,1.0,1.0,1.0,2.8987942814852015,2.941675964875863,Feynman81,mom
1.0,3.3858877974964194,1.0,1.0,1.0,3.3781385324381654,3.5836441739434233,Feynman81,mom
1.0,2.813146591593951,1.0,1.0,1.0,2.792953965643395,3.1592450381552557,Feynman81,mom
1.0,3.567770749431189,1.0,1.0,1.0,3.5620932781087635,4.119146340846008,Feynman81,mom
1.0,3.747012764714332,1.0,1.0,1.0,3.74284541775458,3.893027035891779,Feynman81,mom
1.0,2.992648201634517,1.0,1.0,1.0,2.977630157381605,2.610592337224047,Feynman81,mom
1.0,1.3818133037983809,1.0,1.0,1.0,1.2178703634517645,1.9588961208054443,Feynman81,mom
1.0,1.070952323302755,1.0,1.0,1.0,0.8458592855884819,0.5651940212332074,Feynman81,mom
1.0,4.440436774480752,1.0,1.0,1.0,4.43920230335289,4.509636690778684,Feynman81,mom
1.0,4.1439482069797515,1.0,1.0,1.0,4.14186396852142,4.578450618907031,Feynman81,mom
1.0,3.9524773134694353,1.0,1.0,1.0,3.9495621627019215,3.8810669425060507,Feynman81,mom
1.0,1.8573123105870013,1.0,1.0,1.0,1.7689596967684207,2.1877823897610047,Feynman81,mom
1.0,1.1342822267562638,1.0,1.0,1.0,0.9215813552211811,0.9513983198418033,Feynman81,mom
1.0,3.744267546862,1.0,1.0,1.0,3.740080339225489,3.4678804075535643,Feynman81,mom
1.0,4.467911554141758,1.0,1.0,1.0,4.466735848097347,4.702334370390032,Feynman81,mom
1.0,3.0302260826368124,1.0,1.0,1.0,3.0161178726264324,3.7281885390337344,Feynman81,mom
1.0,2.0163692384002823,1.0,1.0,1.0,1.9461310598870076,2.1022155493955093,Feynman81,mom
1.0,3.4462168477018724,1.0,1.0,1.0,3.439225097557047,3.0783938114210088,Feynman81,mom
1.0,4.69454635363506,1.0,1.0,1.0,4.693761197270751,4.549602850671725,Feynman81,mom
1.0,4.680884427048334,1.0,1.0,1.0,4.680079871498936,5.101073826421697,Feynman81,mom
1.0,3.095792185679558,1.0,1.0,1.0,3.0831464832580617,3.451964075536346,Feynman81,mom
1.0,2.5131237190429374,1.0,1.0,1.0,2.480349586517022,2.6220324888986597,Feynman81,mom
1.0,1.1489511487107187,1.0,1.0,1.0,0.9391599282419826,1.0046965497852325,Feynman81,mom
1.0,1.0782884870342748,1.0,1.0,1.0,0.8546121465263685,1.3531221888845473,Feynman81,mom
1.0,3.257959919245543,1.0,1.0,1.0,3.248332595988781,3.8837756731150375,Feynman81,mom
1.0,4.5766034557311865,1.0,1.0,1.0,4.5756344194312675,4.147594614262213,Feynman81,mom
1.0,1.2622184400516545,1.0,1.0,1.0,1.0749993315179887,0.8508254094550717,Feynman81,mom
1.0,2.183561977494788,1.0,1.0,1.0,2.128847512418125,2.493630461051211,Feynman81,mom
1.0,4.773606311471378,1.0,1.0,1.0,4.77292468911317,4.497021545088718,Feynman81,mom
1.0,2.0134918688474306,1.0,1.0,1.0,1.9429562215683969,1.944534553337065,Feynman81,mom
1.0,2.6412467980969265,1.0,1.0,1.0,2.6145486807578338,2.3591985999832508,Feynman81,mom
1.0,1.9206346804587566,1.0,1.0,1.0,1.8399095757314246,2.507181569493179,Feynman81,mom
1.0,1.3073329334640742,1.0,1.0,1.0,1.1290114306795027,1.2857835154962654,Feynman81,mom
1.0,1.1418212956951121,1.0,1.0,1.0,0.9306145789538648,1.1955581538371673,Feynman81,mom
1.0,2.367611877065967,1.0,1.0,1.0,2.326396214393503,3.154612522190302,Feynman81,mom
1.0,3.6401555610014285,1.0,1.0,1.0,3.6351430899323103,3.6658095145526053,Feynman81,mom
1.0,2.9609136288230715,1.0,1.0,1.0,2.945083795122855,3.2688967177385178,Feynman81,mom
1.0,2.2745931856217716,1.0,1.0,1.0,2.226985365682556,2.0269518038330783,Feynman81,mom
1.0,1.5858759550033503,1.0,1.0,1.0,1.4582361055578321,1.5158240901764826,Feynman81,mom
