n,alpha,epsilon,Ef,target,target_with_noise,equation_name,varied_variable_name
0.5122143927005302,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.722909695905842,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9258113661315879,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8476588700440973,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.5535568276649663,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7373312031597721,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6884970598600573,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6825110605726297,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8474698150584172,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9854984346479685,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7587723081590936,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7262803146167058,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7160873801926151,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7176166333983246,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.5634325452333824,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.3448358297590941,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6713621742299924,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.5313141700787595,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6376213392638118,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.04696519779405273,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.337861936674535,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.41812188212771495,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9436203899947205,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.017682022537682918,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.07677189454685351,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6815450152408867,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.03215219782679568,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7226125681322296,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.5619938247700937,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.21045901508396792,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.056751605477788236,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6916713221633478,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8216894720577684,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.0018017051558362196,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4751878623433803,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7543962560037365,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4107644582443878,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.24321768770885632,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.12026479736264128,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9919517154003038,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9163765937723248,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.2900127368336666,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9484099080204833,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4873952362315298,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.2938405083836544,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.5205245554135105,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.02720328354331203,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7964129013513469,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8882907478128702,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8399076964264176,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.47022618884974254,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4191069398010565,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7742912077429184,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8875072353941964,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.5294984403933597,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6688569263555004,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8789890631490331,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6186630274153178,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.1053069633608722,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8978692184377646,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.0563689107592511,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.0867447522910817,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.3882308185126341,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.22902120446424334,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.18401650350826637,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.31297932323761557,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7237496657236723,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6810183071506213,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.14480980276875677,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6315958292732468,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.1060465983043477,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.33261759230330223,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8340859722805433,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.02374668524368151,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.18363265408707108,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7068543951076955,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8707746444611763,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.5602780321609385,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.28778891890679825,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6055678333955872,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.39064326210331113,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.055900252783319226,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.22455963960408298,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.45310299592760916,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.0019333094827971298,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.23128397828297698,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8600419454409641,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.37798892677647455,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.22378641862230852,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.03722132787741528,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8677707461049464,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.5178875256525747,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.0004870680626368751,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.17610580695226752,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.970574467744599,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.037072798156346454,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8656475348161087,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9406550541244993,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7374998136541803,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.22991821350722508,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4077932208319981,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8548455200425986,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9445772666413136,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.05739236626574051,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7350924299842729,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.16101600036009545,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.013955389862641998,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.29981504173643214,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8541699739822649,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.2661086708181064,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6453068981937914,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.38018914704398477,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.2739057532610376,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8329659421267939,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.1890602298045596,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.33993296611718915,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.07022608846428113,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4803355067970584,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6270478278862424,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9958441642697685,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.42826539820347664,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4327718582906145,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9982164859669612,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.43774015294783664,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.158101155109459,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.15170238707637052,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6105286474439258,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.3530078636420082,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.20688155532977526,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.12752872558124817,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.39039521738403193,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.48411603451387997,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9072204505182111,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7757456818619838,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.18103836529607953,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6577824194609964,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9151940356759471,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.35189604326157475,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.2520990874468957,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.985550940492101,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6544133448749301,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.167484705756193,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.18247338682809522,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.16738631125446057,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.22508211200488415,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8430765665394447,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.25672911834480305,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8057565182199833,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9395993017363197,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.16663073090702274,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.029991946672269898,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.5549827872641802,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.49041391263411327,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.815043132901311,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.18634702484785537,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.645653992605223,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.33303514955511004,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9819277342353172,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.10049067076420737,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6478882216007303,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.19656064027436426,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7402026527066666,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.24993324888795088,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.26346000778239553,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.33939785774047626,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.843814056841096,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7873339597906226,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8849301447704307,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.07372247263267395,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7929609764180047,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4399136305547815,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.15026059438885908,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.562385318741001,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9979220690138023,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.05749239519825555,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.43726558691353556,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.11604172148367042,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7221983189566629,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.3173600771898101,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9115632361528792,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.41881149616863833,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6467048647662329,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.14563945055874616,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.39571370909253156,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.2126903951578758,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.0876078338801245,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8692339497614099,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.3986004790441521,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9796662820460514,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6002088375411972,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.21908699908475548,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4278416595215855,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.5806242238405468,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9811735239121867,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.656116932467598,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6709966164659311,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7903934690290756,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.03505930913638988,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.39169964825680137,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6599067140060279,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.846998152908234,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.631737913378149,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7553261776713712,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7529405390978757,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.16353770467487017,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.15315635924880944,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4933473959506295,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7117595195028538,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.26082016716345924,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.13455041470142137,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8231795321670897,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.112687000584623,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.3780014958758382,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6718750233909825,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.2843984628479427,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8691738657181842,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8713585238201336,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8656707492886788,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.1738326141360096,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.5170912712550602,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.01363609515497377,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4656283271456927,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.9827284399562145,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7459738527314579,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7039424682717771,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.2019789022734767,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6971500091736185,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.5522692136468211,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7197413638286789,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8777555507573337,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.804196551514397,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.33083270580835544,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4017327962971241,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.13811249982146956,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.32117397885073107,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.48805483502987235,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8186721570949538,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7952549523186726,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7747559623921382,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4484034956072034,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.6996943721558072,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4923301313306955,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.618689308400052,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.2202603711242187,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.7967561193066461,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.39190959494624344,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.1148634301203878,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.1370920775654192,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.8535033803878733,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.271370188778567,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.11019167050137191,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.30181194323190574,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4244620915493159,0.0,1.0,1.0,0.0,0.0,Feynman64,n
0.4381859234823513,0.0,1.0,1.0,0.0,0.0,Feynman64,n
