omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name
1.0,1.0,1.0,1.6271525930622817,1.0,0.1569335631743453,0.1305847688811174,Feynman44,kb
1.0,1.0,1.0,1.8374593373398356,1.0,0.178227053726228,0.1718980923824805,Feynman44,kb
1.0,1.0,1.0,3.753994054702394,1.0,0.37235320824812607,0.354869911378161,Feynman44,kb
1.0,1.0,1.0,2.69110817751042,1.0,0.26468285217111814,0.22352497950250536,Feynman44,kb
1.0,1.0,1.0,2.81921182627731,1.0,0.2776588548101006,0.28926674563951316,Feynman44,kb
1.0,1.0,1.0,3.2280549460670094,1.0,0.31907371665908896,0.32471941970792895,Feynman44,kb
1.0,1.0,1.0,2.2942620992390768,1.0,0.22448768192949126,0.16067347491456319,Feynman44,kb
1.0,1.0,1.0,4.666529700472715,1.0,0.46480125988030235,0.4237285398463936,Feynman44,kb
1.0,1.0,1.0,4.1519269359809226,1.0,0.4126667788175813,0.4482936189568606,Feynman44,kb
1.0,1.0,1.0,3.353591160054594,1.0,0.3317907145944679,0.349769565602552,Feynman44,kb
1.0,1.0,1.0,1.9559417295925008,1.0,0.19022478162039275,0.18997612376366313,Feynman44,kb
1.0,1.0,1.0,3.3173510739326635,1.0,0.3281195227957973,0.3684002076933705,Feynman44,kb
1.0,1.0,1.0,3.2301410823924313,1.0,0.3192850436762871,0.2826887288543186,Feynman44,kb
1.0,1.0,1.0,2.5622916168989724,1.0,0.2516350005440212,0.2749975463003972,Feynman44,kb
1.0,1.0,1.0,2.6128738449580378,1.0,0.25675843618372723,0.24258430851456927,Feynman44,kb
1.0,1.0,1.0,3.7874131329557414,1.0,0.3757387661478237,0.3680377029693717,Feynman44,kb
1.0,1.0,1.0,2.4337401070244846,1.0,0.23861441744346037,0.1940826882119788,Feynman44,kb
1.0,1.0,1.0,3.278749849095682,1.0,0.32420915994985583,0.3874483087122537,Feynman44,kb
1.0,1.0,1.0,2.8752169635255966,1.0,0.28333188412841587,0.250300409022427,Feynman44,kb
1.0,1.0,1.0,3.283977826700304,1.0,0.3247387609962893,0.35612109071959186,Feynman44,kb
1.0,1.0,1.0,3.5275001980555833,1.0,0.349408240350432,0.3544147744203816,Feynman44,kb
1.0,1.0,1.0,2.215775234714776,1.0,0.2165386011721052,0.2035726816819711,Feynman44,kb
1.0,1.0,1.0,2.795933394136641,1.0,0.2753008880345662,0.2718557781407549,Feynman44,kb
1.0,1.0,1.0,4.035103074166855,1.0,0.4008315381218964,0.40864569735045875,Feynman44,kb
1.0,1.0,1.0,3.367501600525355,1.0,0.33319987347718444,0.3728935882413484,Feynman44,kb
1.0,1.0,1.0,4.351490394099358,1.0,0.43288442237636576,0.4499241455011763,Feynman44,kb
1.0,1.0,1.0,3.4157766403337075,1.0,0.338090260146071,0.3713659089304701,Feynman44,kb
1.0,1.0,1.0,1.6090496246491672,1.0,0.15510082707865336,0.15309825685113934,Feynman44,kb
1.0,1.0,1.0,2.2193150838190263,1.0,0.2168971089559382,0.17359386551139694,Feynman44,kb
1.0,1.0,1.0,3.7916434203237666,1.0,0.3761673208739841,0.40603894373863475,Feynman44,kb
1.0,1.0,1.0,3.395756085324083,1.0,0.3360621229305891,0.3221743460740319,Feynman44,kb
1.0,1.0,1.0,2.195629589751365,1.0,0.21449830598548672,0.2628687405490259,Feynman44,kb
1.0,1.0,1.0,4.166606348107995,1.0,0.4141539327598351,0.4126217840476608,Feynman44,kb
1.0,1.0,1.0,1.60994373365717,1.0,0.15519134547848015,0.2038532087192153,Feynman44,kb
1.0,1.0,1.0,3.948087969101909,1.0,0.3920162327763372,0.37334635755852397,Feynman44,kb
1.0,1.0,1.0,3.566823462410889,1.0,0.35339185167034837,0.28445448466879286,Feynman44,kb
1.0,1.0,1.0,1.3594725613798087,1.0,0.12983777128561183,0.14131891098717278,Feynman44,kb
1.0,1.0,1.0,3.96412406222494,1.0,0.393640809589221,0.4619873816822173,Feynman44,kb
1.0,1.0,1.0,3.712525140429232,1.0,0.3681521650953389,0.39094169730040684,Feynman44,kb
1.0,1.0,1.0,1.46694265661257,1.0,0.14071525027669585,0.18371506068937649,Feynman44,kb
1.0,1.0,1.0,1.9994324867629256,1.0,0.19462893893701563,0.1884752848718566,Feynman44,kb
1.0,1.0,1.0,2.7160711387385557,1.0,0.2672113986389969,0.26697054318708247,Feynman44,kb
1.0,1.0,1.0,4.732513902796326,1.0,0.4714862183797528,0.43688192524742897,Feynman44,kb
1.0,1.0,1.0,4.3248744019401,1.0,0.43018796100225903,0.4147273781545935,Feynman44,kb
1.0,1.0,1.0,4.9803328861246925,1.0,0.4965932824581546,0.5477087829426996,Feynman44,kb
1.0,1.0,1.0,3.6704574027392214,1.0,0.3638904723239192,0.4081716064691135,Feynman44,kb
1.0,1.0,1.0,2.385821971340731,1.0,0.23376105984219064,0.2295714717234071,Feynman44,kb
1.0,1.0,1.0,1.8354697196526368,1.0,0.17802558943207533,0.1474400495022415,Feynman44,kb
1.0,1.0,1.0,3.8818010034058354,1.0,0.38530088393000744,0.4229091481574873,Feynman44,kb
1.0,1.0,1.0,2.5140999068256145,1.0,0.24675375912506567,0.2567948502729041,Feynman44,kb
1.0,1.0,1.0,3.6753039816871698,1.0,0.36438145660786003,0.3869462452741984,Feynman44,kb
1.0,1.0,1.0,4.992334802103176,1.0,0.4978092275563804,0.465010971404182,Feynman44,kb
1.0,1.0,1.0,2.2831407693065935,1.0,0.22336130959554543,0.19130778722017253,Feynman44,kb
1.0,1.0,1.0,1.0972958611972397,1.0,0.10331127418039131,0.15901158173141755,Feynman44,kb
1.0,1.0,1.0,2.9426637120197854,1.0,0.29016396383416515,0.3204870232572608,Feynman44,kb
1.0,1.0,1.0,1.120596224044324,1.0,0.10566804595192256,0.17873983473110822,Feynman44,kb
1.0,1.0,1.0,2.9227365023194016,1.0,0.2881454108239593,0.2833702677700028,Feynman44,kb
1.0,1.0,1.0,3.783830030185335,1.0,0.37537577540348244,0.49879194489351664,Feynman44,kb
1.0,1.0,1.0,1.8028185158286916,1.0,0.17471944037877482,0.17554983204179359,Feynman44,kb
1.0,1.0,1.0,3.9120221311566765,1.0,0.38836249876715223,0.38039896400864126,Feynman44,kb
1.0,1.0,1.0,1.5319371409537115,1.0,0.14729438624907876,0.15771836944738696,Feynman44,kb
1.0,1.0,1.0,3.145210821966643,1.0,0.31068159686982294,0.32528446402466193,Feynman44,kb
1.0,1.0,1.0,4.954505962679455,1.0,0.4939766918516618,0.5155202631664249,Feynman44,kb
1.0,1.0,1.0,2.8002848206051967,1.0,0.275741660866957,0.28418892235529464,Feynman44,kb
1.0,1.0,1.0,4.638092602858784,1.0,0.46192026047735113,0.45936968769602715,Feynman44,kb
1.0,1.0,1.0,4.895566909793805,1.0,0.48800543693100507,0.5399419892521993,Feynman44,kb
1.0,1.0,1.0,3.6231434711217543,1.0,0.3590973296234883,0.32023309917483755,Feynman44,kb
1.0,1.0,1.0,2.1787844983208737,1.0,0.2127922942953604,0.1921591124750912,Feynman44,kb
1.0,1.0,1.0,2.127872649810347,1.0,0.20763619355086857,0.2404448354712737,Feynman44,kb
1.0,1.0,1.0,2.288175956676183,1.0,0.22387127465415266,0.21846615542707806,Feynman44,kb
1.0,1.0,1.0,1.1452541700331724,1.0,0.10816231300417657,0.15699533792106818,Feynman44,kb
1.0,1.0,1.0,3.0359302659861127,1.0,0.29961160897769923,0.3761472162539613,Feynman44,kb
1.0,1.0,1.0,1.0591132289843759,1.0,0.09944958385845198,0.07566678355700092,Feynman44,kb
1.0,1.0,1.0,3.1853394532805837,1.0,0.31474662074148374,0.294071045703031,Feynman44,kb
1.0,1.0,1.0,1.7364839867545894,1.0,0.1680028773992242,0.1995989227193798,Feynman44,kb
1.0,1.0,1.0,4.206389784976221,1.0,0.4181843522297317,0.36228154568194026,Feynman44,kb
1.0,1.0,1.0,4.488518186250932,1.0,0.44676674009777445,0.39312977613846406,Feynman44,kb
1.0,1.0,1.0,3.2220647539829774,1.0,0.3184669064675354,0.28154723968841877,Feynman44,kb
1.0,1.0,1.0,1.5524827230996552,1.0,0.1493742423255591,0.17781975679243756,Feynman44,kb
1.0,1.0,1.0,2.786033174347319,1.0,0.27429805782900757,0.32032482393450595,Feynman44,kb
1.0,1.0,1.0,1.8398556598158815,1.0,0.1784697004113267,0.14725643967203478,Feynman44,kb
1.0,1.0,1.0,2.4542183846723375,1.0,0.24068856765683433,0.21612418259872168,Feynman44,kb
1.0,1.0,1.0,2.6979674951431334,1.0,0.2653776443316221,0.2079173346163418,Feynman44,kb
1.0,1.0,1.0,3.4755726388645867,1.0,0.3441477843615567,0.45879285972701456,Feynman44,kb
1.0,1.0,1.0,2.3982938005082572,1.0,0.23502425426376844,0.23647358445793423,Feynman44,kb
1.0,1.0,1.0,4.3777504174022885,1.0,0.4355448242137856,0.4157663292885797,Feynman44,kb
1.0,1.0,1.0,3.6868010736537267,1.0,0.36554617412153856,0.3342282649700384,Feynman44,kb
1.0,1.0,1.0,3.7656552164598818,1.0,0.37353455454807033,0.32376556968220904,Feynman44,kb
1.0,1.0,1.0,1.2866607442180076,1.0,0.12246928813920635,0.1352292320039573,Feynman44,kb
1.0,1.0,1.0,1.044825384490391,1.0,0.09800468085187099,0.020378410637612185,Feynman44,kb
1.0,1.0,1.0,2.239209723464134,1.0,0.21891200139849548,0.2576812906359132,Feynman44,kb
1.0,1.0,1.0,1.8866052291265496,1.0,0.1832035426316189,0.20896331304901777,Feynman44,kb
1.0,1.0,1.0,1.615536863240509,1.0,0.15575758828746256,0.14135196762831098,Feynman44,kb
1.0,1.0,1.0,4.990456052405224,1.0,0.49761888654053593,0.5185872645543299,Feynman44,kb
1.0,1.0,1.0,1.1636693556150246,1.0,0.11002520889522002,0.10538311848552101,Feynman44,kb
1.0,1.0,1.0,4.714632580616046,1.0,0.4696746330449141,0.4358802762821262,Feynman44,kb
1.0,1.0,1.0,1.8415627054567856,1.0,0.1786425525822779,0.13653590574441662,Feynman44,kb
1.0,1.0,1.0,3.3334351004883604,1.0,0.3297488643608372,0.3027190514331729,Feynman44,kb
1.0,1.0,1.0,4.2429470500445685,1.0,0.4218879395458315,0.3936683655161359,Feynman44,kb
1.0,1.0,1.0,4.803106333231593,1.0,0.47863806281786847,0.5026439455973216,Feynman44,kb
1.0,1.0,1.0,4.188073327595225,1.0,0.41632872944215804,0.41985361730840537,Feynman44,kb
1.0,1.0,1.0,1.511991673244581,1.0,0.14527532852153413,0.10317073782178682,Feynman44,kb
1.0,1.0,1.0,4.8105148928513115,1.0,0.47938863827425543,0.46298000167882547,Feynman44,kb
1.0,1.0,1.0,2.159930859951197,1.0,0.2108828779503808,0.2702649448323987,Feynman44,kb
1.0,1.0,1.0,4.573587246344255,1.0,0.4553851517324541,0.4507069256608989,Feynman44,kb
1.0,1.0,1.0,4.447727040287196,1.0,0.4426341698815187,0.418584167333622,Feynman44,kb
1.0,1.0,1.0,4.970161089255024,1.0,0.49556275184275583,0.5279665085193357,Feynman44,kb
1.0,1.0,1.0,2.709986156956934,1.0,0.26659503786345273,0.31451541053754417,Feynman44,kb
1.0,1.0,1.0,4.8933191704780565,1.0,0.48777771338970444,0.526746123229576,Feynman44,kb
1.0,1.0,1.0,3.5140991216007316,1.0,0.3480506586143328,0.3425948327719458,Feynman44,kb
1.0,1.0,1.0,2.2830087288964522,1.0,0.22334793652142132,0.2500243396659495,Feynman44,kb
1.0,1.0,1.0,4.480059083581966,1.0,0.4459097437669511,0.48946413452236637,Feynman44,kb
1.0,1.0,1.0,1.0309055727162484,1.0,0.09659706974875697,0.12722483513052946,Feynman44,kb
1.0,1.0,1.0,1.0469502733118974,1.0,0.09821956212630809,0.13926337686432985,Feynman44,kb
1.0,1.0,1.0,3.0635726821617526,1.0,0.3024117357439371,0.29914368490778653,Feynman44,kb
1.0,1.0,1.0,3.4385619452666676,1.0,0.3403984793520952,0.3960951797302051,Feynman44,kb
1.0,1.0,1.0,1.284662466783761,1.0,0.12226707866670243,0.10540610600683889,Feynman44,kb
1.0,1.0,1.0,1.994247898447946,1.0,0.19410390831540053,0.2000561231470979,Feynman44,kb
1.0,1.0,1.0,1.1209157024682739,1.0,0.1057003615413207,0.08079665109201471,Feynman44,kb
1.0,1.0,1.0,2.282595851070966,1.0,0.2233061201924295,0.19104980183515038,Feynman44,kb
1.0,1.0,1.0,1.511754003442363,1.0,0.14525126976190034,0.19803614755394067,Feynman44,kb
1.0,1.0,1.0,1.0150814969718396,1.0,0.09499698588611565,0.020948340598702708,Feynman44,kb
1.0,1.0,1.0,1.6654037281929566,1.0,0.16080619592309528,0.13574609715817013,Feynman44,kb
1.0,1.0,1.0,2.244701664053858,1.0,0.219468217692945,0.2014462476809906,Feynman44,kb
1.0,1.0,1.0,4.8395844670472705,1.0,0.4823337349007797,0.5303482421630252,Feynman44,kb
1.0,1.0,1.0,3.880206693355054,1.0,0.38513936918497194,0.34685454853066644,Feynman44,kb
1.0,1.0,1.0,4.319439544533893,1.0,0.4296373570350819,0.40490034368093264,Feynman44,kb
1.0,1.0,1.0,2.9278935314119714,1.0,0.2886677982463476,0.32429456192472333,Feynman44,kb
1.0,1.0,1.0,4.918099262695632,1.0,0.49028824145321154,0.4985421670383771,Feynman44,kb
1.0,1.0,1.0,4.986498515468746,1.0,0.49721793822535704,0.48624809761573956,Feynman44,kb
1.0,1.0,1.0,1.9988231995901553,1.0,0.19456723783536162,0.20049631897343934,Feynman44,kb
1.0,1.0,1.0,2.7016981953602603,1.0,0.26575553384725187,0.25164738407601867,Feynman44,kb
1.0,1.0,1.0,3.5160721111269746,1.0,0.3482505301002502,0.296357592935361,Feynman44,kb
1.0,1.0,1.0,1.2195454867272195,1.0,0.11567823126216019,0.07331567805000733,Feynman44,kb
1.0,1.0,1.0,2.3893537940847227,1.0,0.23411877582520033,0.18985058747317504,Feynman44,kb
1.0,1.0,1.0,2.1617473777110034,1.0,0.211066846496575,0.2221281315473524,Feynman44,kb
1.0,1.0,1.0,4.481554075287802,1.0,0.44606120217190015,0.527500867110082,Feynman44,kb
1.0,1.0,1.0,4.3586056344363495,1.0,0.4336052667196798,0.36364216017810536,Feynman44,kb
1.0,1.0,1.0,1.9287948843039304,1.0,0.18747576960017534,0.15195253532127478,Feynman44,kb
1.0,1.0,1.0,4.237256806342831,1.0,0.4213114650060499,0.3827496485763712,Feynman44,kb
1.0,1.0,1.0,3.440766445298152,1.0,0.3406218020580641,0.3798503419509216,Feynman44,kb
1.0,1.0,1.0,2.8678882144025573,1.0,0.28258951665215193,0.30738988265016387,Feynman44,kb
1.0,1.0,1.0,4.1772144766342,1.0,0.41522863055249504,0.4255658977694069,Feynman44,kb
1.0,1.0,1.0,1.5253569429843994,1.0,0.14662827473841317,0.23584571711085295,Feynman44,kb
1.0,1.0,1.0,2.128775393804943,1.0,0.20772761802941084,0.15425020186059774,Feynman44,kb
1.0,1.0,1.0,2.855961031979575,1.0,0.2813813518092976,0.21662190092762235,Feynman44,kb
1.0,1.0,1.0,1.5644396408926853,1.0,0.15058467902383782,0.23621576340242828,Feynman44,kb
1.0,1.0,1.0,3.4208041244561405,1.0,0.3385995587759365,0.3716426352769678,Feynman44,kb
1.0,1.0,1.0,3.199702939438256,1.0,0.316201644790371,0.3643068863437756,Feynman44,kb
1.0,1.0,1.0,1.0162924943653184,1.0,0.09511943482026079,0.15373310873242688,Feynman44,kb
1.0,1.0,1.0,4.974702551040213,1.0,0.4960228588441611,0.5198425883403361,Feynman44,kb
1.0,1.0,1.0,3.0988784997380816,1.0,0.3059881676997367,0.3324690554531613,Feynman44,kb
1.0,1.0,1.0,3.803784764592555,1.0,0.3773973162164695,0.4147899288839514,Feynman44,kb
1.0,1.0,1.0,3.8942306506524993,1.0,0.3865600946576218,0.42047242688050035,Feynman44,kb
1.0,1.0,1.0,2.351756845026338,1.0,0.23031083912066555,0.23090516675281814,Feynman44,kb
1.0,1.0,1.0,3.0306981180558794,1.0,0.2990816031596259,0.20245529672740176,Feynman44,kb
1.0,1.0,1.0,1.583059420114564,1.0,0.15246964994639906,0.0845543049283385,Feynman44,kb
1.0,1.0,1.0,3.1665180967784043,1.0,0.3128400176643383,0.28247707983250775,Feynman44,kb
1.0,1.0,1.0,4.087199436057217,1.0,0.4061093276293136,0.4601787514265693,Feynman44,kb
1.0,1.0,1.0,2.0969145033945953,1.0,0.20450096100255233,0.18681618840255076,Feynman44,kb
1.0,1.0,1.0,2.3259283895388077,1.0,0.2276948790833192,0.20293796373947995,Feynman44,kb
1.0,1.0,1.0,4.09079769002631,1.0,0.40647386095650856,0.41782486679388836,Feynman44,kb
1.0,1.0,1.0,4.742653169936572,1.0,0.47251344431633824,0.4765339256207213,Feynman44,kb
1.0,1.0,1.0,3.9618470574174425,1.0,0.39341013177278794,0.4111665730160979,Feynman44,kb
1.0,1.0,1.0,4.120024665394854,1.0,0.4094348018413701,0.435660986248048,Feynman44,kb
1.0,1.0,1.0,2.588068492466407,1.0,0.254245912893339,0.21069840866754325,Feynman44,kb
1.0,1.0,1.0,2.463941327419812,1.0,0.24167336391134875,0.2386380359336557,Feynman44,kb
1.0,1.0,1.0,1.7813249774129236,1.0,0.17254312049773385,0.15259758561943115,Feynman44,kb
1.0,1.0,1.0,2.114503307435948,1.0,0.20628223127777814,0.19868149617452763,Feynman44,kb
1.0,1.0,1.0,3.6420310256859683,1.0,0.3610107329074664,0.4191051315621851,Feynman44,kb
1.0,1.0,1.0,2.82510908307969,1.0,0.2782562135144159,0.3077693988183241,Feynman44,kb
1.0,1.0,1.0,1.4136250672198347,1.0,0.13531854463538456,0.12414043436987895,Feynman44,kb
1.0,1.0,1.0,2.221527965999993,1.0,0.21712122482782728,0.1757819905785834,Feynman44,kb
1.0,1.0,1.0,3.6961659250980334,1.0,0.366494884987914,0.41350905033585983,Feynman44,kb
1.0,1.0,1.0,2.0273472203200993,1.0,0.19745582039436235,0.24581065734180343,Feynman44,kb
1.0,1.0,1.0,1.1015867303827922,1.0,0.10374527170961877,0.13692972476695256,Feynman44,kb
1.0,1.0,1.0,3.4095523530648353,1.0,0.3374597222843993,0.3428562696600036,Feynman44,kb
1.0,1.0,1.0,1.1333506583509432,1.0,0.10695819460769967,0.13816853343277286,Feynman44,kb
1.0,1.0,1.0,2.979742903146628,1.0,0.2939199670783942,0.2953586094327857,Feynman44,kb
1.0,1.0,1.0,2.7131402252409873,1.0,0.26691452006425775,0.27716157218856996,Feynman44,kb
1.0,1.0,1.0,2.5278295648808453,1.0,0.2481444023726146,0.2439265491076153,Feynman44,kb
1.0,1.0,1.0,1.0078659596856796,1.0,0.09426740566896012,0.09699285514262068,Feynman44,kb
1.0,1.0,1.0,1.5676476422435517,1.0,0.1509094379016503,0.19789735299366087,Feynman44,kb
1.0,1.0,1.0,3.6673808666529877,1.0,0.363578802923108,0.36498142509111703,Feynman44,kb
1.0,1.0,1.0,4.235964573424889,1.0,0.4211805498341295,0.37985969998096064,Feynman44,kb
1.0,1.0,1.0,3.175388835154841,1.0,0.3137386227139781,0.34644203101367016,Feynman44,kb
1.0,1.0,1.0,1.5887602630911455,1.0,0.15304678157071902,0.16608958024230638,Feynman44,kb
1.0,1.0,1.0,3.712432639139671,1.0,0.3681427941904812,0.3505881906681598,Feynman44,kb
1.0,1.0,1.0,3.701504035792796,1.0,0.36703566524140946,0.325908083473893,Feynman44,kb
1.0,1.0,1.0,2.1331215411013287,1.0,0.2081677701746437,0.17104798971778212,Feynman44,kb
1.0,1.0,1.0,1.2576946920229526,1.0,0.11953823877986375,0.1326214277920981,Feynman44,kb
1.0,1.0,1.0,3.539852373324671,1.0,0.35065956582244673,0.34862814096350514,Feynman44,kb
1.0,1.0,1.0,1.1724771005262227,1.0,0.11091624064510387,0.1427270131998533,Feynman44,kb
1.0,1.0,1.0,2.4408845369855703,1.0,0.23933804237799175,0.2073275613180339,Feynman44,kb
1.0,1.0,1.0,2.940717516147893,1.0,0.2899668210585398,0.2812683679211452,Feynman44,kb
1.0,1.0,1.0,3.5670992038245255,1.0,0.3534197854820621,0.36458893936316383,Feynman44,kb
1.0,1.0,1.0,1.4553060265799167,1.0,0.1395373782434109,0.12760396034257504,Feynman44,kb
1.0,1.0,1.0,3.326912049318654,1.0,0.3290880668798658,0.3408915631353885,Feynman44,kb
1.0,1.0,1.0,3.0640849070170724,1.0,0.3024636233036033,0.2872665619396119,Feynman44,kb
1.0,1.0,1.0,4.15347055078008,1.0,0.4128231605533205,0.38817746832457073,Feynman44,kb
1.0,1.0,1.0,1.9119956008359837,1.0,0.18577462024534008,0.20038374743790385,Feynman44,kb
1.0,1.0,1.0,3.509777407946489,1.0,0.3476128524052045,0.36229811673189244,Feynman44,kb
1.0,1.0,1.0,4.866517664188399,1.0,0.48506239374761934,0.4715072218999296,Feynman44,kb
1.0,1.0,1.0,2.445114082330294,1.0,0.2397664333830693,0.19359879950982467,Feynman44,kb
1.0,1.0,1.0,1.9045978430654658,1.0,0.18502550500007606,0.20809589980127818,Feynman44,kb
1.0,1.0,1.0,4.688059393098849,1.0,0.4669824633532457,0.521426609453417,Feynman44,kb
1.0,1.0,1.0,1.413275612382375,1.0,0.1352831748440504,0.2737357893827056,Feynman44,kb
1.0,1.0,1.0,4.613806558597068,1.0,0.4594598124389325,0.4213704321099888,Feynman44,kb
1.0,1.0,1.0,2.873739930746754,1.0,0.28318226764550475,0.2920351274833426,Feynman44,kb
1.0,1.0,1.0,1.4028604421290525,1.0,0.13422902027784495,0.1797217887913274,Feynman44,kb
1.0,1.0,1.0,1.9966190221280975,1.0,0.1943440260519537,0.16467880250879843,Feynman44,kb
1.0,1.0,1.0,3.2300383898418805,1.0,0.3192746408503411,0.3515258157546502,Feynman44,kb
1.0,1.0,1.0,1.7540642589768982,1.0,0.16978289746666178,0.09599792320432268,Feynman44,kb
1.0,1.0,1.0,1.6537329663600118,1.0,0.15962460640684703,0.11640819919283926,Feynman44,kb
1.0,1.0,1.0,2.968090100632472,1.0,0.29273957308988435,0.32205770159483904,Feynman44,kb
1.0,1.0,1.0,1.7411418390357682,1.0,0.16847448715522093,0.16548081877282764,Feynman44,kb
1.0,1.0,1.0,3.999716171536537,1.0,0.3972465641659529,0.402851074447849,Feynman44,kb
1.0,1.0,1.0,3.498234428857556,1.0,0.34644350515107364,0.36151668149481503,Feynman44,kb
1.0,1.0,1.0,2.01144420144029,1.0,0.1958453415094089,0.15711819658748685,Feynman44,kb
1.0,1.0,1.0,1.1721815850682469,1.0,0.11088634461431265,0.04782847996240812,Feynman44,kb
1.0,1.0,1.0,2.2469577451736624,1.0,0.21969671085978973,0.2591928630147174,Feynman44,kb
1.0,1.0,1.0,2.3682614584546053,1.0,0.23198247244698755,0.29206864236674424,Feynman44,kb
1.0,1.0,1.0,3.808494074570068,1.0,0.37787439955759444,0.40409046011315813,Feynman44,kb
