epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name
1.401297558993155,1.3550475577737902,1.397737413385871,1.953956859084307,1.600119344193422,3.599596018378808,3.5980923948189734,6.2197391716624875,Feynman33,None
1.3684946524856847,1.9120404368500283,1.0299487173415716,1.305216445038769,1.6915941489178232,4.276978932014345,0.681111717503673,3.35025956771138,Feynman33,None
1.4877390810443156,1.9548646610223788,1.157123758943474,1.913958016524563,1.0048410012578697,4.589441137939189,0.15148713004200828,-1.0092836084586678,Feynman33,None
1.5919887177533396,1.4032897072950807,1.8916418256717624,1.3164614311614307,1.4306567493735773,3.263112332376258,3.2862565900924627,4.082119682084345,Feynman33,None
1.1750618586277457,1.726047069090556,1.8309840357989968,1.8726653904292423,1.6380478281674886,3.7315165146176685,5.690975690229892,8.265944563739247,Feynman33,None
1.7820669909752596,1.1779869817829314,1.5883440028433355,1.5852841914755214,1.9589246005837926,3.6765187030718236,8.762542749887599,7.5554702765343755,Feynman33,None
1.0148285689672978,1.248767208154642,1.1460282410981288,1.6979433434647675,1.9943223154739527,4.93324530729281,0.767084564762864,-0.24441511873076138,Feynman33,None
1.15388593765523,1.8192925894485585,1.9715873783259583,1.4644535862589487,1.6432597357785852,4.330290614261064,2.0746832804125943,0.22534678411310471,Feynman33,None
1.0725953076998394,1.9757498758456298,1.822743319425227,1.9506539669978236,1.3194459858941912,3.582421041092222,2.764087874011973,2.4501618744117284,Feynman33,None
1.3549618484527457,1.1805081519018348,1.9899927152951031,1.0416431550992344,1.7671879871013847,4.133942651966981,1.4393938054619448,0.09067656902320986,Feynman33,None
1.7878287416900944,1.9191888302152988,1.6903724960447624,1.6814457039760677,1.6508792184871217,4.780795336428232,2.128190236525329,4.1276674365095625,Feynman33,None
1.4739799312430906,1.5141601412460668,1.365489536047202,1.661488820845562,1.4628841787883118,3.0449081098157618,4.333207352044555,5.489237400794134,Feynman33,None
1.3664148514083,1.0903639281976512,1.998302804967187,1.2616814295964356,1.2132115737508058,3.006134954562265,1.5017477989253554,4.232637949120962,Feynman33,None
1.6200152520941966,1.889062022363206,1.9576061793806312,1.7486883931863022,1.4108662624499027,3.7720007658161085,3.974580012961221,3.7579177238225587,Feynman33,None
1.344462380099701,1.4047946572361725,1.7557671980235208,1.1353777586245237,1.4975865190595825,4.892777732613052,0.33593304119891815,-3.6429649100532107,Feynman33,None
1.3812746160596376,1.5142023876353234,1.2315316912704173,1.800010331017615,1.8829303935428343,4.33825904030331,2.3193414850411096,3.462664111357422,Feynman33,None
1.2516351426214918,1.850886273565052,1.3735447776194487,1.7141813801004457,1.8969357716448219,3.169037449139968,16.772058113508873,17.64283790472384,Feynman33,None
1.7340702732783009,1.4901348835908166,1.047163240585225,1.8359580784336198,1.7664514704929872,4.0708309621923515,2.152844231652869,4.580049985736462,Feynman33,None
1.4227982675982176,1.6526305015429128,1.9154823133993502,1.4098870507529129,1.1460595358608185,3.7276423919701616,0.7828368985703502,2.5775268918030623,Feynman33,None
1.9843651180709077,1.2766995534634613,1.8136363035994665,1.0363962791384274,1.1375818632817942,4.522216127712873,0.17110246804503446,-3.604132747919792,Feynman33,None
1.4067746449440708,1.4495021507683736,1.6370910791800692,1.7570531445926798,1.3999332674862157,4.716656953513642,0.6595374553010581,1.3313227703484012,Feynman33,None
1.3950642856010402,1.672020795694843,1.2025855833835344,1.9099498493484552,1.308968412360521,4.20555121584673,0.5931025819848835,1.7129016294177664,Feynman33,None
1.0102886258833161,1.7627146506838605,1.8438429159467904,1.074712721859989,1.122759955811612,4.895830525786559,0.09026448730120804,3.028396963084934,Feynman33,None
1.2618564142117834,1.3572795721298605,1.2648881793153035,1.0885430307390573,1.3250103553812087,4.586354086347042,0.11279031385783385,0.24674416447241448,Feynman33,None
1.3271821778262343,1.5361015125348707,1.8040414582480226,1.7544693333918255,1.8963576507730244,3.7290499760483184,10.409204304295912,8.109038871325328,Feynman33,None
1.1783004240213573,1.873771183037723,1.523847837805879,1.808842621396658,1.9750748520308024,4.5578540912927625,3.7556902353747414,2.217748988578724,Feynman33,None
1.3343044709698035,1.8943040834464973,1.1387749873290152,1.9958309062486008,1.5129129344538659,3.9546362774647768,1.6076592509321745,4.7736754807183885,Feynman33,None
1.2182884543476864,1.607474405004809,1.8609834913303906,1.5347523001298056,1.1981358188626858,3.8819038177245426,0.741898506299814,2.1208735870836275,Feynman33,None
1.9572243934885263,1.6673347028639929,1.5754063547139485,1.3985029187126723,1.7329254194828718,4.804808407824298,1.483609616640244,0.6566714418361214,Feynman33,None
1.1435923845151312,1.4325220046290874,1.5878469983657864,1.8451741286132366,1.6036262795352059,4.897937066169826,0.8491826441838931,0.696168325658773,Feynman33,None
1.7598036600808544,1.967604014404326,1.264829448942834,1.231890158377555,1.2431372416425743,3.884494301655905,0.4584446358380929,-0.5580969981439037,Feynman33,None
1.8894153852149043,1.1170042362653632,1.4354384031709513,1.5556897153575748,1.606646987291616,4.366933283503392,1.0804138667486862,2.447565883472211,Feynman33,None
1.936349553490722,1.9381447535003824,1.1590445079514375,1.688813757446692,1.166825191196855,4.536774173121634,0.3022044347238225,1.3524154004004267,Feynman33,None
1.4460876696220304,1.9548405657598251,1.8036384537727785,1.4983606261992812,1.2751207685481296,4.219721459799924,0.8733096417119676,-0.04020153100636892,Feynman33,None
1.9731138117728881,1.9440241573387804,1.8437157824062131,1.0761031870691613,1.0732542891208667,3.4010093652581066,0.773625911140194,0.7820873013618895,Feynman33,None
1.0748621198772275,1.4995162008691687,1.1052224701307862,1.3491697004581005,1.170944578342071,3.1643176989045196,0.37788748666821326,0.21766099382763848,Feynman33,None
1.0353178619892556,1.3860160471764897,1.919009545442326,1.8435209759606046,1.2489344013558596,3.1325805037807752,2.6871525060681622,0.8121959185535446,Feynman33,None
1.0940773407518423,1.0084440497547664,1.8556725373728122,1.0468404160734397,1.1752739837745483,3.188194704986852,0.431311964835316,-0.8857743709183444,Feynman33,None
1.1706360931077948,1.4839030783495781,1.4227225027131138,1.803394204775561,1.9106893418297475,3.2324758989279987,13.813842610429374,14.204134499065717,Feynman33,None
1.4490012051552599,1.6542517806684303,1.3149484972578507,1.8459528024964553,1.9227089548501044,4.2491547971394965,3.9215095790362424,2.5320667677662763,Feynman33,None
1.624647207005418,1.7172060586579772,1.3861733080531466,1.6997715218827523,1.9418548100706234,3.451232180907124,13.921394844495785,15.19423098220731,Feynman33,None
1.2554887189299904,1.2762037860817896,1.640099728447678,1.0598304429707777,1.7795015807273702,4.9100398557211005,0.4636577535501413,0.1666129298629952,Feynman33,None
1.5480384070291928,1.15254955626333,1.2212833470685924,1.511514690561044,1.22650906147668,4.695832020679063,0.13651938289857132,2.9814246689865596,Feynman33,None
1.300214211931491,1.3950468092641295,1.3395231525204234,1.5685013639979806,1.1992591237899108,3.2224569412986943,0.8668745932025145,0.9302983998816979,Feynman33,None
1.607368665506153,1.4901925104677112,1.2373701310676228,1.998877592882209,1.9651335857643224,4.618977751201564,2.9980666613853724,4.985841484770579,Feynman33,None
1.321947165256079,1.2708640117637597,1.0872483143530849,1.7372264191212237,1.957577649194575,3.623664946297566,4.2637409450819606,3.451764435726884,Feynman33,None
1.9064273401357907,1.3709577471803511,1.96271683890502,1.5836167312860585,1.2726869373712268,4.392984868654006,0.8878503900401612,-0.9096883494893141,Feynman33,None
1.1214104800071898,1.0464979855465972,1.7339510607687523,1.767315378114298,1.4665594094823833,3.7950692720369714,1.4226415464737656,0.38218649904666613,Feynman33,None
1.5096236745372722,1.464602908832588,1.2244997020910233,1.3361728662402674,1.8663213589849192,4.641413625030646,0.9222549554733709,1.7470179763090106,Feynman33,None
1.4730184308145335,1.7611856462163296,1.29357255827277,1.832550594921471,1.545129657793478,3.080023805657148,6.906309270571395,8.731462782367146,Feynman33,None
1.1386727498403983,1.0934927229057512,1.1404853237947885,1.0856655622307327,1.8971539880591823,4.232491079338585,0.5054933919805763,0.8861427028050156,Feynman33,None
1.248044088279237,1.2314075855035402,1.030386662193075,1.5398499178054808,1.9608388610883365,4.45486061527948,0.935743304599597,0.7382975939691829,Feynman33,None
1.3026756274494962,1.846545340923,1.7128972384159145,1.6221633746556983,1.2563463012219251,4.905503191633118,0.3833247781444843,-2.048928763582203,Feynman33,None
1.051824194186076,1.7105166211326845,1.0596167822364215,1.1106098513048535,1.8735402592993669,3.4538160782663203,1.814439948061898,2.314776041596557,Feynman33,None
1.214257535946465,1.9103674684442882,1.563126203926823,1.440639973521603,1.514669807279711,4.091244118254143,1.2431084495216247,0.5497080621905215,Feynman33,None
1.5219957985316055,1.7762773902775728,1.3784093889814266,1.099894822319908,1.9383198281803162,3.6332189741505094,4.120361535881895,1.5021367590426822,Feynman33,None
1.5000629802368994,1.1817203657323745,1.1767129797583427,1.4022108893118768,1.1669327885494165,3.3216268922502037,0.4007547684287828,-0.08360181121600707,Feynman33,None
1.4725295807165595,1.8556732863061018,1.999892627260278,1.3961809949491752,1.0781499889408743,3.6240696990863746,0.8413417666054325,-1.7254658441816657,Feynman33,None
1.0244445088062055,1.8630667147373783,1.6705847160109537,1.4041213805081705,1.5044978307228105,4.621643801459025,0.6180586436793218,-0.08602005132188106,Feynman33,None
1.1967753170158097,1.8686916652335337,1.9380482103581027,1.886996722134181,1.7509834334625285,3.8790069555104805,8.204843820811618,7.271306577076719,Feynman33,None
1.2653745456526524,1.0300209778933858,1.605660699966485,1.1369227547602447,1.4970313949316914,4.817127525530355,0.20792875107129183,1.6371975187656096,Feynman33,None
1.526713329383276,1.2636711246276633,1.9145424990575735,1.3177017854744544,1.8203102339703858,3.96420429237614,3.6718559011964906,3.5591352248773855,Feynman33,None
1.397583358133895,1.2578966198558452,1.9819465419101192,1.0378259623664352,1.7821774122127012,4.704636614464184,0.8745570516008799,1.4786083781174186,Feynman33,None
1.8890390079138912,1.2178443192847959,1.7065478335398212,1.8202079520708758,1.6840081572506622,3.775442236065003,5.735757884615444,2.616611886065718,Feynman33,None
1.415539351013591,1.8327673149455626,1.346626900927454,1.626091331691918,1.1188866221936355,3.368072007405521,0.8018479394229332,1.4633954931296378,Feynman33,None
1.404473839568437,1.828416597707284,1.7282857008377053,1.983452830280907,1.7803330411191762,3.0646530012650164,32.79636631334679,33.49975811979637,Feynman33,None
1.8640849379429505,1.7207128544354533,1.576143363693209,1.4168354486009778,1.1770125285247854,3.711396855871498,0.8377939682935863,1.2889497043897278,Feynman33,None
1.0185471933678283,1.8057181965713625,1.9042198832380033,1.2448331361571845,1.5784210521986899,4.306470321340274,1.0425246923439075,2.024711003998166,Feynman33,None
1.787519068798125,1.2703498489567837,1.5078943052146347,1.6744726057063917,1.519051712371625,3.0639218048733197,6.441279383823508,6.82718947503756,Feynman33,None
1.5127529124144115,1.3812301315956872,1.3597151446379787,1.206316987962845,1.4807750443324594,4.605462236954832,0.3130306765799826,0.9785882249293014,Feynman33,None
1.5704490424980544,1.3389021581598377,1.2487217954077208,1.959348063212488,1.5116582029031487,3.1744363365821027,4.534606297558943,1.387185933820171,Feynman33,None
1.5073454979801306,1.7045050085352225,1.4766545605430532,1.3193341952203876,1.1135370635489124,3.360841365479403,0.6211502652977089,1.0770109118758338,Feynman33,None
1.4872234778619915,1.0264046006423309,1.5923490832280955,1.061161668501174,1.912039084925381,3.0712255376623943,7.312664914952368,4.9134171285436175,Feynman33,None
1.6541621560224298,1.617172889805873,1.5511960341961584,1.9338804065553397,1.7494024531760108,4.068682349683172,5.186904403786703,4.19342475703038,Feynman33,None
1.7667224220781041,1.6991003055294083,1.344118826489082,1.6488756989409112,1.534521768473886,4.106108117282732,1.6276532672085466,0.29695560694048995,Feynman33,None
1.9758098039266438,1.6432787667521063,1.5807768364924355,1.5780216615555793,1.6683639343612082,4.392927457629999,2.404091578589644,3.5930605781878686,Feynman33,None
1.5355844247980461,1.9195965511744526,1.1647096239519519,1.557819488311854,1.2930670486456224,3.9015544887790727,0.6189288362614761,3.3166890770111896,Feynman33,None
1.3804797614279076,1.2196759338255239,1.284972731302716,1.4299394493681183,1.5418621168911248,4.900160363292075,0.2875314677339652,-1.4991990660885515,Feynman33,None
1.2629315999476503,1.693599533872991,1.8094396023359614,1.564192459388432,1.9877522302159563,4.524245991730827,4.106771855704315,5.283476756380345,Feynman33,None
1.5583513104385778,1.9400523663829756,1.426236110926155,1.4138344589186642,1.2009050073823841,4.511359119742716,0.29949552037395155,-0.674856388940699,Feynman33,None
1.7968416961865463,1.662122202238681,1.9432306249522937,1.97299864439477,1.4994339374720111,4.844953390575638,2.0633195403423725,1.7304654361962108,Feynman33,None
1.6392525245126208,1.7300405178941496,1.0608591775644145,1.3202952129293406,1.694778909254116,3.464492853596516,2.3063093817418214,0.545994790477023,Feynman33,None
1.8551518810341858,1.0211774588457811,1.6179269524710556,1.0750794760068092,1.432566028726992,4.901485308973465,0.20944756145390098,2.67562364914878,Feynman33,None
1.8757613145776528,1.976726130693837,1.0051291607210406,1.6670627952652692,1.0050143454416172,4.644216478611827,0.10525879601710815,0.5107185972399346,Feynman33,None
1.766212533490439,1.6165061713899915,1.8166794732022922,1.759195994308202,1.1707744671096623,3.3953651454616045,2.2242745018544308,1.7007472361616989,Feynman33,None
1.7723598512741061,1.3262124183267525,1.097975697874036,1.4406723000846293,1.2505969073309622,4.819634695472716,0.12838847987755114,1.022928483336437,Feynman33,None
1.6011139626040238,1.1342639641497847,1.5725991248559286,1.2285460116523206,1.5790675585777278,3.6315604362656715,1.5434881201293467,1.2001448817824192,Feynman33,None
1.94686927745052,1.8699050649342372,1.3700528219293315,1.1602528084956842,1.5220372297264788,4.2458114232652004,0.837830232432076,1.2490599869966805,Feynman33,None
1.3002342330378789,1.93094514930126,1.8847325214762303,1.8079539543869363,1.422995580728803,4.540428798323568,1.4487144028679655,0.21856950683327359,Feynman33,None
1.4365729422074451,1.5559873695939967,1.4209425260352835,1.8463059712569838,1.2095578834712617,3.4599667146708044,1.2491689342175922,2.6850214937140913,Feynman33,None
1.6011905424245483,1.9873848075034475,1.8360213048795277,1.4767576403412463,1.70155347014805,4.712519324448676,2.2023708541512885,3.0252762201523837,Feynman33,None
1.890967213680506,1.2367427239085935,1.4537520956078747,1.880125665515359,1.9915949065828278,3.661194778196262,12.925876523198482,13.717870498031354,Feynman33,None
1.9276500342767857,1.9078035108919615,1.75462012433952,1.404589821968334,1.744716846024044,4.977701080631127,1.835512372939704,1.9468684737058304,Feynman33,None
1.0321785032323316,1.291859974130881,1.005307003720256,1.0551315952530365,1.4873767535709894,3.2658897580995383,0.43038296290978684,2.1135048305346853,Feynman33,None
1.6899839047748895,1.8740070472852317,1.872224380460775,1.1303833434265664,1.942640739559946,3.546918166666978,10.91052912253652,10.63779825432653,Feynman33,None
1.742441295257588,1.391007496583398,1.2202964418539957,1.1140716716143415,1.5639075363876387,3.0405891199486446,2.4279483083427187,0.4213620212771696,Feynman33,None
1.305526080729576,1.2658472690438982,1.5389664333759412,1.7818489265498845,1.8184074077897825,4.489937235005426,2.0038694020068566,5.270210507102856,Feynman33,None
1.8994358701660723,1.223232489151169,1.0332974759553792,1.6521713151080906,1.1244894304533282,4.721757294658861,0.10254271687196789,0.045601894798484297,Feynman33,None
1.525698821618061,1.246401160554317,1.6893392536307776,1.6692395231325339,1.7996473032888218,4.534595345164822,2.2138509469057124,1.0282543151185481,Feynman33,None
1.5255304808279393,1.1218038719717032,1.0828921145489483,1.2704158217726522,1.7177702451077308,4.301856139078955,0.48819793901133374,0.24273674977286175,Feynman33,None
1.5271691491788202,1.7827947858651587,1.3771589066962109,1.1546044122253318,1.1823467254336224,3.534465679085547,0.457799467698026,0.2570681889025908,Feynman33,None
1.0868958148057137,1.24170584132404,1.6113980190704904,1.258842296765282,1.9697299180711325,3.6927444342996374,3.6785775091187296,4.376065574733334,Feynman33,None
1.0951500750420653,1.9038284708597375,1.3907587945962345,1.7132968526191021,1.409141430142523,3.4065046645708525,2.113265359499777,3.116113551398357,Feynman33,None
1.1109998056593762,1.2949609637921164,1.0870192271031156,1.9007538462376303,1.443006900636378,3.891464849531806,0.6538693349926333,-0.5039474102885221,Feynman33,None
1.8620363640972348,1.5026114975484557,1.8352544255409415,1.719105289419689,1.3479001948681222,4.5823459699874265,1.0466626835626507,-1.1206823519731606,Feynman33,None
1.0418542434352602,1.395766505548818,1.1201946328897354,1.2651483235661196,1.8083757419089808,4.751885519778774,0.3508808483366257,1.4599828013439335,Feynman33,None
1.0685029275549272,1.268550110153808,1.8843215102836344,1.1806478683083041,1.8768741417573955,3.6069364117955383,3.8741371132023397,4.855520564903345,Feynman33,None
1.5014915717389818,1.545021805192246,1.1793603478212429,1.022350107341188,1.9766905080498254,4.614365976676462,0.7135762361974907,1.4188817751394533,Feynman33,None
1.331899394197388,1.9766314985739344,1.382115719937286,1.4454906573611233,1.4388959921494773,3.3464397579429366,2.264377833777909,3.674512603845465,Feynman33,None
1.782014203551473,1.378382751638302,1.4543822832536666,1.5450315124820793,1.6672542994954616,3.523792077091894,4.322066250880008,7.465066961073429,Feynman33,None
1.9397127376325258,1.4223804193741891,1.7494348319076156,1.310217030607784,1.115807277972809,3.5275677424204153,0.7504896474415291,-1.0738685953434768,Feynman33,None
1.1751583880435716,1.895420525392002,1.3279934692774673,1.3801278710467035,1.4619578119699153,3.2380671329942516,2.0545691984708148,0.8323180794803542,Feynman33,None
1.4998493277925387,1.9518740443920404,1.8346135839251902,1.2554709429165332,1.94197202197978,4.634439028583903,2.9510989104014556,5.1338741766128475,Feynman33,None
1.7708184532542282,1.1764889139344554,1.2824306461170605,1.19157938945005,1.8218670658581604,3.8070508954623845,1.7979585392065982,2.8284174225319463,Feynman33,None
1.8848316557226281,1.8159459677281573,1.041883746200332,1.7575578020321516,1.7616587672598651,3.2983676267386586,7.658086398587592,8.74069078063678,Feynman33,None
1.8188579443861914,1.6233545985951905,1.7762942090824487,1.0471073376038476,1.3387328939495955,3.3552836093279828,1.5338440580329753,2.811310809358374,Feynman33,None
1.3452074385909307,1.3430207702021217,1.477313031336187,1.7000850547686353,1.9875067783966924,4.258187222264135,3.7034627813793253,4.145449188644471,Feynman33,None
1.9970730597201494,1.5505000495224825,1.3997171780158921,1.490947038524454,1.8849921764643915,4.362797838214361,2.9758445571467784,1.6729417287545598,Feynman33,None
1.8669991930249146,1.4035836935320316,1.4313830389403641,1.7817937099602434,1.37345695864859,3.781766553629004,1.6483074266758206,2.8632058540940317,Feynman33,None
1.2463334241919848,1.367360845999166,1.9407722793452111,1.7002098203175025,1.5587339358610888,4.322316164732708,1.7369751873161632,0.8885719201093409,Feynman33,None
1.562468718751302,1.3760550606798474,1.2420438799885019,1.666609394047688,1.9802591895114041,4.697889118977594,1.801659343587092,3.458693120431872,Feynman33,None
1.089531054493652,1.241745524672687,1.6617612298309377,1.8557765757994498,1.4475394104667436,3.709337082480308,1.739362363162312,3.512957317077103,Feynman33,None
1.6768361535853002,1.521076104959234,1.9906649374918515,1.129785796459686,1.5241726542931184,4.324047333742467,1.0877543080939382,3.0085546885834944,Feynman33,None
1.7900111892441106,1.272558827610262,1.3828506329466084,1.8930414293810527,1.7287018855521592,4.698069608328006,1.6034659591237574,0.6798228572126979,Feynman33,None
1.4625152194626927,1.3888189496521708,1.5473712778167985,1.3335482356835444,1.528591896708647,4.44564785173197,0.651257227672735,1.4880409099841345,Feynman33,None
1.1802613205490258,1.307624091026022,1.5137594299055088,1.8930743733627429,1.4778475796667,4.168078846738375,1.097659628125634,3.4463365799284706,Feynman33,None
1.392105173695624,1.9046909489730766,1.0734698280368984,1.7512970577663247,1.9987061220330171,3.1123648166691424,19.33535831495869,19.378322504614864,Feynman33,None
1.8886875975889637,1.8821829419513523,1.9904019424678712,1.9139721083445744,1.654071665712723,3.0494888462855316,37.550786696066375,39.512756523624695,Feynman33,None
1.500327340214231,1.333155395051036,1.7824595419084432,1.280327951008334,1.1137665631052789,3.696259904346288,0.435151587472855,0.2462582113618333,Feynman33,None
1.503170222596694,1.8950920957233248,1.7416706314752362,1.306670940544949,1.7080881034549198,4.593499390408457,1.5911726100003145,1.5152044862348242,Feynman33,None
1.6766029733144974,1.014474770170657,1.6974590175587179,1.5444420107618368,1.007546832445743,3.5594994128069644,0.371489762136802,2.6867681654560167,Feynman33,None
1.6324520121379342,1.0412497560564824,1.0521345914979987,1.876484425394719,1.0912806256994807,3.07449365629445,0.5766762274769553,2.960327262742963,Feynman33,None
1.1557199995373002,1.5311538473291502,1.1139539209341685,1.8999092540579645,1.8416045567112784,4.461994781107226,1.3997053320037591,0.7811715233251789,Feynman33,None
1.417273693102234,1.9318346332632728,1.696879503128852,1.6888233612405843,1.7604298686203843,3.7979951462949915,7.0523051438335465,6.260654754036201,Feynman33,None
1.3826977024406872,1.062010424880003,1.9363568867360033,1.7669518688741985,1.1341348300528336,4.664927874722414,0.2841603615986296,-1.0597991577497055,Feynman33,None
1.311724547822573,1.9173721805506592,1.8953705246371393,1.868155572546963,1.0822449718209581,4.58781627297761,0.4586286690185988,1.283885590458532,Feynman33,None
1.3225133215195282,1.4669760060865773,1.6362234074858057,1.9736399765931756,1.214534160327152,4.63646052009074,0.46001390243952456,1.3535362511136784,Feynman33,None
1.7589262846669185,1.63556393335715,1.2608342819361686,1.0160886424953042,1.9659052612487309,4.5521230551517196,1.0396104779123065,2.2284999814718525,Feynman33,None
1.1176295056926189,1.4970187812176574,1.2631180426605737,1.6463776245523156,1.8147528847314254,3.972947164460704,2.1068682631156537,2.0962190680011417,Feynman33,None
1.5724382971571704,1.2685141989037696,1.285529348156778,1.154496116701082,1.4806186113637567,4.257843705313929,0.3482299226980363,0.9959453284373605,Feynman33,None
1.555723380086527,1.1157617171965242,1.1986085685138435,1.5935190847428538,1.4459843904163778,3.212194618812453,1.7131643101638627,0.6443286082918394,Feynman33,None
1.8545141376372443,1.6052937531509035,1.479688424385195,1.7048757360299565,1.5208515055465364,3.0738412939712108,8.338662072210123,6.829064608445952,Feynman33,None
1.5596350790290998,1.1219389183070758,1.5573962379322097,1.9345305192106546,1.1473809917329059,3.3615905887853774,1.1568269044675694,3.2627889958972687,Feynman33,None
1.3312338268484731,1.7823936284574424,1.9390903944774571,1.7806631774010058,1.1258686163692024,4.399778776961748,0.5817779309242324,1.1270060639041213,Feynman33,None
1.374935841143739,1.1332329629257245,1.1573506518906789,1.6005142767329676,1.9686029589224803,3.726413633934536,3.356121063753488,2.6804382919937826,Feynman33,None
1.151763774588389,1.7978223826421753,1.4210840639656452,1.8861413326155096,1.293233991463889,4.059254680011933,0.7951936310932496,-0.6640366859629531,Feynman33,None
1.5293125936883643,1.7111163730056278,1.3078850805629763,1.3312325814956607,1.4916058738804838,3.1556177015229028,2.7506026538718262,2.3400722402862337,Feynman33,None
1.8543890647958834,1.368694454107545,1.6069551226892653,1.8284124018565744,1.3975772462740035,4.6097537078898645,0.9403578742753407,0.10691701226861983,Feynman33,None
1.3305757586731115,1.642871417712299,1.6845256836029079,1.3829253067203262,1.9004759832464364,4.892936768683872,1.5685599241624095,0.21190807750225726,Feynman33,None
1.3357495495120202,1.3401841290312433,1.1855306113313957,1.0169211916381422,1.4020301771028985,3.510417710650893,0.39256439748320626,0.24517467633563972,Feynman33,None
1.7793890252342655,1.953533651480415,1.330276488446632,1.8674809960313232,1.523994985661195,3.1275899985274815,8.712032061453602,6.902081754252952,Feynman33,None
1.326102026172629,1.390286004050084,1.5609682527489355,1.626376851454455,1.6522356516204935,4.670986222746365,1.018021292885361,-0.5088427175653472,Feynman33,None
1.8532222716370965,1.8986996964289156,1.9822316401784192,1.3067420851613374,1.7753904181824893,3.519483373298447,11.520888437305508,11.439026724127695,Feynman33,None
1.9910909398364653,1.3231123806534772,1.8638131201519026,1.7800969368515198,1.628536292338923,3.74839928132303,6.57616934747295,6.132658641302164,Feynman33,None
1.6899195145395631,1.4698692835941172,1.9878704168428143,1.7080346846501708,1.6098063358841594,4.550036292163159,2.4558144852326524,2.436126427830284,Feynman33,None
1.825926899618565,1.2467161072192654,1.9254171949787309,1.0601655319376055,1.9155786793025866,3.3642060000628,9.1451499632045,10.265973513615084,Feynman33,None
1.7207548313539793,1.008007972923295,1.2959265270298803,1.1165251236312148,1.0864797973002571,3.776340825203315,0.12388529778166259,3.573427026400539,Feynman33,None
1.699717472596114,1.1428343170350903,1.6864330782609085,1.465301989394796,1.2153434645663672,3.557386525049142,0.8675884485621188,1.94420564495911,Feynman33,None
1.6996980507468262,1.0231906830483486,1.642747099789958,1.9876571027608974,1.7639046339019337,3.5303158841750637,8.597140365316335,8.86872916275455,Feynman33,None
1.5490643260017078,1.1682365142787943,1.9301576587376945,1.7773963883715487,1.2147272346607005,3.5366672226238833,1.5959302735325676,1.2683570557857682,Feynman33,None
1.877841949064004,1.2806982791031793,1.6789973841256,1.1505332240796817,1.255299772772479,4.322519302692916,0.3189070148414669,-0.6045800167473407,Feynman33,None
1.2220796378966408,1.5154903078268556,1.6286171722394303,1.1682034583507344,1.27298431380229,3.466324934077756,0.6824427495552107,0.03535049881200125,Feynman33,None
1.008008169533768,1.3366112174734361,1.2198393723667755,1.7252111344495038,1.7684358842300953,3.8266646084702827,1.8433244533284698,2.4847034474688385,Feynman33,None
1.8706617583571363,1.8574465904630524,1.3076885818893378,1.0322017760982773,1.9599579789631503,3.5809068229592684,4.851001354253342,4.178437515239555,Feynman33,None
1.421016210089657,1.0742999026555058,1.5773668232953968,1.5841123310329874,1.3360491752555208,4.256926245295307,0.4766810904271151,-1.171251997321775,Feynman33,None
1.035849727631681,1.4720351049486977,1.9619242788017934,1.2561377524374888,1.8945708379359298,4.575734099356245,1.6606951890366235,0.33147832535940425,Feynman33,None
1.7149298790643863,1.8025538511589176,1.1052388263667958,1.4614295901461665,1.5802352720793214,3.5756285843169495,1.9902992627870024,4.635804077045591,Feynman33,None
