n_rho,mom,B,kb,T,target,target_with_noise,equation_name,varied_variable_name,Predicted
1.0,1.0,1.0,1.0,4.838958629208918,0.20376356837710743,0.20411922962674242,Feynman81,T,0.13728604534291966
1.0,1.0,1.0,1.0,2.7056195118389277,0.35364276632545766,0.40212879445097127,Feynman81,T,0.40658831320780586
1.0,1.0,1.0,1.0,4.307394603433641,0.2280759558196331,0.246687570886537,Feynman81,T,0.204388068218266
1.0,1.0,1.0,1.0,4.4808587701965195,0.21953880264845052,0.26481786822883113,Feynman81,T,0.1824908057634094
1.0,1.0,1.0,1.0,4.780764862359355,0.2061734014020873,0.2887949885167761,Feynman81,T,0.14463213925497306
1.0,1.0,1.0,1.0,2.981288314025343,0.32338733522926816,0.36643900969412324,Feynman81,T,0.3717892278241569
1.0,1.0,1.0,1.0,3.419330781879273,0.2843927228419322,0.22745365969166623,Feynman81,T,0.3164928873673809
1.0,1.0,1.0,1.0,2.086887108141314,0.4455887468261297,0.498152662939331,Feynman81,T,0.4846940831755231
1.0,1.0,1.0,1.0,4.472193476004458,0.21995033800935898,0.17145846066451126,Feynman81,T,0.18358466982178046
1.0,1.0,1.0,1.0,2.002782325437796,0.46157070351872403,0.5557800913347273,Feynman81,T,0.4953110628659031
1.0,1.0,1.0,1.0,2.151199700288063,0.43403442718248475,0.46617843699590156,Feynman81,T,0.4765755737332219
1.0,1.0,1.0,1.0,1.2030113952633585,0.6811451900393674,0.7052640013602905,Feynman81,T,0.5962702752769554
1.0,1.0,1.0,1.0,3.8434881018171714,0.2544641929785931,0.2573883330983314,Feynman81,T,0.2629493456480472
1.0,1.0,1.0,1.0,2.9149777941929584,0.33020273867031036,0.2842751078480794,Feynman81,T,0.38015994429760236
1.0,1.0,1.0,1.0,4.174423898649517,0.2350744526811119,0.1908658571037054,Feynman81,T,0.22117363599508605
1.0,1.0,1.0,1.0,3.5053762421848305,0.2777811486106512,0.20866545611216988,Feynman81,T,0.30563092963778477
1.0,1.0,1.0,1.0,2.44204386221074,0.38804215350646415,0.44528143356931604,Feynman81,T,0.43986082012780314
1.0,1.0,1.0,1.0,2.5914118011614873,0.36781166866079806,0.35571919603589897,Feynman81,T,0.4210053383816272
1.0,1.0,1.0,1.0,3.6989520945619243,0.26394753871316073,0.2993132046992997,Feynman81,T,0.2811948623748518
1.0,1.0,1.0,1.0,3.9324554554581543,0.24895086196447397,0.19709153116484973,Feynman81,T,0.2517185435488418
1.0,1.0,1.0,1.0,3.690008275969064,0.2645570469561566,0.21371661256923113,Feynman81,T,0.2823238861927239
1.0,1.0,1.0,1.0,3.103922124401491,0.3114704643602884,0.3631587258204248,Feynman81,T,0.3563085343217106
1.0,1.0,1.0,1.0,4.208996788273562,0.23321462283188768,0.18117983182446235,Feynman81,T,0.21680932439886666
1.0,1.0,1.0,1.0,4.807047652068719,0.20507810094584109,0.2648105601059422,Feynman81,T,0.14131432958799547
1.0,1.0,1.0,1.0,3.671545990603622,0.2658239394166493,0.35333049479321366,Feynman81,T,0.2846544746054702
1.0,1.0,1.0,1.0,4.30505210216371,0.22819570541259798,0.31044173994560664,Feynman81,T,0.20468377405275
1.0,1.0,1.0,1.0,1.130514121880335,0.7086930669641324,0.6798080694152967,Feynman81,T,0.6054219812363629
1.0,1.0,1.0,1.0,1.068277188107095,0.7334190861541873,0.8040801382158793,Feynman81,T,0.6132784715611632
1.0,1.0,1.0,1.0,3.943652557619757,0.2482734780478552,0.19618661262265988,Feynman81,T,0.2503050763408179
1.0,1.0,1.0,1.0,4.730530644036357,0.20829922998364167,0.1391159891316744,Feynman81,T,0.1509734591274343
1.0,1.0,1.0,1.0,4.437082654918285,0.2216334687426811,0.23915284530979178,Feynman81,T,0.1880168869624345
1.0,1.0,1.0,1.0,4.477192191768987,0.2197127522723698,0.2864904843893912,Feynman81,T,0.1829536565642923
1.0,1.0,1.0,1.0,2.3278784138975848,0.40496665429753004,0.27038840112692186,Feynman81,T,0.4542725112158915
1.0,1.0,1.0,1.0,4.747156963636543,0.20759086816996214,0.19059055620123566,Feynman81,T,0.1488746345646293
1.0,1.0,1.0,1.0,3.8824446433431565,0.25202096509741545,0.2479896727383681,Feynman81,T,0.25803166300314856
1.0,1.0,1.0,1.0,1.3240762622514115,0.6382667422357492,0.6613239452703943,Feynman81,T,0.5809876310162895
1.0,1.0,1.0,1.0,4.64106006936192,0.212194323044215,0.1806784947371093,Feynman81,T,0.16226778322738464
1.0,1.0,1.0,1.0,1.143133233923363,0.70379896792879,0.7160339819681603,Feynman81,T,0.6038290054135964
1.0,1.0,1.0,1.0,4.921342232718794,0.20044544095528272,0.11080683281343445,Feynman81,T,0.12688634601421556
1.0,1.0,1.0,1.0,1.0682322873267922,0.7334372674288336,0.7917395594052152,Feynman81,T,0.6132841396191359
1.0,1.0,1.0,1.0,1.7952620801672117,0.5057643415173279,0.5087564589557507,Feynman81,T,0.521507412651447
1.0,1.0,1.0,1.0,2.277930839374444,0.41281096263009925,0.39022860637852724,Feynman81,T,0.46057765028735165
1.0,1.0,1.0,1.0,1.559260056191416,0.5658043443385241,0.5859567143691781,Feynman81,T,0.5512991656951007
1.0,1.0,1.0,1.0,1.1422999513681353,0.7041208710092799,0.699626172148538,Feynman81,T,0.6039341949830058
1.0,1.0,1.0,1.0,3.2754312099077065,0.2961583385316916,0.24947497135151042,Feynman81,T,0.33465806546614374
1.0,1.0,1.0,1.0,3.6151831746039065,0.2697657375168028,0.26554164379253625,Feynman81,T,0.29176944030194657
1.0,1.0,1.0,1.0,4.642244353178858,0.21214182936347828,0.20073969838143546,Feynman81,T,0.1621182850773559
1.0,1.0,1.0,1.0,1.3563023166007864,0.627510354479669,0.6291027025921178,Feynman81,T,0.5769195695898013
1.0,1.0,1.0,1.0,1.0753973665736924,0.7305420612511982,0.7220456266513731,Feynman81,T,0.6123796545691959
1.0,1.0,1.0,1.0,2.4310811709990303,0.38960954271208287,0.34287298175894415,Feynman81,T,0.4412446969453489
1.0,1.0,1.0,1.0,2.5835933291775293,0.3688210316600987,0.3937981025448875,Feynman81,T,0.4219923042212467
1.0,1.0,1.0,1.0,4.979588188672148,0.19816307412003567,0.2513387822739525,Feynman81,T,0.11953366425410841
1.0,1.0,1.0,1.0,1.068760152563022,0.7332235539389333,0.7094338028899874,Feynman81,T,0.6132175044573352
1.0,1.0,1.0,1.0,1.2588880057448555,0.6608672818399411,0.6648960910245894,Feynman81,T,0.5892166817084957
1.0,1.0,1.0,1.0,2.2400484776583447,0.4189509033999993,0.5242896888764463,Feynman81,T,0.46535973557913085
1.0,1.0,1.0,1.0,3.208179352879839,0.30198583320616595,0.32914048299913606,Feynman81,T,0.3431476111575959
1.0,1.0,1.0,1.0,3.4619833696457105,0.2810776334319668,0.3130237037572766,Feynman81,T,0.31110863343770767
1.0,1.0,1.0,1.0,1.895317868620218,0.48355662774690084,0.531678318974236,Feynman81,T,0.5088768547860881
1.0,1.0,1.0,1.0,4.099808452084836,0.23918910657954487,0.25251188926115276,Feynman81,T,0.23059272321888077
1.0,1.0,1.0,1.0,3.582982752749732,0.2720691955601794,0.21155925850746268,Feynman81,T,0.29583426380777306
1.0,1.0,1.0,1.0,3.156565434783281,0.30661062519877086,0.4512546750075068,Feynman81,T,0.34966309997218126
1.0,1.0,1.0,1.0,4.526234247895355,0.21740829789329155,0.14056149131695544,Feynman81,T,0.17676282899012244
1.0,1.0,1.0,1.0,4.633183245553106,0.21254411679024207,0.14262277884857755,Feynman81,T,0.16326211463000256
1.0,1.0,1.0,1.0,2.755499419791518,0.3477752060326871,0.3725654136715854,Feynman81,T,0.40029171668001373
1.0,1.0,1.0,1.0,2.0900850011457766,0.4450009602756177,0.34882423356919073,Feynman81,T,0.4842903966831027
1.0,1.0,1.0,1.0,1.0193886424580851,0.7534898807075251,0.7612649076842842,Feynman81,T,0.6194499258362396
1.0,1.0,1.0,1.0,1.982999387898523,0.46548165117038426,0.4477554201384121,Feynman81,T,0.4978083649447188
1.0,1.0,1.0,1.0,2.0359245519036144,0.4551503704956867,0.4287900455223448,Feynman81,T,0.4911273489780783
1.0,1.0,1.0,1.0,3.451434795984377,0.2818904988892769,0.2198065319114512,Feynman81,T,0.31244023374485597
1.0,1.0,1.0,1.0,3.1010506601345833,0.31173981900122816,0.31862882423319455,Feynman81,T,0.35667101394658735
1.0,1.0,1.0,1.0,1.2719374552589615,0.6562521973502267,0.6151888490575903,Feynman81,T,0.5875693822103523
1.0,1.0,1.0,1.0,2.0089577736444326,0.46036199975251785,0.4804905085774265,Feynman81,T,0.49453150424042125
1.0,1.0,1.0,1.0,1.139299910694755,0.7052812998942465,0.7114144360612791,Feynman81,T,0.6043129056434041
1.0,1.0,1.0,1.0,3.6367900108134177,0.2682412613263841,0.22733061433456567,Feynman81,T,0.2890418991677425
1.0,1.0,1.0,1.0,3.0930411690202444,0.31249351735766095,0.3462741790057635,Feynman81,T,0.35768209298797343
1.0,1.0,1.0,1.0,3.5540399006220156,0.2741725183165183,0.31918436293929636,Feynman81,T,0.2994878676967901
1.0,1.0,1.0,1.0,1.2487944658664567,0.664468299730348,0.6645506144938848,Feynman81,T,0.590490841450202
1.0,1.0,1.0,1.0,1.290772364726835,0.6496714175620454,0.6359766632890886,Feynman81,T,0.5851917541914934
1.0,1.0,1.0,1.0,3.3084137082219005,0.2933791462745293,0.2389676900257799,Feynman81,T,0.33049451615353687
1.0,1.0,1.0,1.0,2.6724087340500233,0.3576549259961291,0.27799307902967696,Feynman81,T,0.41078068000986634
1.0,1.0,1.0,1.0,2.9528576721336313,0.3262761016334536,0.26465838128250596,Feynman81,T,0.3753781733181237
1.0,1.0,1.0,1.0,3.7926374574959216,0.2577238301529787,0.2991250539644708,Feynman81,T,0.26936848153509424
1.0,1.0,1.0,1.0,4.702531059890392,0.2095029667820314,0.15765229652524781,Feynman81,T,0.1545079885169899
1.0,1.0,1.0,1.0,1.952894219554798,0.47154908904896337,0.4085214043180031,Feynman81,T,0.5016086953955355
1.0,1.0,1.0,1.0,4.655269989261065,0.21156614685504208,0.26415473961156744,Feynman81,T,0.16047399300303955
1.0,1.0,1.0,1.0,4.403444791422405,0.223269898221761,0.23217267161234012,Feynman81,T,0.19226316522575768
1.0,1.0,1.0,1.0,1.530220092240151,0.5740219411846978,0.6371488032167519,Feynman81,T,0.5549650302810609
1.0,1.0,1.0,1.0,1.9369956685573988,0.4748109628947749,0.4353817980169379,Feynman81,T,0.5036156513813771
1.0,1.0,1.0,1.0,1.8422566444775574,0.4951139980633622,0.4829328424463556,Feynman81,T,0.5155750465502009
1.0,1.0,1.0,1.0,3.1124586197027115,0.3106723489020717,0.3045522526017885,Feynman81,T,0.3552309288484374
1.0,1.0,1.0,1.0,1.4065735549762737,0.6112706626450765,0.566859369560002,Feynman81,T,0.5705735713655746
1.0,1.0,1.0,1.0,4.133183337701055,0.23733134515273885,0.24061343119600656,Feynman81,T,0.22637964168247493
1.0,1.0,1.0,1.0,4.313641856263409,0.22775719610879122,0.273991263410679,Feynman81,T,0.20359944576026495
1.0,1.0,1.0,1.0,1.9644269863694683,0.4692080261854274,0.44020282913733555,Feynman81,T,0.5001528548400187
1.0,1.0,1.0,1.0,2.551418611960077,0.3730304635793105,0.3979987280397917,Feynman81,T,0.4260538839020598
1.0,1.0,1.0,1.0,2.8446419020666958,0.3377389012310274,0.3396975361823141,Feynman81,T,0.3890388042735129
1.0,1.0,1.0,1.0,3.2382018446723273,0.2993571839319225,0.28522604739068697,Feynman81,T,0.33935771853243235
1.0,1.0,1.0,1.0,2.729650654224289,0.35079256324107133,0.34317944336461337,Feynman81,T,0.40355473888135684
1.0,1.0,1.0,1.0,3.4913854714950623,0.27883576961977147,0.3122153715488124,Feynman81,T,0.3073970560317607
1.0,1.0,1.0,1.0,2.9779263163296528,0.32372637713502633,0.3585669861524312,Feynman81,T,0.3722136300058046
1.0,1.0,1.0,1.0,2.796730881290192,0.34306329385715495,0.332269710897615,Feynman81,T,0.3950868579476268
1.0,1.0,1.0,1.0,1.8222225118413125,0.4996055885435187,0.5027097786595791,Feynman81,T,0.5181040583769814
1.0,1.0,1.0,1.0,3.118327529639407,0.3101259201936701,0.3056668464967313,Feynman81,T,0.35449006632396246
1.0,1.0,1.0,1.0,1.8241394907379855,0.4991727035986291,0.46210491119485386,Feynman81,T,0.5178620682494366
1.0,1.0,1.0,1.0,4.924790358578549,0.20030888372261765,0.1718366490478724,Feynman81,T,0.12645107163565225
1.0,1.0,1.0,1.0,2.3467666225225754,0.4020721468318012,0.3677930577685897,Feynman81,T,0.45188815557206263
1.0,1.0,1.0,1.0,4.47904059177046,0.21962502672393433,0.17147812801693119,Feynman81,T,0.1827203236523885
1.0,1.0,1.0,1.0,3.79611413510852,0.257498374225362,0.20328386195801584,Feynman81,T,0.26892960280592615
1.0,1.0,1.0,1.0,4.7274947767137805,0.20842908692007128,0.15995976901278627,Feynman81,T,0.1513566920421274
1.0,1.0,1.0,1.0,3.532131081902329,0.27578581146702813,0.25620125649351416,Feynman81,T,0.30225352967825114
1.0,1.0,1.0,1.0,3.850963811820355,0.2539917601943219,0.25264860426052427,Feynman81,T,0.2620056486965417
1.0,1.0,1.0,1.0,3.9623715243697375,0.24714906306219112,0.21457311411485042,Feynman81,T,0.24794208588197178
1.0,1.0,1.0,1.0,4.272518537065009,0.2298716835365176,0.19410462073949597,Feynman81,T,0.20879065125269913
1.0,1.0,1.0,1.0,3.499996754332426,0.27818573477444625,0.22007424971609607,Feynman81,T,0.30631000984595164
1.0,1.0,1.0,1.0,3.1383437292996113,0.3082761524143227,0.3444480916781023,Feynman81,T,0.351963319053227
1.0,1.0,1.0,1.0,4.9123941087362475,0.20080067412830832,0.13076800020679713,Feynman81,T,0.12801591299349305
1.0,1.0,1.0,1.0,3.3446477894880293,0.2903836056167821,0.3605587721250893,Feynman81,T,0.325920502946211
1.0,1.0,1.0,1.0,3.5335157366433028,0.27568330394433604,0.23891232105531143,Feynman81,T,0.3020787376443696
1.0,1.0,1.0,1.0,3.428853393565412,0.2836460353800086,0.26374409141596966,Feynman81,T,0.31529079946885236
1.0,1.0,1.0,1.0,4.115091759766966,0.2383348613364146,0.14174429349028392,Feynman81,T,0.22866343356406657
1.0,1.0,1.0,1.0,1.2413109541959444,0.6671558011774845,0.6040825568793381,Feynman81,T,0.5914355238343922
1.0,1.0,1.0,1.0,3.73915460538833,0.261241269678735,0.2610172287765079,Feynman81,T,0.27611989450476904
1.0,1.0,1.0,1.0,4.420390099508397,0.22244257911763887,0.23384953520838878,Feynman81,T,0.19012407296316094
1.0,1.0,1.0,1.0,1.5299878384323344,0.5740884523022352,0.5587532018702536,Feynman81,T,0.5549943488784757
1.0,1.0,1.0,1.0,3.5310436243934094,0.27586636911056883,0.2724157899611503,Feynman81,T,0.30239080498896603
1.0,1.0,1.0,1.0,2.401578381637358,0.393887234589274,0.3897162820187148,Feynman81,T,0.44496898559490267
1.0,1.0,1.0,1.0,4.345951063563415,0.2261225120766018,0.17107383877807525,Feynman81,T,0.19952089042499319
1.0,1.0,1.0,1.0,4.469934650004979,0.22005786429145988,0.12160755578356112,Feynman81,T,0.18386981289060203
1.0,1.0,1.0,1.0,3.7368066623038807,0.26139783488138413,0.2863116847484578,Feynman81,T,0.27641628732739376
1.0,1.0,1.0,1.0,3.4835504868256155,0.27942977329379887,0.2882201909422562,Feynman81,T,0.308386106139439
1.0,1.0,1.0,1.0,3.6208356746617927,0.26936529716891155,0.2567720472927218,Feynman81,T,0.2910558963893216
1.0,1.0,1.0,1.0,2.0459114785056087,0.45324735975990493,0.5364613396977497,Feynman81,T,0.48986664781943046
1.0,1.0,1.0,1.0,3.1975964988080037,0.3029230834742473,0.2296637654885485,Feynman81,T,0.3444835389370767
1.0,1.0,1.0,1.0,1.3867334158479294,0.6176020415928021,0.5816946047117713,Feynman81,T,0.5730780946533691
1.0,1.0,1.0,1.0,3.1301001772532695,0.3090353859332024,0.26098977595751394,Feynman81,T,0.35300394479430314
1.0,1.0,1.0,1.0,4.759302834630008,0.20707638703817247,0.15768423315225752,Feynman81,T,0.1473413997355644
1.0,1.0,1.0,1.0,4.3747614678332845,0.22468416158215526,0.17050631790522833,Feynman81,T,0.19588400679311538
1.0,1.0,1.0,1.0,3.7242671270516223,0.2622371020848156,0.24716173652974516,Feynman81,T,0.27799921677702594
1.0,1.0,1.0,1.0,2.8223569754717976,0.34019566956874614,0.36746966429013783,Feynman81,T,0.39185194474875046
1.0,1.0,1.0,1.0,2.585978293886115,0.36851257846037494,0.3275974599447528,Feynman81,T,0.4216912378872582
1.0,1.0,1.0,1.0,4.277319058609031,0.22962286545905713,0.2625022715816979,Feynman81,T,0.20818465702850306
1.0,1.0,1.0,1.0,3.5190159481890353,0.276760426153856,0.31255367861438976,Feynman81,T,0.30390911993661285
1.0,1.0,1.0,1.0,1.1535327741880006,0.6997967521167012,0.7582360778337514,Feynman81,T,0.6025162176273208
1.0,1.0,1.0,1.0,3.683222323299656,0.2650213329366964,0.26572793914813314,Feynman81,T,0.2831805115955733
1.0,1.0,1.0,1.0,4.826574588168075,0.20427173686541097,0.17532600557890876,Feynman81,T,0.1388493455539954
1.0,1.0,1.0,1.0,3.052980203811268,0.31631654739015147,0.4451730281625773,Feynman81,T,0.3627391936146158
1.0,1.0,1.0,1.0,1.1941843171587565,0.6844250462446086,0.7474731919562079,Feynman81,T,0.5973845630136906
1.0,1.0,1.0,1.0,4.210471453551441,0.23313593545862887,0.2662804788889871,Feynman81,T,0.21662316990570588
1.0,1.0,1.0,1.0,3.778310093395411,0.25865701168938937,0.2668284960912721,Feynman81,T,0.2711770977091556
1.0,1.0,1.0,1.0,1.9277383405435518,0.476728965141592,0.44411121472699555,Feynman81,T,0.5047842515845848
1.0,1.0,1.0,1.0,1.3492058905624873,0.6298555830885644,0.6238453782171436,Feynman81,T,0.5778153881294339
1.0,1.0,1.0,1.0,3.890054064941018,0.2515490684671882,0.27433352756523854,Feynman81,T,0.2570710869649421
1.0,1.0,1.0,1.0,4.154544833437154,0.236157060274323,0.22205584088603328,Feynman81,T,0.22368307146131886
1.0,1.0,1.0,1.0,1.5172756925293007,0.5777481688322972,0.6613074069376529,Feynman81,T,0.5565990686980816
1.0,1.0,1.0,1.0,3.2310319817563986,0.29998092128632015,0.27761884519512614,Feynman81,T,0.34026280698085487
1.0,1.0,1.0,1.0,1.095450852168026,0.7225050730927512,0.6484501939655969,Feynman81,T,0.6098481992656256
1.0,1.0,1.0,1.0,1.757253406363323,0.5146758722453595,0.5584754282599032,Feynman81,T,0.5263054435223059
1.0,1.0,1.0,1.0,3.7736010642706934,0.25896516530013747,0.2816007767216079,Feynman81,T,0.27177154245130924
1.0,1.0,1.0,1.0,3.6813948710533735,0.2651466363117013,0.24429550735991132,Feynman81,T,0.2834112002099117
1.0,1.0,1.0,1.0,3.1937342787663137,0.30326653407581416,0.22525525437647143,Feynman81,T,0.3449710867212616
1.0,1.0,1.0,1.0,4.797750069468217,0.20546425244583694,0.18866590269413425,Feynman81,T,0.14248801052940344
1.0,1.0,1.0,1.0,3.4823485600965056,0.27952111400454216,0.2810489818998747,Feynman81,T,0.30853783148572694
1.0,1.0,1.0,1.0,1.5631677088547846,0.5647133850347774,0.4821811754288984,Feynman81,T,0.550805882525729
1.0,1.0,1.0,1.0,1.2467638440195246,0.6651960569535571,0.6791804708993425,Feynman81,T,0.5907471773485015
1.0,1.0,1.0,1.0,3.489838817130111,0.2789528337064862,0.311685468753651,Feynman81,T,0.30759229810683597
1.0,1.0,1.0,1.0,4.349052659359447,0.22596679799364286,0.2755906098727413,Feynman81,T,0.19912936023637548
1.0,1.0,1.0,1.0,2.7565234079731775,0.3476566924677236,0.3230455410023854,Feynman81,T,0.4001624534023833
1.0,1.0,1.0,1.0,4.724781962501116,0.20854526046039498,0.23464160583098925,Feynman81,T,0.15169914432610002
1.0,1.0,1.0,1.0,1.7221213530050878,0.5231588902427533,0.5421187309054114,Feynman81,T,0.5307403438010228
1.0,1.0,1.0,1.0,4.647072697570319,0.21192807604200378,0.17838293127252336,Feynman81,T,0.16150877868760158
1.0,1.0,1.0,1.0,2.737060127601186,0.34992256363858243,0.34813704299012893,Feynman81,T,0.40261940306736826
1.0,1.0,1.0,1.0,4.948373731956892,0.19937979960352897,0.19817729706653628,Feynman81,T,0.12347402306606012
1.0,1.0,1.0,1.0,1.6607838467983402,0.5385601687425573,0.5806859864543853,Feynman81,T,0.5384832936292716
1.0,1.0,1.0,1.0,2.430734221564535,0.3896593416221149,0.31316817587810647,Feynman81,T,0.4412884941545047
1.0,1.0,1.0,1.0,4.746384276511396,0.20762368324393332,0.18427300325568352,Feynman81,T,0.1489721747751841
1.0,1.0,1.0,1.0,4.698223033738882,0.20968939105768394,0.19799106770766436,Feynman81,T,0.1550518124903334
1.0,1.0,1.0,1.0,2.3819030697900754,0.3967891994917325,0.37191907856703127,Feynman81,T,0.44745270129115017
1.0,1.0,1.0,1.0,2.4290409230979244,0.3899025582818526,0.3188775126170193,Feynman81,T,0.4415022479173004
1.0,1.0,1.0,1.0,2.259023012239374,0.4158545251932187,0.41009798123469127,Feynman81,T,0.4629644825158787
1.0,1.0,1.0,1.0,2.2905275762505006,0.41080613889552925,0.3943814553277058,Feynman81,T,0.45898749943491113
1.0,1.0,1.0,1.0,2.3026632736018633,0.4088917319304665,0.47793147862786156,Feynman81,T,0.45745554797629445
1.0,1.0,1.0,1.0,2.176086003530598,0.42970976333438865,0.46833663760707533,Feynman81,T,0.473434047650128
1.0,1.0,1.0,1.0,1.2947539832399295,0.6482924067997635,0.5802877698752698,Feynman81,T,0.5846891338987122
1.0,1.0,1.0,1.0,1.4587228906361198,0.5951034683175711,0.6219674158192963,Feynman81,T,0.563990491295858
1.0,1.0,1.0,1.0,3.653776383271312,0.26705451210150716,0.3728952580617283,Feynman81,T,0.2868976227481495
1.0,1.0,1.0,1.0,4.355561509277054,0.22564070802155808,0.147943239137635,Feynman81,T,0.1983077150573814
1.0,1.0,1.0,1.0,2.313548100455475,0.40718871254887584,0.3820360593996701,Feynman81,T,0.45608150033433126
1.0,1.0,1.0,1.0,4.3371219632619695,0.2265669284325481,0.16260803664649415,Feynman81,T,0.2006354325957356
1.0,1.0,1.0,1.0,1.1952047157197856,0.6840448368222227,0.703722726317038,Feynman81,T,0.597255752824098
1.0,1.0,1.0,1.0,4.800389147875961,0.20535449948918735,0.16900107926805472,Feynman81,T,0.14215486629550925
1.0,1.0,1.0,1.0,2.158104120279531,0.4328266028371099,0.3842276782109897,Feynman81,T,0.47570399327680957
1.0,1.0,1.0,1.0,4.053616312551965,0.24180781071137056,0.1833846506516146,Feynman81,T,0.23642379195364874
1.0,1.0,1.0,1.0,4.62706269974751,0.21281670226323918,0.29946053153211716,Feynman81,T,0.1640347421577413
1.0,1.0,1.0,1.0,1.3052804608225048,0.6446669765142727,0.6835660599080979,Feynman81,T,0.5833603222062038
1.0,1.0,1.0,1.0,3.5968417360421037,0.2710731181849463,0.2939156356863607,Feynman81,T,0.29408477364791324
1.0,1.0,1.0,1.0,1.663408205885097,0.537885387517242,0.5275178084687269,Feynman81,T,0.5381520072412248
1.0,1.0,1.0,1.0,1.170088825300477,0.6934836561237898,0.7515253468711046,Feynman81,T,0.6004262616229109
1.0,1.0,1.0,1.0,1.0250615400680854,0.7511335885466821,0.7182130297771001,Feynman81,T,0.6187338065914567
1.0,1.0,1.0,1.0,3.123307694265109,0.3096636893692241,0.35352406279751225,Feynman81,T,0.3538613946674013
1.0,1.0,1.0,1.0,3.7426602805298494,0.26100784484898565,0.30823892232669503,Feynman81,T,0.2756773552641224
1.0,1.0,1.0,1.0,2.167733175386212,0.4311524257037967,0.4155089235035647,Feynman81,T,0.4744884681148912
1.0,1.0,1.0,1.0,1.4403990562942073,0.6007066487446503,0.5834770579730567,Feynman81,T,0.5663036035654913
1.0,1.0,1.0,1.0,1.4477491250286652,0.5984490966383263,0.6397849374174152,Feynman81,T,0.5653757664175755
1.0,1.0,1.0,1.0,3.2549789604591455,0.2979074208195138,0.26506081721871627,Feynman81,T,0.33723985744763096
1.0,1.0,1.0,1.0,4.338905474096919,0.2264770165187937,0.20623508883609298,Feynman81,T,0.20041029096506738
