,DataSize,ErrorWidthPercentage,NoiseLevelPercentage,ErrorScaling,AUC
133,100.0,0.125,0.1,1.0,0.7553374655647384
134,100.0,0.125,0.1,1.5,0.8686294765840221
135,100.0,0.15,0.01,0.5,0.8717286501377413
136,100.0,0.15,0.01,1.0,0.9456783746556474
137,100.0,0.15,0.01,1.5,0.9783918732782368
138,100.0,0.15,0.02,0.5,0.8100034435261708
139,100.0,0.15,0.02,1.0,0.9275998622589532
140,100.0,0.15,0.02,1.5,0.9710743801652892
141,100.0,0.15,0.03,0.5,0.7901170798898071
142,100.0,0.15,0.03,1.0,0.9007403581267218
143,100.0,0.15,0.03,1.5,0.9693526170798898
144,100.0,0.15,0.05,0.5,0.6970557851239669
145,100.0,0.15,0.05,1.0,0.8521005509641874
146,100.0,0.15,0.05,1.5,0.9313877410468321
147,100.0,0.15,0.1,0.5,0.6055440771349863
148,100.0,0.15,0.1,1.0,0.7666150137741047
149,100.0,0.15,0.1,1.5,0.8441804407713498
