,filename,equation_name,varied_variable_name,errorfunction,RMSE,ConstraintsViolated,DataSize,ErrorWidthPercentage,NoiseLevelPercentage,ErrorScaling
34,Feynman17,Feynman17_c_s100_n0.01_es1.5_ew0.15_Spike,c,s100,0.08280219515145106,True,100,0.15,0.01,1.5
35,Feynman17,Feynman17_c_s100_n0.01_es1.5_ew0.15_Square,c,s100,0.12433486995103295,True,100,0.15,0.01,1.5
36,Feynman17,Feynman17_c_s100_n0.01_es1.5_ew0.1_None,c,s100,0.017723428012928352,False,100,0.1,0.01,1.5
37,Feynman17,Feynman17_c_s100_n0.01_es1.5_ew0.1_Normal,c,s100,0.040861547224687864,True,100,0.1,0.01,1.5
38,Feynman17,Feynman17_c_s100_n0.01_es1.5_ew0.1_Spike,c,s100,0.04882222991442566,True,100,0.1,0.01,1.5
39,Feynman17,Feynman17_c_s100_n0.01_es1.5_ew0.1_Square,c,s100,0.07375038685833853,True,100,0.1,0.01,1.5
40,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.05_None,c,s100,0.023364203605533054,False,100,0.05,0.01,1.0
41,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.05_Normal,c,s100,0.03347979420083211,True,100,0.05,0.01,1.0
42,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.05_Spike,c,s100,0.045334344420713726,True,100,0.05,0.01,1.0
43,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.05_Square,c,s100,0.05318005972829902,True,100,0.05,0.01,1.0
44,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.075_None,c,s100,0.021773342792327205,False,100,0.075,0.01,1.0
45,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.075_Normal,c,s100,0.03054449005407026,True,100,0.075,0.01,1.0
46,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.075_Spike,c,s100,0.044282237394972127,True,100,0.075,0.01,1.0
47,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.075_Square,c,s100,0.059595341991827304,True,100,0.075,0.01,1.0
48,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.125_None,c,s100,0.017717363968022575,False,100,0.125,0.01,1.0
49,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.125_Normal,c,s100,0.030375221671393664,True,100,0.125,0.01,1.0
50,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.125_Spike,c,s100,0.04065372056651826,True,100,0.125,0.01,1.0
51,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.125_Square,c,s100,0.05990870993962441,True,100,0.125,0.01,1.0
52,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.15_None,c,s100,0.018131716906315768,False,100,0.15,0.01,1.0
53,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.15_Normal,c,s100,0.026327768703617725,True,100,0.15,0.01,1.0
54,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.15_Spike,c,s100,0.041012687186431133,True,100,0.15,0.01,1.0
55,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.15_Square,c,s100,0.0611195978671488,True,100,0.15,0.01,1.0
56,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.1_None,c,s100,0.019524926554584494,False,100,0.1,0.01,1.0
57,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.1_Normal,c,s100,0.03288952204155502,True,100,0.1,0.01,1.0
58,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.1_Spike,c,s100,0.03730221217398038,True,100,0.1,0.01,1.0
59,Feynman17,Feynman17_c_s100_n0.01_es1_ew0.1_Square,c,s100,0.05281421969044882,True,100,0.1,0.01,1.0
60,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.05_None,c,s100,0.02312791735233563,False,100,0.05,0.02,0.5
61,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.05_Normal,c,s100,0.02480564010360914,True,100,0.05,0.02,0.5
62,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.05_Spike,c,s100,0.02938540751428876,True,100,0.05,0.02,0.5
63,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.05_Square,c,s100,0.03231898380883904,True,100,0.05,0.02,0.5
64,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.075_None,c,s100,0.03155357916279435,False,100,0.075,0.02,0.5
65,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.075_Normal,c,s100,0.03463087235281074,True,100,0.075,0.02,0.5
66,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.075_Spike,c,s100,0.03824464336948894,True,100,0.075,0.02,0.5
67,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.075_Square,c,s100,0.04251450421490957,True,100,0.075,0.02,0.5
68,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.125_None,c,s100,0.03395963408855518,False,100,0.125,0.02,0.5
69,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.125_Normal,c,s100,0.036825990535742203,True,100,0.125,0.02,0.5
70,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.125_Spike,c,s100,0.03939757279026696,True,100,0.125,0.02,0.5
71,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.125_Square,c,s100,0.047167509902905094,True,100,0.125,0.02,0.5
72,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.15_None,c,s100,0.026398860065234935,False,100,0.15,0.02,0.5
73,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.15_Normal,c,s100,0.029680800505699583,True,100,0.15,0.02,0.5
74,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.15_Spike,c,s100,0.03200868292869132,True,100,0.15,0.02,0.5
75,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.15_Square,c,s100,0.03579869566842725,True,100,0.15,0.02,0.5
76,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.1_None,c,s100,0.021713552644376393,False,100,0.1,0.02,0.5
77,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.1_Normal,c,s100,0.026398580404085447,True,100,0.1,0.02,0.5
78,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.1_Spike,c,s100,0.027411050337149044,True,100,0.1,0.02,0.5
79,Feynman17,Feynman17_c_s100_n0.02_es0.5_ew0.1_Square,c,s100,0.03470000366528683,True,100,0.1,0.02,0.5
80,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.05_None,c,s100,0.025645695813289224,False,100,0.05,0.02,1.5
81,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.05_Normal,c,s100,0.03444192925391571,True,100,0.05,0.02,1.5
82,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.05_Spike,c,s100,0.045777908368731336,True,100,0.05,0.02,1.5
83,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.05_Square,c,s100,0.05447723340485509,True,100,0.05,0.02,1.5
84,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.075_None,c,s100,0.023709150164341372,False,100,0.075,0.02,1.5
85,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.075_Normal,c,s100,0.035247465359080965,True,100,0.075,0.02,1.5
86,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.075_Spike,c,s100,0.049410848170198154,True,100,0.075,0.02,1.5
87,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.075_Square,c,s100,0.05790790220104604,True,100,0.075,0.02,1.5
88,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.125_None,c,s100,0.02617530154467974,False,100,0.125,0.02,1.5
89,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.125_Normal,c,s100,0.044099084861238834,True,100,0.125,0.02,1.5
90,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.125_Spike,c,s100,0.05881063625899437,True,100,0.125,0.02,1.5
91,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.125_Square,c,s100,0.08837728257241863,True,100,0.125,0.02,1.5
92,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.15_None,c,s100,0.029763222988891547,False,100,0.15,0.02,1.5
93,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.15_Normal,c,s100,0.047060268414851204,True,100,0.15,0.02,1.5
94,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.15_Spike,c,s100,0.07926100925223262,True,100,0.15,0.02,1.5
95,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.15_Square,c,s100,0.11372100214464756,True,100,0.15,0.02,1.5
96,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.1_None,c,s100,0.026185976707673544,False,100,0.1,0.02,1.5
97,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.1_Normal,c,s100,0.04968311234909221,True,100,0.1,0.02,1.5
98,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.1_Spike,c,s100,0.056558754866830874,True,100,0.1,0.02,1.5
99,Feynman17,Feynman17_c_s100_n0.02_es1.5_ew0.1_Square,c,s100,0.07734720284982695,True,100,0.1,0.02,1.5
100,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.05_None,c,s100,0.028804288913604432,False,100,0.05,0.02,1.0
101,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.05_Normal,c,s100,0.03278062468273815,True,100,0.05,0.02,1.0
102,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.05_Spike,c,s100,0.040103760129771994,True,100,0.05,0.02,1.0
103,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.05_Square,c,s100,0.04817404414704681,True,100,0.05,0.02,1.0
104,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.075_None,c,s100,0.027019333463783227,False,100,0.075,0.02,1.0
105,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.075_Normal,c,s100,0.029297415578655995,True,100,0.075,0.02,1.0
106,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.075_Spike,c,s100,0.03804327341840752,True,100,0.075,0.02,1.0
107,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.075_Square,c,s100,0.051284191843448255,True,100,0.075,0.02,1.0
108,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.125_None,c,s100,0.02529018414786423,False,100,0.125,0.02,1.0
109,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.125_Normal,c,s100,0.03275811332151237,True,100,0.125,0.02,1.0
110,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.125_Spike,c,s100,0.03961035147184164,True,100,0.125,0.02,1.0
111,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.125_Square,c,s100,0.055441147314632816,True,100,0.125,0.02,1.0
112,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.15_None,c,s100,0.028633927552465015,False,100,0.15,0.02,1.0
113,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.15_Normal,c,s100,0.03645870947537013,True,100,0.15,0.02,1.0
114,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.15_Spike,c,s100,0.05063223978568832,True,100,0.15,0.02,1.0
115,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.15_Square,c,s100,0.07171316011828699,True,100,0.15,0.02,1.0
116,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.1_None,c,s100,0.025062224111058264,False,100,0.1,0.02,1.0
117,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.1_Normal,c,s100,0.03337525787325101,True,100,0.1,0.02,1.0
118,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.1_Spike,c,s100,0.038128765553456616,True,100,0.1,0.02,1.0
119,Feynman17,Feynman17_c_s100_n0.02_es1_ew0.1_Square,c,s100,0.05120426778388206,True,100,0.1,0.02,1.0
120,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.05_None,c,s100,0.03182501117753514,False,100,0.05,0.03,0.5
121,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.05_Normal,c,s100,0.03533417041652412,True,100,0.05,0.03,0.5
122,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.05_Spike,c,s100,0.03806306585246837,True,100,0.05,0.03,0.5
123,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.05_Square,c,s100,0.03948664057954138,True,100,0.05,0.03,0.5
124,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.075_None,c,s100,0.03331954503644892,False,100,0.075,0.03,0.5
125,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.075_Normal,c,s100,0.03587908701692432,True,100,0.075,0.03,0.5
126,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.075_Spike,c,s100,0.03915840530118624,True,100,0.075,0.03,0.5
127,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.075_Square,c,s100,0.04330773893344919,True,100,0.075,0.03,0.5
128,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.125_None,c,s100,0.03680990352522667,False,100,0.125,0.03,0.5
129,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.125_Normal,c,s100,0.037680477558112116,True,100,0.125,0.03,0.5
130,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.125_Spike,c,s100,0.03976408299838843,True,100,0.125,0.03,0.5
131,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.125_Square,c,s100,0.04631844704551398,True,100,0.125,0.03,0.5
132,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.15_None,c,s100,0.038164212287107306,False,100,0.15,0.03,0.5
133,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.15_Normal,c,s100,0.03911137556582385,True,100,0.15,0.03,0.5
134,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.15_Spike,c,s100,0.04448493160021888,True,100,0.15,0.03,0.5
135,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.15_Square,c,s100,0.04768171246158259,True,100,0.15,0.03,0.5
136,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.1_None,c,s100,0.0345842894724684,False,100,0.1,0.03,0.5
137,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.1_Normal,c,s100,0.03784437830073845,True,100,0.1,0.03,0.5
138,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.1_Spike,c,s100,0.03938602448831911,True,100,0.1,0.03,0.5
139,Feynman17,Feynman17_c_s100_n0.03_es0.5_ew0.1_Square,c,s100,0.04573818733018142,True,100,0.1,0.03,0.5
140,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.05_None,c,s100,0.028580485028602547,False,100,0.05,0.03,1.5
141,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.05_Normal,c,s100,0.04017695896142217,True,100,0.05,0.03,1.5
142,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.05_Spike,c,s100,0.05460011068484999,True,100,0.05,0.03,1.5
143,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.05_Square,c,s100,0.06524433683147597,True,100,0.05,0.03,1.5
144,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.075_None,c,s100,0.036624854674787946,False,100,0.075,0.03,1.5
145,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.075_Normal,c,s100,0.049046739507662813,True,100,0.075,0.03,1.5
146,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.075_Spike,c,s100,0.06826718997691698,True,100,0.075,0.03,1.5
147,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.075_Square,c,s100,0.0874208064851542,True,100,0.075,0.03,1.5
148,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.125_None,c,s100,0.034589019310821374,False,100,0.125,0.03,1.5
149,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.125_Normal,c,s100,0.05449691709774564,True,100,0.125,0.03,1.5
150,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.125_Spike,c,s100,0.05747543858440898,True,100,0.125,0.03,1.5
151,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.125_Square,c,s100,0.07623183792961317,True,100,0.125,0.03,1.5
152,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.15_None,c,s100,0.03685577085828354,False,100,0.15,0.03,1.5
153,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.15_Normal,c,s100,0.049644882768172735,True,100,0.15,0.03,1.5
154,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.15_Spike,c,s100,0.07641956089737213,True,100,0.15,0.03,1.5
155,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.15_Square,c,s100,0.10609188704157689,True,100,0.15,0.03,1.5
156,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.1_None,c,s100,0.04315750011237716,False,100,0.1,0.03,1.5
157,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.1_Normal,c,s100,0.05588807023298183,True,100,0.1,0.03,1.5
158,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.1_Spike,c,s100,0.06250799166409733,True,100,0.1,0.03,1.5
159,Feynman17,Feynman17_c_s100_n0.03_es1.5_ew0.1_Square,c,s100,0.0865317286773372,True,100,0.1,0.03,1.5
160,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.05_None,c,s100,0.038289451145249724,False,100,0.05,0.03,1.0
161,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.05_Normal,c,s100,0.04117394172299922,True,100,0.05,0.03,1.0
162,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.05_Spike,c,s100,0.055050817205769216,True,100,0.05,0.03,1.0
163,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.05_Square,c,s100,0.06262568978948951,True,100,0.05,0.03,1.0
164,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.075_None,c,s100,0.030584334906228666,False,100,0.075,0.03,1.0
165,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.075_Normal,c,s100,0.0353643301813897,True,100,0.075,0.03,1.0
166,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.075_Spike,c,s100,0.044399157558073526,True,100,0.075,0.03,1.0
167,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.075_Square,c,s100,0.05383320502456632,True,100,0.075,0.03,1.0
168,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.125_None,c,s100,0.032654595759065,False,100,0.125,0.03,1.0
169,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.125_Normal,c,s100,0.0425337249933616,True,100,0.125,0.03,1.0
170,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.125_Spike,c,s100,0.051389545083930864,True,100,0.125,0.03,1.0
171,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.125_Square,c,s100,0.06867850708959185,True,100,0.125,0.03,1.0
172,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.15_None,c,s100,0.03158966532801748,False,100,0.15,0.03,1.0
173,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.15_Normal,c,s100,0.03338077951134685,True,100,0.15,0.03,1.0
174,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.15_Spike,c,s100,0.04536047230917135,True,100,0.15,0.03,1.0
175,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.15_Square,c,s100,0.06420800818388342,True,100,0.15,0.03,1.0
176,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.1_None,c,s100,0.03479944013754972,False,100,0.1,0.03,1.0
177,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.1_Normal,c,s100,0.046428038684514686,True,100,0.1,0.03,1.0
178,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.1_Spike,c,s100,0.052449299906212624,True,100,0.1,0.03,1.0
179,Feynman17,Feynman17_c_s100_n0.03_es1_ew0.1_Square,c,s100,0.0728683258096217,True,100,0.1,0.03,1.0
180,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.05_None,c,s100,0.044371966207125954,False,100,0.05,0.05,0.5
181,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.05_Normal,c,s100,0.04364412507994827,True,100,0.05,0.05,0.5
182,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.05_Spike,c,s100,0.045797526376036575,True,100,0.05,0.05,0.5
183,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.05_Square,c,s100,0.049165973217088925,True,100,0.05,0.05,0.5
184,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.075_None,c,s100,0.035652657213485685,False,100,0.075,0.05,0.5
185,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.075_Normal,c,s100,0.036734043557275484,True,100,0.075,0.05,0.5
186,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.075_Spike,c,s100,0.039075224479198194,True,100,0.075,0.05,0.5
187,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.075_Square,c,s100,0.04032525554065917,True,100,0.075,0.05,0.5
188,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.125_None,c,s100,0.04638169872099313,False,100,0.125,0.05,0.5
189,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.125_Normal,c,s100,0.048296690690179195,True,100,0.125,0.05,0.5
190,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.125_Spike,c,s100,0.05019120559745845,True,100,0.125,0.05,0.5
191,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.125_Square,c,s100,0.05536126695330543,True,100,0.125,0.05,0.5
192,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.15_None,c,s100,0.05090811547674385,False,100,0.15,0.05,0.5
193,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.15_Normal,c,s100,0.052086041788402565,True,100,0.15,0.05,0.5
194,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.15_Spike,c,s100,0.05641814492830237,True,100,0.15,0.05,0.5
195,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.15_Square,c,s100,0.059612538837319345,True,100,0.15,0.05,0.5
196,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.1_None,c,s100,0.0388625431967213,False,100,0.1,0.05,0.5
197,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.1_Normal,c,s100,0.04006243285346506,True,100,0.1,0.05,0.5
198,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.1_Spike,c,s100,0.042697147447632984,True,100,0.1,0.05,0.5
199,Feynman17,Feynman17_c_s100_n0.05_es0.5_ew0.1_Square,c,s100,0.04447221641730737,True,100,0.1,0.05,0.5
200,Feynman17,Feynman17_c_s100_n0.05_es1.5_ew0.05_None,c,s100,0.03873322585607675,False,100,0.05,0.05,1.5
201,Feynman17,Feynman17_c_s100_n0.05_es1.5_ew0.05_Normal,c,s100,0.046837247625828554,True,100,0.05,0.05,1.5
202,Feynman17,Feynman17_c_s100_n0.05_es1.5_ew0.05_Spike,c,s100,0.05765366810653336,True,100,0.05,0.05,1.5
203,Feynman17,Feynman17_c_s100_n0.05_es1.5_ew0.05_Square,c,s100,0.06606809174024049,True,100,0.05,0.05,1.5
